,validDate,stoxxId,currency,adjustedOpenPrice,adjustedOpenNet,adjustedOpenGross,adjustmentFactor,closePrice,freeFloat,shares,Capfactor
12073,20240229,CH8012,CHF,190.0,190.0,190.0,,181.8,0.5983,12600000.0,1.0
12074,20240229,TH10JU,THB,10.1,10.1,10.1,,9.95,0.265,847361206.0,0.2803774
12075,20240229,TR10ZK,TRY,14.66,14.66,14.66,,14.74,0.1513,505000000.0,1.0
12076,20240229,US1793,USD,36.62,36.62,36.62,,37.06,0.7787,28616599.0,1.0
12077,20240229,CN15KP,CNY,5.52,5.52,5.52,,5.85,0.3162,771497994.0,
12078,20240229,672626,CHF,511.4,511.4,511.4,,513.2,0.9473,35189082.0,1.0
12079,20240229,US9HV7,USD,42.55,42.55,42.55,,43.23,1.0,24966931.0,1.0
12080,20240229,US9IDQ,USD,31.56,31.56,31.56,,31.24,1.0,48817473.0,1.0
12081,20240229,US9JR5,USD,19.52,19.52,19.52,,20.02,1.0,29508128.0,1.0
12082,20240229,SE337J,SEK,335.0,334.999960123,334.999943032,,342.0,0.26,11320960.0,
12083,20240229,CN8O0V,CNY,14.23,14.23,14.23,,14.74,0.6845,1121856840.0,
12084,20240229,IT33GX,EUR,5.6999999,5.6999999,5.6999999,,5.6999999,0.28,6796753.800000001,
12085,20240229,CN7JJ8,CNY,3.95,3.95,3.95,,4.12,0.7886,495511725.0,
12086,20240229,FR34W9,EUR,3.2250004,3.225000442,3.22500046,,3.1750002,0.58,56915410.0,
12087,20240229,GB11D6,USD,45.2,45.2,45.2,,44.85,0.9416,228302639.0,
12088,20240229,JP92BU,JPY,810.0,810.0,810.0,,829.0,0.591,34024720.0,
12089,20240229,CN1XGD,CNY,20.28,20.28,20.28,,21.25,0.9076,343692906.0,
12090,20240229,TW1J3C,TWD,103.5,103.5,103.5,,103.0,0.6613,193071056.0,1.0
12091,20240229,JP1HSI,JPY,1152.0,1152.0,1152.0,,1147.0,0.4365,33795746.0,
12092,20240229,KY11K4,HKD,12.62,12.62,12.62,,12.74,0.4036,445992842.0,1.0
12093,20240229,CN29LV,CNY,30.45,30.45,30.45,,31.69,0.6374,160557828.0,
12094,20240229,ID12ZX,IDR,161.0,161.0,161.0,,157.0,0.5287,103080325417.0,1.0
12095,20240229,MY17KC,MYR,0.23,0.23,0.23,,0.225,0.6827,1048807928.0,1.0
12096,20240229,HK50QW,HKD,0.039,0.039,0.039,,0.037,0.5728,6740845724.0,1.0
12097,20240229,626705,JPY,6569.0,6569.0,6569.0,,6580.0,0.6653,190002120.0,1.0
12098,20240229,680436,JPY,4000.0,4000.0,4000.0,,4083.0,1.0,296070227.0,1.0
12099,20240229,677697,JPY,6570.0,6570.0,6570.0,,6690.0,0.7919,12972187.0,1.0
12100,20240229,CN06NS,CNY,5.63,5.63,5.63,,5.7,0.7622,1961323047.0,
12101,20240229,774550,PLN,79.6,79.6,79.6,,79.8,0.3958,12617778.0,
12102,20240229,660303,NZD,68.25,68.25,68.25,,67.76,0.8518,100698548.0,1.0
12103,20240229,BR3049,BRL,6.53,6.53,6.53,,6.45,0.2249,902160000.0,1.0
12104,20240229,CN1DDQ,CNY,2.24,2.24,2.24,,2.29,0.7283,2633836290.0,
12105,20240229,TW01PF,TWD,19.3,19.3,19.3,,19.2,0.6999,885703029.0,1.0
12106,20240229,CN0HT9,CNY,53.61,53.61,53.61,,55.28,0.1736,806708657.0,
12107,20240229,TH22KY,THB,2.32,2.32,2.32,,2.26,0.3969,12849999997.0,
12108,20240229,MY50VK,MYR,0.33,0.33,0.33,,0.33,0.741,564925185.0,1.0
12109,20240229,TW1594,TWD,172.5,172.5,172.5,,170.0,0.664,128112765.0,1.0
12110,20240229,IT506M,EUR,10.415,10.415,10.415,,10.235,0.369,960200000.0,1.0
12111,20240229,672880,AUD,27.25,27.25,27.25,,26.87,0.5885,645984181.0,1.0
12112,20240229,IN05MW,INR,1449.15,1449.15,1449.15,,1475.4,0.8488,777465449.0,0.871819
12113,20240229,KR03ES,KRW,61700.0,61700.0,61700.0,,60100.0,0.8218,39248121.0,1.0
12114,20240229,687090,JPY,1859.0,1859.0,1859.0,,1843.0,0.7662,70368194.0,1.0
12115,20240229,CN1EHV,CNY,2.28,2.28,2.28,,2.33,0.7283,4231526979.0,
12116,20240229,US5281,USD,254.01,254.01,254.01,,253.33,1.0,61565157.0,1.0
12117,20240229,KR11U7,KRW,59900.0,59900.0,59900.0,,59000.0,0.6053,5009861.0,1.0
12118,20240229,IL20CH,ILS,593.4,593.4,593.4,,604.5,1.0,28935647.0,1.0
12119,20240229,CN0BW6,CNY,6.13,6.13,6.13,,6.36,0.5995,1500855412.0,
12120,20240229,TH00DN,THB,58.0,58.0,58.0,,57.5,0.6818,8983101348.0,0.2899677
12121,20240229,AT1059,EUR,28.0,28.0,28.0,,28.0,0.069,35264000.0,
12122,20240229,U0419,USD,34.6,34.6,34.6,,34.58,1.0,32986332.0,1.0
12123,20240229,B0704T,EUR,18.98,18.98,18.98,,19.24,0.394,328939621.0,1.0
12124,20240229,611776,AUD,1.18,1.18,1.18,,1.11,1.0,726061148.0,1.0
12125,20240229,CN0133,CNY,33.7,33.7,33.7,,34.41,0.5421,2665594238.0,
12126,20240229,JP607L,JPY,554000.0,554000.0,554000.0,,550000.0,1.0,255558.0,1.0
12127,20240229,ID00MH,IDR,1455.0,1455.0,1455.0,,1490.0,0.4201,46875122110.0,1.0
12128,20240229,PH1029,PHP,2.96,2.96,2.96,,2.93,0.5009,5782407294.0,0.175205
12129,20240229,DE302W,EUR,20.6,20.6,20.6,,20.44,0.7029,69202080.0,1.0
12130,20240229,CA60G8,CAD,0.61,0.61,0.61,,0.62,1.0,316745557.0,1.0
12131,20240229,KR60O5,KRW,3165.0,3165.0,3165.0,,3160.0,0.437,36727943.0,1.0
12132,20240229,CA11F3,CAD,2.44,2.44,2.44,,2.44,1.0,888606205.0,0.3823494
12133,20240229,MY20VH,MYR,7.43,7.43,7.43,,7.47,0.6854,804408600.0,1.0
12134,20240229,NO706O,NOK,4.05,4.05,4.05,,4.15,0.8039,229144279.0,
12135,20240229,CN16LR,CNY,4.64,4.64,4.64,,4.73,0.6786,1716533938.0,
12136,20240229,US96NO,USD,19.04,19.04,19.04,,19.8,1.0,48995384.0,1.0
12137,20240229,KR17H0,KRW,24850.0,24850.0,24850.0,,25000.0,0.5289,11871586.0,1.0
12138,20240229,698640,JPY,2842.0,2842.0,2842.0,,2848.0,0.944,43164802.0,1.0
12139,20240229,689492,JPY,2421.0,2421.0,2421.0,,2456.0,1.0,54021824.0,1.0
12140,20240229,KR204H,KRW,12080.0,12080.0,12080.0,,12000.0,0.6887,52984990.0,1.0
12141,20240229,IL504C,ILS,300.1,300.1,300.1,,303.0,0.5792,13774191.0,1.0
12142,20240229,PS060,SGD,1.42,1.42,1.42,,1.42,0.2848,1584072969.0,1.0
12143,20240229,US033S,USD,37.91,37.91,37.91,,37.79,0.6471,775744650.0,
12144,20240229,442464,EUR,10.48,10.48,10.48,,10.62,0.9129,6350278000.0,1.0
12145,20240229,CN22PS,CNY,25.93,25.93,25.93,,27.04,0.5489,1412070071.0,
12146,20240229,507794,EUR,2.915,2.915,2.915,,2.92,0.2575,236245512.0,1.0
12147,20240229,ET024,TRY,36.46,36.46,36.46,,37.18,0.3426,1500000000.0,1.0
12148,20240229,PL00AK,PLN,3.84,3.84,3.84,,3.82,0.647,70260410.0,1.0
12149,20240229,IL0137,ILS,65.36,65.36,65.36,,63.38,0.5181,12852585.0,
12150,20240229,SE008E,SEK,337.0,337.0,337.0,,347.5,0.7983,13283481.0,1.0
12151,20240229,JP60S6,JPY,1060.0,1060.0,1060.0,,1049.0,0.5887,212814284.0,1.0
12152,20240229,CN1I8Q,HKD,3.97,3.97,3.97,,4.04,1.0,4371066040.0,1.0
12153,20240229,DDR,USD,13.66,13.66,13.66,,13.58,0.8184,209317000.0,1.0
12154,20240229,CN18AI,CNY,3.18,3.18,3.18,,3.39,0.8242,544846718.0,
12155,20240229,951104,EUR,1.898,1.898,1.898,,1.96,0.4393,1014305016.0,1.0
12156,20240229,ID20KH,IDR,2440.0,2440.0,2440.0,,2460.0,0.1569,22358699725.0,1.0
12157,20240229,424894,EUR,6.765,6.765,6.765,,6.76,0.4613,176736715.0,1.0
12158,20240229,AU02W2,AUD,1.455,1.455,1.455,,1.53,1.0,1149005566.0,1.0
12159,20240229,MY011M,MYR,1.15,1.15,1.15,,1.09,0.6768,733503099.0,1.0
12160,20240229,689712,JPY,3060.0,3060.0,3060.0,,3060.0,0.7479,24077510.0,1.0
12161,20240229,CN1101,CNY,1.46,1.46,1.46,,1.5,0.701,3286027742.0,
12162,20240229,CN60IN,CNY,2.22,2.22,2.22,,2.35,0.6759,1058692292.0,
12163,20240229,FI6025,EUR,15.92,15.92,15.92,,15.65,0.8209,58868752.0,1.0
12164,20240229,CA30WL,USD,6.01,6.01,6.01,,7.03,1.0,115652157.0,1.0
12165,20240229,CN01JJ,CNY,9.8,9.8,9.8,,10.1,0.2798,3226604400.0,
12166,20240229,CN7028,CNY,11.04,11.04,11.04,,11.29,0.7138,509037396.0,
12167,20240229,CN71RY,CNY,24.79,24.79,24.79,,25.86,0.687,567380539.0,
12168,20240229,JP41IV,JPY,771.0,771.0,771.0,,742.0,0.7448,44532192.0,
12169,20240229,CN2RXP,CNY,5.55,5.55,5.55,,5.79,0.6987,1001914821.0,0.0858738
12170,20240229,CN353A,CNY,8.11,8.11,8.11,,8.28,0.1232,2348088677.0,0.2
12171,20240229,CN35SZ,CNY,20.07,20.07,20.07,,21.08,0.2817,2320437816.0,0.2
12172,20240229,JP427L,JPY,731.0,731.0,731.0,,730.0,0.6822,36849912.0,
12173,20240229,JP44AQ,JPY,5170.0,5170.0,5170.0,,5640.0,0.6965,5028200.0,
12174,20240229,CNF4VD,CNY,22.35,22.35,22.35,,23.37,0.5602,258830000.0,
12175,20240229,CNF5K3,CNY,68.08,68.08,68.08,,71.24,0.3492,62527143.0,
12176,20240229,AU25Q1,AUD,0.415,0.415,0.415,,0.415,0.898,353222280.0,1.0
12177,20240229,CN3CIW,CNY,4.85,4.85,4.85,,4.99,0.726,323395267.0,
12178,20240229,CN4CET,CNY,11.15,11.15,11.15,,11.68,0.3825,312328900.0,0.1568627
12179,20240229,CN4CXC,CNY,11.35,11.35,11.35,,11.78,0.3163,632567479.0,
12180,20240229,NO30BP,NOK,9.0,9.0,9.0,,9.3,0.649,76499240.0,1.0
12181,20240229,TR30E1,TRY,121.2,121.2,121.2,,121.3,0.2104,998000000.0,1.0
12182,20240229,CN7A8O,CNY,4.95,4.95,4.95,,5.17,0.7649,774902500.0,0.0784416
12183,20240229,CN2UPK,CNY,28.98,28.98,28.98,,30.2,0.5735,1023855833.0,0.1046207
12184,20240229,CN2VLH,CNY,10.42,10.42,10.42,,11.46,0.2388,677690000.0,0.2
12185,20240229,CN2XHF,CNY,4.16,4.16,4.16,,4.29,0.3782,1931370032.0,0.1586462
12186,20240229,CN2YDC,CNY,8.09,8.09,8.09,,8.51,0.4934,1091752352.0,0.1216052
12187,20240229,CN30AC,CNY,21.41,21.41,21.41,,22.44,0.4571,432817111.0,0.1312623
12188,20240229,CN3204,CNY,7.22,7.22,7.22,,7.5,0.534,1215237535.0,0.1123596
12189,20240229,CN33W1,CNY,66.0,66.0,66.0,,70.2,0.3603,512877535.0,0.1665279
12190,20240229,CN36OW,CNY,20.28,20.28,20.28,,20.45,0.6848,899492328.0,0.0876168
12191,20240229,CN38KU,CNY,8.32,8.32,8.32,,8.53,0.561,420310581.0,0.1069519
12192,20240229,CN39Y9,CNY,9.43,9.43,9.43,,9.76,0.594,306515037.0,
12193,20240229,KR22IX,KRW,94900.0,94900.0,94900.0,,96500.0,0.597,58050037.0,1.0
12194,20240229,TR20OA,TRY,13.69,13.69,13.69,,13.88,0.3437,163000000.0,1.0
12195,20240229,CN95W9,CNY,3.22,3.22,3.22,,3.24,0.4609,2744400000.0,0.1301801
12196,20240229,US3V3N,USD,24.9,24.9,24.9,,24.39,1.0,14620919.0,
12197,20240229,HK3BU9,HKD,5.4,5.4,5.4,,5.45,0.3259,418765440.0,
12198,20240229,IN31T2,INR,1937.0,1937.0,1937.0,,2031.4,0.489,47567214.0,
12199,20240229,US3VFZ,USD,11.6,11.6,11.6,,11.71,0.3562,634879578.0,
12200,20240229,CNE5SA,CNY,16.46,16.46,16.46,,17.14,0.8057,411286794.0,
12201,20240229,CNE7O8,CNY,31.52,31.52,31.52,,32.15,0.5144,201600000.0,
12202,20240229,CNE8K5,CNY,7.34,7.34,7.34,,7.75,0.7128,423136145.0,
12203,20240229,CNEAH4,CNY,10.13,10.13,10.13,,10.7,0.4256,422702739.0,
12204,20240229,CNEBD1,CNY,5.22,5.22,5.22,,5.4,0.2878,1322400000.0,
12205,20240229,CNED9Z,CNY,16.53,16.53,16.53,,16.9,0.5822,1700763271.0,
12206,20240229,CNEE5W,CNY,14.5,14.5,14.5,,14.78,0.5899,466276186.0,
12207,20240229,CNEG1U,CNY,28.41,28.41,28.41,,28.85,0.4533,416450000.0,
12208,20240229,CNEKA7,CNY,6.67,6.67,6.67,,6.89,0.6972,374578653.0,
12209,20240229,CNEMQP,CNY,17.14,17.14,17.14,,17.56,0.4044,401802671.0,
12210,20240229,CNEORS,CNY,23.31,23.31,23.31,,27.97,0.4445,407806752.0,
12211,20240229,CNER04,CNY,7.08,7.08,7.08,,8.21,0.5214,497511290.0,
12212,20240229,CNEWU3,CNY,13.43,13.43,13.43,,13.87,0.3368,262631312.0,
12213,20240229,CNF19O,CNY,29.67,29.67,29.67,,31.9,0.2996,400849367.0,
12214,20240229,AU40Z7,AUD,0.49,0.49,0.49,,0.49,0.8797,220157544.0,
12215,20240229,AU42V5,AUD,0.92,0.92,0.92,,0.92,0.8219,263113256.0,
12216,20240229,JP417K,JPY,6520.0,6520.0,6520.0,,6650.0,0.7439,7417842.0,
12217,20240229,JP433I,JPY,3200.0,3200.0,3200.0,,2833.0,1.0,4219554.0,
12218,20240229,JP44ZF,JPY,979.0,979.0,979.0,,971.0,0.8308,25060000.0,
12219,20240229,JP45VC,JPY,3800.0,3800.0,3800.0,,3820.0,0.8011,8640000.0,
12220,20240229,JP47RA,JPY,2506.0,2506.0,2506.0,,2510.0,0.5665,12266022.0,
12221,20240229,CNF25L,CNY,16.73,16.73,16.73,,17.32,0.506,460900000.0,
12222,20240229,KR40L0,KRW,36650.0,36650.0,36650.0,,34950.0,0.6059,9877043.0,
12223,20240229,TR40D1,TRY,177.4,177.4,177.4,,174.1,0.24,100000000.0,
12224,20240229,CNF3O5,CNY,4.17,4.17,4.17,,4.39,0.712,1147094532.0,
12225,20240229,CNF4K2,CNY,137.6,137.6,137.6,,143.49,0.7684,84838600.0,
12226,20240229,CNF6G0,CNY,46.15,46.15,46.15,,46.66,0.2,562500000.0,
12227,20240229,US1MKT,USD,14.15,14.15,14.15,,12.76,1.0,61889778.0,1.0
12228,20240229,JP17VB,JPY,497.0,497.0,497.0,,496.0,0.8356,70689033.0,
12229,20240229,CNEP02,CNY,5.14,5.14,5.14,,5.36,0.8054,2454919149.0,
12230,20240229,CNEQ9C,CNY,5.02,5.02,5.02,,5.09,0.6035,3624209363.0,
12231,20240229,CNEXIS,CNY,13.55,13.55,13.55,,14.3,0.5787,736377496.0,
12232,20240229,BE30G8,EUR,83.11,83.11,83.11,,82.61,0.6919,105876416.0,1.0
12233,20240229,AU418H,AUD,0.2,0.2,0.2,,0.2,1.0,1015513555.0,
12234,20240229,AU434F,AUD,1.075,1.075,1.075,,1.06,1.0,180125761.0,
12235,20240229,JP41GT,JPY,1674.0,1674.0,1674.0,,1623.0,0.4867,30146400.0,
12236,20240229,JP43CR,JPY,3570.0,3570.0,3570.0,,3525.0,0.6727,12418460.0,
12237,20240229,JP448O,JPY,4450.0,4450.0,4450.0,,4430.0,0.3405,10796793.0,
12238,20240229,JP464M,JPY,936.0,936.0,936.0,,940.0,0.8554,35098550.0,
12239,20240229,JP470J,JPY,1800.0,1800.0,1800.0,,1785.0,0.5829,8760000.0,
12240,20240229,IN00JO,INR,2423.7,2423.7,2423.7,,2411.05,0.381,2349591262.0,1.0
12241,20240229,KR70AB,KRW,55200.0,55200.0,55200.0,,53800.0,0.67,19700793.0,1.0
12242,20240229,614742,JPY,3590.0,3590.0,3590.0,,3605.0,0.4906,49222282.0,1.0
12243,20240229,US9CRY,USD,15.35,15.35,15.35,,15.28,1.0,65098020.0,1.0
12244,20240229,AU10QV,AUD,31.78,31.78,31.78,,32.44,0.6061,109692639.0,1.0
12245,20240229,IL00SV,ILS,35.09,35.09,35.09,,35.5,0.521,208718528.0,1.0
12246,20240229,GB8065,GBP,9.795,9.795,9.795,,10.2,0.7529,179058946.0,1.0
12247,20240229,IN81O2,INR,744.55,744.55,744.55,,783.85,0.6212,180776179.0,1.0
12248,20240229,HUBG,USD,43.42,43.42,43.42,,42.53,1.0,62377142.0,1.0
12249,20240229,CN1BY9,CNY,7.51,7.51,7.51,,7.71,0.5982,2019422800.0,
12250,20240229,CN24TY,USD,0.514,0.514,0.514,,0.52,1.0,179718197.0,1.0
12251,20240229,US9FJT,USD,6.99,6.99,6.99,,7.21,1.0,90683228.0,1.0
12252,20240229,AU117D,AUD,1.15,1.15,1.15,,1.15,0.3083,1039676643.0,
12253,20240229,KR1AOA,KRW,72000.0,72000.0,72000.0,,72400.0,0.4648,38307075.0,1.0
12254,20240229,PL803L,PLN,101.0,101.0,101.0,,103.0,0.1265,147676946.0,
12255,20240229,AU809L,AUD,11.0,11.0,11.0,,11.0,0.9384,117490269.0,1.0
12256,20240229,KR1B5S,KRW,381.0,381.0,381.0,,376.0,0.6612,139240254.0,1.0
12257,20240229,US16A3,USD,10.41,10.41,10.41,,10.28,0.9061,94130018.0,1.0
12258,20240229,US9IS5,USD,34.49,34.49,34.49,,35.38,1.0,97052155.0,1.0
12259,20240229,FR31LV,EUR,15.2,15.200002453,15.200003504,,15.58,1.0,6262730.0,
12260,20240229,JP36DU,JPY,13970.0,13970.0,13970.0,,13750.0,0.6561,9785320.0,
12261,20240229,BR11EI,USD,14.11,14.11,14.11,,14.22,1.0,270335400.0,
12262,20240229,CN1RZQ,USD,3.49,3.49,3.49,,3.5,1.0,90302271.0,1.0
12263,20240229,CN1TNG,CNY,13.54,13.54,13.54,,13.98,0.7521,750670728.0,
12264,20240229,CN7T87,CNY,9.73,9.73,9.73,,10.14,0.6481,255225750.0,
12265,20240229,ES32JU,EUR,8.8999997,8.8999997,8.8999997,,8.8999997,0.31,8418901.9,
12266,20240229,SE39L3,SEK,21.899994,21.899993535,21.899993335,,22.0,0.57,48585140.0,
12267,20240229,GR802H,EUR,13.54,13.54,13.54,,13.5,0.3994,48624764.0,1.0
12268,20240229,TW12D5,TWD,35.55,35.55,35.55,,35.35,0.7301,492416657.0,1.0
12269,20240229,CN1WQM,CNY,21.7,21.7,21.7,,22.47,0.3413,603672152.0,
12270,20240229,CN2C4H,CNY,19.6,19.6,19.6,,19.78,0.6178,228457600.0,
12271,20240229,NO20BO,NOK,11.9,11.9,11.9,,12.1,0.8283,122936529.0,
12272,20240229,JP1K0T,JPY,909.0,909.0,909.0,,896.0,0.7565,20688425.0,
12273,20240229,CN7SEC,CNY,23.47,23.47,23.47,,25.12,0.6835,217724473.0,
12274,20240229,CN1QLB,USD,3.97,3.97,3.97,,4.02,0.7267,158303455.0,1.0
12275,20240229,KY10ZI,HKD,71.4,71.4,71.4,,74.25,0.8813,1696966183.0,1.0
12276,20240229,JP1KA3,JPY,1515.0,1515.0,1515.0,,1512.0,0.7396,17022429.0,
12277,20240229,US3QET,USD,28.7,28.7,28.7,,29.13,0.9235,63018400.0,1.0
12278,20240229,US3S0H,USD,2.85,2.85,2.85,,2.98,0.7719,38565272.0,
12279,20240229,JP20LV,JPY,1011.0,1011.0,1011.0,,1014.0,1.0,26072960.0,1.0
12280,20240229,JP1DRD,JPY,14740.0,14740.0,14740.0,,14520.0,0.495,9114528.0,
12281,20240229,JP1JH9,JPY,880.0,880.0,880.0,,886.0,0.6679,29172457.0,
12282,20240229,SE3BTD,SEK,5.0,5.000000795,5.000001136,,4.6700001,0.4,57197230.0,
12283,20240229,ID8014,IDR,2080.0,2080.0,2080.0,,1995.0,0.0759,25131606843.0,1.0
12284,20240229,US9LHX,USD,69.62,69.62,69.62,,70.73,1.0,254292343.0,1.0
12285,20240229,CN1ZNM,CNY,160.5,160.5,160.5,,166.4,0.7496,105250992.0,
12286,20240229,FI1198,EUR,0.709,0.709,0.709,,0.703,0.6585,93551781.0,1.0
12287,20240229,JP1TSU,JPY,4360.0,4360.0,4360.0,,4395.0,1.0,16157258.0,1.0
12288,20240229,TR11OA,TRY,18.75,18.75,18.75,,19.21,0.331,100000000.0,1.0
12289,20240229,DE1495,EUR,74.6,74.6,74.6,,74.5,0.2018,40021196.0,1.0
12290,20240229,GB1686,GBP,0.61,0.610000313,0.610000313,,0.67,0.9,74004177.5206127,
12291,20240229,US9MDU,USD,1.71,1.71,1.71,,1.77,1.0,103353116.0,1.0
12292,20240229,CN7HK7,CNY,31.84,31.84,31.84,,37.13,0.5004,532326500.0,
12293,20240229,SE38N4,SEK,29.100007,29.100006278,29.100005969,,30.0,0.57,18072230.0,
12294,20240229,CN8VDF,CNY,26.25,26.25,26.25,,26.89,0.4359,80000000.0,
12295,20240229,CN8SLK,CNY,190.38,190.38,190.38,,213.5,0.5905,187188620.0,
12296,20240229,AE208Y,AED,8.1,8.1,8.1,,8.12,0.7027,8838789849.0,1.0
12297,20240229,AE20PF,AED,13.82,13.82,13.82,,13.64,0.6214,11047612688.0,0.3620856
12298,20240229,QA20XZ,QAR,1.027,1.027,1.027,,1.036,0.5687,3540862500.0,0.7364164
12299,20240229,CN2FIY,CNY,16.51,16.51,16.51,,16.89,0.7032,3906698839.0,0.0157246
12300,20240229,CN2IRA,CNY,1.77,1.77,1.77,,1.8,0.7097,4470566851.0,0.0845428
12301,20240229,US93IG,USD,82.27,82.27,82.27,,84.04,1.0,76017366.0,1.0
12302,20240229,CN1KUE,CNY,9.78,9.78,9.78,,10.13,0.7041,237082200.0,
12303,20240229,JP01OX,JPY,1450.0,1450.0,1450.0,,1480.0,0.4254,128952320.0,1.0
12304,20240229,NO008J,NOK,77.75,77.75,77.75,,78.1,0.5144,506820170.0,1.0
12305,20240229,CN7O0U,CNY,4.2,4.2,4.2,,4.41,0.9405,298258899.0,
12306,20240229,CN95LY,CNY,12.27,12.27,12.27,,12.48,0.3726,777777800.0,0.1610306
12307,20240229,CN8084,CNY,32.8,32.8,32.8,,33.97,0.4549,128680995.0,
12308,20240229,CN2SIB,CNY,13.5,13.5,13.5,,13.76,0.5622,1645801952.0,0.1067236
12309,20240229,CN2VRN,CNY,37.15,37.15,37.15,,37.3,0.4178,139124078.0,0.1436094
12310,20240229,US94ED,USD,5.84,5.84,5.84,,5.72,0.9416,143608164.0,1.0
12311,20240229,CNE8RC,CNY,13.11,13.11,13.11,,13.55,0.374,408769577.0,
12312,20240229,AHC,USD,145.4,145.4,145.4,,145.75,0.9048,307158815.0,1.0
12313,20240229,KR64BW,KRW,40950.0,40950.0,40950.0,,39700.0,0.5828,15800344.0,1.0
12314,20240229,KR704M,KRW,5190.0,5190.0,5190.0,,5190.0,0.7343,20033946.0,1.0
12315,20240229,CN71MT,CNY,4.1,4.1,4.1,,4.17,0.7702,1136373753.0,
12316,20240229,CN732B,CNY,10.47,10.47,10.47,,10.59,0.6249,278431276.0,
12317,20240229,US07PI,USD,34.85,34.85,34.85,,35.64,0.7114,46839159.0,1.0
12318,20240229,CA130Q,CAD,2.46,2.46,2.46,,2.44,0.6033,64051083.0,1.0
12319,20240229,US9C29,USD,33.8,33.8,33.8,,34.0,1.0,20122216.0,1.0
12320,20240229,NO10KW,NOK,221.0,221.0,221.0,,218.0,0.5047,42531893.0,1.0
12321,20240229,MY10DY,MYR,1.45,1.45,1.45,,1.45,0.3608,837327181.0,1.0
12322,20240229,US130Q,USD,1.24,1.24,1.24,,1.34,0.9464,102035267.0,1.0
12323,20240229,AR704C,ARS,871.95,871.95,871.95,,936.0,0.701,394984134.0,
12324,20240229,US12YN,USD,18.08,18.08,18.08,,18.47,0.8598,42780644.0,1.0
12325,20240229,CN7309,CNY,17.93,17.93,17.93,,18.69,0.514,424230205.0,
12326,20240229,CN8029,CNY,4.18,4.18,4.18,,4.29,0.7972,261715550.0,
12327,20240229,CN8108,CNY,13.11,13.11,13.11,,13.23,0.7363,3813932007.0,
12328,20240229,CN81W4,CNY,87.7,87.7,87.7,,96.0,0.7051,1184259726.0,
12329,20240229,KR817R,KRW,7100.0,7100.0,7100.0,,7230.0,0.6343,11570702.0,1.0
12330,20240229,ID001W,IDR,575.0,575.0,575.0,,570.0,0.35,7447753454.0,1.0
12331,20240229,SE10EL,SEK,130.9,130.9,130.9,,129.5,0.5932,74728056.0,1.0
12332,20240229,CUM,USD,270.36,270.36,270.36,,268.61,1.0,141744863.0,1.0
12333,20240229,401344,TRY,129.8,129.8,129.8,,132.6,0.3674,435000000.0,1.0
12334,20240229,CN0EIV,CNY,18.13,18.13,18.13,,18.63,0.6249,741766989.0,
12335,20240229,NG2027,NGN,311.9,311.9,311.9,,328.7,0.3828,339521837.0,
12336,20240229,TW02VM,TWD,19.15,19.15,19.15,,19.35,0.9008,602836473.0,1.0
12337,20240229,US71D7,USD,42.4,42.4,42.4,,42.64,1.0,138662731.0,1.0
12338,20240229,KR718R,KRW,65200.0,65200.0,65200.0,,61700.0,0.2462,85953502.0,1.0
12339,20240229,IN70ZB,INR,205.2,205.2,205.2,,206.9,0.6948,404180417.0,1.0
12340,20240229,US15QI,USD,3.97,3.97,3.97,,3.85,0.8531,38054583.0,1.0
12341,20240229,CN1PMB,HKD,23.7,23.7,23.7,,23.7,0.2771,2282500000.0,1.0
12342,20240229,US9ES1,USD,443.45,443.45,443.45,,447.58,1.0,71344615.0,1.0
12343,20240229,CN83NX,CNY,4.45,4.45,4.45,,4.5,0.7538,1979919191.0,
12344,20240229,CN84JU,CNY,27.5,27.5,27.5,,28.97,0.5456,264049880.0,
12345,20240229,KR82N8,KRW,35200.0,35200.0,35200.0,,33100.0,0.6466,9750000.0,1.0
12346,20240229,CN5318,HKD,1.74,1.74,1.74,,1.77,0.6509,263854446.0,1.0
12347,20240229,SE10W3,SEK,13.25,13.25,13.25,,13.18,0.9179,212976588.0,1.0
12348,20240229,EW,USD,86.0,86.0,86.0,,84.87,1.0,606500000.0,1.0
12349,20240229,US076Z,USD,4.37,4.37,4.37,,4.31,0.9288,83399377.0,1.0
12350,20240229,AU10X2,AUD,0.47,0.47,0.47,,0.44,0.9007,239360583.0,1.0
12351,20240229,691148,JPY,5030.0,5030.0,5030.0,,4976.0,0.7504,620834319.0,1.0
12352,20240229,IGL,USD,30.89,30.89,30.89,,31.16,1.0,326835455.0,1.0
12353,20240229,TH207J,THB,130.0,130.0,130.0,,117.5,0.4393,526465000.0,0.3598907
12354,20240229,IL702C,ILS,139.2,139.2,139.2,,139.0,0.3223,9194936.0,1.0
12355,20240229,DE70CA,EUR,15.0,15.0,15.0,,15.065,0.4988,42641686.0,1.0
12356,20240229,GB70OM,GBP,1.592,1.592,1.592,,1.574,1.0,250000000.0,1.0
12357,20240229,CN81FN,CNY,4.24,4.24,4.24,,4.22,0.5409,871058222.0,
12358,20240229,US9DFN,USD,6.04,6.04,6.04,,6.14,1.0,460109397.0,1.0
12359,20240229,TW00E3,TWD,56.1,56.1,56.1,,57.2,0.7507,5861186291.0,1.0
12360,20240229,IN0AS7,INR,140.75,140.75,140.75,,145.65,0.1781,7412448217.0,1.0
