,validDate,stoxxId,currency,adjustedOpenPrice,adjustedOpenNet,adjustedOpenGross,adjustmentFactor,closePrice,freeFloat,shares,Capfactor
6515,20240229,BR0406,BRL,41.25,41.25,41.25,,41.22,0.3668,339000000.0,1.0
6516,20240229,PH402C,PHP,37.1,37.1,37.1,,37.5,0.3255,1576489360.0,1.0
6517,20240229,B12JGK,TRY,20.82,20.82,20.82,,21.84,0.2267,1600000000.0,1.0
6518,20240229,KR303H,KRW,4245.0,4245.0,4245.0,,4175.0,0.819,24483945.0,1.0
6519,20240229,680451,JPY,1577.0,1577.0,1577.0,,1587.0,1.0,11641318.0,
6520,20240229,MA2053,MAD,1838.0,1838.0,1838.0,,1800.0,0.1032,9991308.0,
6521,20240229,US97BD,USD,21.44,21.44,21.44,,21.49,0.9132,43670239.0,1.0
6522,20240229,TN208Q,TND,25.1,25.1,25.1,,25.97,0.2637,32560000.0,
6523,20240229,606558,AUD,28.48,28.48,28.48,,28.45,1.0,3005286886.0,1.0
6524,20240229,KY00I0,USD,91.8,91.8,91.8,,93.53,0.8813,169696618.0,
6525,20240229,TH00GQ,THB,22.7,22.7,22.7,,23.3,0.3526,5614551908.0,1.0
6526,20240229,NO00DO,NOK,129.0,129.0,129.0,,128.8,0.8976,40645162.0,1.0
6527,20240229,TR002M,TRY,37.72,37.72,37.72,,37.66,0.1472,1226338236.0,1.0
6528,20240229,467620,EUR,0.0494,0.0494,0.0494,,0.0484,0.8044,896512500.0,1.0
6529,20240229,400500,EUR,19.295,19.295,19.295,,19.29,0.7907,246400000.0,1.0
6530,20240229,IDXX,USD,571.68,571.68,571.68,,575.23,1.0,83051702.0,1.0
6531,20240229,606896,JPY,2634.0,2634.0,2634.0,,2707.0,1.0,41040000.0,1.0
6532,20240229,CN20LM,CNY,18.96,18.96,18.96,,19.47,0.4899,676223860.0,
6533,20240229,CN23DH,CNY,6.72,6.72,6.72,,7.0,0.7,227000000.0,
6534,20240229,EG6055,EGP,16.34,16.34,16.34,,16.4,0.2359,282608695.0,1.0
6535,20240229,JP610F,JPY,5240.0,5240.0,5240.0,,5220.0,0.5292,34156623.0,1.0
6536,20240229,US9A38,USD,14.3,14.3,14.3,,14.37,0.9393,21055392.0,1.0
6537,20240229,IN11FM,INR,444.55,444.55,444.55,,437.05,0.3425,162810084.0,1.0
6538,20240229,US61OH,USD,12.89,12.89,12.89,,12.56,0.4439,890992692.0,1.0
6539,20240229,IN073F,INR,279.0,279.0,279.0,,283.35,0.4043,1235529920.0,1.0
6540,20240229,AU1038,AUD,0.85,0.85,0.85,,0.88,0.8312,191359780.0,
6541,20240229,US9BZ5,USD,13.95,13.95,13.95,,14.11,1.0,51633493.0,0.25
6542,20240229,CN51CH,CNY,9.02,9.02,9.02,,9.19,0.2915,2540943727.0,
6543,20240229,CN53JQ,CNY,19.1,19.1,19.1,,19.48,0.6533,2217864281.0,
6544,20240229,CN55FO,CNY,19.26,19.26,19.26,,20.26,0.6761,244454646.0,
6545,20240229,FR0039,EUR,2.184,2.184,2.184,,2.12,0.8383,107127984.0,1.0
6546,20240229,US05TK,USD,47.35,47.35,47.35,,48.11,1.0,149359773.0,1.0
6547,20240229,CN60AF,CNY,2.49,2.49,2.49,,2.49,0.6412,959925877.0,
6548,20240229,GB6085,GBP,0.47,0.469999855,0.469999855,,0.46799988,0.78,256441320.0,
6549,20240229,AU02OU,AUD,10.99,10.99,10.99,,11.22,0.7983,202928645.0,1.0
6550,20240229,KR09DX,KRW,2825.0,2825.0,2825.0,,2815.0,0.8209,20467248.0,1.0
6551,20240229,PK20U5,PKR,31.5,31.5,31.5,,31.44,0.5427,880253228.0,
6552,20240229,CZ101D,CZK,616.0,616.0,616.0,,615.0,0.2396,34789372.0,
6553,20240229,US01QD,USD,25.41,25.41,25.41,,25.56,1.0,39241605.0,1.0
6554,20240229,KR17I1,KRW,5260.0,5260.0,5260.0,,5280.0,0.738,32181550.0,1.0
6555,20240229,B0MBCM,GBP,4.189,4.189,4.189,,4.657,0.9052,424833486.0,1.0
6556,20240229,MY60C2,MYR,0.73,0.73,0.73,,0.715,0.527,527825486.0,
6557,20240229,GB7020,GBP,34.42,34.42,34.42,,34.56,1.0,134091975.0,1.0
6558,20240229,GB50GC,EUR,1.488,1.488,1.488,,1.454,1.0,657109888.0,1.0
6559,20240229,CN72OW,CNY,18.4,18.4,18.4,,18.78,0.3284,155415837.0,
6560,20240229,CN736F,CNY,12.48,12.48,12.48,,12.76,0.6453,193107640.0,
6561,20240229,CN816E,CNY,15.71,15.71,15.71,,15.7,0.5282,264203500.0,
6562,20240229,CN824D,CNY,21.1,21.1,21.1,,21.22,0.436,484419031.0,
6563,20240229,US9D4C,USD,58.49,58.49,58.49,,59.75,1.0,43344347.0,1.0
6564,20240229,619590,JPY,1024.0,1024.0,1024.0,,1010.5,0.8427,387154692.0,1.0
6565,20240229,TW40B4,TWD,294.5,294.5,294.5,,299.0,0.7327,124135426.0,1.0
6566,20240229,KR81DX,KRW,2100.0,2100.0,2100.0,,2065.0,0.8128,33953454.0,1.0
6567,20240229,KR82BW,KRW,45500.0,45500.0,45500.0,,45200.0,0.3935,30058498.0,1.0
6568,20240229,KR70UC,KRW,4825.0,4825.0,4825.0,,4745.0,0.8177,102867125.0,1.0
6569,20240229,CA70A3,CAD,0.86,0.86,0.86,,0.82,1.0,78876605.0,0.49
6570,20240229,IL70GQ,ILS,0.312,0.312,0.312,,0.315,1.0,1083089920.0,1.0
6571,20240229,TH109K,THB,5.9,5.9,5.9,,5.7,0.7266,1847789748.0,0.6743738
6572,20240229,US134U,USD,122.44,122.44,122.44,,124.57,0.8432,370743647.0,1.0
6573,20240229,US142T,USD,31.03,31.03,31.03,,25.9,1.0,222625063.0,1.0
6574,20240229,CN1FO3,CNY,1.61,1.61,1.61,,1.6,0.785,680408797.0,
6575,20240229,CN82V4,CNY,7.11,7.11,7.11,,7.4,0.8057,1598468269.0,
6576,20240229,CN83T3,CNY,6.51,6.51,6.51,,7.16,0.6593,2141567428.0,
6577,20240229,BR05AH,BRL,30.84,30.84,30.84,,30.69,0.7559,617183181.0,1.0
6578,20240229,US150S,USD,42.57,42.57,42.57,,42.8,1.0,29380025.0,1.0
6579,20240229,US9E2B,USD,254.23,254.23,254.23,,236.2,0.8646,19742646.0,1.0
6580,20240229,PH703G,PHP,22.4,22.4,22.4,,21.6,0.3462,4099724116.0,1.0
6581,20240229,IT603K,EUR,8.44,8.44,8.44,,8.79,0.6622,201327500.0,1.0
6582,20240229,CA13C2,CAD,39.35,39.35,39.35,,36.9,0.8866,14660447.0,1.0
6583,20240229,DE10IA,EUR,3.662,3.662,3.662,,3.468,0.5003,216181579.0,1.0
6584,20240229,MY10YJ,MYR,0.98,0.98,0.98,,0.965,0.6609,881733718.0,1.0
6585,20240229,TH10GR,THB,23.1,23.1,23.1,,22.5,0.3875,350198655.0,
6586,20240229,605520,JPY,5412.0,5412.0,5412.0,,5353.0,1.0,217434681.0,1.0
6587,20240229,BR008A,BRL,17.06,17.06,17.06,,16.82,0.4876,1326093947.0,1.0
6588,20240229,CN0TRJ,CNY,5.04,5.04,5.04,,5.4,0.6834,599855469.0,
6589,20240229,US9FW6,USD,4.53,4.53,4.53,,4.5,1.0,62855824.0,1.0
6590,20240229,US9GU5,USD,39.47,39.47,39.47,,39.51,1.0,53360411.0,1.0
6591,20240229,CN85NZ,CNY,5.53,5.53,5.53,,5.7,0.5436,1278241550.0,
6592,20240229,ES804I,EUR,2.96,2.96,2.96,,2.852,0.5784,246272500.0,1.0
6593,20240229,US81C7,USD,163.6,163.6,163.6,,164.0,1.0,69821118.0,1.0
6594,20240229,US82B7,USD,612.69,612.69,612.69,,618.81,1.0,50330543.0,1.0
6595,20240229,CN887M,HKD,3.8,3.8,3.8,,3.63,0.3623,4692220811.0,1.0
6596,20240229,KR1FTK,KRW,6220.0,6220.0,6220.0,,6390.0,0.6535,30450420.0,
6597,20240229,US9HS4,USD,21.4,21.4,21.4,,21.98,1.0,44895158.0,1.0
6598,20240229,SE3D5R,SEK,1860.0,1860.0,1860.0,,1860.0,1.0,1811692.5,
6599,20240229,CN7PRM,CNY,25.91,25.91,25.91,,27.65,0.6022,231137280.0,
6600,20240229,FR35V9,EUR,0.069400013,0.069400013,0.069400013,,0.065999985,0.25,124968560.0,
6601,20240229,FR345I,EUR,3.8599997,3.860000159,3.860000355,,3.8400002,0.68,9273941.3,
6602,20240229,FR35P3,EUR,0.52999998,0.530000008,0.530000021,,0.51499999,1.0,70626310.0,
6603,20240229,SE38BS,SEK,102.0,102.0,102.0,,102.0,0.55,7167605.0,
6604,20240229,CN7NQJ,CNY,13.0,13.0,13.0,,14.4,0.6757,273184096.0,
6605,20240229,US9KKZ,USD,70.67,70.67,70.67,,71.73,1.0,29887011.0,1.0
6606,20240229,CN8BXF,HKD,23.25,23.25,23.25,,23.25,0.2049,1203285373.0,1.0
6607,20240229,B1P1JS,HKD,4.58,4.58,4.58,,4.81,0.5428,2536489037.0,1.0
6608,20240229,CN28NW,CNY,30.15,30.15,30.15,,33.0,0.5575,142381492.0,
6609,20240229,JP1CL6,JPY,1421.0,1421.0,1421.0,,1451.0,0.8788,17762892.0,
6610,20240229,JP1AP8,JPY,2116.0,2116.0,2116.0,,2107.0,0.9115,16476000.0,
6611,20240229,CN1W95,CNY,11.51,11.51,11.51,,13.81,0.8784,400100000.0,
6612,20240229,KY11DX,HKD,64.65,64.65,64.65,,65.75,0.2233,169097784.0,1.0
6613,20240229,ES325G,EUR,17.0,17.0,17.0,,17.0,0.07,45178890.0,
6614,20240229,CN8X26,CNY,20.18,20.18,20.18,,21.8,0.5574,407660000.0,
6615,20240229,CN7OSM,CNY,6.34,6.34,6.34,,6.4,0.7063,407429164.0,
6616,20240229,FR38GX,EUR,0.42000002,0.420000015,0.420000014,,0.42500002,0.55,18182180.0,
6617,20240229,CN914D,CNY,30.61,30.61,30.61,,33.67,0.734,336368576.0,
6618,20240229,BR172C,BRL,8.78,8.78,8.78,,8.73,0.3994,1104324569.0,1.0
6619,20240229,CN2B5H,CNY,8.73,8.73,8.73,,8.41,0.2305,2222222223.0,
6620,20240229,IN19BQ,INR,42.17,42.17,42.17,,42.14,0.2619,5095955670.0,1.0
6621,20240229,TH12T6,THB,17.2,17.2,17.2,,17.1,0.5759,960000000.0,0.4785553
6622,20240229,US3QBQ,USD,0.2562,0.2562,0.2562,,0.32,0.8234,154632057.0,1.0
6623,20240229,BR20DH,BRL,4.02,4.02,4.02,,4.0,0.3211,595833333.0,1.0
6624,20240229,646698,JPY,3325.0,3325.0,3325.0,,3296.0,1.0,154679954.0,1.0
6625,20240229,JP00LT,JPY,1995.0,1995.0,1995.0,,1933.5,0.5783,109368914.0,1.0
6626,20240229,KR14O4,KRW,35100.0,35100.0,35100.0,,34550.0,0.1666,28991282.0,1.0
6627,20240229,US08IC,USD,12.01,12.01,12.01,,12.56,1.0,133397194.0,1.0
6628,20240229,CN65NX,CNY,2.18,2.18,2.18,,2.26,0.684,935625600.0,
6629,20240229,CN71IP,CNY,7.52,7.52,7.52,,7.88,0.5905,338908150.0,
6630,20240229,PH702F,PHP,10.76,10.76,10.76,,10.8,0.2834,1613444202.0,
6631,20240229,CN258E,HKD,1.4,1.4,1.4,,1.39,0.94,400000000.0,1.0
6632,20240229,CN8018,CNY,6.52,6.52,6.52,,6.63,0.432,661975251.0,
6633,20240229,CN81V3,CNY,27.61,27.61,27.61,,28.18,0.6445,201828618.0,
6634,20240229,SE10SZ,SEK,9.9,9.9,9.9,,9.78,1.0,163739614.0,1.0
6635,20240229,IT704M,EUR,16.9,16.9,16.9,,16.81,0.495,53811095.0,1.0
6636,20240229,TW19FE,TWD,18.9,18.9,18.9,,18.9,1.0,331663383.0,1.0
6637,20240229,GB10C4,GBP,6.228,6.228,6.228,,6.35,0.9399,1351475321.0,1.0
6638,20240229,PK20OZ,PKR,28.5,28.5,28.5,,28.96,0.248,2127512862.0,
6639,20240229,KR02P2,KRW,7640.0,7640.0,7640.0,,7600.0,0.6613,54244482.0,1.0
6640,20240229,US20MA,USD,35.54,35.54,35.54,,35.28,0.7345,1226538694.0,1.0
6641,20240229,DLTR,USD,146.14,146.14,146.14,,146.68,1.0,220005537.0,1.0
6642,20240229,648418,JPY,4680.0,4680.0,4680.0,,4845.0,0.8588,35000000.0,1.0
6643,20240229,SSD,USD,208.84,208.84,208.84,,208.68,1.0,42672848.0,1.0
6644,20240229,TW071X,TWD,91.7,91.7,91.7,,92.8,1.0,1679056833.0,1.0
6645,20240229,NZ001N,NZD,0.52,0.52,0.52,,0.52,0.8512,711347722.0,1.0
6646,20240229,KR02T6,KRW,7500.0,7500.0,7500.0,,7500.0,0.8994,322088438.0,1.0
6647,20240229,URBN,USD,41.15,41.15,41.15,,41.55,0.6675,92774395.0,1.0
6648,20240229,CN0EW9,CNY,4.22,4.22,4.22,,4.34,0.7464,988828300.0,
6649,20240229,US02J7,USD,21.67,21.509,21.44,,21.7,1.0,95117180.0,1.0
6650,20240229,US03NC,USD,57.46,57.46,57.46,,58.41,1.0,103181278.0,1.0
6651,20240229,CN1F8N,CNY,2.16,2.16,2.16,,2.2,0.2775,14054218314.0,
6652,20240229,KMT,USD,24.83,24.83,24.83,,25.24,1.0,79603305.0,1.0
6653,20240229,US01WJ,USD,123.26,123.26,123.26,,122.25,1.0,60566623.0,1.0
6654,20240229,CDB,USD,247.44,247.44,247.44,,248.52,1.0,183662681.0,1.0
6655,20240229,PCG,USD,16.59,16.59,16.59,,16.69,1.0,2611251771.0,1.0
6656,20240229,HK11OR,HKD,3.72,3.72,3.72,,3.72,0.6804,487358224.0,1.0
6657,20240229,CN0SNE,CNY,3.78,3.78,3.78,,3.81,0.487,17114518793.0,
6658,20240229,IN070C,INR,33.75,33.75,33.75,,33.83,0.9375,104455735.0,1.0
6659,20240229,KR02R4,KRW,16950.0,16950.0,16950.0,,16500.0,0.7912,47028210.0,1.0
6660,20240229,677465,JPY,3515.0,3515.0,3515.0,,3525.0,1.0,59200000.0,1.0
6661,20240229,PH210,HKD,0.145,0.145,0.145,,0.147,0.3445,9662705938.0,
6662,20240229,IN01U0,INR,1028.5,1028.5,1028.5,,1027.0,0.6094,585938609.0,1.0
6663,20240229,CN1BZA,CNY,3.09,3.09,3.09,,3.24,0.6783,929017761.0,
6664,20240229,601845,SGD,0.165,0.165,0.165,,0.165,0.3425,4549319000.0,
6665,20240229,CN0BZ9,CNY,7.43,7.43,7.43,,7.59,0.5146,1475111351.0,
6666,20240229,635467,HKD,3.22,3.22,3.22,,3.26,0.4233,4926837842.0,1.0
6667,20240229,BMY,USD,50.92,50.92,50.92,,50.75,1.0,2034757742.0,1.0
6668,20240229,UPS,USD,147.77,147.77,147.77,,148.26,1.0,723275790.0,1.0
6669,20240229,738307,EUR,13.17,13.17,13.17,,13.345,0.9,261990074.0,1.0
6670,20240229,PK305H,PKR,428.0,428.0,428.0,,430.0,0.25,34118229.0,
6671,20240229,AIZ,USD,182.25,182.25,182.25,,181.45,1.0,52590620.0,1.0
6672,20240229,SBUX,USD,93.0,93.0,93.0,,94.9,1.0,1142600000.0,1.0
6673,20240229,CN1B9K,CNY,1.37,1.37,1.37,,1.38,0.4505,10698849554.0,
6674,20240229,MY004O,MYR,4.43,4.43,4.43,,4.4,0.627,19410691735.0,1.0
6675,20240229,SE601D,SEK,333.8,333.8,333.8,,341.0,0.7312,97916509.0,1.0
6676,20240229,FR506H,EUR,184.0,184.0,184.0,,182.9,0.2545,80802366.0,1.0
6677,20240229,ID20NK,IDR,1220.0,1220.0,1220.0,,1205.0,0.4878,10521443686.0,1.0
6678,20240229,CA306V,CAD,22.65,22.65,22.65,,22.65,1.0,389064826.0,1.0
6679,20240229,626316,JPY,3985.0,3985.0,3985.0,,3965.0,0.9494,51000000.0,1.0
6680,20240229,BDX,USD,239.15,239.15,239.15,,235.55,1.0,290108574.0,1.0
6681,20240229,JP20GQ,JPY,4490.0,4490.0,4490.0,,4475.0,1.0,11720000.0,1.0
6682,20240229,CN0QJ8,CNY,6.36,6.36,6.36,,6.34,0.4813,15914928468.0,
6683,20240229,CL,USD,86.81,86.81,86.81,,86.52,1.0,823372259.0,1.0
6684,20240229,680446,JPY,2064.0,2064.0,2064.0,,2048.0,0.6626,47146830.0,
6685,20240229,B1WV44,EUR,3.1400004,3.1400002909999998,3.140000264,,3.165,0.9,110771922.154384,
6686,20240229,KR61HZ,KRW,3400.0,3400.0,3400.0,,3385.0,0.5635,48771938.0,1.0
6687,20240229,DE3060,EUR,43.75,43.75,43.75,,46.62,0.5348,131198647.0,1.0
6688,20240229,KR037L,KRW,145200.0,145200.0,145200.0,,142500.0,0.6899,6500000.0,1.0
6689,20240229,TW02QH,TWD,10.75,10.75,10.75,,10.9,0.9206,1089348328.0,1.0
6690,20240229,532172,PLN,50.4,50.4,50.4,,50.4,0.6304,22199200.0,1.0
6691,20240229,KR618Q,KRW,2220.0,2220.0,2220.0,,2170.0,0.742,138892244.0,1.0
6692,20240229,CN16DJ,CNY,2.9,2.9,2.9,,2.99,0.7085,1529757955.0,
6693,20240229,KR014G,KRW,4725.0,4725.0,4725.0,,4800.0,0.4868,116738915.0,1.0
6694,20240229,IN80GT,INR,249.85,249.85,249.85,,254.55,0.3545,156783095.0,1.0
6695,20240229,CN57T4,HKD,9.32,9.32,9.32,,9.26,0.7702,1719045680.0,1.0
6696,20240229,CH9079,CHF,166.4,166.4,166.4,,168.0,0.858,5835000.0,
6697,20240229,FR908N,EUR,28.5,28.5,28.5,,27.7,0.6261,19862022.0,1.0
6698,20240229,IT90AU,EUR,1.77,1.77,1.77,,1.698,0.4911,110341903.0,1.0
6699,20240229,NO904O,NOK,63.8,63.8,63.8,,63.8,0.4097,140098561.0,
6700,20240229,IE3087,EUR,16.0,16.0,16.0,,16.0,0.91,1519420.15384615,
6701,20240229,CN8J0Q,CNY,34.99,34.99,34.99,,35.68,0.5842,169340106.0,
6702,20240229,CN7M80,CNY,3.88,3.88,3.88,,3.99,0.9495,402669692.0,
6703,20240229,CN7V34,CNY,38.45,38.45,38.45,,39.99,0.7049,92129495.0,
6704,20240229,SE3BJ3,SEK,19.25,19.249999324,19.249999034,,19.399994,0.52,31151510.0,
6705,20240229,CN8LRJ,CNY,8.32,8.32,8.32,,8.54,0.8894,148291400.0,
6706,20240229,CA90YT,CAD,0.2,0.2,0.2,,0.2,1.0,153779856.0,1.0
6707,20240229,IN903H,INR,4693.0,4693.0,4693.0,,4754.05,0.5337,150147645.0,1.0
6708,20240229,NL901I,EUR,27.265,27.265,27.265,,26.99,0.5865,2659554005.0,1.0
6709,20240229,CN92OY,CNY,10.06,10.06,10.06,,10.34,0.6442,342514501.0,
6710,20240229,CN2809,CNY,38.17,38.17,38.17,,40.1,0.3012,137167748.0,
6711,20240229,CN1YA8,CNY,12.55,12.55,12.55,,13.26,0.7325,453095081.0,
6712,20240229,JP14V8,JPY,1953.0,1953.0,1953.0,,1957.0,0.7614,37424507.0,
6713,20240229,CN1YVT,CNY,14.82,14.82,14.82,,15.41,0.5448,2747177186.0,
6714,20240229,MX11M7,MXN,190.83,190.83,190.83,,191.5,0.4947,400000000.0,1.0
6715,20240229,CN1ZSR,CNY,100.58,100.58,100.58,,107.95,0.7262,80220920.0,
6716,20240229,JP1D0M,JPY,2401.0,2401.0,2401.0,,2318.0,0.3423,19770725.0,
6717,20240229,JP1UZ2,JPY,3470.0,3470.0,3470.0,,3510.0,0.9471,9011560.0,1.0
6718,20240229,JP1WTY,JPY,1976.0,1976.0,1976.0,,1989.0,0.767,33259200.0,1.0
6719,20240229,JP1XRX,JPY,2666.0,2666.0,2666.0,,2613.0,0.6583,25372447.0,1.0
6720,20240229,JP1YPW,JPY,2597.0,2597.0,2597.0,,2524.0,0.6182,41778000.0,
6721,20240229,KR1JSN,KRW,68000.0,68000.0,68000.0,,66900.0,0.2444,10013941.0,1.0
6722,20240229,TH12DQ,THB,10.0,10.0,10.0,,9.85,0.4272,2021827399.0,1.0
6723,20240229,US3KY7,USD,4.46,4.46,4.46,,4.36,0.7764,298239500.0,1.0
6724,20240229,US3LW6,USD,142.26,142.26,142.26,,141.99,0.6907,18678638.0,1.0
6725,20240229,US3Q4J,USD,11.76,11.76,11.76,,11.86,0.9047,83668476.0,1.0
6726,20240229,CN0JWE,CNY,12.69,12.69,12.69,,13.12,0.7574,883241336.0,
6727,20240229,IN829O,INR,1630.0,1630.0,1630.0,,1663.1,0.2813,102782050.0,1.0
6728,20240229,CN8H0O,HKD,4.08,4.08,4.08,,3.88,0.6576,521548374.0,1.0
6729,20240229,CH9057,CHF,436.0,436.0,436.0,,441.0,0.6865,1431808.0,1.0
6730,20240229,GB1F4B,GBP,3.554,3.554,3.554,,3.569,0.726,703838365.0,1.0
6731,20240229,IN0A4J,INR,1903.75,1903.75,1903.75,,1910.3,0.4114,285000000.0,1.0
6732,20240229,B287X7,SEK,79.5,79.5,79.5,,81.3,0.4649,208000000.0,1.0
6733,20240229,FI10HF,EUR,2.31,2.31,2.31,,2.335,0.6577,45354532.0,1.0
6734,20240229,KR1BD0,KRW,21950.0,21950.0,21950.0,,20850.0,0.4625,10575831.0,1.0
6735,20240229,US16IB,USD,1.99,1.99,1.99,,2.07,0.8316,360053986.0,1.0
6736,20240229,US17E8,USD,44.78,44.78,44.78,,45.96,0.6646,9043151.0,1.0
6737,20240229,USM,USD,33.96,33.96,33.96,,34.89,0.2862,52000000.0,1.0
6738,20240229,CN1VSN,CNY,19.63,19.63,19.63,,19.49,0.189,615880000.0,
6739,20240229,CN1V3Y,CNY,20.65,20.65,20.65,,22.01,0.7294,398156535.0,
6740,20240229,US9H4G,USD,7.32,7.32,7.32,,7.39,0.5631,216228372.0,
6741,20240229,ID80FI,IDR,560.0,560.0,560.0,,565.0,0.7589,4705249440.0,1.0
6742,20240229,VN80C2,VND,20000.0,20000.0,20000.0,,19850.0,0.9323,2201645473.0,
6743,20240229,CN1S7Z,USD,1.8,1.8,1.8,,1.84,0.6865,68867907.0,1.0
6744,20240229,DK10FD,USD,27.67,27.67,27.67,,27.77,1.0,660674810.0,
6745,20240229,NO31N2,NOK,6.2100001,6.210001652,6.21000217,,6.3000002,0.29,86279930.0,
6746,20240229,CN7O4Y,CNY,8.77,8.77,8.77,,9.04,0.613,401743872.0,
6747,20240229,SE3CG1,SEK,47.0,46.999998782,46.99999826,,46.800004,0.51,24771660.0,
6748,20240229,CN8PNJ,CNY,21.4,21.4,21.4,,22.11,0.3709,239178528.0,
6749,20240229,SE31V5,SEK,0.24900002,0.249000029,0.249000033,,0.241,1.0,249986080.0,
6750,20240229,US9J0E,USD,55.24,55.24,55.24,,56.61,1.0,107448537.0,1.0
6751,20240229,SE36U9,SEK,3.9399996,3.939998577,3.939998139,,3.9600001,0.85,29292000.0,
6752,20240229,CN7UPP,CNY,40.5,40.5,40.5,,41.64,0.6072,83229797.0,
6753,20240229,HK806F,HKD,3.02,3.02,3.02,,3.05,0.463,1266558870.0,1.0
6754,20240229,CA1CBA,CAD,8.96,8.96,8.96,,9.02,0.8969,48511737.0,1.0
6755,20240229,JP114E,USD,85.16,85.16,85.16,,85.81,1.0,1261081781.0,
6756,20240229,BM1053,HKD,2.41,2.41,2.41,,2.32,0.29,3229926876.0,1.0
6757,20240229,AU19YC,AUD,6.58,6.58,6.58,,6.29,0.821,276315537.0,1.0
6758,20240229,CN2AHS,CNY,7.78,7.78,7.78,,8.22,0.8186,260000000.0,
6759,20240229,IT14GW,EUR,34.3,34.3,34.3,,34.0,0.699,16785248.0,1.0
6760,20240229,US3QL0,USD,72.2,72.2,72.2,,72.12,0.945,104100000.0,1.0
6761,20240229,US3RVB,USD,5.06,5.06,5.06,,5.12,0.4799,131504571.0,
6762,20240229,DK2010,DKK,216.0,216.0,216.0,,218.5,0.787,17374973.0,1.0
6763,20240229,FR32LW,EUR,70.899994,70.899994083,70.899994119,,70.100007,0.33,7358706.9,
6764,20240229,CN7MLD,CNY,2.18,2.18,2.18,,2.25,0.6397,1565376225.0,
6765,20240229,FI319A,EUR,7.3000002,7.300000542,7.300000688,,7.2799998,0.31,18562000.0,
6766,20240229,IT327N,EUR,4.9399996,4.939999427,4.939999367,,5.0,0.3,12038590.0,
6767,20240229,CN8YEJ,CNY,11.67,11.67,11.67,,12.17,0.3415,389101809.0,
6768,20240229,CN00TS,CNY,12.33,12.33,12.33,,12.35,0.4507,1200004884.0,
6769,20240229,TW04ZS,TWD,14.75,14.75,14.75,,14.6,0.6589,1342960000.0,1.0
6770,20240229,PK21S4,PKR,213.5,213.5,213.5,,218.94,0.3727,596252783.0,
6771,20240229,CA101O,CAD,3.19,3.19,3.19,,3.27,1.0,1300379627.0,1.0
6772,20240229,496960,EUR,32.16,32.16,32.16,,32.3,0.9432,111732343.0,1.0
6773,20240229,659147,JPY,1565.0,1565.0,1565.0,,1527.0,0.5829,69400000.0,1.0
6774,20240229,CAG,USD,28.13,28.13,28.13,,28.08,1.0,477967881.0,1.0
6775,20240229,403574,TRY,679.0,679.0,679.0,,713.0,0.2652,141750000.0,1.0
6776,20240229,CN16HN,CNY,17.03,17.03,17.03,,18.04,0.5832,1185491195.0,
6777,20240229,CN517C,CNY,4.7,4.7,4.7,,4.82,0.4411,3179506670.0,
6778,20240229,CN5239,CNY,7.28,7.28,7.28,,7.53,0.3837,510657000.0,
6779,20240229,CN53EL,CNY,6.06,6.06,6.06,,6.21,0.6899,982715033.0,
6780,20240229,CN54AI,CNY,26.83,26.83,26.83,,27.7,0.7835,1710085001.0,
6781,20240229,JP022C,JPY,5410.0,5410.0,5410.0,,5360.0,0.3824,65182480.0,1.0
6782,20240229,US06KC,USD,75.11,75.11,75.11,,73.82,1.0,95153909.0,1.0
6783,20240229,CN572D,CNY,6.16,6.16,6.16,,6.52,0.4268,2054009302.0,
6784,20240229,CN6117,CNY,17.58,17.58,17.58,,17.9,0.4202,1704644558.0,
6785,20240229,CN61X3,CNY,5.34,5.34,5.34,,5.6,0.8195,1923005903.0,
6786,20240229,CN1NQD,CNY,14.15,14.15,14.15,,14.77,0.7264,208066462.0,
6787,20240229,IL017B,ILS,290.7,290.7,290.7,,296.9,0.3559,8586001.0,1.0
6788,20240229,US07D6,USD,45.03,45.03,45.03,,45.85,0.7394,359952112.0,1.0
6789,20240229,CN12IK,CNY,79.68,79.68,79.68,,80.24,0.4287,709163612.0,
6790,20240229,666020,JPY,3201.0,3201.0,3201.0,,3143.0,1.0,121985078.0,1.0
6791,20240229,062152,GBP,0.792,0.792,0.792,,0.78,0.8799,614086377.0,1.0
6792,20240229,081410,GBP,8.45,8.45,8.45,,8.454,0.919,1227598480.0,1.0
6793,20240229,VFC,USD,16.17,16.17,16.17,,16.34,0.948,388868414.0,1.0
6794,20240229,MY503S,MYR,3.0,3.0,3.0,,2.97,0.2902,627121322.0,
6795,20240229,642507,SGD,0.93,0.93,0.93,,0.94,0.2902,866183628.0,1.0
6796,20240229,674720,JPY,2542.0,2542.0,2542.0,,2542.5,0.836,412000000.0,1.0
6797,20240229,US531V,USD,16.06,16.06,16.06,,16.09,1.0,228799092.0,1.0
6798,20240229,490238,SEK,378.7,378.7,378.7,,376.1,1.0,226625919.0,1.0
6799,20240229,HK01SU,HKD,2.92,2.92,2.92,,2.98,0.4245,3699777382.0,1.0
6800,20240229,PH30BK,PHP,33.9,33.9,33.9,,32.6,0.345,634546427.0,1.0
6801,20240229,NL602G,EUR,14.76,14.76,14.76,,14.85,1.0,437115567.0,1.0
6802,20240229,BR602A,BRL,25.68,25.68,25.68,,25.8,0.4752,400945572.0,1.0
6803,20240229,TH005F,THB,142.0,142.0,142.0,,143.0,1.0,1908842894.0,0.3
