,validDate,stoxxId,currency,closePrice,freeFloat,shares,Capfactor
2544,20240531,SMG,USD,69.69,0.7374,56679088.0,1.0
2545,20240531,UBSI,USD,32.44,1.0,134933015.0,1.0
2546,20240531,TW18ZX,TWD,91.5,1.0,212431422.0,1.0
2547,20240531,FI3022,EUR,24.66,0.795,184529605.0,1.0
2548,20240531,MMC,USD,207.58,1.0,493072439.0,1.0
2549,20240531,KR01CO,KRW,40550.0,0.8761,44398588.0,1.0
2550,20240531,TW15RM,TWD,88.5,0.9406,145681380.0,1.0
2551,20240531,CN1GHX,CNY,6.93,0.5947,330023098.0,
2552,20240531,CE,USD,152.04,1.0,108855167.0,1.0
2553,20240531,JP406I,JPY,144400.0,0.5953,1440000.0,1.0
2554,20240531,ET020,TRY,46.12,0.1332,3500000000.0,1.0
2555,20240531,CN02DE,CNY,13.67,0.32,416934000.0,
2556,20240531,CA11PD,CAD,39.33,0.8046,175781784.0,1.0
2557,20240531,IL2117,ILS,19.32,0.4991,96975959.0,1.0
2558,20240531,CN0ZGE,CNY,2.31,0.6629,1131985440.0,
2559,20240531,JP506J,JPY,2162.0,1.0,227502200.0,1.0
2560,20240531,SE10IP,SEK,291.9,0.246,592246032.0,1.0
2561,20240531,JP30IT,JPY,793.0,0.8272,49290632.0,1.0
2562,20240531,CN0QVK,CNY,18.62,1.0,12200469974.0,
2563,20240531,B126KF,EUR,28.32,0.4195,76234545.0,1.0
2564,20240531,US02L9,USD,5.72,1.0,226923770.0,1.0
2565,20240531,689391,JPY,1263.0,0.3999,104042806.0,1.0
2566,20240531,IN10RX,INR,859.0,0.8142,91885714.0,1.0
2567,20240531,012905,GBP,1.714,0.5,4971476010.0,1.0
2568,20240531,US03UJ,USD,107.585,0.9429,43792454.0,1.0
2569,20240531,TH22HV,THB,62.75,0.466,330000000.0,
2570,20240531,TH21XA,THB,287.0,1.0,106470000.0,0.1254
2571,20240531,ATR,USD,147.69,1.0,65781269.0,1.0
2572,20240531,CN0C8J,CNY,2.15,0.4126,10337121092.0,
2573,20240531,TDpD,CAD,76.2,1.0,1802041163.0,1.0
2574,20240531,IN11U1,INR,3812.95,0.3679,110498261.0,1.0
2575,20240531,CN19BK,CNY,13.29,0.7828,853350477.0,
2576,20240531,US521U,USD,53.79,1.0,180641272.0,1.0
2577,20240531,GRT.A,CAD,13.69,1.0,73259342.0,1.0
2578,20240531,TW07RN,TWD,55.9,0.656,187662154.0,1.0
2579,20240531,TH218L,THB,10.4,0.5633,1559280897.0,0.4901473
2580,20240531,685856,JPY,322.3,1.0,1656449145.0,1.0
2581,20240531,OTRKB,USD,113.73,1.0,65413503.0,1.0
2582,20240531,678673,SGD,1.5,0.2193,1183373276.0,
2583,20240531,MES,USD,59.6,1.0,1258449553.0,1.0
2584,20240531,AR01JL,ARS,1381.7,0.4178,736421306.0,
2585,20240531,CN1GIY,CNY,4.12,0.5256,761335236.0,
2586,20240531,TW035X,TWD,53.5,1.0,3587475066.0,1.0
2587,20240531,PK30KW,PKR,48.98,0.6627,2100000000.0,
2588,20240531,OLDB,USD,17.09,1.0,292655000.0,1.0
2589,20240531,468921,TRY,88.6,0.3859,44951051.0,1.0
2590,20240531,CN1819,CNY,6.56,0.9157,5135586557.0,
2591,20240531,KR049O,KRW,40150.0,0.56,39092385.0,1.0
2592,20240531,MX406T,MXN,59.24,1.0,841986436.0,1.0
2593,20240531,NO10HT,NOK,100.2,1.0,100398016.0,1.0
2594,20240531,CN0201,CNY,8.45,0.4705,1604449920.0,
2595,20240531,625050,JPY,16600.0,0.9495,68918979.0,1.0
2596,20240531,447889,GBP,4.175,0.9333,164940082.0,1.0
2597,20240531,US520T,USD,240.05,1.0,64525262.0,1.0
2598,20240531,CN1DMZ,CNY,13.15,0.6668,507537461.0,
2599,20240531,659698,JPY,4370.0,0.912,31104198.0,1.0
2600,20240531,CN1BGR,CNY,3.15,0.7718,935575000.0,
2601,20240531,664356,JPY,603.0,0.9249,73501425.0,1.0
2602,20240531,CN09KS,CNY,10.69,0.2387,1862520720.0,
2603,20240531,US30J8,USD,169.56,1.0,459113691.0,1.0
2604,20240531,AES,USD,21.59,1.0,669629035.0,1.0
2605,20240531,KR176P,KRW,44500.0,0.5797,6000000.0,1.0
2606,20240531,IN01Y4,INR,2877.7,0.4708,958842215.0,1.0
2607,20240531,CN09DL,CNY,6.58,0.4539,583790330.0,
2608,20240531,POOL,USD,363.55,1.0,38679169.0,1.0
2609,20240531,IN09FT,INR,449.8,0.3162,3717206239.0,1.0
2610,20240531,PG,USD,164.54,1.0,2353021054.0,1.0
2611,20240531,572812,EUR,17.39,0.2022,212964900.0,1.0
2612,20240531,CBSH,USD,55.64,1.0,130176048.0,1.0
2613,20240531,TW07OK,TWD,23.55,1.0,2170908097.0,1.0
2614,20240531,669377,HKD,2.41,0.2835,4308808000.0,1.0
2615,20240531,JP50JW,JPY,1003.0,0.9464,93552156.0,1.0
2616,20240531,US50SJ,USD,28.62,0.9411,71770694.0,1.0
2617,20240531,CN04AD,CNY,5.1,0.5236,2080570520.0,
2618,20240531,053315,GBP,21.92,1.0,1785403977.0,1.0
2619,20240531,KR024H,KRW,13490.0,0.5252,30832884.0,
2620,20240531,DE2070,EUR,14.26,1.0,175489025.0,1.0
2621,20240531,AEP,USD,90.25,1.0,525875633.0,1.0
2622,20240531,TW03XP,TWD,141.5,1.0,184905918.0,1.0
2623,20240531,CN1FFU,CNY,1.74,0.6156,1344543367.0,
2624,20240531,CN24BG,HKD,6.88,0.2235,3089837895.0,1.0
2625,20240531,523800,TRY,5.11,0.5732,1860000000.0,1.0
2626,20240531,CN0J5N,CNY,2.24,0.7859,690897549.0,
2627,20240531,U0047,USD,87.34,1.0,136023501.0,1.0
2628,20240531,421185,EUR,47.08,0.3211,127348890.0,1.0
2629,20240531,CN1088,CNY,8.18,0.5976,6109470588.0,
2630,20240531,PH231,HKD,7.42,0.2845,5241027600.0,1.0
2631,20240531,TW10WM,TWD,114.5,0.7404,485804299.0,1.0
2632,20240531,SE50JU,SEK,82.85,1.0,204122271.0,1.0
2633,20240531,IN0AHW,INR,4551.55,0.63,355487461.0,0.8095238
2634,20240531,UMBF,USD,82.44,0.8293,48530798.0,1.0
2635,20240531,CN1044,HKD,4.56,0.5363,4522332324.0,1.0
2636,20240531,TH517N,THB,3.98,0.282,8129382039.0,1.0
2637,20240531,KR60R8,KRW,5790.0,0.6629,8892384.0,1.0
2638,20240531,KR628R,KRW,2755.0,0.4196,90808100.0,1.0
2639,20240531,BR10IL,BRL,38.79,0.8393,5602042788.0,1.0
2640,20240531,CN1808,CNY,4.45,0.8243,1301647073.0,
2641,20240531,674429,JPY,2825.5,1.0,544000000.0,1.0
2642,20240531,KR62O7,KRW,2950.0,0.7932,98227389.0,1.0
2643,20240531,CN659J,HKD,4.44,0.55,1891539661.0,1.0
2644,20240531,IN034C,INR,118.0,0.3077,9070651260.0,0.6499838
2645,20240531,CN0MM7,CNY,1.85,0.7514,1954589402.0,
2646,20240531,698511,JPY,2861.0,0.898,342090836.0,1.0
2647,20240531,JP00Z7,JPY,2582.0,0.7275,27231257.0,1.0
2648,20240531,IN0AKZ,INR,436.8,0.445,3195339547.0,1.0
2649,20240531,CN19W5,CNY,4.74,0.7199,654314844.0,
2650,20240531,B0RJCG,HKD,15.5,0.6126,1161993599.0,1.0
2651,20240531,CN0JCU,CNY,10.97,0.718,705816160.0,
2652,20240531,CN12LN,CNY,5.23,0.8126,1113738857.0,
2653,20240531,CN174B,CNY,26.17,0.805,663614113.0,
2654,20240531,536722,EUR,1.164,0.8392,304479253.0,1.0
2655,20240531,IN03BJ,INR,641.65,0.4196,1527283594.0,1.0
2656,20240531,676782,JPY,1934.0,1.0,37187567.0,1.0
2657,20240531,EW027,PLN,41.0,0.4628,11929836.0,1.0
2658,20240531,663960,JPY,2946.0,0.8273,87000000.0,1.0
2659,20240531,CN0LQA,CNY,25.52,0.7942,427500000.0,
2660,20240531,TR507W,TRY,24.7,0.3207,385000000.0,1.0
2661,20240531,IN0ACR,INR,3251.9,0.4177,887786160.0,1.0
2662,20240531,083860,GBP,7.774,0.8219,2665056561.0,1.0
2663,20240531,JP616L,JPY,1969.0,0.8082,130010400.0,1.0
2664,20240531,680532,JPY,1622.5,0.9481,585129069.0,1.0
2665,20240531,CN01AA,CNY,4.49,0.6601,520066589.0,
2666,20240531,KR00IT,KRW,14170.0,0.8476,751949461.0,1.0
2667,20240531,SE50OZ,SEK,74.3,0.9372,319499993.0,1.0
2668,20240531,TH21Q3,THB,23.0,0.7936,889472083.0,0.6174395
2669,20240531,657618,JPY,3517.0,1.0,293459000.0,1.0
2670,20240531,BR00JL,BRL,14.85,0.6146,1386848066.0,1.0
2671,20240531,CA304T,CAD,19.68,0.4663,1268762524.0,1.0
2672,20240531,KR51DU,KRW,3450.0,0.4254,62638000.0,1.0
2673,20240531,CL0030,CLP,90.8,0.1773,107279889530.0,1.0
2674,20240531,B12JGK,TRY,23.84,0.2267,1600000000.0,1.0
2675,20240531,KR303H,KRW,3680.0,0.8251,25339864.0,1.0
2676,20240531,AU00FJ,AUD,0.695,0.639,519002615.0,1.0
2677,20240531,MA2053,MAD,2300.0,0.1032,11864678.0,
2678,20240531,NO602J,NOK,300.8,0.6445,222622889.0,1.0
2679,20240531,EG6055,EGP,9.86,0.2359,282608695.0,1.0
2680,20240531,TR603T,TRY,13.11,0.2918,758500000.0,1.0
2681,20240531,670262,AUD,58.23,1.0,109333981.0,1.0
2682,20240531,ZA00R0,ZAR,76.28,0.7951,408498899.0,1.0
2683,20240531,AU10KP,AUD,1.175,1.0,407114405.0,
2684,20240531,PH402C,PHP,39.05,0.3204,1576489360.0,1.0
2685,20240531,HK30JN,HKD,0.97,0.2977,3318869006.0,
2686,20240531,TH00GQ,THB,23.1,0.3526,5614551908.0,1.0
2687,20240531,US61OH,USD,10.36,0.4439,895168882.0,1.0
2688,20240531,630982,JPY,2219.5,1.0,88555840.0,1.0
2689,20240531,BR0406,BRL,31.35,0.3668,339000000.0,1.0
2690,20240531,CN17EL,CNY,5.45,0.4682,2842840681.0,
2691,20240531,PH702F,PHP,10.58,0.2834,1613444202.0,
2692,20240531,KR80YH,KRW,18210.0,0.6577,8108834.0,1.0
2693,20240531,LH,USD,194.91,1.0,84100000.0,1.0
2694,20240531,GCO,USD,28.5,1.0,11489017.0,1.0
2695,20240531,606558,AUD,28.25,1.0,3007510678.0,1.0
2696,20240531,US97BD,USD,22.23,0.9132,43501000.0,1.0
2697,20240531,US80HB,USD,106.34,0.8947,24140076.0,1.0
2698,20240531,IT704M,EUR,20.18,0.495,53811095.0,1.0
2699,20240531,IN70EQ,INR,4305.7,0.2537,650733068.0,1.0
2700,20240531,680451,JPY,1633.0,1.0,11641318.0,1.0
2701,20240531,TW0863,TWD,228.0,0.6694,165816400.0,1.0
2702,20240531,NO00DO,NOK,149.8,0.8976,40645162.0,1.0
2703,20240531,FR0039,EUR,2.042,0.8383,107127984.0,1.0
2704,20240531,IDXX,USD,496.95,1.0,83051702.0,1.0
2705,20240531,606896,JPY,2910.0,1.0,41040000.0,1.0
2706,20240531,TN208Q,TND,24.0,0.2637,32560000.0,
2707,20240531,CN0I3K,CNY,23.02,0.5469,3732615535.0,
2708,20240531,PL00HR,PLN,71.2,0.4222,13936000.0,1.0
2709,20240531,AU02OU,AUD,13.18,0.7985,203028645.0,1.0
2710,20240531,KR719S,KRW,144000.0,0.3643,9434574.0,1.0
2711,20240531,646698,JPY,4048.0,1.0,154679954.0,1.0
2712,20240531,KR02FS,KRW,495000.0,0.4272,720000.0,1.0
2713,20240531,GB10C4,GBP,6.158,0.9399,1351475321.0,1.0
2714,20240531,PK20OZ,PKR,39.75,0.248,2127512862.0,
2715,20240531,ID20OL,IDR,9750.0,0.1947,11661908000.0,1.0
2716,20240531,KR02P2,KRW,6640.0,0.6613,54244482.0,1.0
2717,20240531,US20MA,USD,35.37,0.7345,1213099787.0,1.0
2718,20240531,DLTR,USD,117.95,1.0,217871937.0,1.0
2719,20240531,CN0EW9,CNY,4.7,0.7464,988828300.0,
2720,20240531,SSD,USD,165.92,1.0,42672921.0,1.0
2721,20240531,648418,JPY,4140.0,0.8391,35000000.0,1.0
2722,20240531,KMT,USD,25.75,1.0,79269782.0,1.0
2723,20240531,URBN,USD,41.71,0.6675,92774395.0,1.0
2724,20240531,TW071X,TWD,86.2,1.0,1679056833.0,1.0
2725,20240531,TW19FE,TWD,18.9,1.0,331663383.0,1.0
2726,20240531,US01WJ,USD,155.64,1.0,60566623.0,1.0
2727,20240531,HK11OR,HKD,3.41,0.6804,487358224.0,1.0
2728,20240531,IN01U0,INR,1191.3,0.6363,585938609.0,1.0
2729,20240531,US02J7,USD,22.3,1.0,95121687.0,1.0
2730,20240531,677465,JPY,2998.0,1.0,59200000.0,1.0
2731,20240531,PH210,HKD,0.145,0.3425,9662705938.0,
2732,20240531,CN1F8N,CNY,1.88,0.2775,14054218314.0,
2733,20240531,KR183N,KRW,3250.0,0.4267,106209702.0,1.0
2734,20240531,KR02T6,KRW,8450.0,0.8994,322088438.0,1.0
2735,20240531,US03NC,USD,55.58,1.0,103181278.0,1.0
2736,20240531,B02Q32,JPY,2639.5,1.0,183051100.0,1.0
2737,20240531,CN1ANX,CNY,3.55,0.1787,19454388399.0,
2738,20240531,BMY,USD,41.09,1.0,2034757742.0,1.0
2739,20240531,IN070C,INR,24.05,0.9375,104455735.0,1.0
2740,20240531,KR02R4,KRW,13950.0,0.7912,47028210.0,1.0
2741,20240531,424910,EUR,105.65,0.6888,265676388.0,1.0
2742,20240531,CDB,USD,250.23,1.0,182796408.0,1.0
2743,20240531,CN0BZ9,CNY,7.59,0.5127,1475111351.0,
2744,20240531,ZA206H,ZAR,10.99,0.8413,3430787066.0,1.0
2745,20240531,CN1BZA,CNY,1.73,0.6783,929017761.0,
2746,20240531,TW13RK,TWD,83.0,0.43,162000000.0,
2747,20240531,UPS,USD,138.93,1.0,726816677.0,1.0
2748,20240531,PCG,USD,18.54,1.0,2611366666.0,1.0
2749,20240531,738307,EUR,14.13,0.9,261990074.0,1.0
2750,20240531,SBUX,USD,80.22,1.0,1132219700.0,1.0
2751,20240531,IN05IS,INR,443.4,0.4351,700000800.0,1.0
2752,20240531,CN1B9K,CNY,1.25,0.4505,10698849554.0,
2753,20240531,ID20NK,IDR,1010.0,0.4878,10521443686.0,
2754,20240531,635467,HKD,3.57,0.4233,4926837842.0,1.0
2755,20240531,649955,JPY,2655.5,0.4651,540000000.0,1.0
2756,20240531,CN0SNE,CNY,3.95,0.487,17114518793.0,
2757,20240531,MY004O,MYR,4.1,0.633,19410691735.0,1.0
2758,20240531,SE601D,SEK,413.2,0.769,97916509.0,1.0
2759,20240531,KR60K1,KRW,40650.0,0.8146,29607389.0,1.0
2760,20240531,KR61HZ,KRW,3275.0,0.5635,48771938.0,1.0
2761,20240531,BDX,USD,231.97,1.0,288902232.0,1.0
2762,20240531,JP20GQ,JPY,4620.0,1.0,11720000.0,1.0
2763,20240531,B1WV44,EUR,3.08,0.8631,125320375.0,
2764,20240531,TH104F,THB,20.5,0.8697,1705498760.0,
2765,20240531,AIZ,USD,173.47,1.0,52590620.0,1.0
2766,20240531,US10RE,USD,17.25,1.0,108018458.0,1.0
2767,20240531,659714,JPY,744.0,0.6716,44741433.0,1.0
2768,20240531,SE106D,SEK,99.7,0.8892,307426912.0,1.0
2769,20240531,CN16DJ,CNY,2.52,0.6789,1529757955.0,
2770,20240531,FR506H,EUR,199.0,0.2299,80802366.0,1.0
2771,20240531,CN0Q6V,HKD,30.55,0.8889,547329400.0,1.0
2772,20240531,657059,JPY,2841.0,0.7554,26908581.0,1.0
2773,20240531,DE3060,EUR,43.06,0.5348,131198647.0,1.0
2774,20240531,KR037L,KRW,151500.0,0.6899,6500000.0,1.0
2775,20240531,626316,JPY,3235.0,0.9494,51000000.0,1.0
2776,20240531,TH20EQ,THB,9.3,0.4484,13151198025.0,0.3693131
2777,20240531,648008,HKD,1.85,0.3467,3132894615.0,1.0
2778,20240531,US61JC,USD,44.27,1.0,178471908.0,1.0
2779,20240531,TH227L,THB,3.24,0.8987,1601310578.0,0.2707244
2780,20240531,CN1DZC,CNY,14.42,0.6545,689969346.0,
2781,20240531,CA306V,CAD,24.22,1.0,389168734.0,1.0
2782,20240531,680446,JPY,2023.0,0.6626,47146830.0,1.0
2783,20240531,030964,GBP,7.035,1.0,473971852.0,1.0
2784,20240531,CL,USD,92.96,1.0,823372259.0,1.0
2785,20240531,KR646R,KRW,4550.0,0.7029,15391605.0,1.0
2786,20240531,CN70LR,HKD,4.41,0.5655,19856167000.0,1.0
2787,20240531,ZA20NY,ZAR,92.04,0.8671,86877600.0,1.0
2788,20240531,IN80GT,INR,162.1,0.3545,156783095.0,1.0
2789,20240531,024249,GBP,56.9,1.0,101333904.0,1.0
2790,20240531,US70JC,USD,614.31,1.0,23029755.0,1.0
2791,20240531,SG801H,USD,0.14,0.7525,1044450254.0,1.0
2792,20240531,KR014G,KRW,4850.0,0.4868,116738915.0,1.0
2793,20240531,TW02QH,TWD,12.95,0.9206,1089348328.0,1.0
2794,20240531,TH50O3,THB,4.0,0.5631,730344251.0,
2795,20240531,PL303G,PLN,95.66,0.6809,130553991.0,1.0
2796,20240531,PK220D,PKR,38.5,0.435,1073346232.0,
2797,20240531,US05I9,USD,38.33,1.0,163796510.0,1.0
2798,20240531,JP029J,JPY,2717.0,0.3299,22263000.0,
2799,20240531,649668,JPY,10965.0,0.7161,143500000.0,1.0
2800,20240531,BR0114,USD,5.31,0.105,7498531051.0,
2801,20240531,US06RJ,USD,27.41,0.9271,446691515.0,1.0
2802,20240531,KR715O,KRW,112200.0,0.827,11068830.0,1.0
2803,20240531,JP00IQ,JPY,1993.0,0.9336,86903541.0,1.0
2804,20240531,AT1037,EUR,11.78,0.3575,20573434.0,1.0
2805,20240531,KR164M,KRW,27350.0,0.6084,12089892.0,1.0
2806,20240531,CN1718,CNY,4.46,0.7106,1314815152.0,
2807,20240531,CN21JL,CNY,8.09,0.8355,3257817490.0,
2808,20240531,CN26FM,CNY,9.44,0.5229,1265730523.0,
2809,20240531,B17641,CHF,603.0,0.9003,3400000.0,1.0
2810,20240531,US30E3,USD,121.24,1.0,33326647.0,1.0
2811,20240531,CN4069,CNY,8.88,0.8828,915886001.0,
2812,20240531,CN50BF,CNY,10.16,0.8327,466795809.0,
2813,20240531,IN0BM2,INR,4426.55,0.3648,30659976.0,1.0
2814,20240531,TH406K,THB,21.1,0.5329,637496153.0,0.5678364
2815,20240531,400930,SEK,307.2,0.9394,1055050365.0,1.0
2816,20240531,RGIS,USD,4.28,0.9127,2278962.0,1.0
2817,20240531,MY22ZN,MYR,8.9,0.5,285530000.0,1.0
2818,20240531,CN16RX,CNY,4.47,0.405,1040559801.0,
2819,20240531,CN1GO4,CNY,4.05,0.7159,601712507.0,
2820,20240531,TH008I,THB,236.0,0.6636,1200000000.0,0.2218204
2821,20240531,TRMK,USD,29.15,1.0,61070437.0,1.0
2822,20240531,KR18UE,KRW,6420.0,0.88,30768766.0,1.0
2823,20240531,CN15MR,CNY,5.03,0.8315,1021834123.0,
2824,20240531,GME,USD,23.14,0.8463,305241294.0,1.0
2825,20240531,690670,JPY,5920.0,1.0,38281393.0,1.0
2826,20240531,B132NW,GBP,1.95,0.6211,712740804.0,1.0
2827,20240531,CA12QF,CAD,11.3,1.0,287627549.0,1.0
2828,20240531,SMTC,USD,38.89,1.0,64174406.0,1.0
2829,20240531,CN0F2G,CNY,19.1,0.608,928851187.0,
2830,20240531,CN0MVG,CNY,7.87,0.3557,1112075445.0,
2831,20240531,619091,HKD,61.85,0.7165,2526450570.0,1.0
2832,20240531,PBI,USD,5.42,1.0,176331236.0,1.0
2833,20240531,CN19Y7,CNY,7.81,0.3722,2304105575.0,
2834,20240531,TW019Z,TWD,112.5,0.8164,591477068.0,1.0
2835,20240531,US60XP,USD,74.44,1.0,350700000.0,1.0
2836,20240531,ES604G,EUR,6.22,0.4841,539615637.0,1.0
2837,20240531,JP60V9,JPY,1908.0,0.9266,54172361.0,1.0
2838,20240531,GNTX,USD,35.0,1.0,233252591.0,1.0
2839,20240531,PE3017,USD,31.3,0.3726,108746887.0,
2840,20240531,468260,NOK,9.422,1.0,955310440.0,1.0
2841,20240531,PK207I,PKR,129.25,0.2258,214024662.0,
2842,20240531,DLB,USD,81.01,1.0,59493054.0,1.0
2843,20240531,686776,HKD,10.44,0.2705,2922337500.0,1.0
2844,20240531,SLM,USD,21.46,1.0,220300000.0,1.0
2845,20240531,616005,JPY,3060.0,1.0,67909449.0,1.0
2846,20240531,CN1I1J,CNY,10.16,0.5712,334469431.0,
2847,20240531,CA00I4,CAD,129.0,1.0,278760573.0,1.0
2848,20240531,DE402X,EUR,35.84,1.0,48000000.0,1.0
2849,20240531,B1KR43,HKD,1.77,0.5744,1702684957.0,1.0
2850,20240531,045644,GBP,23.1,1.0,294346273.0,1.0
2851,20240531,689958,JPY,2890.0,0.6098,51516000.0,1.0
2852,20240531,487454,CZK,14960.0,0.224,1913698.0,1.0
2853,20240531,DK6069,DKK,131.4,0.7831,234974389.0,1.0
2854,20240531,JP61BQ,JPY,8174.0,0.8544,47448172.0,1.0
2855,20240531,SG602G,USD,0.068,0.9087,1776565421.0,1.0
2856,20240531,BR701A,BRL,1.93,1.0,525591097.0,1.0
2857,20240531,IN044D,INR,161.95,1.0,2434335021.0,0.74
2858,20240531,IN807K,INR,252.75,0.6617,166645705.0,1.0
2859,20240531,IT405K,EUR,0.589,0.2868,1699651360.0,1.0
2860,20240531,643132,JPY,1649.5,1.0,215291912.0,1.0
2861,20240531,SE10MT,SEK,128.2,0.7853,329671226.0,1.0
2862,20240531,CN1HL2,CNY,6.82,0.2471,3114672586.0,
2863,20240531,631771,AUD,0.045,0.8561,22148299188.0,
2864,20240531,IN704G,INR,545.0,0.2673,1440055451.0,1.0
2865,20240531,US7092,USD,202.94,1.0,37672572.0,1.0
2866,20240531,SE709M,SEK,144.4,0.4482,50342116.0,1.0
2867,20240531,609327,NZD,1.165,0.85,1586352542.0,1.0
2868,20240531,CTSH,USD,66.15,1.0,501412546.0,1.0
2869,20240531,SE804I,SEK,185.4,0.83,80008185.0,1.0
2870,20240531,US8082,USD,129.5,0.9263,74594820.0,1.0
2871,20240531,647054,JPY,6736.0,1.0,51532800.0,1.0
2872,20240531,B1GGWB,EUR,38.52,0.4983,116851637.0,1.0
2873,20240531,TW15LG,TWD,32.75,0.8846,249001650.0,1.0
2874,20240531,612392,JPY,4215.0,0.7527,21132400.0,1.0
2875,20240531,US9746,USD,53.87,0.9389,56898609.0,1.0
2876,20240531,ZA805M,ZAR,16.98,0.4162,3667426643.0,1.0
2877,20240531,IN707J,INR,4488.7,0.2029,105742642.0,1.0
2878,20240531,KR70ZH,KRW,91700.0,0.5623,39536132.0,1.0
2879,20240531,DE70A8,EUR,8.655,0.837,177542097.0,1.0
2880,20240531,CN0WWR,CNY,87.55,0.5277,3139746626.0,
2881,20240531,CN06BG,CNY,2.29,0.3906,6014007986.0,
2882,20240531,US10NA,USD,44.99,1.0,1154433287.0,1.0
2883,20240531,UC039,EUR,55.0,0.4401,13337200.0,
2884,20240531,738349,SEK,5.44,0.7508,675051921.0,1.0
2885,20240531,IN12OW,INR,501.0,0.2985,203485211.0,1.0
2886,20240531,TW00C1,TWD,325.0,0.813,2597543329.0,1.0
2887,20240531,EN003,EUR,33.0,0.5221,17219662.0,
2888,20240531,464246,DKK,593.0,1.0,53720045.0,1.0
2889,20240531,INTU,USD,576.44,1.0,280259493.0,1.0
2890,20240531,IN01HN,INR,3411.45,0.4098,1140001121.0,1.0
2891,20240531,US109W,USD,57.06,1.0,151482324.0,1.0
2892,20240531,U0426,USD,34.25,0.7258,1398336103.0,1.0
2893,20240531,US40J9,USD,14.59,1.0,106331159.0,1.0
2894,20240531,CN0HM2,CNY,9.93,0.7827,740860235.0,
2895,20240531,469678,EUR,50.52,1.0,153125000.0,1.0
2896,20240531,CN17V2,CNY,3.35,0.2693,6694621015.0,
2897,20240531,OFC,USD,24.67,1.0,112546290.0,1.0
2898,20240531,B07DQ4,TRY,299.75,0.2615,37264000.0,1.0
2899,20240531,VN50L8,VND,4750.0,0.6958,339933034.0,
2900,20240531,SE10BI,SEK,294.4,0.6965,259559202.0,1.0
2901,20240531,CN03HJ,CNY,13.19,0.3911,806504300.0,
2902,20240531,619974,JPY,1374.0,0.7364,35712000.0,1.0
2903,20240531,NSIT,USD,195.5,1.0,32576831.0,1.0
2904,20240531,AKAM,USD,92.24,1.0,150831568.0,1.0
2905,20240531,CFR,USD,101.58,0.9295,64202891.0,1.0
2906,20240531,616172,AUD,14.11,1.0,484167684.0,1.0
2907,20240531,665768,JPY,1074.0,1.0,87217602.0,1.0
2908,20240531,665118,JPY,320.0,1.0,532463527.0,1.0
2909,20240531,664247,JPY,3148.0,0.8999,133000000.0,1.0
2910,20240531,TW02LC,TWD,140.5,0.1217,300000000.0,1.0
2911,20240531,AMG,USD,162.6,1.0,33808636.0,1.0
2912,20240531,BR206A,BRL,25.07,0.7745,1718007200.0,1.0
2913,20240531,CN02TU,CNY,3.58,0.6111,956739920.0,
2914,20240531,680403,JPY,7530.0,0.6884,73826598.0,1.0
2915,20240531,IS001B,ISK,490.0,0.7531,771007916.0,
2916,20240531,EG5010,EGP,9.96,0.1737,378739700.0,1.0
2917,20240531,CN05SW,CNY,4.59,0.5621,1151292907.0,
2918,20240531,JP508L,JPY,2612.0,1.0,107300000.0,1.0
2919,20240531,CN1EWA,CNY,33.01,0.78,234331485.0,
2920,20240531,JP30CN,JPY,259200.0,0.85,2838900.0,1.0
2921,20240531,AR00TU,ARS,1170.0,0.613,593454045.0,
2922,20240531,TW10LB,TWD,18.65,0.6392,593743919.0,1.0
2923,20240531,MO,USD,46.25,1.0,1763461775.0,1.0
2924,20240531,CN178F,CNY,11.69,0.8402,1664869506.0,
2925,20240531,286685,CAD,15.67,0.8737,773688789.0,1.0
2926,20240531,097720,GBP,0.358,1.0,660362194.0,1.0
2927,20240531,HK519G,HKD,55.4,0.3754,45276856.0,
2928,20240531,CN0LCW,CNY,4.33,0.6591,1164502220.0,
2929,20240531,AU01EJ,AUD,3.08,1.0,453048120.0,1.0
2930,20240531,B1BSCX,JPY,2867.0,0.5524,73730850.0,1.0
2931,20240531,KR185P,KRW,152400.0,1.0,2404448.0,1.0
2932,20240531,B01BN5,EUR,7.722,0.7015,2009992000.0,1.0
2933,20240531,CN1CZB,CNY,10.21,0.6348,2620094040.0,
2934,20240531,CN05QU,CNY,2.76,0.8132,4149009280.0,
2935,20240531,IN07AM,INR,1437.7,0.4374,2160138945.0,1.0
2936,20240531,CN24IN,USD,0.212,0.529,1946355840.0,1.0
2937,20240531,677757,JPY,2126.0,0.8196,34921242.0,1.0
2938,20240531,659672,JPY,2639.5,1.0,1324288306.0,1.0
2939,20240531,624358,SGD,2.78,0.5993,1490731171.0,1.0
2940,20240531,CL00KH,CLP,10390.0,0.3859,216340749.0,1.0
2941,20240531,680428,JPY,3035.0,0.9048,15217747.0,1.0
2942,20240531,TW00PE,TWD,157.0,0.7835,4384411737.0,1.0
2943,20240531,664328,JPY,3445.0,0.7111,40458000.0,1.0
2944,20240531,CN1G0G,CNY,13.22,0.78,494685819.0,
2945,20240531,430384,SEK,64.58,1.0,3082395752.0,1.0
2946,20240531,TW05LF,TWD,21.3,0.7169,790000000.0,1.0
2947,20240531,UY003,MKD,18150.0,0.8501,2279067.0,
2948,20240531,TW601W,TWD,351.0,0.6478,293020200.0,1.0
2949,20240531,CN15PU,CNY,22.49,0.7068,945731391.0,
