Date;sxw1;sxw1v;sxw1gv
2011-02-28 00:00:00;100.0;100.0;100.0
2011-03-01 00:00:00;99.2460397032;99.2519598101;99.2463039907
2011-03-02 00:00:00;99.0174453579;99.0394170255;99.0433858344
2011-03-03 00:00:00;100.016041708;100.055205918;100.057976616
2011-03-04 00:00:00;99.7874473631;99.828861654;99.8357329211
2011-03-07 00:00:00;99.0976539001;99.1443082698;99.1593390666
2011-03-08 00:00:00;99.2259875677;99.282323065;99.2946178375
2011-03-09 00:00:00;99.1417685984;99.2243568511;99.2366412214
2011-03-10 00:00:00;97.2247844395;97.305951198;97.3234128901
2011-03-11 00:00:00;97.3009825546;97.3970409628;97.4200405836
2011-03-14 00:00:00;96.2342089433;96.3288064481;96.3474731858
2011-03-15 00:00:00;93.9442550632;94.037760848;94.0573968499
2011-03-16 00:00:00;93.1782634851;93.2842000662;93.3037008407
2011-03-17 00:00:00;94.5859234008;94.697471569;94.7241279351
2011-03-18 00:00:00;95.1433727692;95.2578116374;95.274905788
2011-03-21 00:00:00;96.6312412272;96.7483714254;96.7726350372
2011-03-22 00:00:00;96.9641066774;97.0851275257;97.1108319644
2011-03-23 00:00:00;96.9761379587;97.104449597;97.1301575031
2011-03-24 00:00:00;97.894525767;98.0291487247;98.0577833607
2011-03-25 00:00:00;98.0308802888;98.1699238158;98.202724901
2011-03-28 00:00:00;97.7100461199;97.849729491;97.8741907431
2011-03-29 00:00:00;97.8423902146;98.078834051;98.1254227462
2011-03-30 00:00:00;98.7407258873;98.9869714033;99.033723065
2011-03-31 00:00:00;98.6685381993;98.9179640057;98.9660836796
2011-04-01 00:00:00;99.1177060357;99.3789334217;99.4298966084
2011-04-04 00:00:00;99.4505714859;99.7294910014;99.777756305
2011-04-05 00:00:00;99.2821335472;99.5611129513;99.613489226
2011-04-06 00:00:00;99.6510928414;99.9503146737;100.009662769
2011-04-07 00:00:00;99.3783837979;99.6825659711;99.7487679969
2011-04-08 00:00:00;99.8716663325;100.184939826;100.251232003
2011-04-11 00:00:00;99.6671345498;99.9806779287;100.048313847
2011-04-12 00:00:00;98.5923400842;98.9041625262;98.9660836796
2011-04-13 00:00:00;98.9612993784;99.2878436568;99.3525944536
2011-04-14 00:00:00;98.8129135753;99.1470685658;99.2173156827
2011-04-15 00:00:00;98.9011429717;99.2409186265;99.3139433762
2011-04-18 00:00:00;97.3651493884;97.7227558794;97.8065513576
2011-04-19 00:00:00;97.8905153399;98.2582532848;98.3380036719
2011-04-20 00:00:00;99.8074994987;100.193220713;100.280220311
2011-04-21 00:00:00;100.629637056;101.03787126;101.130544014
2011-04-26 00:00:00;101.038700622;101.460196533;101.555705865
2011-04-27 00:00:00;101.363545218;101.805233521;101.903565562
2011-04-28 00:00:00;102.390214558;102.843104781;102.947144652
2011-04-29 00:00:00;102.662923601;103.138456443;103.246690501
2011-05-02 00:00:00;102.903549228;103.403444849;103.517248043
2011-05-03 00:00:00;102.265891317;102.774097383;102.889168036
2011-05-04 00:00:00;101.423701624;101.959810092;102.07749541
2011-05-05 00:00:00;100.280729898;100.833609363;100.966276935
2011-05-06 00:00:00;100.533386806;101.123440433;101.265822785
2011-05-09 00:00:00;100.132344095;100.73423871;100.879312011
2011-05-10 00:00:00;101.058752757;101.672739318;101.816600638
2011-05-11 00:00:00;100.413073992;101.068234515;101.227171707
2011-05-12 00:00:00;99.927812312;100.593463619;100.753696009
2011-05-13 00:00:00;99.3583316623;100.041404439;100.202918156
2011-05-16 00:00:00;98.873069982;99.5804350226;99.7487679969
2011-05-17 00:00:00;98.3156206136;99.0283758419;99.197990144
2011-05-18 00:00:00;99.2299979948;99.9668764492;100.14494154
2011-05-19 00:00:00;99.5067174654;100.253947223;100.434824621
2011-05-20 00:00:00;98.8490074193;99.6107982776;99.7970818437
2011-05-23 00:00:00;97.1365550431;97.9187368886;98.1060972075
2011-05-24 00:00:00;97.3090034089;98.0953958264;98.2896898251
2011-05-25 00:00:00;97.6258271506;98.4183504472;98.6085612136
2011-05-26 00:00:00;98.1351513936;98.9483272607;99.1496762972
2011-05-27 00:00:00;98.9893723682;99.8233410622;100.028988308
2011-05-30 00:00:00;98.9733306597;99.8067792867;100.009662769
2011-05-31 00:00:00;100.184479647;101.03787126;101.246497246
2011-06-01 00:00:00;98.8690595548;99.7488130728;99.9613489226
2011-06-02 00:00:00;98.0950471225;98.9786905156;99.1883273746
2011-06-03 00:00:00;97.7260878284;98.6060505686;98.8211421393
2011-06-06 00:00:00;96.9761379587;97.8552500828;98.0674461301
2011-06-07 00:00:00;97.1365550431;98.020867837;98.231713209
2011-06-08 00:00:00;96.3906156006;97.275587943;97.4876799691
2011-06-09 00:00:00;96.7956687387;97.6868720327;97.9031790511
2011-06-10 00:00:00;95.3880088229;96.2708402341;96.4827519567
2011-06-13 00:00:00;95.3960296772;96.2956828972;96.5117402648
2011-06-14 00:00:00;96.6553037899;97.5681793088;97.7968885883
2011-06-15 00:00:00;95.0792059354;95.9782488683;96.2025316456
