Date;sd3e;sd3t;sd3gt
2006-04-06 00:00:00;124.592028855;125.018722732;125.142508814
2006-04-07 00:00:00;123.398870336;123.821154969;123.943952025
2006-04-10 00:00:00;123.834950814;124.259163832;124.382187222
2006-04-11 00:00:00;122.137367555;122.55522347;122.677023955
2006-04-12 00:00:00;121.477735203;121.893572435;122.014728657
2006-04-13 00:00:00;121.862667719;122.341887389;122.483442618
2006-04-18 00:00:00;121.336196443;121.877769762;122.036146166
2006-04-19 00:00:00;122.94030239;123.581710124;123.765198194
2006-04-20 00:00:00;124.105682274;124.753169123;124.939042473
2006-04-21 00:00:00;125.189930906;125.843210004;126.030511714
2006-04-24 00:00:00;125.234905839;125.888213267;126.074994234
2006-04-25 00:00:00;125.834130683;126.490776049;126.678803255
2006-04-26 00:00:00;125.783864581;126.506578721;126.71092952
2006-04-27 00:00:00;125.204040689;125.923597513;126.127714257
2006-04-28 00:00:00;123.99853611;125.041052595;125.354212659
2006-05-01 00:00:00;123.99853611;125.041052595;125.354212659
2006-05-02 00:00:00;125.47521308;126.621663403;126.969587136
2006-05-03 00:00:00;124.434616589;125.57147274;125.916010412
2006-05-04 00:00:00;125.13084619;126.606204267;127.042900919
2006-05-05 00:00:00;126.11544448;127.776632657;128.242281459
2006-05-08 00:00:00;126.391026178;128.127383284;128.617911628
2006-05-09 00:00:00;127.252163867;129.000652719;129.494382022
2006-05-10 00:00:00;126.464661608;128.445841492;129.019901809
2006-05-11 00:00:00;125.288699387;127.448211893;128.070117632
2006-05-12 00:00:00;123.150185411;125.272939641;125.884707898
2006-05-15 00:00:00;121.072519875;123.159160397;123.760255692
2006-05-16 00:00:00;121.251096815;123.34123467;123.943128274
2006-05-17 00:00:00;118.119606866;120.155278436;120.742034334
2006-05-18 00:00:00;117.336954844;119.359304682;119.942172724
2006-05-19 00:00:00;118.209997663;120.247346182;120.834294375
2006-05-22 00:00:00;114.677701693;116.969665739;117.652146693
2006-05-23 00:00:00;117.301680387;119.771548318;120.513031731
2006-05-24 00:00:00;116.335160256;118.784911883;119.520412534
2006-05-25 00:00:00;117.928683866;120.4119001;121.157204521
2006-05-26 00:00:00;119.825126878;122.348071043;123.105374147
2006-05-29 00:00:00;119.484728365;122.194166753;123.015585357
2006-05-30 00:00:00;117.160582558;119.817238655;120.62259053
2006-05-31 00:00:00;118.9282738;121.723178398;122.574878909
2006-06-01 00:00:00;119.639054115;122.451131952;123.307192988
2006-06-02 00:00:00;119.866574365;122.779896252;123.670466902
2006-06-05 00:00:00;118.986035724;121.878113298;122.762693993
2006-06-06 00:00:00;115.845727161;118.773231647;119.672806353
2006-06-07 00:00:00;116.660567125;119.608368546;120.514679232
2006-06-08 00:00:00;113.53128183;116.400082449;117.281459027
2006-06-09 00:00:00;115.000022047;117.906145866;118.79963096
2006-06-12 00:00:00;113.926796682;116.805455357;117.690039211
2006-06-13 00:00:00;111.185089487;113.994297296;114.857985436
2006-06-14 00:00:00;111.363225496;114.177402178;115.042505519
2006-06-15 00:00:00;114.311288267;117.199835103;118.08791064
2006-06-16 00:00:00;113.509676225;116.377752585;117.259217767
2006-06-19 00:00:00;114.01762841;117.007111203;117.934693071
2006-06-20 00:00:00;114.485896831;117.487718575;118.418234538
2006-06-21 00:00:00;114.526462457;117.529286475;118.460245807
2006-06-22 00:00:00;115.202850176;118.223573465;119.160433622
2006-06-23 00:00:00;115.345711728;118.369919956;119.307884939
2006-06-26 00:00:00;115.566177087;118.596310419;119.536063791
2006-06-27 00:00:00;114.630081175;117.635782748;118.568157106
2006-06-28 00:00:00;114.377427875;117.444432993;118.392698277
2006-06-29 00:00:00;116.538870247;119.664021437;120.630004284
2006-06-30 00:00:00;118.609921823;121.790511526;122.773402748
2006-07-03 00:00:00;119.098913988;122.423649043;123.411809285
2006-07-04 00:00:00;119.46929579;122.804287334;123.795676958
2006-07-05 00:00:00;117.982036483;121.275894053;122.254440014
2006-07-06 00:00:00;118.975453387;122.296540589;123.284127978
2006-07-07 00:00:00;118.878448629;122.19725858;123.183630433
2006-07-10 00:00:00;119.762514716;123.105912261;124.099640845
2006-07-11 00:00:00;118.609921823;121.920711807;122.905202807
2006-07-12 00:00:00;119.502365593;122.838297434;123.830274474
2006-07-13 00:00:00;117.874890318;121.165618881;122.143233714
2006-07-14 00:00:00;116.209054071;119.45309011;120.417476688
2006-07-17 00:00:00;115.801634089;119.033975746;119.994892748
2006-07-18 00:00:00;115.154788728;118.36957642;119.325183696
2006-07-19 00:00:00;117.956462501;121.249098217;122.228080003
2006-07-20 00:00:00;118.426053714;121.732110344;122.714916472
2006-07-21 00:00:00;117.113843902;120.383043045;121.35490461
2006-07-24 00:00:00;118.994413408;122.316465698;123.303897987
2006-07-25 00:00:00;118.800844823;122.117214607;123.102902896
2006-07-26 00:00:00;119.75281424;123.09560617;124.08893209
2006-07-27 00:00:00;121.427469102;124.817410423;125.824574121
2006-07-28 00:00:00;122.004206479;125.468755368;126.497578174
2006-07-31 00:00:00;121.669540065;125.124531932;126.149955517
2006-08-01 00:00:00;120.990506762;124.510288914;125.559326502
2006-08-02 00:00:00;122.473797692;126.036620976;127.098092194
2006-08-03 00:00:00;121.796528112;125.339929232;126.395433128
2006-08-04 00:00:00;123.039952732;126.619258649;127.686249959
2006-08-07 00:00:00;121.831802569;125.37600055;126.432501895
2006-08-08 00:00:00;122.122816842;125.675564258;126.73399453
2006-08-09 00:00:00;122.621950413;126.230719022;127.304029787
2006-08-10 00:00:00;121.501104531;125.077123914;126.140894263
2006-08-11 00:00:00;120.895265727;124.540176578;125.628521533
2006-08-14 00:00:00;122.145745239;125.82843794;126.927575867
2006-08-15 00:00:00;123.028047603;126.737435158;127.84523378
2006-08-16 00:00:00;123.9495928;127.686626129;128.802431711
2006-08-17 00:00:00;124.203568893;127.948057302;129.06603183
2006-08-18 00:00:00;123.934601156;127.671510529;128.786780454
2006-08-21 00:00:00;123.650641775;127.378817548;128.491877821
2006-08-22 00:00:00;124.058502687;127.798618984;128.915285512
2006-08-23 00:00:00;123.537322581;127.262015184;128.374081518
2006-08-24 00:00:00;123.827895923;127.561578893;128.676397904
2006-08-25 00:00:00;123.962820722;127.700367584;128.815611717
2006-08-28 00:00:00;124.764432765;128.526229001;129.649247092
2006-08-29 00:00:00;124.807203044;128.569858119;129.693729612
2006-08-30 00:00:00;125.378649253;129.158679446;130.287653629
2006-08-31 00:00:00;125.126877814;128.899309492;130.025701012
2006-09-01 00:00:00;125.64761699;129.435569755;130.566905005
2006-09-04 00:00:00;126.002125286;129.801435982;130.935121421
2006-09-05 00:00:00;125.533856865;129.334913601;130.470526212
2006-09-06 00:00:00;124.506929226;128.277165138;129.403769482
2006-09-07 00:00:00;123.510425807;127.250334948;128.367491515
2006-09-08 00:00:00;123.716340451;127.46264042;128.581666612
2006-09-11 00:00:00;123.288637656;127.021883266;128.137665162
2006-09-12 00:00:00;124.162121406;127.921948538;129.04543807
2006-09-13 00:00:00;124.740622506;128.517984129;129.645952091
2006-09-14 00:00:00;125.334556181;129.129822392;130.263764869
2006-09-15 00:00:00;125.822666484;129.632416091;130.770371347
2006-09-18 00:00:00;125.688182616;129.493970937;130.631157534
2006-09-19 00:00:00;125.098217317;128.88625511;130.017463508
2006-09-20 00:00:00;126.766699149;130.605311072;131.752281789
2006-09-21 00:00:00;127.380915637;131.237761517;132.389864575
2006-09-22 00:00:00;126.270652092;130.094128964;131.236614056
2006-09-25 00:00:00;126.323563778;130.148751245;131.291805331
2006-09-26 00:00:00;127.96162139;131.836201862;132.993673597
2006-09-27 00:00:00;129.427275092;133.402727679;134.588454315
2006-09-28 00:00:00;129.580278051;133.559723797;134.746614386
2006-09-29 00:00:00;129.990784548;133.983304133;135.174140828
2006-10-02 00:00:00;130.128795862;134.125528187;135.317473393
2006-10-03 00:00:00;130.317514209;134.319969769;135.513525981
2006-10-04 00:00:00;131.335623234;135.401765777;136.613232726
2006-10-05 00:00:00;131.916328987;136.000206122;137.217041748
2006-10-06 00:00:00;132.345795505;136.443024494;137.664338199
2006-10-09 00:00:00;132.606385559;136.71166993;137.935352071
2006-10-10 00:00:00;133.226775077;137.350991102;138.580348611
2006-10-11 00:00:00;133.556591253;137.691435638;138.923028765
2006-10-12 00:00:00;134.81015728;138.983819437;140.227025602
2006-10-13 00:00:00;134.546480711;138.711738638;139.952716729
2006-10-16 00:00:00;135.151878585;139.335600673;140.582885762
2006-10-17 00:00:00;133.496624675;137.629255557;138.861247488
2006-10-18 00:00:00;134.854691282;139.02985331;140.273979373
2006-10-19 00:00:00;134.797370289;138.970421519;140.213845596
2006-10-20 00:00:00;135.021363093;139.201277955;140.446966951
2006-10-23 00:00:00;135.498891059;139.794565255;141.082902237
2006-10-24 00:00:00;136.005079522;140.316740527;141.610102475
2006-10-25 00:00:00;136.257732822;140.577484627;141.873702593
2006-10-26 00:00:00;137.049203459;141.394070562;142.697452964
2006-10-27 00:00:00;136.953962424;141.295819162;142.597779169
2006-10-30 00:00:00;136.301384963;140.62248789;141.919008864
2006-10-31 00:00:00;136.946466602;141.287917826;142.590365416
2006-11-01 00:00:00;137.039943914;141.384795081;142.687567959
2006-11-02 00:00:00;136.192034146;140.509807963;141.805331312
2006-11-03 00:00:00;136.662948151;140.995568381;142.295462783
2006-11-06 00:00:00;137.96060725;142.334329589;143.646413391
2006-11-07 00:00:00;138.257794553;142.641107561;143.95614353
2006-11-08 00:00:00;138.307619724;142.692294479;144.007216053
2006-11-09 00:00:00;137.973394241;142.347383971;143.659593397
2006-11-10 00:00:00;137.945174675;142.318526916;143.630762134
2006-11-13 00:00:00;138.432403116;142.821120616;144.137368612
2006-11-14 00:00:00;138.117578585;142.496135216;143.809515964
2006-11-15 00:00:00;138.972102314;143.377649524;144.699166365
2006-11-16 00:00:00;139.364089721;143.78233536;145.107746548
2006-11-17 00:00:00;138.510888784;142.902195197;144.219743649
2006-11-20 00:00:00;138.513534368;142.904943488;144.2222149
2006-11-21 00:00:00;138.812485394;143.213095606;144.53359254
2006-11-22 00:00:00;139.077484755;143.528805524;144.862268938
2006-11-23 00:00:00;138.621562394;143.058160706;144.386964974
2006-11-24 00:00:00;138.187686569;142.610532825;143.935549771
2006-11-27 00:00:00;136.248473277;140.609089972;141.915713862
2006-11-28 00:00:00;135.715828972;140.059775327;141.361329863
2006-11-29 00:00:00;137.811572668;142.23882648;143.565685855
2006-11-30 00:00:00;136.626791832;141.015837026;142.331707799
2006-12-01 00:00:00;135.583108826;139.938506991;141.24435731
2006-12-04 00:00:00;136.242741178;140.619396063;141.931365119
2006-12-05 00:00:00;137.378578704;141.791885671;143.115094402
2006-12-06 00:00:00;137.793935439;142.220275516;143.547563346
2006-12-07 00:00:00;138.537785558;142.988422825;144.322712445
2006-12-08 00:00:00;138.707984814;143.163969906;144.499818775
2006-12-11 00:00:00;140.22522741;144.72980865;146.080595736
2006-12-12 00:00:00;139.951409435;144.44742176;145.794754358
2006-12-13 00:00:00;140.939976102;145.467381222;146.824442321
2006-12-14 00:00:00;142.128725313;146.694836648;148.063362879
2006-12-15 00:00:00;142.634031915;147.216324848;148.589739365
2006-12-18 00:00:00;142.741178079;147.326943557;148.700945665
2006-12-19 00:00:00;141.867694329;146.425160603;147.791525256
2006-12-20 00:00:00;143.192691132;147.792778866;149.172130877
2006-12-21 00:00:00;143.124787802;147.722697448;149.100464595
2006-12-22 00:00:00;141.963376295;146.524099076;147.891199051
2006-12-27 00:00:00;143.699761456;148.315984747;149.699331115
2006-12-28 00:00:00;144.028695771;148.655398674;150.042835019
2006-12-29 00:00:00;144.078520942;148.707272665;150.094731293
2007-01-02 00:00:00;146.164123231;150.937510736;152.362516063
2007-01-03 00:00:00;145.712610178;150.470988354;151.892154601
2007-01-04 00:00:00;144.890715322;149.62211;151.034630466
2007-01-05 00:00:00;143.551167805;148.238689065;149.638373587
2007-01-08 00:00:00;143.421534174;148.10505342;149.503278526
2007-01-09 00:00:00;143.724894507;148.418358583;149.819598669
2007-01-10 00:00:00;142.897708483;147.564327184;148.957955781
2007-01-11 00:00:00;144.896006491;149.627606582;151.040396718
2007-01-12 00:00:00;145.27741156;150.021299255;151.438268147
2007-01-15 00:00:00;146.330795042;151.109278917;152.536327391
2007-01-16 00:00:00;146.171178123;150.944381463;152.369929816
2007-01-17 00:00:00;145.254924094;149.998282318;151.414379386
2007-01-18 00:00:00;145.49258575;150.243910818;151.662328248
2007-01-19 00:00:00;146.329031319;151.107561235;152.534679891
2007-01-22 00:00:00;145.630597064;150.5252671;151.984414643
2007-01-23 00:00:00;145.442319648;150.330481982;151.787538304
2007-01-24 00:00:00;147.494411203;152.451475489;153.929289268
2007-01-25 00:00:00;146.793331364;151.726957298;153.197798939
2007-01-26 00:00:00;146.012443065;150.919990381;152.382286072
2007-01-29 00:00:00;146.523040835;151.447662235;152.915252562
2007-01-30 00:00:00;147.364336642;152.317152771;153.793370457
2007-01-31 00:00:00;147.122706609;152.067401834;153.541302844
2007-02-01 00:00:00;148.576455182;153.570029888;155.058651026
2007-02-02 00:00:00;150.173947168;155.22106565;156.725921777
2007-02-05 00:00:00;150.143522948;155.190147377;156.694619263
2007-02-06 00:00:00;150.924852178;155.997457831;157.509308379
2007-02-07 00:00:00;151.938992826;157.045930812;158.567827606
2007-02-08 00:00:00;151.354759627;156.441650349;157.958252331
2007-02-09 00:00:00;152.392269603;157.514170875;159.040660318
2007-02-12 00:00:00;151.712795368;156.811639012;158.331411249
2007-02-13 00:00:00;152.405056593;157.527225257;159.053840324
2007-02-14 00:00:00;154.073979356;159.252121337;160.796072358
2007-02-15 00:00:00;154.504768666;159.697344464;161.24501631
2007-02-16 00:00:00;154.680700022;159.879418736;161.429536393
2007-02-19 00:00:00;155.68866764;160.921364526;162.481465617
2007-02-20 00:00:00;155.120748877;160.334260882;161.88836535
2007-02-21 00:00:00;154.859717893;160.064584836;161.615703977
2007-02-22 00:00:00;155.420581764;160.644130681;162.201390491
2007-02-23 00:00:00;155.157787057;160.372393418;161.927081617
2007-02-26 00:00:00;155.858866896;161.097255144;162.658571946
2007-02-27 00:00:00;150.817265083;155.886152049;157.397278329
2007-02-28 00:00:00;149.615728881;154.688927823;156.19954529
2007-03-01 00:00:00;147.973702892;152.991171115;154.485320768
2007-03-02 00:00:00;147.396965515;152.394791989;153.883159247
2007-03-05 00:00:00;145.276088768;150.201999382;151.668918251
2007-03-06 00:00:00;146.24966379;151.208560926;152.685426208
2007-03-07 00:00:00;148.327770257;153.357380879;154.855184685
2007-03-08 00:00:00;150.472457263;155.574221031;157.093314442
2007-03-09 00:00:00;150.930584277;156.048301213;157.571913407
2007-03-12 00:00:00;150.701741235;155.811261122;157.3330258
2007-03-13 00:00:00;148.714907427;153.757600742;155.258822366
2007-03-14 00:00:00;144.063970228;149.022639046;150.496721474
2007-03-15 00:00:00;146.650469812;151.698100244;153.198622689
2007-03-16 00:00:00;145.096189036;150.090350064;151.575010709
2007-03-19 00:00:00;146.762466214;151.813528462;153.315595242
2007-03-20 00:00:00;147.248812794;152.316465698;153.82302547
2007-03-21 00:00:00;147.42474415;152.49853997;154.007545553
2007-03-22 00:00:00;149.704796885;154.857260641;156.389007875
2007-03-23 00:00:00;149.822084456;154.978528977;156.51174668
2007-03-26 00:00:00;149.149224182;154.282180769;155.808263864
2007-03-27 00:00:00;148.985638887;154.236146896;155.809911364
2007-03-28 00:00:00;147.880666511;153.092514343;154.655013345
2007-03-29 00:00:00;149.772259285;155.050671614;156.632837985
2007-03-30 00:00:00;150.539037801;155.844584149;157.435170846
2007-04-02 00:00:00;150.927497762;156.483561785;158.123002405
2007-04-03 00:00:00;152.79087097;158.415266756;160.074467034
2007-04-04 00:00:00;153.130387622;158.767391528;160.430327194
2007-04-05 00:00:00;153.515320138;159.166580783;160.833964875
2007-04-10 00:00:00;155.185565692;160.898004054;162.583610663
2007-04-11 00:00:00;154.893228627;160.595348518;162.277175525
2007-04-12 00:00:00;154.269311663;159.948469546;161.623941481
2007-04-13 00:00:00;155.167046602;160.879109554;162.563840654
2007-04-16 00:00:00;156.857574969;162.631832079;164.335727701
2007-04-17 00:00:00;156.868598237;162.898759834;164.691587861
2007-04-18 00:00:00;155.789640774;161.871929644;163.677551155
2007-04-19 00:00:00;154.676290714;160.971864372;162.837325777
2007-04-20 00:00:00;157.5039794;163.91459686;165.813535866
2007-04-23 00:00:00;156.873007544;163.257755333;165.149593067
2007-04-24 00:00:00;156.906518279;163.292452506;165.184190583
2007-04-25 00:00:00;157.149030173;163.792297915;165.740222083
2007-04-26 00:00:00;157.34436248;163.995671442;165.946159676
2007-04-27 00:00:00;156.912250378;163.695764197;165.683383308
2007-04-30 00:00:00;156.757924627;163.641141915;165.647138291
2007-05-01 00:00:00;156.816127482;163.701947851;165.708919569
2007-05-02 00:00:00;158.601896884;165.565976159;167.596131668
2007-05-03 00:00:00;158.881446958;165.857638531;167.891034301
2007-05-04 00:00:00;158.756663565;166.298052149;168.499785825
2007-05-07 00:00:00;158.956846111;166.602768903;168.840818478
2007-05-08 00:00:00;158.095708421;165.700642413;167.925631817
2007-05-09 00:00:00;158.081598638;165.685526813;167.91080431
2007-05-10 00:00:00;157.287482418;164.959634477;167.211440245
2007-05-11 00:00:00;159.640288721;167.483596139;169.784836403
2007-05-14 00:00:00;158.446689272;166.302174585;168.611815875
2007-05-15 00:00:00;159.46082992;167.366793775;169.690928861
2007-05-16 00:00:00;158.102322382;165.941117867;168.246070711
2007-05-17 00:00:00;158.506214918;166.36504174;168.675244654
2007-05-18 00:00:00;160.584762316;168.546497647;170.88783815
