Date;internalNumber;country;Final_Weight
2023-12-18;TW9097;TW;0.000359477
2023-12-18;KR218M;KR;0.000227592
2023-12-18;TR00DX;TR;7.46799E-05
2023-12-18;B1B59T;PL;0.000182014
2023-12-18;KR1JNI;KR;0.000215598
2023-12-18;TW020R;TW;0.000277001
2023-12-18;TR00TD;TR;9.5306E-05
2023-12-18;CN1M3P;CN;0.000202608
2023-12-18;TW1APP;TW;0.0002928
2023-12-18;KR20P2;KR;0.00019313
2023-12-18;IN807K;IN;0.00025276
2023-12-18;KR00W7;KR;0.000265681
2023-12-18;KR31VA;KR;0.00027099
2023-12-18;EG20TP;EG;9.73719E-05
2023-12-18;TH106H;TH;8.22126E-05
2023-12-18;TH802K;TH;7.28882E-05
2023-12-18;KR02AN;KR;0.00020166
2023-12-18;TW1886;TW;0.000117798
2023-12-18;IN1208;IN;0.00026157
2023-12-18;KR06UB;KR;0.00021485
2023-12-18;TW10LB;TW;0.000212173
2023-12-18;CN1PUJ;CN;0.000120842
2023-12-18;IN20T0;IN;0.000194474
2023-12-18;523800;TR;0.000184265
2023-12-18;KR61P7;KR;0.000185411
2023-12-18;TW14RL;TW;0.000280626
2023-12-18;415387;TR;0.000129775
2023-12-18;KR05M2;KR;0.000232598
2023-12-18;CN509D;CN;7.56487E-05
2023-12-18;KR016I;KR;0.000184449
2023-12-18;TH12T6;TH;9.33313E-05
2023-12-18;KR82YJ;KR;0.000300183
2023-12-18;TR12K7;TR;8.97789E-05
2023-12-18;KR90QA;KR;0.000223774
2023-12-18;EG00B5;EG;0.000111629
2023-12-18;TW12QI;TW;0.000300243
2023-12-18;IN60V6;IN;0.000190731
2023-12-18;IN615H;IN;0.000165265
2023-12-18;TR12H4;TR;4.79028E-05
2023-12-18;TH406K;TH;9.52176E-05
2023-12-18;TH70BS;TH;9.24087E-05
2023-12-18;PL906P;PL;5.19892E-05
2023-12-18;TR013O;TR;7.76194E-05
2023-12-18;KR217L;KR;0.000271487
2023-12-18;KR50P5;KR;0.000253267
2023-12-18;TH407L;TH;0.000128907
2023-12-18;MY405T;MY;0.000243649
2023-12-18;TW10A0;TW;0.000275005
2023-12-18;KR08J2;KR;0.000161035
2023-12-18;TW60C7;TW;0.000207604
2023-12-18;MY22VJ;MY;0.000267002
2023-12-18;KR504K;KR;0.000195573
2023-12-18;TH30FS;TH;0.000137007
2023-12-18;KR1019;KR;0.000181399
2023-12-18;TW12A2;TW;0.000217949
2023-12-18;HK20WZ;CN;0.000182201
2023-12-18;CN2CCP;CN;0.000202832
2023-12-18;CN1R3U;CN;0.000218143
2023-12-18;TW0740;TW;0.000333884
2023-12-18;KR71GZ;KR;0.000184176
2023-12-18;TH507M;TH;8.23499E-05
2023-12-18;TH00V5;TH;7.2602E-05
2023-12-18;KR02Q3;KR;0.000182558
2023-12-18;731398;TR;0.000149763
2023-12-18;KR16WE;KR;0.00028309
2023-12-18;TR12F2;TR;8.82239E-05
2023-12-18;IN81YC;IN;0.000206
2023-12-18;KR31Q5;KR;0.000231476
2023-12-18;MY502R;MY;0.000131796
2023-12-18;MY90PI;MY;0.000142315
2023-12-18;TR507W;TR;8.31374E-05
2023-12-18;KR50R7;KR;0.000184875
2023-12-18;KR60M3;KR;0.000229846
2023-12-18;PL101C;PL;0.000205339
2023-12-18;KW226Q;KW;0.00015382
2023-12-18;IN205C;IN;0.000123273
2023-12-18;778763;TR;8.69416E-05
2023-12-18;TW14VP;TW;0.000183559
2023-12-18;TR30BY;TR;4.85594E-05
2023-12-18;TR20ZL;TR;9.3967E-05
2023-12-18;TW04E7;TW;0.000134331
2023-12-18;444758;PL;0.000108905
2023-12-18;KR80GZ;KR;0.00018319
2023-12-18;TW504Y;TW;0.000235258
2023-12-18;MY217U;MY;0.000152496
2023-12-18;KR11MZ;KR;0.000245441
2023-12-18;IN81U8;IN;0.000126026
2023-12-18;TH12R4;TH;0.000113838
2023-12-18;IN20FM;IN;0.000314861
2023-12-18;ID12NL;ID;0.000119448
2023-12-18;TH50IX;TH;0.000147926
2023-12-18;KR31KZ;KR;0.000172426
2023-12-18;MY24A0;MY;0.000133029
2023-12-18;TH20YA;TH;9.87515E-05
2023-12-18;TW8063;TW;0.000246839
2023-12-18;B03MWH;TR;6.25283E-05
2023-12-18;ZA20NY;ZA;0.000256758
2023-12-18;ID00UP;ID;0.000112843
2023-12-18;TR906Z;TR;0.000143352
2023-12-18;CN8H0O;CN;0.000177953
2023-12-18;IN405E;IN;0.000134327
2023-12-18;TR00VF;TR;5.32292E-05
2023-12-18;MY22BZ;MY;0.000196629
2023-12-18;KR08AT;KR;0.000238284
2023-12-18;TR214R;TR;6.17791E-05
2023-12-18;CN86Q3;CN;0.000236002
2023-12-18;IN605G;IN;0.00014571
2023-12-18;KR329P;KR;0.00016074
2023-12-18;TW18ZX;TW;0.000299483
2023-12-18;KR13FU;KR;0.000213529
2023-12-18;TH50WB;TH;0.000152821
2023-12-18;IN2108;IN;0.000163206
2023-12-18;TW19BA;TW;0.000191881
2023-12-18;TR503S;TR;0.000106657
2023-12-18;KR61YG;KR;0.000255296
2023-12-18;TW152X;TW;0.000197048
2023-12-18;TW01SI;TW;0.000283088
2023-12-18;KR32DT;KR;0.000174338
2023-12-18;TR30QD;TR;6.45867E-05
2023-12-18;CN2CDQ;CN;0.000108023
2023-12-18;KR32FV;KR;0.000263132
2023-12-18;EG2095;EG;0.000111459
2023-12-18;TW02VM;TW;0.000248903
2023-12-18;KR51ZG;KR;0.000214259
2023-12-18;KR304I;KR;0.000200883
2023-12-18;KR14BR;KR;0.000182734
2023-12-18;TW30A2;TW;0.000208144
2023-12-18;KR10LX;KR;0.000218704
2023-12-18;TR11SE;TR;7.65961E-05
2023-12-18;IN50NX;IN;0.00024514
2023-12-18;MY70A1;MY;6.91468E-05
2023-12-18;TW14PJ;TW;0.000267404
2023-12-18;MY302P;MY;0.000104755
2023-12-18;TW10F5;TW;0.000229091
2023-12-18;TH214H;TH;8.53262E-05
2023-12-18;MY509Y;MY;0.00013471
2023-12-18;BR10Z2;BR;0.000195429
2023-12-18;CN1KFZ;CN;0.000499925
2023-12-18;ZA901J;ZA;0.000485507
2023-12-18;ZA206H;ZA;0.001339115
2023-12-18;ZA20Y9;ZA;0.00109838
2023-12-18;ZA00JS;ZA;0.00070504
2023-12-18;ZA20IT;ZA;0.001240008
2023-12-18;ZA20T4;ZA;0.001265761
2023-12-18;073892;ZA;0.001946913
2023-12-18;ZA702I;ZA;0.001547613
2023-12-18;ZA00LU;ZA;0.00143355
2023-12-18;ZA102C;ZA;0.002265855
2023-12-18;TR002M;TR;0.000138682
2023-12-18;TR806Y;TR;0.000654827
2023-12-18;416441;TR;0.000575955
2023-12-18;B01GNH;TR;0.000462671
2023-12-18;TR304R;TR;0.000778459
2023-12-18;ET027;TR;0.000508222
2023-12-18;ET020;TR;0.000292954
2023-12-18;B03MVZ;TR;0.000428532
2023-12-18;ET001;TR;0.000196382
2023-12-18;404238;HU;0.002541784
2023-12-18;EW041;PL;0.000568608
2023-12-18;407732;PL;0.00088772
2023-12-18;555255;PL;0.00096947
2023-12-18;525606;PL;0.000601311
2023-12-18;PL11CO;PL;0.000764656
2023-12-18;414933;PL;0.001387831
2023-12-18;EW059;PL;0.001361266
2023-12-18;547565;GR;0.000331341
2023-12-18;599623;GR;0.001260319
2023-12-18;724353;GR;0.002199662
2023-12-18;423586;GR;0.002449787
2023-12-18;412267;GR;0.001732417
2023-12-18;451944;CZ;0.001717547
2023-12-18;CN26KR;CN;3.21247E-05
2023-12-18;CN25EK;CN;3.96722E-05
2023-12-18;CN258E;CN;5.01662E-05
2023-12-18;CN267E;CN;5.57834E-05
2023-12-18;CN24TY;CN;6.71863E-05
2023-12-18;CN257D;CN;6.8908E-05
2023-12-18;CN6319;CN;8.82973E-05
2023-12-18;CN24RW;CN;0.000117123
2023-12-18;CN299J;CN;0.000132304
2023-12-18;CN0P0O;CN;0.000158187
2023-12-18;CN24MR;CN;0.000162006
2023-12-18;CN249E;CN;0.000183277
2023-12-18;CN24CH;CN;0.000256967
2023-12-18;B018L7;CN;0.000269069
2023-12-18;CN24EJ;CN;0.000256293
2023-12-18;CN24IN;CN;0.000144437
2023-12-18;HK009A;CN;0.000335221
2023-12-18;CN427C;CN;0.000245665
2023-12-18;CN12Y0;CN;0.000451533
2023-12-18;CN24OT;CN;0.000491583
2023-12-18;HK00LM;CN;0.000563603
2023-12-18;CN24GL;CN;0.000289482
2023-12-18;CN1SF7;CN;0.000592648
2023-12-18;608071;CN;0.000307296
2023-12-18;CN1IDV;CN;0.000689293
2023-12-18;CN534B;CN;0.000209009
2023-12-18;CN1AU4;CN;0.000790293
2023-12-18;CN36Y6;CN;3.58444E-05
2023-12-18;CN57U5;CN;0.000415573
2023-12-18;CN34U0;CN;4.81665E-05
2023-12-18;CN2H1J;CN;4.86307E-05
2023-12-18;CN93KV;CN;0.000499258
2023-12-18;CN366E;CN;5.1819E-05
2023-12-18;CN2U61;CN;5.08435E-05
2023-12-18;CN2P8Y;CN;5.13516E-05
2023-12-18;CN2V40;CN;5.83622E-05
2023-12-18;CN2KJ4;CN;5.21828E-05
2023-12-18;680206;CN;0.000227436
2023-12-18;CN92FP;CN;0.000663003
2023-12-18;CN3CBP;CN;3.42586E-05
2023-12-18;CN8EXI;CN;0.000324089
2023-12-18;HK60RY;CN;0.000384737
2023-12-18;CN38R1;CN;1.4711E-05
2023-12-18;CN346C;CN;5.11125E-05
2023-12-18;CN35HO;CN;4.03832E-05
2023-12-18;CN2QRI;CN;6.06994E-05
2023-12-18;CN8FF1;CN;0.000929091
2023-12-18;KY11DX;CN;0.000198193
2023-12-18;CN2IK3;CN;5.59959E-05
2023-12-18;CN2FT9;CN;5.66704E-05
2023-12-18;CN2E7M;CN;5.97014E-05
2023-12-18;CN2F3J;CN;5.74568E-05
2023-12-18;CN392D;CN;5.4837E-05
2023-12-18;CN2F4K;CN;6.19115E-05
2023-12-18;CN92IS;CN;0.000361175
2023-12-18;CN367F;CN;4.71185E-05
2023-12-18;CN3204;CN;6.157E-05
2023-12-18;CN30QS;CN;5.80184E-05
2023-12-18;CN31Z2;CN;5.99474E-05
2023-12-18;CN31MP;CN;5.59959E-05
2023-12-18;CN2TVP;CN;6.07524E-05
2023-12-18;CN2USN;CN;6.21541E-05
2023-12-18;CN2L1N;CN;5.91323E-05
2023-12-18;CN2HBT;CN;5.89629E-05
2023-12-18;KY119T;CN;0.00055573
2023-12-18;CN2HI0;CN;7.18817E-05
2023-12-18;CN2HGY;CN;3.4065E-05
2023-12-18;CN2TXR;CN;6.65266E-05
2023-12-18;PH047;CN;0.000619415
2023-12-18;CN33CH;CN;6.2629E-05
2023-12-18;CN2YZY;CN;6.1581E-05
2023-12-18;CN2IVE;CN;6.23907E-05
2023-12-18;CN376F;CN;6.13229E-05
2023-12-18;KY11J3;CN;0.000256031
2023-12-18;CN37MV;CN;6.66332E-05
2023-12-18;CN8CK3;CN;0.000579287
2023-12-18;CN2TTN;CN;6.3496E-05
2023-12-18;CN2SNG;CN;6.46683E-05
2023-12-18;CN2IUD;CN;6.53737E-05
2023-12-18;CN2YFE;CN;6.70472E-05
2023-12-18;CN2J5P;CN;6.62461E-05
2023-12-18;CN36KS;CN;2.83672E-05
2023-12-18;CN2EYD;CN;6.47323E-05
2023-12-18;CN4C6L;CN;6.53161E-05
2023-12-18;CN0OI5;CN;0.001145731
2023-12-18;CN35Y5;CN;6.2789E-05
2023-12-18;CN2ONC;CN;6.99837E-05
2023-12-18;CN2IM5;CN;6.85072E-05
2023-12-18;HK40IN;CN;0.000392862
2023-12-18;CN35U1;CN;6.66598E-05
2023-12-18;PH227;CN;0.000349094
2023-12-18;CN2UE9;CN;6.46565E-05
2023-12-18;CN2ZFF;CN;6.44544E-05
2023-12-18;CN391C;CN;7.07212E-05
2023-12-18;CN2ZBB;CN;6.66061E-05
2023-12-18;HK90HR;CN;0.000447071
2023-12-18;CN2WUR;CN;8.21358E-05
2023-12-18;CN86LY;CN;0.000880024
2023-12-18;CN2P7X;CN;6.14024E-05
2023-12-18;CN2T60;CN;7.01456E-05
2023-12-18;CN2QWN;CN;7.15991E-05
2023-12-18;CN37EN;CN;8.34716E-05
2023-12-18;CN32UY;CN;7.23324E-05
2023-12-18;CN8DL5;CN;0.000343846
2023-12-18;CN2SF8;CN;5.59698E-05
2023-12-18;CN2FUA;CN;8.42803E-05
2023-12-18;CN30IK;CN;6.94019E-05
2023-12-18;CN2ZNN;CN;6.51558E-05
2023-12-18;CN0Q6V;CN;0.001000728
2023-12-18;CN36GO;CN;6.97278E-05
2023-12-18;CN2VTP;CN;4.74579E-05
2023-12-18;CN2IJ2;CN;7.32417E-05
2023-12-18;CN390B;CN;6.82707E-05
2023-12-18;CN2U50;CN;7.16566E-05
2023-12-18;CN8CCV;CN;0.000737796
2023-12-18;CN2PND;CN;6.79373E-05
2023-12-18;CN329D;CN;7.33979E-05
2023-12-18;CN2HCU;CN;7.67885E-05
2023-12-18;CN3103;CN;0.000423174
2023-12-18;CN2RYQ;CN;7.65661E-05
2023-12-18;CN37IR;CN;5.58241E-05
2023-12-18;CN2DCQ;CN;0.00021043
2023-12-18;CN32SW;CN;7.29333E-05
2023-12-18;HK60X4;CN;0.000551146
2023-12-18;CN32DH;CN;7.29332E-05
2023-12-18;CN3237;CN;7.77876E-05
2023-12-18;CN2I5O;CN;7.48109E-05
2023-12-18;CN2TRL;CN;5.5858E-05
2023-12-18;CN2PYO;CN;7.3243E-05
2023-12-18;CN2XZX;CN;8.16559E-05
2023-12-18;CN8EF0;CN;0.000248513
2023-12-18;HK00WX;CN;0.000757768
2023-12-18;CN2XXV;CN;8.13301E-05
2023-12-18;CN2SD6;CN;7.63061E-05
2023-12-18;CN35BI;CN;7.42488E-05
2023-12-18;CN34CI;CN;7.35979E-05
2023-12-18;CN3215;CN;7.57695E-05
2023-12-18;CN8BK2;CN;0.000410118
2023-12-18;CN8B8Q;CN;0.0005164
2023-12-18;CN37Z8;CN;7.71853E-05
2023-12-18;CN2RH9;CN;7.46948E-05
2023-12-18;CN30HJ;CN;9.04861E-05
2023-12-18;CN1O7V;CN;0.001138748
2023-12-18;CN2LF1;CN;5.40186E-05
2023-12-18;CN24BG;CN;0.00032952
2023-12-18;CN34PV;CN;7.276E-05
2023-12-18;CN2VPL;CN;8.15813E-05
2023-12-18;CN2P3T;CN;7.38064E-05
2023-12-18;CN36PX;CN;3.27556E-05
2023-12-18;CN32Z3;CN;8.25936E-05
2023-12-18;CN2EXC;CN;7.70562E-05
2023-12-18;CN31VY;CN;8.39947E-05
2023-12-18;CN2GO5;CN;8.02532E-05
2023-12-18;CN34V1;CN;4.45111E-05
2023-12-18;CN2F9P;CN;8.20862E-05
2023-12-18;CN429E;CN;9.58458E-05
2023-12-18;CN2EP4;CN;8.40945E-05
2023-12-18;CN2UC7;CN;7.80491E-05
2023-12-18;CN2VEA;CN;7.46776E-05
2023-12-18;CN369H;CN;7.63701E-05
2023-12-18;CN2XWU;CN;8.65555E-05
2023-12-18;CN2SPI;CN;4.15677E-05
2023-12-18;CN2V62;CN;7.67161E-05
2023-12-18;CN2MVI;CN;5.19915E-05
2023-12-18;CN3248;CN;7.86293E-05
2023-12-18;CN356D;CN;8.09773E-05
2023-12-18;CN2S5Y;CN;8.34727E-05
2023-12-18;CN37QZ;CN;8.2233E-05
2023-12-18;CN247C;CN;0.001140267
2023-12-18;CN2ZPP;CN;5.55654E-05
2023-12-18;CN35Z6;CN;8.36135E-05
2023-12-18;CN2FCS;CN;8.09591E-05
2023-12-18;CN2OH6;CN;7.80071E-05
2023-12-18;CN2L0M;CN;8.46123E-05
2023-12-18;CN31X0;CN;8.34674E-05
2023-12-18;CN2F0G;CN;8.91676E-05
2023-12-18;CN2ND1;CN;5.17957E-05
2023-12-18;663094;CN;0.000796967
2023-12-18;HK0157;CN;0.000662571
2023-12-18;CN2P5V;CN;8.44167E-05
2023-12-18;CN86U7;CN;0.001054757
2023-12-18;CN2G7O;CN;9.16166E-05
2023-12-18;CN2RVN;CN;8.20588E-05
2023-12-18;CN2H9R;CN;8.26566E-05
2023-12-18;CN2J7R;CN;8.85815E-05
2023-12-18;CN1OXL;CN;0.000508466
2023-12-18;CN3428;CN;8.85986E-05
2023-12-18;CN0Q2R;CN;0.001310479
2023-12-18;CN2ZHH;CN;8.50894E-05
2023-12-18;CN2NWK;CN;4.43767E-05
2023-12-18;CN2TUO;CN;7.46492E-05
2023-12-18;CN380A;CN;8.80074E-05
2023-12-18;CN2SWP;CN;8.56012E-05
2023-12-18;HK50JP;CN;0.000465678
2023-12-18;CN2NXL;CN;8.85734E-05
2023-12-18;CN36MU;CN;8.24986E-05
2023-12-18;CN34KQ;CN;8.96374E-05
2023-12-18;CN2GJ0;CN;8.44258E-05
2023-12-18;CN2FO4;CN;8.34558E-05
2023-12-18;CN30UW;CN;9.04406E-05
2023-12-18;CN2M5S;CN;9.15418E-05
2023-12-18;CN34TZ;CN;9.44024E-05
2023-12-18;CN2G5M;CN;8.65042E-05
2023-12-18;CN89UA;CN;0.000398606
2023-12-18;CN2SA3;CN;8.69617E-05
2023-12-18;CN2U1W;CN;9.35656E-05
2023-12-18;CN2KWH;CN;9.37604E-05
2023-12-18;CN2XFD;CN;8.97552E-05
2023-12-18;CN2G8P;CN;8.89858E-05
2023-12-18;CN2YUT;CN;6.41558E-05
2023-12-18;CN34FL;CN;8.17625E-05
2023-12-18;CN2HEW;CN;9.1732E-05
2023-12-18;CN2ZCC;CN;8.35622E-05
2023-12-18;CN2XA8;CN;8.80496E-05
2023-12-18;CN2HJ1;CN;8.82953E-05
2023-12-18;CN2OYN;CN;9.18689E-05
2023-12-18;CN2F7N;CN;9.30566E-05
2023-12-18;CN2U94;CN;0.000100878
2023-12-18;CN32X1;CN;9.68887E-05
2023-12-18;CN31LO;CN;9.54102E-05
2023-12-18;CN4C9O;CN;9.29418E-05
2023-12-18;CN2T0U;CN;9.19335E-05
2023-12-18;CN35T0;CN;8.90889E-05
2023-12-18;CN2NH5;CN;9.317E-05
2023-12-18;CN385F;CN;9.66006E-05
2023-12-18;CN2ULG;CN;9.08788E-05
2023-12-18;CN2L8U;CN;8.86645E-05
2023-12-18;CN2IZI;CN;0.000124636
2023-12-18;CN2LI4;CN;9.79732E-05
2023-12-18;CN33DI;CN;9.43923E-05
2023-12-18;CN2PC2;CN;9.12693E-05
2023-12-18;CN2WXU;CN;9.24262E-05
2023-12-18;CN2WKH;CN;9.79896E-05
2023-12-18;CN7DVE;CN;9.61941E-05
2023-12-18;CN789N;CN;0.000101723
2023-12-18;CN2Z77;CN;9.20835E-05
2023-12-18;CN2KN8;CN;9.88711E-05
2023-12-18;CN2PUK;CN;0.000106644
2023-12-18;CN34RX;CN;8.73388E-05
2023-12-18;CN2J9T;CN;9.64051E-05
2023-12-18;CN35MT;CN;9.10492E-05
2023-12-18;CN4BM0;CN;9.11186E-05
2023-12-18;CN2IQ9;CN;9.36807E-05
2023-12-18;CN8FVH;CN;0.001301661
2023-12-18;CN38BL;CN;9.06667E-05
2023-12-18;CN2F1H;CN;9.43529E-05
2023-12-18;CN95FS;CN;0.000101243
2023-12-18;CN33UZ;CN;5.29459E-05
2023-12-18;CN2R0S;CN;9.92848E-05
2023-12-18;CN2QI9;CN;0.000102363
2023-12-18;CN37PY;CN;9.11115E-05
2023-12-18;CN7D2L;CN;0.00010115
2023-12-18;CN33QV;CN;0.000103281
2023-12-18;CN309B;CN;9.70375E-05
2023-12-18;CN3226;CN;9.94813E-05
2023-12-18;CN2QXO;CN;9.84514E-05
2023-12-18;CN96AO;CN;9.80097E-05
2023-12-18;CN2I6P;CN;0.00010091
2023-12-18;CN887M;CN;0.000615864
2023-12-18;CN2G0H;CN;9.8457E-05
2023-12-18;CN2URM;CN;0.000103131
2023-12-18;CN2KCX;CN;0.000104724
2023-12-18;BM1075;CN;0.000925514
2023-12-18;CN2CAN;CN;0.000520341
2023-12-18;CN33V0;CN;0.000112026
2023-12-18;CN35OV;CN;0.000102524
2023-12-18;635425;CN;0.000699013
2023-12-18;CN2VHD;CN;9.57104E-05
2023-12-18;CN2HHZ;CN;0.000100623
2023-12-18;CN395G;CN;0.00010175
2023-12-18;CN2QZQ;CN;0.000103958
2023-12-18;CN2CU7;CN;0.000607272
2023-12-18;CN2WPM;CN;5.00534E-05
2023-12-18;CN2FK0;CN;0.000101893
2023-12-18;CN2SJC;CN;9.91199E-05
2023-12-18;CN95DQ;CN;9.17232E-05
2023-12-18;CN36EM;CN;0.000103137
2023-12-18;CN2Y21;CN;0.000100332
2023-12-18;CN33RW;CN;0.000115279
2023-12-18;CN91LU;CN;0.001044338
2023-12-18;CN4CCR;CN;8.98478E-05
2023-12-18;CN2KH2;CN;0.000104678
2023-12-18;CN75R2;CN;9.80207E-05
2023-12-18;CN2CR4;CN;0.000675649
2023-12-18;CN2N9X;CN;0.000105118
2023-12-18;CN91T2;CN;0.001512003
2023-12-18;HK01IK;CN;0.000567352
2023-12-18;CN31PS;CN;9.89981E-05
2023-12-18;CN87P3;CN;0.001402106
2023-12-18;CN3C9N;CN;0.000109986
2023-12-18;CN2TKE;CN;9.47474E-05
2023-12-18;HK90U4;CN;0.000954353
2023-12-18;CN32W0;CN;0.000104892
2023-12-18;CN2V95;CN;0.000107171
2023-12-18;CN38T3;CN;0.000127768
2023-12-18;CN2XIG;CN;5.68523E-05
2023-12-18;CN2QH8;CN;0.000119372
2023-12-18;CN30GI;CN;0.000106697
2023-12-18;CN353A;CN;4.89142E-05
2023-12-18;CN2TMG;CN;0.000107852
2023-12-18;CN2GK1;CN;0.000122114
2023-12-18;CN2WYV;CN;0.000107216
2023-12-18;CN2SB4;CN;0.00010901
2023-12-18;CN34X3;CN;0.00011347
2023-12-18;CN2ORG;CN;0.00011173
2023-12-18;AE23MF;AE;0.000678906
2023-12-18;AE302T;AE;0.001715272
2023-12-18;AE22UM;AE;0.001069319
2023-12-18;AE213U;AE;0.001602524
2023-12-18;AE23RK;AE;0.002424121
2023-12-18;BR2015;BR;9.63627E-05
2023-12-18;BR704D;BR;0.001057054
2023-12-18;BR20GK;BR;0.000595684
2023-12-18;BR046C;BR;0.001310578
2023-12-18;BR03X2;BR;0.002436531
2023-12-18;BR00TV;BR;0.002238041
2023-12-18;BR109C;BR;0.002254323
2023-12-18;BR1104;BR;0.002543599
2023-12-18;BR04KQ;BR;0.000796721
2023-12-18;BR0439;BR;0.001619079
2023-12-18;BR05AH;BR;0.00231383
2023-12-18;BR00RT;BR;0.002070134
2023-12-18;BR008A;BR;0.001704633
2023-12-18;BR00JL;BR;0.001982846
2023-12-18;BR05PW;BR;0.000713959
2023-12-18;BR708H;BR;0.000902814
2023-12-18;CL00KH;CL;0.000541883
2023-12-18;CL00GD;CL;0.000596115
2023-12-18;CL9017;CL;0.000306439
2023-12-18;CL9028;CL;0.000603063
2023-12-18;CL00C9;CL;0.000809404
2023-12-18;CL00OL;CL;0.000320209
2023-12-18;CO0044;CO;0.001220285
2023-12-18;EG2051;EG;0.000640208
2023-12-18;EG004Y;EG;0.004036352
2023-12-18;ID20SP;ID;0.000174651
2023-12-18;ID0061;ID;0.000525636
2023-12-18;ID00HC;ID;0.000422952
2023-12-18;ID00JE;ID;0.000449247
2023-12-18;ID2131;ID;0.000294923
2023-12-18;ID2142;ID;0.000321474
2023-12-18;ID00PK;ID;0.000489561
2023-12-18;ID00C7;ID;0.000782531
2023-12-18;ID210Y;ID;0.000305853
2023-12-18;ID3075;ID;0.000416723
2023-12-18;ID5099;ID;0.000694421
2023-12-18;ID00LG;ID;0.0004631
2023-12-18;ID00OJ;ID;0.000655212
2023-12-18;ID00FA;ID;0.000454808
2023-12-18;ID30LJ;ID;0.000252
2023-12-18;IN60HS;IN;0.001627197
2023-12-18;IN20BI;IN;0.001216599
2023-12-18;IN601C;IN;0.000704757
2023-12-18;IN03W4;IN;0.001018471
2023-12-18;IN505F;IN;0.00037312
2023-12-18;IN13IR;IN;0.001901705
2023-12-18;IN0AIX;IN;0.001203348
2023-12-18;IN06EP;IN;0.000587255
2023-12-18;IN30LT;IN;0.000811344
2023-12-18;IN216E;IN;0.000971822
2023-12-18;IN0B2I;IN;0.001473863
2023-12-18;IN05IS;IN;0.001049449
2023-12-18;IN04KT;IN;0.000654033
2023-12-18;IN02CJ;IN;0.001043218
2023-12-18;IN05S2;IN;0.001639881
2023-12-18;IN219H;IN;0.001642228
2023-12-18;IN13EN;IN;0.001098915
2023-12-18;IN18S6;IN;0.001116428
2023-12-18;IN603E;IN;0.000873277
2023-12-18;IN08CP;IN;0.001118658
2023-12-18;IN50IS;IN;0.001112307
2023-12-18;IN80CP;IN;0.001648082
2023-12-18;IN0A8N;IN;0.000795405
2023-12-18;IN03CK;IN;0.000752672
2023-12-18;IN30T1;IN;0.000395455
2023-12-18;IN18O2;IN;0.0011232
2023-12-18;IN812G;IN;0.001796764
2023-12-18;IN19CR;IN;0.00180492
2023-12-18;IN055F;IN;0.000681633
2023-12-18;IN20Y5;IN;0.00125645
2023-12-18;IN30Y6;IN;0.00071945
2023-12-18;IN07U6;IN;0.001027338
2023-12-18;IN039H;IN;0.001392924
2023-12-18;IN073F;IN;0.001247285
2023-12-18;IN01IO;IN;0.00093783
2023-12-18;IN217F;IN;0.000753684
2023-12-18;IN0ADS;IN;0.000762338
2023-12-18;IN30RZ;IN;0.000716435
2023-12-18;IN12X5;IN;0.003214743
2023-12-18;IN07ZB;IN;0.000894899
2023-12-18;IN11U1;IN;0.001071385
2023-12-18;IN06Y9;IN;0.002099443
2023-12-18;IN01CI;IN;0.001335034
2023-12-18;IN044D;IN;0.002459415
2023-12-18;IN827M;IN;0.001861165
2023-12-18;IN2018;IN;0.001188909
2023-12-18;IN20X4;IN;0.000648
2023-12-18;IN04OX;IN;0.001427905
2023-12-18;IN20LS;IN;0.002159063
2023-12-18;IN10EK;IN;0.001882896
2023-12-18;IN00FK;IN;0.001010495
2023-12-18;IN02W3;IN;0.000255455
2023-12-18;IN70IU;IN;0.001292637
2023-12-18;IN311A;IN;0.000554814
2023-12-18;IN20GN;IN;0.002432287
2023-12-18;IN81HV;IN;0.00218191
2023-12-18;IN087K;IN;0.001977053
2023-12-18;IN11SZ;IN;0.002099314
2023-12-18;IN066H;IN;0.001860294
2023-12-18;IN0AT8;IN;0.002676862
2023-12-18;IN02KR;IN;0.000464969
2023-12-18;IN0AO3;IN;0.001201447
2023-12-18;IN82AP;IN;0.00071482
2023-12-18;IN12CK;IN;0.001071053
2023-12-18;IN06ZA;IN;0.001939756
2023-12-18;IN2119;IN;0.000504102
2023-12-18;IN0AET;IN;0.001380375
2023-12-18;IN713G;IN;0.002567767
2023-12-18;KR089S;KR;2.11139E-05
2023-12-18;KR809S;KR;3.1676E-05
2023-12-18;KR08O7;KR;3.62793E-05
2023-12-18;KR50EU;KR;3.23765E-05
2023-12-18;KR50AQ;KR;6.61799E-05
2023-12-18;KR51IZ;KR;9.85386E-05
2023-12-18;KR189T;KR;0.000104195
2023-12-18;KR188S;KR;0.000107583
2023-12-18;KR518P;KR;0.000144576
2023-12-18;KR204H;KR;0.00026742
2023-12-18;KR30T7;KR;0.000288204
2023-12-18;KR012E;KR;0.000336127
2023-12-18;KR801K;KR;0.000364369
2023-12-18;KR116J;KR;0.000535096
2023-12-18;KR033H;KR;0.000394495
2023-12-18;KR035J;KR;0.000688996
2023-12-18;KR1KIE;KR;0.000365981
2023-12-18;KR91I3;KR;0.000546763
2023-12-18;KR82G1;KR;0.00051375
2023-12-18;KR057N;KR;0.000330328
2023-12-18;KR12AO;KR;0.000687586
2023-12-18;KR01W8;KR;0.00056229
2023-12-18;KR05N3;KR;0.000426626
