Date;internalNumber;country;Final_Weight
2023-12-18;KR02ER;KR;0.000550445
2023-12-18;IN314D;IN;0.000217635
2023-12-18;TH602I;TH;0.000285654
2023-12-18;CL00FC;CL;0.000351985
2023-12-18;HK1AHT;CN;0.000325131
2023-12-18;CN659J;CN;0.000411592
2023-12-18;TR00K4;TR;0.000126347
2023-12-18;TW1AXX;TW;0.000421201
2023-12-18;IN218G;IN;0.000165852
2023-12-18;BR170A;BR;0.000741149
2023-12-18;CL00LI;CL;0.000305986
2023-12-18;TH21MZ;TH;0.000266378
2023-12-18;SA21PU;SA;0.000350911
2023-12-18;TW04LE;TW;0.000295139
2023-12-18;SA25U3;SA;0.000359264
2023-12-18;US03E3;TW;0.00071651
2023-12-18;IN03X5;IN;0.000402011
2023-12-18;CN2DFT;CN;0.000269787
2023-12-18;BR05OV;BR;0.000410166
2023-12-18;TW0830;TW;0.00053575
2023-12-18;IN80P2;IN;0.000359817
2023-12-18;BR16GP;BR;0.000568608
2023-12-18;PL702J;PL;0.00030904
2023-12-18;IN503D;IN;0.000264972
2023-12-18;TH409N;TH;0.000324619
2023-12-18;TW06VQ;TW;0.000584407
2023-12-18;TH219M;TH;0.000118753
2023-12-18;IN30Z7;IN;0.000355134
2023-12-18;513082;TR;0.000126129
2023-12-18;KR404J;KR;0.000567578
2023-12-18;645514;CN;0.000346874
2023-12-18;TR106R;TR;0.000356274
2023-12-18;ID4043;ID;0.00012696
2023-12-18;TW02E5;TW;0.000563698
2023-12-18;KR232I;KR;0.000413436
2023-12-18;401224;TR;0.000268072
2023-12-18;CN26AH;CN;0.000284193
2023-12-18;ID7057;ID;0.000170842
2023-12-18;IN068J;IN;0.000433692
2023-12-18;TW9020;TW;0.000356308
2023-12-18;QA20XZ;QA;0.000298631
2023-12-18;TW07D9;TW;0.000477687
2023-12-18;CN870E;CN;0.000665778
2023-12-18;KR509P;KR;0.000384136
2023-12-18;SA21W1;SA;0.000286236
2023-12-18;MY24D3;MY;0.000206783
2023-12-18;KW26G4;KW;0.000569698
2023-12-18;BR0608;BR;0.00049079
2023-12-18;TW40C5;TW;0.000517273
2023-12-18;IN11X4;IN;0.000411527
2023-12-18;KR64CX;KR;0.000354573
2023-12-18;KR10W8;KR;0.0004363
2023-12-18;TW20D4;TW;0.000709652
2023-12-18;IN095J;IN;0.000592431
2023-12-18;PL206I;PL;0.000245177
2023-12-18;ID00KF;ID;0.000128618
2023-12-18;KR066N;KR;0.000326755
2023-12-18;KW301K;KW;0.000297818
2023-12-18;MX11VG;MX;0.000550372
2023-12-18;CN18LT;CN;0.000184687
2023-12-18;B04QR1;PL;0.000493711
2023-12-18;TW11KB;TW;0.000490803
2023-12-18;IN05DN;IN;0.000330919
2023-12-18;MY70H8;MY;0.00021517
2023-12-18;TW11RI;TW;0.000710519
2023-12-18;PH192;CN;0.000223965
2023-12-18;MY80A2;MY;0.00036644
2023-12-18;EW051;PL;0.000250537
2023-12-18;667147;CN;0.000428217
2023-12-18;SA2138;SA;0.000272579
2023-12-18;KR604L;KR;0.000576546
2023-12-18;CN8BQ8;CN;0.000421848
2023-12-18;KR07ZH;KR;0.000532482
2023-12-18;TW1AKK;TW;0.000585435
2023-12-18;IN10LR;IN;0.00050227
2023-12-18;KR067O;KR;0.000436067
2023-12-18;KR103F;KR;0.000449706
2023-12-18;B12JGK;TR;0.000138334
2023-12-18;BR173D;BR;0.000436331
2023-12-18;KW25OB;KW;0.000218994
2023-12-18;TW10E4;TW;0.000634236
2023-12-18;CN87XB;CN;0.00036418
2023-12-18;CN4CQ5;CN;0.000234892
2023-12-18;IN821G;IN;0.000256705
2023-12-18;TW1820;TW;0.000428374
2023-12-18;TW12SK;TW;0.000657421
2023-12-18;IN10JP;IN;0.000286632
2023-12-18;KR719S;KR;0.000245937
2023-12-18;CN8E4P;CN;0.000239414
2023-12-18;TW60A5;TW;0.000463702
2023-12-18;KR1JC7;KR;0.00031065
2023-12-18;KR60YF;KR;0.000534542
2023-12-18;KR15UB;KR;0.000295053
2023-12-18;TW04WP;TW;0.000313294
2023-12-18;CL00PM;CL;0.000510558
2023-12-18;BR05V2;BR;0.000303148
2023-12-18;KR01EQ;KR;0.000453378
2023-12-18;TW16XT;TW;0.000784707
2023-12-18;TW12JB;TW;0.000569842
2023-12-18;TW30E6;TW;0.00048225
2023-12-18;ID0151;ID;0.000290128
2023-12-18;IN610C;IN;0.000280977
2023-12-18;KR502I;KR;0.000284421
2023-12-18;IN05BL;IN;0.000192925
2023-12-18;TW0593;TW;0.000475909
2023-12-18;KY118S;CN;0.000197286
2023-12-18;MY23J8;MY;0.000463624
2023-12-18;SA2059;SA;0.000274659
2023-12-18;597763;TR;0.000177812
2023-12-18;TH50VA;TH;0.0002381
2023-12-18;KW23H2;KW;0.000348243
2023-12-18;TW01VL;TW;0.000457258
2023-12-18;IN08W9;IN;0.000191018
2023-12-18;ZA808P;ZA;0.000507383
2023-12-18;IN80W9;IN;0.000278581
2023-12-18;BR05LS;BR;0.000635985
2023-12-18;TW01D3;TW;0.000542485
2023-12-18;ZA807O;ZA;0.000327065
2023-12-18;TW207Y;TW;0.000453895
2023-12-18;KR06S9;KR;0.000349105
2023-12-18;KR60K1;KR;0.000477749
2023-12-18;KR1KLH;KR;0.000322368
2023-12-18;MY00WG;MY;0.000171442
2023-12-18;IN18XB;IN;0.000492842
2023-12-18;KR80UD;KR;0.000434869
2023-12-18;TW05OI;TW;0.00063729
2023-12-18;KR51XE;KR;0.000395681
2023-12-18;TW10ND;TW;0.000529391
2023-12-18;TW9031;TW;0.000570624
2023-12-18;IN20SZ;IN;0.000286132
2023-12-18;HK20Z2;CN;0.000241948
2023-12-18;TW20JA;TW;0.000589513
2023-12-18;MX00M5;MX;0.000406043
2023-12-18;IN03PX;IN;0.000409774
2023-12-18;IN19HW;IN;0.00023799
2023-12-18;KR1BL8;KR;0.000399996
2023-12-18;IN70X9;IN;0.000196216
2023-12-18;TW05IC;TW;0.000393532
2023-12-18;EG20HD;EG;0.000152097
2023-12-18;TW12XP;TW;0.000542184
2023-12-18;IN50JT;IN;0.000160395
2023-12-18;TH50U9;TH;0.000288251
2023-12-18;HK10XZ;CN;0.000181075
2023-12-18;KR21LZ;KR;0.000408338
2023-12-18;TH21O1;TH;0.000200557
2023-12-18;MY507W;MY;0.000144344
2023-12-18;TW7073;TW;0.000325397
2023-12-18;BR709I;BR;0.000415378
2023-12-18;TH30HU;TH;0.000102011
2023-12-18;KR20MZ;KR;0.000414323
2023-12-18;KR63QA;KR;0.000434642
2023-12-18;TW04G9;TW;0.000542069
2023-12-18;KR917S;KR;0.00029487
2023-12-18;ID20FC;ID;0.000219366
2023-12-18;IN81GU;IN;0.000381646
2023-12-18;PL90DW;PL;0.00035621
2023-12-18;KR05UA;KR;0.000301809
2023-12-18;TW03YQ;TW;0.000449656
2023-12-18;KR037L;KR;0.000394909
2023-12-18;420535;GR;0.000166691
2023-12-18;TR121O;TR;0.00010191
2023-12-18;IN20PW;IN;0.000377725
2023-12-18;TH21LY;TH;0.00013678
2023-12-18;BR20AE;BR;0.000430977
2023-12-18;CN10AA;CN;0.000283087
2023-12-18;KY11L5;CN;0.000248755
2023-12-18;KR31P4;KR;0.000398344
2023-12-18;IN18P3;IN;0.000390284
2023-12-18;ID80MP;ID;0.00017262
2023-12-18;IN06HS;IN;0.000354236
2023-12-18;IN80ZC;IN;0.000238026
2023-12-18;TW301T;TW;0.000394417
2023-12-18;KR10NZ;KR;0.000242672
2023-12-18;IN10OU;IN;0.0003568
2023-12-18;BR16DM;BR;0.000223478
2023-12-18;TH22AO;TH;0.000254466
2023-12-18;TW01A0;TW;0.000526438
2023-12-18;IN06DO;IN;0.000379033
2023-12-18;TW08KH;TW;0.000291912
2023-12-18;SA25W5;SA;0.000289898
2023-12-18;TW05RL;TW;0.000527866
2023-12-18;KR21AO;KR;0.000225269
2023-12-18;KW227R;KW;0.000434173
2023-12-18;IN702E;IN;0.000308024
2023-12-18;IN0BK0;IN;0.000399196
2023-12-18;ZA00W5;ZA;0.000267622
2023-12-18;IN09ES;IN;0.000233756
2023-12-18;KY113N;CN;0.000251964
2023-12-18;IN092G;IN;0.000606691
2023-12-18;TW1AVV;TW;0.000429256
2023-12-18;IN70ZB;IN;0.000435744
2023-12-18;KY11K4;CN;0.000234491
2023-12-18;TH90AT;TH;0.000394799
2023-12-18;HK40DI;CN;0.000233268
2023-12-18;TW12NF;TW;0.000586583
2023-12-18;TH70AR;TH;0.00017533
2023-12-18;TW13WP;TW;0.000452132
2023-12-18;KR12FT;KR;0.000274632
2023-12-18;TW11YP;TW;0.000257849
2023-12-18;622098;CN;0.000284867
2023-12-18;KR82DY;KR;0.000322439
2023-12-18;KR31YD;KR;0.00021815
2023-12-18;AE20J9;AE;0.000310763
2023-12-18;TW16TP;TW;0.000572311
2023-12-18;IN818M;IN;0.000387993
2023-12-18;KR1ASE;KR;0.000296496
2023-12-18;KW207P;KW;0.000287776
2023-12-18;CN89YE;CN;0.000268621
2023-12-18;IN11FM;IN;0.000194983
2023-12-18;HK029C;CN;0.000296592
2023-12-18;MY103O;MY;0.000348439
2023-12-18;KR071J;KR;0.000367018
2023-12-18;HU801K;HU;0.000244876
2023-12-18;KR215J;KR;0.000229367
2023-12-18;CL00SP;CL;0.000247113
2023-12-18;IN602D;IN;0.000209589
2023-12-18;TW06UP;TW;0.000488011
2023-12-18;ZA208J;ZA;0.000474328
2023-12-18;MY00O8;MY;0.000183565
2023-12-18;KR21GU;KR;0.000544648
2023-12-18;KR14DT;KR;0.000336129
2023-12-18;GR1019;GR;8.55586E-05
2023-12-18;CN5329;CN;0.000362593
2023-12-18;ZA20X8;ZA;0.000367289
2023-12-18;TW11D4;TW;0.000316433
2023-12-18;TW05QK;TW;0.000436091
2023-12-18;KR70CU;KR;0.000346672
2023-12-18;HK0258;CN;0.000137149
2023-12-18;TH00OY;TH;0.00021466
2023-12-18;TH00X7;TH;0.000271116
2023-12-18;IN05HR;IN;0.000186564
2023-12-18;IN712F;IN;0.000270532
2023-12-18;KR51TA;KR;0.00029238
2023-12-18;CN2D1F;CN;0.00015796
2023-12-18;CN31JM;CN;0.000535978
2023-12-18;TW02NE;TW;0.000503688
2023-12-18;KR14EU;KR;0.000387355
2023-12-18;KR20IV;KR;0.000403749
2023-12-18;TH00Z9;TH;0.000155267
2023-12-18;CN87GU;CN;0.000229961
2023-12-18;TW0863;TW;0.000407267
2023-12-18;KR80L4;KR;0.000516498
2023-12-18;ID2063;ID;0.000200323
2023-12-18;TW014U;TW;0.000375777
2023-12-18;KR01R3;KR;0.000203058
2023-12-18;KR1KSO;KR;0.000381918
2023-12-18;IN212A;IN;0.000245442
2023-12-18;IN60S3;IN;0.000231816
2023-12-18;MY50C1;MY;0.000228886
2023-12-18;HK20GJ;CN;0.000366251
2023-12-18;KR70AB;KR;0.000367346
2023-12-18;ID5066;ID;0.000245134
2023-12-18;TH21R4;TH;0.000130133
2023-12-18;B03MVQ;TR;0.00022419
2023-12-18;TH10MX;TH;0.000181616
2023-12-18;MY50F4;MY;0.00042459
2023-12-18;KR31L0;KR;0.00030909
2023-12-18;CN8FBX;CN;0.000339062
2023-12-18;PH179;CN;0.000344521
2023-12-18;TW06HC;TW;0.000456012
2023-12-18;TW1J3C;TW;0.00033251
2023-12-18;TW08EB;TW;0.000409079
2023-12-18;CN1RTK;CN;0.000569919
2023-12-18;CN1PVK;CN;0.000143079
2023-12-18;BR05X4;BR;0.000298897
2023-12-18;KR09K4;KR;0.000397175
2023-12-18;TH803L;TH;0.000265235
2023-12-18;IN50S2;IN;0.000263264
2023-12-18;KR31O3;KR;0.00020587
2023-12-18;TW072Y;TW;0.0003086
2023-12-18;TH703K;TH;0.000234335
2023-12-18;IN30HP;IN;0.000167806
2023-12-18;BR2037;BR;0.000609767
2023-12-18;CN1N1O;CN;0.000417766
2023-12-18;CN42DI;CN;0.000205572
2023-12-18;KR017J;KR;0.000234909
2023-12-18;TW15A5;TW;0.000485858
2023-12-18;TW20E5;TW;0.000383423
2023-12-18;TR015Q;TR;0.000296138
2023-12-18;TH517N;TH;0.000154127
2023-12-18;IN12OW;IN;0.000153029
2023-12-18;KR90EY;KR;0.000413297
2023-12-18;ZA21HT;ZA;0.000474954
2023-12-18;KR06J0;KR;0.000457865
2023-12-18;MY70F6;MY;0.000367911
2023-12-18;TW03KC;TW;0.00039997
2023-12-18;TW10QG;TW;0.000384876
2023-12-18;SA24GO;SA;0.000229943
2023-12-18;CN1QQG;CN;0.000520251
2023-12-18;MY17JB;MY;0.000350687
2023-12-18;TR218V;TR;0.000182619
2023-12-18;EG2062;EG;0.000129784
2023-12-18;IN40BK;IN;0.000158074
2023-12-18;TW5071;TW;0.000369964
2023-12-18;KR903N;KR;0.000239295
2023-12-18;PL801J;PL;0.000302984
2023-12-18;SA20X1;SA;0.000256846
2023-12-18;TW60HC;TW;0.000460391
2023-12-18;CN8FZL;CN;0.000211731
2023-12-18;KR61J1;KR;0.000229509
2023-12-18;TW08UR;TW;0.000191566
2023-12-18;CN1QLB;CN;0.000352704
2023-12-18;KR82PA;KR;0.000226795
2023-12-18;TW02XO;TW;0.000389901
2023-12-18;HK20OR;CN;9.34652E-05
2023-12-18;IN09YC;IN;0.000242584
2023-12-18;TR704V;TR;0.000414715
2023-12-18;EG0071;EG;0.000353267
2023-12-18;IN70BN;IN;0.000149058
2023-12-18;CN2DBP;CN;0.000277154
2023-12-18;SA26AK;SA;0.000250569
2023-12-18;MY30L8;MY;9.28405E-05
2023-12-18;TW07JF;TW;0.000408003
2023-12-18;492667;TR;0.000189138
2023-12-18;TR212P;TR;0.000120345
2023-12-18;IN20NU;IN;0.000248192
2023-12-18;KR10KW;KR;0.000324318
2023-12-18;585936;TR;0.000203513
2023-12-18;486998;TR;0.000265631
2023-12-18;CN92R1;CN;0.000245221
2023-12-18;TW017X;TW;0.000316693
2023-12-18;KR318N;KR;0.000314001
2023-12-18;TW12IA;TW;0.00039386
2023-12-18;IN81IW;IN;0.000199816
2023-12-18;TW13G9;TW;0.000514401
2023-12-18;MY210N;MY;0.000346453
2023-12-18;KR08GZ;KR;0.000287163
2023-12-18;TW01XN;TW;0.00022511
2023-12-18;TW03NF;TW;0.000402753
2023-12-18;KR01KW;KR;0.00018539
2023-12-18;CN4D4K;CN;0.000235744
2023-12-18;ZA209K;ZA;0.000252372
2023-12-18;TW037Z;TW;0.000388727
2023-12-18;CN0OH4;CN;0.000414428
2023-12-18;KR82I3;KR;0.00019388
2023-12-18;HU201E;HU;8.31374E-05
2023-12-18;TR205R;TR;8.42283E-05
2023-12-18;KR044J;KR;0.000182073
2023-12-18;KR12GU;KR;0.000246079
2023-12-18;TH505K;TH;0.000206975
2023-12-18;586019;GR;0.000141517
2023-12-18;KR05FV;KR;0.000322122
2023-12-18;MY239Y;MY;0.000244568
2023-12-18;KR065M;KR;0.000260996
2023-12-18;HK196H;CN;0.000106159
2023-12-18;EG211Y;EG;9.84616E-05
2023-12-18;KR30WA;KR;0.00026681
2023-12-18;TR10K5;TR;0.000150852
2023-12-18;TR309W;TR;0.000222957
2023-12-18;IN07JV;IN;0.000392306
2023-12-18;TW103T;TW;0.000232093
2023-12-18;KR13ZE;KR;0.000213865
2023-12-18;MY30G3;MY;0.000233097
2023-12-18;TH20V7;TH;0.000148968
2023-12-18;550391;TR;0.000460665
2023-12-18;BR307C;BR;0.000299263
2023-12-18;TW04A3;TW;0.000340839
2023-12-18;KR01V7;KR;0.000164746
2023-12-18;MY50K9;MY;0.000197241
2023-12-18;TW03LD;TW;0.000483444
2023-12-18;IN214C;IN;0.0002622
2023-12-18;TW2090;TW;0.000477014
2023-12-18;HK12HL;CN;0.000265278
2023-12-18;IN81JX;IN;0.000337235
2023-12-18;CN1OC0;CN;0.000268632
2023-12-18;TH20W8;TH;0.00013893
2023-12-18;TH50R6;TH;0.000234819
2023-12-18;KR91H2;KR;0.000217253
2023-12-18;ID20DA;ID;0.000285356
2023-12-18;MX804V;MX;0.000552522
2023-12-18;KR09J3;KR;0.000473896
2023-12-18;IN20MT;IN;0.000141454
2023-12-18;CN8A1I;CN;0.000200525
2023-12-18;KR11Q3;KR;0.00021956
2023-12-18;TR016R;TR;0.00014965
2023-12-18;CN1O0O;CN;0.00036992
2023-12-18;MY50E3;MY;0.000150696
2023-12-18;MY21BY;MY;0.000191189
2023-12-18;TH30GT;TH;0.000174985
2023-12-18;KR622L;KR;0.000217093
2023-12-18;GR802H;GR;0.000192223
2023-12-18;TW02KB;TW;0.000340099
2023-12-18;KR19O9;KR;0.000252023
2023-12-18;IN60X8;IN;0.000404359
2023-12-18;IN70LX;IN;0.000175117
2023-12-18;CN8CXG;CN;0.000176142
2023-12-18;GR0018;GR;0.000116555
2023-12-18;KR225K;KR;0.000303904
2023-12-18;TW12E6;TW;0.000263596
2023-12-18;KR30AO;KR;0.000221338
2023-12-18;KR02KX;KR;0.000207108
2023-12-18;KR91RC;KR;0.000304531
2023-12-18;TW02C3;TW;0.000362656
2023-12-18;764862;GR;0.000121957
2023-12-18;KW247T;KW;0.000221365
2023-12-18;IN70V7;IN;0.000201556
2023-12-18;IN502C;IN;0.000312705
2023-12-18;KR61XF;KR;0.000248111
2023-12-18;KR63M6;KR;0.000357364
2023-12-18;IN50EO;IN;0.000180622
2023-12-18;TH302F;TH;0.000170491
2023-12-18;KR17K3;KR;0.000250345
2023-12-18;TW10G6;TW;0.000378043
2023-12-18;IN60JU;IN;0.000480717
2023-12-18;IN18R5;IN;0.000337961
2023-12-18;IN80IV;IN;0.000285584
2023-12-18;TW1AWW;TW;0.000342137
2023-12-18;TW1594;TW;0.000317046
2023-12-18;KR080J;KR;0.000262016
2023-12-18;KR077P;KR;0.000229068
2023-12-18;KR51UB;KR;0.000229943
2023-12-18;TW04ZS;TW;0.000308287
2023-12-18;TR30H4;TR;0.000104782
2023-12-18;TW18PN;TW;0.00022473
2023-12-18;TW6072;TW;0.00026065
2023-12-18;TR20CY;TR;9.36186E-05
2023-12-18;EG301Y;EG;0.000121782
2023-12-18;ID4065;ID;0.000128613
2023-12-18;TR30I5;TR;0.000136356
2023-12-18;TW034W;TW;0.000470207
2023-12-18;MY10N8;MY;0.000155614
2023-12-18;TW02D4;TW;0.000378104
2023-12-18;IN09KY;IN;0.000241664
2023-12-18;MY229X;MY;0.000172268
2023-12-18;KR639T;KR;0.00020962
2023-12-18;BR10DG;BR;0.000225989
2023-12-18;579928;GR;0.000221723
2023-12-18;KW22H1;KW;0.000354346
2023-12-18;TW06ID;TW;0.000208945
2023-12-18;SA2048;SA;0.000202887
2023-12-18;ZA00T2;ZA;0.000229296
2023-12-18;IN802F;IN;0.000127404
2023-12-18;ID80AD;ID;0.000230409
2023-12-18;KR71DW;KR;0.000191641
2023-12-18;KR144K;KR;0.00029097
2023-12-18;TW6094;TW;0.000385765
2023-12-18;KR04L0;KR;0.000252496
2023-12-18;TW00YN;TW;0.000339999
2023-12-18;KR119M;KR;0.000229937
2023-12-18;B03MNY;TR;6.62445E-05
2023-12-18;KR16EW;KR;0.0004604
2023-12-18;KR1B8V;KR;0.000343925
2023-12-18;TH708P;TH;0.000146921
2023-12-18;PL902L;PL;0.000115591
2023-12-18;KR04GV;KR;0.00019768
2023-12-18;ZA20MX;ZA;0.000339247
2023-12-18;SA20Z3;SA;0.000196616
2023-12-18;TW12D5;TW;0.000311676
2023-12-18;KR21HV;KR;0.000207913
2023-12-18;KR81SC;KR;0.000310481
2023-12-18;EG1061;EG;0.00019263
2023-12-18;KR62N6;KR;0.000372583
2023-12-18;ID30GE;ID;0.000204374
2023-12-18;TW05TN;TW;0.000368983
2023-12-18;TH12DQ;TH;0.000184604
2023-12-18;KR031F;KR;0.00025169
2023-12-18;CN57V6;CN;0.000391054
2023-12-18;CN298I;CN;0.000362495
2023-12-18;IN20RY;IN;0.000203022
2023-12-18;IN0B4K;IN;0.000273747
2023-12-18;TW046Z;TW;0.000268844
2023-12-18;KR514L;KR;0.000348679
2023-12-18;TW02TK;TW;0.00033599
2023-12-18;TW124W;TW;0.000419376
2023-12-18;MY70E5;MY;0.000110415
2023-12-18;CN2CZC;CN;0.000227968
2023-12-18;CN1MCY;CN;0.000409868
2023-12-18;PH20OW;PH;9.74445E-05
2023-12-18;CN8BDV;CN;0.000188496
2023-12-18;KR139O;KR;0.000227786
2023-12-18;KR90N7;KR;0.000266452
2023-12-18;IN08O1;IN;0.000321507
2023-12-18;ZA20AL;ZA;0.000198781
2023-12-18;IN08KX;IN;0.000458607
2023-12-18;PH108F;PH;0.000116361
2023-12-18;MY21PC;MY;0.000144241
2023-12-18;KR04XC;KR;0.000227108
2023-12-18;ET017;TR;0.000201252
2023-12-18;KR70AS;KR;0.000331917
2023-12-18;TR306T;TR;0.000102233
2023-12-18;CN87T7;CN;0.000120028
2023-12-18;KW20GY;KW;0.000215523
2023-12-18;TW1AQQ;TW;0.000225683
2023-12-18;B064B9;PL;0.000228263
2023-12-18;MY50AZ;MY;0.000276786
2023-12-18;ZA214G;ZA;0.00033569
2023-12-18;TR20SE;TR;0.000104621
2023-12-18;TW30ME;TW;0.000274471
2023-12-18;MY22ZN;MY;0.000205118
2023-12-18;TW402V;TW;0.000393413
2023-12-18;KR07SA;KR;0.000217491
2023-12-18;TW04VO;TW;0.000202344
2023-12-18;KR1BJ6;KR;0.000332684
2023-12-18;CN0PAY;CN;0.000174681
2023-12-18;712495;GR;0.000187844
2023-12-18;PL11U6;PL;0.000162554
2023-12-18;KW224O;KW;0.000285
2023-12-18;SA20KO;SA;0.000174668
2023-12-18;KR233J;KR;0.000235373
2023-12-18;EG9058;EG;0.000219523
2023-12-18;KR02BO;KR;0.000370229
2023-12-18;B03MR9;TR;6.90923E-05
2023-12-18;TH203F;TH;0.000132659
2023-12-18;TW04MF;TW;0.000194459
2023-12-18;TR509Y;TR;0.000111026
2023-12-18;TH511H;TH;0.000176628
2023-12-18;MY24PF;MY;0.00014279
2023-12-18;KR042H;KR;0.000251083
2023-12-18;BR10Y1;BR;0.000329706
2023-12-18;KR60DU;KR;0.000383825
2023-12-18;TW01PF;TW;0.000291311
2023-12-18;IN81WA;IN;0.000209208
2023-12-18;MY20TF;MY;0.000244445
2023-12-18;TH12BO;TH;0.000157123
2023-12-18;CN2CS5;CN;0.000166399
2023-12-18;PL908R;PL;8.37064E-05
2023-12-18;KR82QB;KR;0.000258096
2023-12-18;B1Z774;PL;0.000384971
2023-12-18;IN826L;IN;0.000279746
2023-12-18;KR1AL7;KR;0.000264919
2023-12-18;KR620J;KR;0.000310124
2023-12-18;IN81T7;IN;0.000202994
2023-12-18;KR18M6;KR;0.000212352
2023-12-18;SA24T1;SA;0.000196443
2023-12-18;KR61R9;KR;0.000235691
2023-12-18;TW0492;TW;0.000385922
2023-12-18;TW016W;TW;0.000390665
2023-12-18;TH308L;TH;0.000148894
2023-12-18;ID30EC;ID;0.000128664
2023-12-18;IN051B;IN;0.000362603
2023-12-18;IN10MS;IN;0.00015955
2023-12-18;HK905F;CN;0.000127346
2023-12-18;IN061C;IN;0.000251522
2023-12-18;BR05W3;BR;0.000251963
2023-12-18;IN612E;IN;0.000343548
2023-12-18;PL90K3;PL;0.000208715
2023-12-18;TR217U;TR;9.41923E-05
2023-12-18;IN05Q0;IN;0.000365035
2023-12-18;KR02R4;KR;0.000317713
2023-12-18;TW30IA;TW;0.000498467
2023-12-18;TH12ER;TH;0.000191164
2023-12-18;KR152J;KR;0.0002333
2023-12-18;TR10WH;TR;5.43544E-05
2023-12-18;IN817L;IN;0.000226413
2023-12-18;TR208U;TR;6.17014E-05
2023-12-18;TH12FS;TH;0.000146185
2023-12-18;TW05LF;TW;0.00028603
2023-12-18;TH21Q3;TH;0.000191731
2023-12-18;KR16TB;KR;0.000232791
2023-12-18;TR11XJ;TR;0.000132247
2023-12-18;GR701F;GR;0.000195127
2023-12-18;ZA20GR;ZA;0.000298606
2023-12-18;ZA303F;ZA;0.000289484
2023-12-18;TW1PAP;TW;0.000160951
2023-12-18;TW05UO;TW;0.000381719
2023-12-18;KR12Q4;KR;0.000244763
2023-12-18;TR401P;TR;0.000271711
2023-12-18;TR11PB;TR;0.000150882
2023-12-18;MY22F3;MY;0.000174754
2023-12-18;CN1ABL;CN;0.000338448
2023-12-18;TH40CQ;TH;0.000169383
2023-12-18;IN10RX;IN;0.00038104
2023-12-18;KR06FW;KR;0.000257528
2023-12-18;KW20L3;KW;0.000230628
2023-12-18;CN8CYH;CN;0.000125723
2023-12-18;CN8C4N;CN;0.000133976
2023-12-18;CN8C5O;CN;0.000128589
2023-12-18;KR505L;KR;0.000280133
2023-12-18;ID60AB;ID;6.45413E-05
2023-12-18;SA24DL;SA;0.000160726
2023-12-18;MY50OD;MY;6.93169E-05
2023-12-18;TW3080;TW;0.000343843
2023-12-18;477638;TR;0.000294043
2023-12-18;CN8BSA;CN;0.000167658
2023-12-18;CN1G4K;CN;0.00036153
2023-12-18;TW02UL;TW;0.000199168
2023-12-18;IN60DO;IN;0.00013436
2023-12-18;TH902L;TH;6.06407E-05
2023-12-18;KR710J;KR;0.000278903
2023-12-18;IN05Y8;IN;0.000329012
2023-12-18;KR70UC;KR;0.000303991
2023-12-18;TR30L8;TR;6.81836E-05
2023-12-18;KR07AS;KR;0.000249197
2023-12-18;TW11ZQ;TW;0.000354345
2023-12-18;KR023G;KR;0.000195093
2023-12-18;HK20PS;CN;0.000272153
2023-12-18;B0YBSZ;TR;0.00021005
2023-12-18;TW171Y;TW;0.000340919
2023-12-18;IN824J;IN;0.000274769
2023-12-18;KR143J;KR;0.000220677
2023-12-18;CN2CYB;CN;0.000237236
2023-12-18;IN606H;IN;0.000162837
2023-12-18;TH50ET;TH;0.000161715
2023-12-18;KR305J;KR;0.000255721
2023-12-18;BR20DH;BR;0.000127284
2023-12-18;SA24IQ;SA;0.000157757
2023-12-18;TW20G7;TW;0.000234583
2023-12-18;KR15VC;KR;0.000237446
2023-12-18;KR51CT;KR;0.000230655
2023-12-18;KR81EY;KR;0.000201349
2023-12-18;TW702Y;TW;0.000239631
2023-12-18;BR10BE;BR;0.000377582
2023-12-18;TW405Y;TW;0.000226249
2023-12-18;KR114H;KR;0.000208981
2023-12-18;ID00SN;ID;0.000118205
2023-12-18;TH013E;TH;0.000160345
2023-12-18;IN81P3;IN;9.93758E-05
2023-12-18;KR17N6;KR;0.000257579
2023-12-18;TR11QC;TR;9.71054E-05
2023-12-18;TW13ZS;TW;0.000257769
2023-12-18;TW11SJ;TW;0.000254756
2023-12-18;KR82RC;KR;0.000205931
2023-12-18;TW00XM;TW;0.000242739
2023-12-18;ZA804L;ZA;0.000358396
2023-12-18;ZA20JU;ZA;0.000374568
2023-12-18;TW11PG;TW;0.000306526
2023-12-18;TW60D8;TW;0.000348409
2023-12-18;IN02FM;IN;0.000251382
2023-12-18;BR10HK;BR;0.000342216
2023-12-18;KR02YB;KR;0.000190353
2023-12-18;CN3AEQ;CN;0.000355506
2023-12-18;IN81DR;IN;0.000117214
2023-12-18;MY20M8;MY;0.000147583
2023-12-18;CN8DP9;CN;0.000130225
2023-12-18;IN80MZ;IN;0.000212057
2023-12-18;TW01J9;TW;0.000268258
2023-12-18;EG00C6;EG;0.000137412
2023-12-18;TW14B5;TW;0.000268606
2023-12-18;EG8046;EG;7.83556E-05
2023-12-18;TW10TJ;TW;0.000201293
2023-12-18;TW11A1;TW;0.000204575
2023-12-18;KY11AU;CN;0.000161486
2023-12-18;TH908R;TH;0.000145056
2023-12-18;IN604F;IN;0.00024542
2023-12-18;TW11VM;TW;0.000239809
2023-12-18;TW08GD;TW;0.000270066
2023-12-18;ZA217J;ZA;0.000241911
2023-12-18;CN8CL4;CN;0.000121976
