,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Mcap_Units_Index_Currency,Weight
174956,2023-12-18,2054,IN814I,INE978A01027,HERITAGE FOODS,IN,INR,45102020.0,1.0,126776792.0,0.0001507593706457412
177453,2023-12-18,2054,EG7045,EGS729J1C018,CLEOPATRA HOSPITAL,EG,EGP,20101025.0,1.0,119925518.0,0.00015058288266956002
175286,2023-12-18,2054,TW1ATT,TW0002375003,KAIMEI ELECTRONIC,TW,TWD,10102010.0,1.0,235680162.0,0.00015016144059216
176620,2023-12-18,2054,MY50UJ,MYL5196OO000,BERJAYA FOOD,MY,MYR,40501040.0,1.0,144429464.0,0.0001501582681086213
176949,2023-12-18,2054,TR20BX,TREKYAS00018,KUYAS YATIRIM A S,TR,TRY,35101010.0,1.0,267807367.0,0.00015000597318572773
177102,2023-12-18,2054,TR206S,TRAPKENT91K5,PETROKENT TURIZM,TR,TRY,40501025.0,1.0,39047568.0,0.00014974774946461373
177240,2023-12-18,2054,TH12IV,THA020010007,SABUY TECHNOLOGY,TH,THB,50205015.0,0.7836239,131521609.0,0.00014928470118247196
177270,2023-12-18,2054,TH10NY,TH9460010001,S HOTELS AND RESORTS,TH,THB,40501025.0,0.7955,80377266.0,0.00014912573209541175
177103,2023-12-18,2054,TR20VH,TRAAYENW91L0,AYEN ENERJI,TR,TRY,65101010.0,1.0,38926088.0,0.0001490662124446235
176594,2023-12-18,2054,MY21E1,MYL8877OO002,EKOVEST,MY,MYR,50101010.0,1.0,209204988.0,0.00014845892739149158
176608,2023-12-18,2054,MY00YI,MYQ0151OO009,KELINGTON GROUP,MY,MYR,50101015.0,1.0,186361834.0,0.00014834756738607962
175393,2023-12-18,2054,PL10FQ,PLMOBRK00013,MOBRUK,PL,PLN,50101035.0,1.0,229249562.0,0.00014683628460267152
177252,2023-12-18,2054,TH22Q4,THA504010002,ONE ENTERPRISE,TH,THB,40301010.0,1.0,110958383.0,0.0001466785622805973
175285,2023-12-18,2054,TW15LG,TW0001708006,Sesoda Corp,TW,TWD,55201000.0,1.0,236089289.0,0.00014657621637079898
177233,2023-12-18,2054,TH804M,TH4625010004,MC GROUP,TH,THB,40204020.0,1.0,141043864.0,0.00014653672640050833
177377,2023-12-18,2054,ID12XV,ID1000133408,BANK NEO COMMERCE,ID,IDR,30101010.0,1.0,196011000.0,0.00014637261093634942
177066,2023-12-18,2054,TR801T,TRAKERVT91A5,KEREVITAS GIDA SANVETC.,TR,TRY,45102020.0,1.0,64562307.0,0.00014601213826328087
174993,2023-12-18,2054,CN93V6,US7477981069,QUDIAN ADR,CN,USD,30201020.0,1.0,304911353.0,0.0001454199212049109
176993,2023-12-18,2054,TR20E0,TRESAYR00013,SAY RENEWABLE,TR,TRY,40301020.0,1.0,123678514.0,0.00014504036043699073
176683,2023-12-18,2054,MY70C3,MYQ0101OO004,TMC LIFE SCIENCES,MY,MYR,20101025.0,1.0,57542369.0,0.00014444529764522297
174989,2023-12-18,2054,US18UP,US1347481020,CANAAN ADR,CN,USD,10102030.0,1.0,374082749.0,0.0001443949393455259
176617,2023-12-18,2054,MY50I7,MYL7155OO004,SKP RESOURCES BERHAD,MY,MYR,50203015.0,1.0,149523353.0,0.00014343278055811142
176980,2023-12-18,2054,B03MT7,TRAGLMDE91R3,GLOBAL YATIRIM HOLDINGS,TR,TRY,30202010.0,1.0,150838457.0,0.00014323692894118074
175395,2023-12-18,2054,PL002C,PLAB00000019,AB,PL,PLN,10101010.0,1.0,214105788.0,0.00014296038325857887
177274,2023-12-18,2054,TH30KX,TH0581010Z09,MAHACHAI HOSPITAL,TH,THB,20101010.0,0.5017058,72576704.0,0.00014264637083235323
176675,2023-12-18,2054,MY107S,MYL5274OO005,HONG LEONG CAPITAL,MY,MYR,30202015.0,1.0,69749683.0,0.00014261291344215885
176631,2023-12-18,2054,MY50H6,MYL7148OO009,DUOPHARMA BIOTECH,MY,MYR,20103015.0,1.0,123910553.0,0.00014244135151883557
175330,2023-12-18,2054,TW061W,TW0003049003,HannsTouch Holdings,TW,TWD,10102030.0,1.0,162260774.0,0.00014209524932443289
175794,2023-12-18,2054,KR701J,KR700088K015,HANWHA 3PB,KR,KRW,30301010.0,1.0,247182177.0,0.00014113857034833612
174931,2023-12-18,2054,IN18T7,INE557A01011,HYDERABAD INDUSTRIES,IN,INR,50101020.0,1.0,194119225.0,0.0001411149486661442
177088,2023-12-18,2054,TR303Q,TREHLGY00016,HALK GAYRIMENK A,TR,TRY,35102000.0,1.0,46102597.0,0.00014109850378311465
175309,2023-12-18,2054,TW03C4,TW0002374006,Ability Enter,TW,TWD,40203060.0,1.0,189031676.0,0.00014092357592038505
177452,2023-12-18,2054,EG9036,EGS65541C012,CAIRO FOR INV.& RLST.DEV. CIRA EDUCATION,EG,EGP,40201010.0,1.0,128802623.0,0.0001408864016432144
177003,2023-12-18,2054,TR305S,TRETKNO00010,TEKNOSA IC VE DIS TICARET NPV,TR,TRY,40401030.0,1.0,113024089.0,0.00014086450245617222
176614,2023-12-18,2054,MY609Z,MYL5272OO009,RANHILL UTILITIES,MY,MYR,65102030.0,1.0,152236970.0,0.0001408591698705743
175417,2023-12-18,2054,531929,PLMSTSD00019,POLIMEX MOSTOSTAL,PL,PLN,50101010.0,1.0,88402548.0,0.0001405298943654401
174933,2023-12-18,2054,IN81LZ,INE338A01024,THIRUMALAI CHEMICALS,IN,INR,55201000.0,1.0,192139712.0,0.00014036944054149692
176628,2023-12-18,2054,MY30K7,MYL2429OO008,TANCO HOLDINGS,MY,MYR,35101010.0,1.0,125268306.0,0.00014000363728707067
177339,2023-12-18,2054,GR135G,GRS087003000,INTRACOM HOLDINGS,GR,EUR,10101010.0,1.0,201320814.0,0.00013939527434909995
177391,2023-12-18,2054,ID012Y,ID1000113301,MATAHARI DEPARTMENT SOE.,ID,IDR,40401010.0,1.0,109539950.0,0.00013879556245485454
175296,2023-12-18,2054,TW112T,TW0004960000,CHENG MEI MATERIALS TECHNOLOGY,TW,TWD,50202040.0,1.0,218369820.0,0.00013802905171063284
175289,2023-12-18,2054,TW064Z,TW0003062006,CyberTAN,TW,TWD,15101010.0,1.0,232623564.0,0.00013802710916904716
177245,2023-12-18,2054,TH109K,TH8798010006,NORTH EAST RUBBERS,TH,THB,40101015.0,0.6743738,121075981.0,0.000137780716752474
177281,2023-12-18,2054,TH10R2,THA054010006,SAKSIAM LEASING,TH,THB,30201020.0,1.0,62507251.0,0.0001372621187260266
175291,2023-12-18,2054,TW042V,TW0002485000,Zinwell Corp,TW,TWD,15101010.0,1.0,226837247.0,0.0001368503127131763
176621,2023-12-18,2054,MY222Q,MYL2852OO001,CAHYA MATA SARAWAK,MY,MYR,50101030.0,1.0,143070629.0,0.00013673860627430666
175321,2023-12-18,2054,TW0762,TW0005203004,CYBERLINK,TW,TWD,10101015.0,1.0,175581402.0,0.00013659881287963658
177263,2023-12-18,2054,TH12S5,TH8127010008,TRIPLE I LOGISTICS,TH,THB,50206040.0,0.4738267,83547928.0,0.0001361726967504213
176606,2023-12-18,2054,MY10K5,MYL4758OO008,ANCOM NYLEX,MY,MYR,55201020.0,1.0,189734900.0,0.0001356830952940001
177341,2023-12-18,2054,434777,GRS096003009,FOURLIS HLDG,GR,EUR,40401010.0,1.0,189012909.0,0.00013460431934390153
175303,2023-12-18,2054,TW12UM,TW0001701001,China Chem Pharm,TW,TWD,20103015.0,1.0,203253499.0,0.000134388763006905
175311,2023-12-18,2054,TW11TK,TW0001447001,Li Peng Ent,TW,TWD,55101020.0,1.0,186703350.0,0.00013437085926304353
175300,2023-12-18,2054,TW13SL,TW0002478005,TA-I TECHNOLOGY,TW,TWD,10102015.0,1.0,211061095.0,0.0001342016499471865
175292,2023-12-18,2054,TW12C4,TW0002538006,Kee Tai,TW,TWD,35101010.0,1.0,225516999.0,0.00013404950804251517
175306,2023-12-18,2054,TW19ZY,TW0002420007,ZIPPY TECHNOLOGY,TW,TWD,50202010.0,1.0,193597929.0,0.0001337414139685845
175294,2023-12-18,2054,TW1AUU,TW0003138004,AUDEN TECHNO,TW,TWD,15101010.0,1.0,222492619.0,0.00013300743304191784
177284,2023-12-18,2054,TH906P,TH7398010002,RAJTHANEE HOSPITAL PUBLIC,TH,THB,20101010.0,0.3278376,56201372.0,0.0001325152365402827
176656,2023-12-18,2054,MY109U,MYL5293OO005,AME ELITE CONSORTIUM,MY,MYR,50101010.0,1.0,93573214.0,0.00013093455634653333
176613,2023-12-18,2054,MY308V,MYL7022OO006,GLOBETRONICS TECHNOLOGY,MY,MYR,10102010.0,1.0,163806961.0,0.0001309150524829518
175337,2023-12-18,2054,TW503X,TW0002228004,IRON FORCE INDUSTRIAL,TW,TWD,40101025.0,1.0,149589796.0,0.00013085156183712614
174996,2023-12-18,2054,CN2517,CNE000000941,SHANGHAI JINQIAO EX PR.Z.D.'B',CN,USD,35101010.0,1.0,214474838.0,0.00013067865191165108
175299,2023-12-18,2054,TW15OJ,TW0002464005,Mirle Auto,TW,TWD,50204000.0,1.0,213128071.0,0.0001306257423953907
175327,2023-12-18,2054,TW11MD,TW0002505005,Kuo Yang Const,TW,TWD,35101010.0,1.0,168061113.0,0.00013039863161666524
176661,2023-12-18,2054,MY24OE,MYL5302OO004,AURELIUS TECHNOLOGIES,MY,MYR,10102015.0,1.0,88226589.0,0.00013018453795493942
175307,2023-12-18,2054,TW02F6,TW0002107000,Formosan Rubber,TW,TWD,50203015.0,1.0,193510171.0,0.00012994714310777785
175290,2023-12-18,2054,TW16GC,TW0001558005,ZENG HSING INDUSTRIAL,TW,TWD,40202025.0,1.0,229568673.0,0.00012873353888407806
177287,2023-12-18,2054,TH20DP,TH0409010Z03,LANNA RESOURCES,TH,THB,60101040.0,0.509684,55504003.0,0.00012765221402983025
174952,2023-12-18,2054,IN70HT,INE384A01010,RANE HOLDINGS,IN,INR,40101025.0,1.0,146715845.0,0.00012764249380234132
175295,2023-12-18,2054,TW04HA,TW0002601002,FIRST STEAMSHIP,TW,TWD,50206030.0,1.0,221224644.0,0.00012721089912353176
175331,2023-12-18,2054,TW80A7,TW0006416001,CASWELL,TW,TWD,15101010.0,1.0,161053807.0,0.00012718800879592124
174953,2023-12-18,2054,IN60Q1,INE107A01015,TAMIL NADU NWPT.& PAPERS,IN,INR,55101015.0,1.0,143081849.0,0.00012687558317876334
177395,2023-12-18,2054,ID013Z,ID1000114002,PP (PERSERO),ID,IDR,50101010.0,1.0,98797770.0,0.00012652369759760172
177272,2023-12-18,2054,TH20LX,TH0748010Z04,UNIVANICH PALM OIL,TH,THB,45102010.0,0.5416601,75280278.0,0.00012646897559477496
177396,2023-12-18,2054,ID20TQ,ID1000099500,RAMAYANA LESTARI SENTOSA,ID,IDR,40401010.0,1.0,98791920.0,0.00012628546319181866
177131,2023-12-18,2054,B03MY2,TRATIREW91D1,MONDI TURKEY OLUKLU MUKAVVA KAGIT,TR,TRY,55101015.0,1.0,28076699.0,0.0001261939916400273
176689,2023-12-18,2054,MY601R,MYL5517OO007,SHANGRI-LA HOTELS (MAL.),MY,MYR,40501025.0,1.0,49204586.0,0.00012546142677487165
177091,2023-12-18,2054,B03MV8,TRAKARTN91D4,KARTONSAN,TR,TRY,50203030.0,1.0,44310089.0,0.00012532613668827353
175001,2023-12-18,2054,CN1RVM,US5288771034,LEXINFINTECH HOLDINGS ADR,CN,USD,30201020.0,1.0,168050658.0,0.00012477596922297777
177402,2023-12-18,2054,ID3031,ID1000107600,WIJAYA KARYA,ID,IDR,50101010.0,1.0,48453275.0,0.00012467411139682332
176536,2023-12-18,2054,CL02HG,CL0000000449,SALFA CORPORATION,CL,CLP,50101015.0,1.0,208053032.0,0.00012455519448306668
176659,2023-12-18,2054,MY10PA,MYL5271OO001,PECCA GROUP,MY,MYR,40101010.0,1.0,91968366.0,0.00012331737273946807
175418,2023-12-18,2054,PL00MW,PLUNMOT00013,UNIMOT,PL,PLN,65102020.0,1.0,86192771.0,0.0001227730765422723
177463,2023-12-18,2054,EG7056,EGS75011C014,MM GRP INDUS.& INTL TRADE,EG,EGP,40203010.0,1.0,57446641.0,0.0001227465019003364
177265,2023-12-18,2054,TH10OZ,TH9882010001,NR INSTANT PRODUCE,TH,THB,45102020.0,1.0,83253054.0,0.0001222796273572974
176646,2023-12-18,2054,MY30J6,MYL5311OO005,CAPE EMS,MY,MYR,50202040.0,1.0,101467928.0,0.0001219908004938188
176670,2023-12-18,2054,MY10DY,MYL7179OO004,LAGENDA PROPERTIES,MY,MYR,35101010.0,1.0,76588911.0,0.00012193932182863148
177392,2023-12-18,2054,ID20GD,ID1000108400,ALAM SUTERA REALTY,ID,IDR,35101010.0,1.0,107202217.0,0.00012138170431527263
177399,2023-12-18,2054,ID5011,ID1000097207,ADHI KARYA PERSERO,ID,IDR,50101010.0,1.0,62574312.0,0.0001211861435570423
174906,2023-12-18,2054,IN18WA,INE754A01055,SUBEX,IN,INR,10101015.0,1.0,256707823.0,0.0001207406161018084
176908,2023-12-18,2054,KW21RA,KW0EQ0202832,ALIMTIAZ INVESTMENT,KW,KWD,30202010.0,1.0,166500503.0,0.00012037611872768288
177255,2023-12-18,2054,TH20Q2,TH0823010002,SOMBOON ADVANCE TECHNOLOGY,TH,THB,40101025.0,0.6992009,105370694.0,0.0001199262688974622
177259,2023-12-18,2054,TH22P3,THA490010008,HENG LEASING AND CAPITAL,TH,THB,30201020.0,0.5922379,97216565.0,0.00011981322561025632
174998,2023-12-18,2054,CN1SIA,US00851L1035,AGORA ADR,CN,USD,10101015.0,1.0,198932869.0,0.00011884854887517517
176644,2023-12-18,2054,MY20G2,MYL5071OO005,COASTAL CONTRACTS,MY,MYR,50206015.0,1.0,105321870.0,0.00011858247053248418
174938,2023-12-18,2054,IN81FT,INE231F01020,SASKEN TECHNOLOGIES,IN,INR,10101010.0,1.0,183983142.0,0.00011834995498138656
177036,2023-12-18,2054,518610,TRAALGYO91Q5,ALARKO GAYMEN.YATOTA.,TR,TRY,35102000.0,1.0,79743819.0,0.00011792924135595786
177031,2023-12-18,2054,TR202O,TRAVKGYO91Q3,VAKIF GAYMEN.YATOTA.,TR,TRY,35102000.0,1.0,81661673.0,0.00011777148739994181
177032,2023-12-18,2054,TR30K7,TREBLSM00027,BIRLESIM MUHENDISLIK ISITMA SOGUT,TR,TRY,50101025.0,1.0,81395729.0,0.00011767108878392202
175301,2023-12-18,2054,TW19FE,TW0001219004,Fwusow,TW,TWD,45102020.0,1.0,206087534.0,0.00011744399589248462
177260,2023-12-18,2054,TH012D,TH0818010Z05,UNITED PAPER,TH,THB,50203030.0,1.0,95657249.0,0.00011695381426766233
176616,2023-12-18,2054,MY90OH,MYL7233OO009,DUFU TECHNOLOGY,MY,MYR,10102030.0,1.0,150167458.0,0.0001168485771497848
177472,2023-12-18,2054,EG00JD,EGS690C1C010,RAYA HLDG.FOR TECH.& COMMS.,EG,EGP,10101010.0,1.0,36130230.0,0.00011632058699157118
177015,2023-12-18,2054,TR00CW,TREINDX00019,INDEKS BILGISAYAR SISTEMLERI,TR,TRY,10102030.0,1.0,100644938.0,0.00011621016104506971
176645,2023-12-18,2054,MY607X,MYL2658OO002,AJINOMOTO,MY,MYR,45102020.0,1.0,102189026.0,0.00011606982521925917
177104,2023-12-18,2054,TR12E1,TREAKFG00012,AKFEN GAYMEN.YATOTA.,TR,TRY,35102015.0,1.0,38465521.0,0.0001156172520601459
176630,2023-12-18,2054,MY21UH,MYL4383OO005,JAYA TIASA HOLDINGS,MY,MYR,45102010.0,1.0,124053507.0,0.00011558632790194467
176649,2023-12-18,2054,MY236V,MYL4324OO009,HENGYUAN REFINING,MY,MYR,60101020.0,1.0,97354877.0,0.00011527961765697336
177084,2023-12-18,2054,TR108T,TRAGOODY91E9,GOODYEAR LASTIKLERI,TR,TRY,40101015.0,1.0,47436916.0,0.0001151547830519053
177085,2023-12-18,2054,TR213Q,TREKNKA00026,KONYA KAGIT SANAYI VE TICARET,TR,TRY,55101015.0,1.0,47231203.0,0.00011510339760654525
174999,2023-12-18,2054,CN24UZ,CNE000000G39,SHANGHAI MECH.&ELECT. IND. 'B',CN,USD,50204000.0,1.0,192665392.0,0.00011405390600176013
176856,2023-12-18,2054,PH108,KYG2112Y1098,China Dongxiang Group Co. Ltd.,CN,HKD,40204020.0,1.0,106342804.0,0.00011390871049099493
177345,2023-12-18,2054,GR136H,GRS239003007,THRACE PLSTC.HLDG.&. COML.SA,GR,EUR,50203015.0,1.0,72454455.0,0.00011334834427755063
177046,2023-12-18,2054,TR80C4,TRACEMTS91G6,CEMTAS CK.MAKINA SANVETC,TR,TRY,55102010.0,1.0,74695697.0,0.00011324561612045059
174954,2023-12-18,2054,IN608J,INE049A01027,HIMATSINGKA SEIDE,IN,INR,55101020.0,1.0,139704678.0,0.00011266308634572956
176639,2023-12-18,2054,MY30E1,MYL5238OO000,AIRASIA X,MY,MYR,40501010.0,1.0,114703692.0,0.00011215889881005976
177090,2023-12-18,2054,B07DQ4,TREAKMG00018,AKMERKEZ GAYMEN.YATRIM ORTAKLI,TR,TRY,35102045.0,1.0,45404902.0,0.00011179645169585918
175308,2023-12-18,2054,TW05YS,TW0003041000,Ali,TW,TWD,10102010.0,1.0,192713020.0,0.00011178891464230464
175338,2023-12-18,2054,TW03PH,TW0002417003,AVERMEDIA TECHNOLOGIES,TW,TWD,10102030.0,1.0,148290685.0,0.0001114678641910214
177019,2023-12-18,2054,B03MNM,TRAALKIM91E0,ALKIM ALKALI KIMYA,TR,TRY,55201000.0,1.0,96661989.0,0.0001111704346732172
177457,2023-12-18,2054,EG2084,EGS38081C013,EGYP.INTL.PHARMS. INDS. SAE,EG,EGP,20103015.0,1.0,86070087.0,0.00011112191413949248
176654,2023-12-18,2054,MY90WP,MYL7237OO000,POWER ROOT,MY,MYR,45101020.0,1.0,94565498.0,0.00011043886159561994
175333,2023-12-18,2054,TW15ZU,TW0003501003,Well Shin,TW,TWD,50202010.0,1.0,158524849.0,0.0001103018066130796
176973,2023-12-18,2054,ET013,TRAKRDMA91G3,KARDEMIR (A),TR,TRY,55102015.0,1.0,172337989.0,0.00011008814877617834
177049,2023-12-18,2054,490804,TRATRCAS92E6,TURCAS PETROL,TR,TRY,65101015.0,1.0,74001251.0,0.00011002351153278056
177285,2023-12-18,2054,TH10S3,THA078010008,KERRY EXPRESS (THAILAND),TH,THB,50206040.0,1.0,55914254.0,0.00010999980368958511
177072,2023-12-18,2054,TR10G1,TRAVAKFN91P9,VAKIF FINANSAL KIRALAMA,TR,TRY,30202000.0,1.0,56156892.0,0.00010988579853921556
175314,2023-12-18,2054,TW15GB,TW0002405008,SHUTTLE,TW,TWD,10102030.0,1.0,184322654.0,0.00010938601815956405
174594,2023-12-18,2054,BR05Z6,BRLJQQACNOR5,LOJAS QUERO-QUERO ON,BR,BRL,40401010.0,1.0,220774960.0,0.00010934584553317232
177044,2023-12-18,2054,TR12J6,TREKZBG00026,KIZILBUK GAYMEN. YATOTA.,TR,TRY,35102015.0,1.0,75806396.0,0.00010885808963201427
175312,2023-12-18,2054,TW114V,TW0002406006,Gigastorage,TW,TWD,10102010.0,1.0,184973267.0,0.00010824520737518544
177089,2023-12-18,2054,TR10I3,TREESEN00024,ESENBOGA ELEKTRIK URETIM AS,TR,TRY,65101010.0,1.0,45843996.0,0.00010811497703757643
176987,2023-12-18,2054,TR00BV,TRECMAS00010,CEMAS DOKUM SANAYI,TR,TRY,55102015.0,1.0,136427095.0,0.00010802426196288308
176682,2023-12-18,2054,MY506V,MYL5123TO003,SENTRAL REIT,MY,MYR,35102030.0,1.0,59221485.0,0.00010782682708870406
175409,2023-12-18,2054,PL90H0,PLENTER00017,ENTER AIR,PL,PLN,40501010.0,1.0,106020390.0,0.00010780389924366873
177023,2023-12-18,2054,B03MPM,TRABAGFS91E2,BANDIRMA GUBRE FABRIKALARI,TR,TRY,55201015.0,1.0,90557991.0,0.00010763076803322197
176632,2023-12-18,2054,MY50ZO,MYL5789OO002,LBS BINA GROUP,MY,MYR,35101010.0,1.0,121555300.0,0.00010754218914209082
177092,2023-12-18,2054,TR10F0,TRAMAALT91K5,MARMARIS ALTINYUNUS,TR,TRY,40501025.0,1.0,42660334.0,0.00010726291591512272
176642,2023-12-18,2054,MY24QG,MYQ0186OO005,PERAK TRANSIT,MY,MYR,50206010.0,1.0,108086702.0,0.00010686983588083431
175335,2023-12-18,2054,TW132V,TW0001455004,ZIG SHENG IND,TW,TWD,55101020.0,1.0,153982472.0,0.00010675332657196542
175401,2023-12-18,2054,PL00NX,PLVOXEL00014,VOXEL,PL,PLN,20103010.0,1.0,138318045.0,0.00010596077115261916
177065,2023-12-18,2054,TR111N,TREKRVG00013,KERVAN GIDA SANAYI VE TICARET,TR,TRY,45102020.0,1.0,64684034.0,0.0001058698283479982
175336,2023-12-18,2054,TW0920,TW0001598001,DYACO INTERNATIONAL,TW,TWD,40203050.0,1.0,151949352.0,0.00010575419804425498
175428,2023-12-18,2054,PL11MY,PLONDE000018,ONDE,PL,PLN,50101015.0,1.0,72859213.0,0.00010516603867455656
176662,2023-12-18,2054,MY10BW,MYL5916OO001,MALAYSIA SMELTING,MY,MYR,55102050.0,1.0,86398389.0,0.00010433906795577015
175325,2023-12-18,2054,TW03QI,TW0002426004,TYNTEK,TW,TWD,10102010.0,1.0,170236129.0,0.00010425725538511826
177083,2023-12-18,2054,TR120N,TREULSY00014,ULUSOY UN SANAYI VE TICARET,TR,TRY,45102020.0,1.0,47375330.0,0.00010424508776206456
177017,2023-12-18,2054,B03MT9,TRAGOLTS91F0,GOLTAS CIMENTO,TR,TRY,50101030.0,1.0,98606794.0,0.0001040555268541313
176635,2023-12-18,2054,MY220O,MYL3417OO002,EASTERN & ORIENTAL,MY,MYR,35101010.0,1.0,116264266.0,0.00010404186725617951
177047,2023-12-18,2054,TR00G0,TRAEGGUB91E8,EGE GUBRE SANAYI,TR,TRY,55201000.0,1.0,74261531.0,0.00010387765415865416
176693,2023-12-18,2054,MY30AX,MYL1368OO009,UEM EDGENTA,MY,MYR,50101015.0,1.0,43714771.0,0.00010380752252336132
175419,2023-12-18,2054,PL703K,PLCLNPH00015,CELON PHARMA,PL,PLN,20103015.0,1.0,83658389.0,0.0001037514608114435
177040,2023-12-18,2054,TR508X,TRAAFYON91F6,AFYON CIMENTO,TR,TRY,50101030.0,1.0,78308919.0,0.0001034033269707151
175442,2023-12-18,2054,EW036,NL0000686509,ASTARTA HOLDING,PL,PLN,45102035.0,1.0,53591950.0,0.00010306931982932512
175315,2023-12-18,2054,TW031T,TW0002349008,Ritek Corp,TW,TWD,10102030.0,1.0,182830027.0,0.00010293926684728605
175328,2023-12-18,2054,TW40A3,KYG984291065,YEONG GUAN EN.TECH.GP.,TW,TWD,55102015.0,1.0,164058938.0,0.00010256972446626954
175329,2023-12-18,2054,TW19GF,TW0001527000,BASSO INDUSTRY,TW,TWD,50204040.0,1.0,163808669.0,0.00010256369164620851
177057,2023-12-18,2054,TR10AV,TREKGYO00014,KILER GAYMEN.YATOTA.,TR,TRY,35102000.0,1.0,69141381.0,0.00010200999085614411
177118,2023-12-18,2054,TR20XJ,TRAALKAW91D8,ALKIM KAGIT,TR,TRY,55101015.0,1.0,33529762.0,0.00010190178496639547
177267,2023-12-18,2054,TH108J,TH8463010000,CHAYO GROUP,TH,THB,30202010.0,0.8105873,83140413.0,0.00010180990639728993
177112,2023-12-18,2054,TR20RD,TREISBS00012,ISBIR SENTETIK DOKUMA SANAYI,TR,TRY,55101020.0,1.0,36125638.0,0.00010132276235576615
175000,2023-12-18,2054,CN24W1,CNE0000004C0,SHAI.CHLOR-ALKALI CHM. 'B',CN,USD,55201000.0,1.0,175227360.0,0.00010107728330363832
176633,2023-12-18,2054,MY10YJ,MYL7241OO002,NEXTGREEN GLOBAL,MY,MYR,50101010.0,1.0,116696627.0,0.00010053366198952383
176684,2023-12-18,2054,MY70D4,MYL5283OO006,ECO WORLD INTERNATIONAL,MY,MYR,35101010.0,1.0,57060134.0,9.986005096400241e-05
174598,2023-12-18,2054,BR905G,BRBHIAACNOR1,CASAS BAHIA,BR,BRL,40401030.0,1.0,168017711.0,9.978917397172886e-05
175431,2023-12-18,2054,PL90CV,PLAMBRA00013,AMBRA,PL,PLN,45101015.0,1.0,68102013.0,9.9418611580415e-05
175319,2023-12-18,2054,TW19KJ,TW0003645008,TAIMIDE TECH,TW,TWD,10102015.0,1.0,177728174.0,9.85139118056438e-05
175414,2023-12-18,2054,PL00KU,PLSNKTK00019,SYNEKTIK,PL,PLN,20101025.0,1.0,93169312.0,9.848262766189118e-05
177067,2023-12-18,2054,TR30RE,TRABISAS91B7,RAL YATIRIM HOLDING ANONIM SIRKETI,TR,TRY,55101020.0,1.0,63361604.0,9.842585604227958e-05
177309,2023-12-18,2054,TH205H,TH0438010Z02,ITALIAN-THAI DEVELOPMENT,TH,THB,50101010.0,0.3172109,34305187.0,9.842302870337385e-05
175403,2023-12-18,2054,PL909S,PLTSQGM00016,TEN SQUARE GAMES,PL,PLN,40203040.0,1.0,124978374.0,9.800421936354581e-05
177022,2023-12-18,2054,487560,TRATATKS91A5,TAT GIDA,TR,TRY,45102020.0,1.0,91355277.0,9.751534547776489e-05
175407,2023-12-18,2054,PL401F,PLPKPCR00011,PKP CARGO,PL,PLN,50206020.0,1.0,108624956.0,9.741131458242483e-05
177306,2023-12-18,2054,TH40ES,TH0940010Y08,SINGHA ESTATE,TH,THB,35101010.0,0.5482051,37682594.0,9.665484320429766e-05
175413,2023-12-18,2054,PL005F,PLMRBUD00015,MIRBUD,PL,PLN,50101010.0,1.0,94611357.0,9.570729945744839e-05
175433,2023-12-18,2054,PL00HR,PLOPNPL00013,OPONEO PL SERIES A B,PL,PLN,40101010.0,1.0,65247798.0,9.53931598900196e-05
176860,2023-12-18,2054,CN24NS,CNE000000ST8,LU THAI TEX.JOINT STK. 'B',CN,HKD,55101020.0,1.0,94861112.0,9.52275500428191e-05
177037,2023-12-18,2054,ET015,TRESNGY00019,SINPAS GAYMEN.YATOTA.,TR,TRY,35102000.0,1.0,79747779.0,9.456898309535009e-05
177269,2023-12-18,2054,TH506L,TH0137A10Y00,ASIA PLUS GROUP HOLDINGS,TH,THB,30202015.0,0.5388761,81958050.0,9.420513322704037e-05
176634,2023-12-18,2054,MY804W,MYL5072OO003,HIAP TECK VENTURE,MY,MYR,55102010.0,1.0,116306489.0,9.410802472435778e-05
175404,2023-12-18,2054,PL90J2,PLRNBWT00031,RAINBOW TOURS SR.B C2 E,PL,PLN,40501015.0,1.0,120731145.0,9.337112918241888e-05
175006,2023-12-18,2054,CN871F,US06684L1035,BAOZUN ADR,CN,USD,10101020.0,1.0,137818307.0,9.328085402873644e-05
176669,2023-12-18,2054,MY213Q,MYL5142OO004,WASCO,MY,MYR,60101030.0,1.0,77663557.0,9.293232455838713e-05
176677,2023-12-18,2054,MY22NB,MYL5173OO009,SHIN YANG GROUP,MY,MYR,50206030.0,1.0,67253876.0,9.251740015782575e-05
177290,2023-12-18,2054,TH20AM,TH0456010Z04,LPN DEVELOPMENT,TH,THB,35101010.0,0.3780935,53476868.0,9.193194195726236e-05
175011,2023-12-18,2054,CN1S7Z,US65481N1000,NIU TECHNOLOGIES ADR,CN,USD,40203055.0,1.0,103065644.0,9.189146288991403e-05
176655,2023-12-18,2054,MY90A3,MYL5184OO006,CYPARK RESOURCES,MY,MYR,65101010.0,1.0,94268353.0,9.18909410511685e-05
176637,2023-12-18,2054,MY406U,MYL5247OO001,KAREX INDUSTRIES,MY,MYR,45201020.0,1.0,115491383.0,9.088853544587734e-05
175339,2023-12-18,2054,TW091Z,TW0006706005,FITTECH,TW,TWD,10102020.0,1.0,145968270.0,9.019987740140387e-05
