,Date,Index_Symbol,Internal_Number,ISIN,SEDOL,RIC,Instrument_Name,Country,Currency,Exchange,ICB,Shares,Free_Float,Capfactor,Weightfactor,Close_unadjusted_local,FX_local_to_Index_Currency,Mcap_Units_local,Mcap_Units_Index_Currency,Weight,Unnamed: 0,Cutoff,Internal_Number_Cutoff,Shares_Cutoff,Close_unadjusted_local_Cutoff,FX_local_to_Index_Currency_Cutoff,Capfactor_Cutoff,Mcap_Units_Index_Currency_Cutoff,InfoCode
849,2023-09-18,SWESCGV,TH22AO,TH0617A10Z08,6592954,AMATA.BK,AMATA,TH,THB,Stock Exchange of Thailand,35101010,1150000000.0,0.7377,0.6642267,,26.25,0.0279876,14791876105,413989675.0,0.03859,53,2023-08-31,TH22AO,1150000000.0,25.5,0.0285572,0.6642267,410345408.0,45259.0
850,2023-09-18,SWESCGV,TW30B3,TW0002645009,BLNKZ31,2645.TW,EVERGREEN AVIATION TECHNOLOGIES,TW,TWD,Taiwan Stock Exchange,50201010,374570962.0,0.3138,1.0,,112.5,0.0312774,13223291400,413590174.0,0.03855,53,2023-08-31,,,,,,,352430.0
851,2023-09-18,SWESCGV,IN00RW,INE531E01026,B02GZ11,HCPR.BO,HINDUSTAN COPPER,IN,INR,Bombay Stock Exchange,55102040,967024020.0,0.2263,1.0,,157.3,0.0120097,34423144413,413412466.0,0.03854,53,2023-08-31,IN00RW,967024020.0,158.45,0.0120793,1.0,406631603.0,4600.0
852,2023-09-18,SWESCGV,TW30LD,TW0002539004,6018632,2539.TW,SAKURA DEVELOPMENT,TW,TWD,Taiwan Stock Exchange,35101010,854502764.0,0.3741,1.0,,41.3,0.0312774,13202349689,412935166.0,0.03849,53,2023-08-31,,,,,,,45191.0
853,2023-09-18,SWESCGV,KW207P,KW0EQ0100069,6503213,KIBK.KW,KUWAIT INTLBANK,KW,KWD,Kuwait Stock Exchange,30101010,1653765427.0,0.4934,1.0,,0.156,3.2369621,127290986,412036109.0,0.03841,53,2023-08-31,KW207P,1653765427.0,0.161,3.2437241,1.0,402639129.0,9334.0
854,2023-09-18,SWESCGV,TW11PG,TW0006202005,6548980,6202.TW,Holtek,TW,TWD,Taiwan Stock Exchange,10102010,226168250.0,0.9021,1.0,,64.5,0.0312774,13159701381,411601245.0,0.03837,53,2023-08-31,TW11PG,226168250.0,63.0,0.0314007,1.0,403613918.0,10419.0
855,2023-09-18,SWESCGV,PH402C,PHY7318T1017,BFTCYP4,RRHI.PS,ROBINSONS RETAIL HDG.,PH,PHP,Philippine Stock Exchange,45201010,1576489360.0,0.3264,1.0,,45.4,0.0175901,23361302166,410928290.0,0.03831,53,2023-08-31,,,,,,,269547.0
856,2023-09-18,SWESCGV,TH21O1,TH0480B10Z01,BFWRH46,MBK.BK,MBK,TH,THB,Stock Exchange of Thailand,35101010,1939628428.0,0.5066,0.7895776,,18.9,0.0279876,14663591367,410399319.0,0.03826,53,2023-08-31,TH21O1,1939628428.0,18.5,0.0285572,0.8190008,409888477.0,35871.0
857,2023-09-18,SWESCGV,TW14RL,TW0002436003,6947714,2436.TW,Weltrend Semicon,TW,TWD,Taiwan Stock Exchange,10102010,178009961.0,1.0,1.0,,73.7,0.0312774,13119334126,410338665.0,0.03825,53,2023-08-31,TW14RL,178009961.0,71.5,0.0314007,1.0,399659011.0,44442.0
858,2023-09-18,SWESCGV,BR10GJ,BRMYPKACNOR7,B06YX28,MYPK3.SA,IOCHPE MAXION S.A.,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,40101025,153719601.0,0.8774,1.0,,14.74,0.2061784,1988036540,409890164.0,0.03821,53,2023-08-31,BR10GJ,153719601.0,13.89,0.201982,1.0,347297678.0,40.0
859,2023-09-18,SWESCGV,MY22VJ,MYL5199OO004,B5VN637,HIBI.KL,HIBISCUS PETROLEUM,MY,MYR,Bursa Malaysia,60101010,2006803817.0,0.8769,1.0,,1.09,0.2132649,1918145231,409072979.0,0.03813,53,2023-08-31,MY22VJ,2006803817.0,0.955,0.2155163,1.0,362191750.0,254322.0
860,2023-09-18,SWESCGV,KR318N,KR7418550000,BNDS8Q3,418550.KQ,JEIO,KR,KRW,Korea Exchange,50204000,31336273.0,0.6019,1.0,,28700.0,0.0007551,541319396100,408738416.0,0.0381,53,2023-08-31,,,,,,,361310.0
861,2023-09-18,SWESCGV,IN30V3,INE205B01023,B1FVBW3,ELCN.BO,ELECON ENGINEERING,IN,INR,Bombay Stock Exchange,50204000,112199965.0,0.4071,1.0,,744.45,0.0120097,34003949337,408378043.0,0.03807,53,2023-08-31,,,,,,,5411.0
862,2023-09-18,SWESCGV,IN18Q4,INE192B01031,BYSVNL4,WLSP.BO,WELSPUN INDIA,IN,INR,Bombay Stock Exchange,55101020,971808484.0,0.2861,1.0,,122.05,0.0120097,33934099374,407539164.0,0.03799,53,2023-08-31,IN18Q4,988058484.0,124.8,0.0120793,1.0,443869246.0,4628.0
863,2023-09-18,SWESCGV,IN09T7,INE087H01022,B0LNXC0,SRES.BO,SHREE RENUKA SUGARS,IN,INR,Bombay Stock Exchange,45102035,2128489773.0,0.2945,1.0,,54.05,0.0120097,33880714864,406898046.0,0.03793,53,2023-08-31,IN09T7,2128489773.0,46.6,0.0120793,1.0,352845299.0,28459.0
864,2023-09-18,SWESCGV,CN89YE,HK0405033157,B0TLGM7,0405.HK,YUEXIU REAL ESTATE INV. TST.,CN,HKD,Stock Exchange of Hong Kong,35102030,4833663307.0,0.4792,1.0,,1.37,0.1278756,3173319296,405790174.0,0.03783,53,2023-08-31,CN89YE,4833663307.0,1.47,0.1275224,1.0,407748985.0,28309.0
865,2023-09-18,SWESCGV,TW08KH,TW0009907006,6897864,9907.TW,Ton Yi Ind,TW,TWD,Taiwan Stock Exchange,50203030,1579145300.0,0.4884,1.0,,16.8,0.0312774,12957076692,405263655.0,0.03778,53,2023-08-31,TW08KH,1579145300.0,17.4,0.0314007,1.0,421391976.0,35665.0
866,2023-09-18,SWESCGV,SA2059,SA0007870070,B128FS1,4050.SE,SAUDI AUTOMOTIVE SERVICES,SA,SAR,Saudi Stock Exchange,40101010,60000000.0,0.8239,0.5074645,,60.6,0.2666176,1520211606,405315206.0,0.03778,53,2023-08-31,SA2059,60000000.0,67.0,0.2666217,0.4847676,428084555.0,1512.0
867,2023-09-18,SWESCGV,IN05DN,INE383A01012,6150062,ICMN.BO,India Cements,IN,INR,Bombay Stock Exchange,50101030,309896036.0,0.4456,1.0,,244.35,0.0120097,33742211842,405234656.0,0.03777,53,2023-08-31,IN05DN,309896036.0,238.0,0.0120793,1.0,396990136.0,26566.0
868,2023-09-18,SWESCGV,TH12BO,TH0658A10Y09,BMCBPP4,BYD.BK,BEYOND SECURITIES,TH,THB,Stock Exchange of Thailand,30202015,4248945098.0,0.7578,0.6466086,,6.95,0.0279876,14469782444,404975066.0,0.03775,53,2023-08-31,TH12BO,4192742195.0,9.15,0.0285572,0.6466086,536822637.0,3987.0
869,2023-09-18,SWESCGV,TW04ZS,TW0002820008,6198954,2820.TW,China Bills Fin,TW,TWD,Taiwan Stock Exchange,30202015,1342960000.0,0.6589,1.0,,14.6,0.0312774,12919194622,404078782.0,0.03767,53,2023-08-31,TW04ZS,1342960000.0,14.65,0.0314007,1.0,407060993.0,2322.0
870,2023-09-18,SWESCGV,KR05FV,KR7039130000,6311632,039130.KS,Hana Tour Servic,KR,KRW,Korea Exchange,40501015,16039185.0,0.6846,1.0,,48700.0,0.0007551,534746746200,403775559.0,0.03764,53,2023-08-31,KR05FV,16039185.0,48650.0,0.0007566,1.0,453528252.0,18642.0
871,2023-09-18,SWESCGV,KR1B8V,KR7222080004,BYZYM86,222080.KQ,CREATIVE & INNOVATIVE SYSTEM,KR,KRW,Korea Exchange,50204000,67223957.0,0.7734,1.0,,10280.0,0.0007551,534467562240,403564756.0,0.03762,53,2023-08-31,KR1B8V,66941760.0,11220.0,0.0007566,1.0,438931908.0,285089.0
872,2023-09-18,SWESCGV,TW307Z,TW0003682001,B6RN4B2,3682.TW,ASIA PACIFIC TELECOM,TW,TWD,Taiwan Stock Exchange,15102015,4317196399.0,0.4637,1.0,,6.44,0.0312774,12892132767,403232482.0,0.03759,53,2023-08-31,TW307Z,4317196399.0,6.23,0.0314007,1.0,391621154.0,258629.0
873,2023-09-18,SWESCGV,CN10AA,BMG8162K1137,B4X3RF7,0460.HK,SIHUAN PHARM HLDG GRP,CN,HKD,Stock Exchange of Hong Kong,20103015,9329999206.0,0.5198,1.0,,0.65,0.1278756,3152326832,403105976.0,0.03758,53,2023-08-31,CN10AA,9329999206.0,0.64,0.1275224,1.0,395808097.0,243029.0
874,2023-09-18,SWESCGV,TW00YN,TW0001104008,6918549,1104.TW,Universal Cement,TW,TWD,Taiwan Stock Exchange,50101030,673217467.0,0.7153,1.0,,26.75,0.0312774,12881528145,402900733.0,0.03756,53,2023-08-31,TW00YN,673217466.0,28.05,0.0314007,1.0,429067937.0,41440.0
875,2023-09-18,SWESCGV,IN80R4,INE665A01038,BJS6GL5,SWAN.BO,SWAN ENERGY,IN,INR,Bombay Stock Exchange,55101020,263917000.0,0.4355,1.0,,291.8,0.0120097,33538282197,402785515.0,0.03755,53,2023-08-31,IN80R4,263917000.0,304.95,0.0120793,1.0,422986639.0,5283.0
876,2023-09-18,SWESCGV,IN60OZ,INE095N01031,BDT5493,NBCC.BO,NBCC (INDIA),IN,INR,Bombay Stock Exchange,50101015,1800000000.0,0.317,1.0,,58.7,0.0120097,33494220000,402256338.0,0.0375,53,2023-08-31,IN60OZ,1800000000.0,51.47,0.0120793,1.0,354754174.0,260789.0
877,2023-09-18,SWESCGV,IN60X8,INE483S01020,BF07072,IFIB.BO,INFIBEAM AVENUES,IN,INR,Bombay Stock Exchange,40201070,2683374886.0,0.7088,1.0,,17.61,0.0120097,33493799456,402251212.0,0.0375,53,2023-08-31,IN60X8,2677781182.0,14.61,0.0120793,1.0,334674645.0,293076.0
878,2023-09-18,SWESCGV,CN26AH,BMG8165U1009,6162692,0934.HK,SINOPEC KANTONS HOLDINGS,CN,HKD,Stock Exchange of Hong Kong,60101035,2486160000.0,0.3967,1.0,,3.19,0.1278756,3146168354,402318201.0,0.0375,53,2023-08-31,CN26AH,2486160000.0,3.08,0.1275224,1.0,387372324.0,39120.0
879,2023-09-18,SWESCGV,KR710J,KR7272290008,BF2NNZ7,272290.KQ,INNOX ADVANCED MATERIALS,KR,KRW,Korea Exchange,10102010,20201658.0,0.7605,1.0,,34650.0,0.0007551,532340458650,401958620.0,0.03747,53,2023-08-31,KR710J,20125658.0,38050.0,0.0007566,1.0,440103283.0,298547.0
880,2023-09-18,SWESCGV,SA21AF,SA0007879527,B137WH5,3080.SE,EASTERN PROVINCE CEMENT,SA,SAR,Saudi Stock Exchange,50101030,86000000.0,0.7277,0.5968119,,40.35,0.2666176,1507064498,401809955.0,0.03746,53,2023-08-31,SA21AF,86000000.0,42.5,0.2666217,0.5969493,423323738.0,42406.0
881,2023-09-18,SWESCGV,TW04A3,TW0002520004,6491329,2520.TW,KINDOM DEVELOPMENT,TW,TWD,Taiwan Stock Exchange,35101010,554170100.0,0.6892,1.0,,33.6,0.0312774,12832983509,401382381.0,0.03742,53,2023-08-31,TW04A3,554170100.0,32.45,0.0314007,1.0,389172676.0,26973.0
882,2023-09-18,SWESCGV,ID0151,ID1000126907,B9DG2Q7,JPFA.JK,JAPFA COMFEED INDONESIA,ID,IDR,Indonesia Stock Exchange,45102010,11726575201.0,0.4457,1.0,,1180.0,6.5e-05,6167310789060,400960394.0,0.03738,53,2023-08-31,ID0151,11726575201.0,1290.0,6.57e-05,1.0,442719882.0,35005.0
883,2023-09-18,SWESCGV,IN10JP,INE498B01024,B097TX7,SHOP.BO,Shoppers Stop,IN,INR,Bombay Stock Exchange,40401010,109788373.0,0.4318,1.0,,704.4,0.0120097,33393222424,401043389.0,0.03738,53,2023-08-31,IN10JP,109661266.0,727.6,0.0120793,1.0,415398359.0,24340.0
884,2023-09-18,SWESCGV,IN80O1,INE602A01031,BNHWKG5,PCBL.BO,PCBL,IN,INR,Bombay Stock Exchange,55201020,377462604.0,0.5339,1.0,,165.5,0.0120097,33352765502,400557504.0,0.03734,53,2023-08-31,IN80O1,377462604.0,174.2,0.0120793,1.0,424056352.0,5479.0
885,2023-09-18,SWESCGV,KR50P5,KR7025980004,6235936,025980.KQ,ANANTI,KR,KRW,Korea Exchange,40501030,87629522.0,0.7631,1.0,,7930.0,0.0007551,530279797840,400402661.0,0.03732,53,2023-08-31,KR50P5,87519529.0,8180.0,0.0007566,1.0,413174838.0,19890.0
886,2023-09-18,SWESCGV,IN20FM,INE425B01027,B88SZ73,BRIH.BO,BRIGHTCOM GROUP,IN,INR,Bombay Stock Exchange,10101020,2018520573.0,0.8968,1.0,,18.4,0.0120097,33307850200,400018049.0,0.03729,53,2023-08-31,IN20FM,2017921873.0,16.92,0.0120793,1.0,369863908.0,252687.0
887,2023-09-18,SWESCGV,KR06CT,KR7073240004,B064SH8,073240.KS,Kumho Tire,KR,KRW,Korea Exchange,40101015,287260287.0,0.3981,1.0,,4610.0,0.0007551,527191855200,398071021.0,0.03711,53,2023-08-31,KR06CT,287260287.0,4945.0,0.0007566,1.0,427857315.0,22859.0
888,2023-09-18,SWESCGV,TH12ER,TH0920010Z09,B1DRJN0,FORTH.BK,FORTH,TH,THB,Stock Exchange of Thailand,15101010,935374700.0,0.4945,0.9908999,,31.0,0.0279876,14208341704,397657934.0,0.03707,53,2023-08-31,TH12ER,935374700.0,35.0,0.0285572,0.9908999,458105124.0,32451.0
889,2023-09-18,SWESCGV,PH04KU,PHY594811127,6563648,MEG.PS,Megaworld Corp,PH,PHP,Philippine Stock Exchange,35101010,32370865872.0,0.3489,1.0,,2.0,0.0175901,22588390206,397333172.0,0.03704,53,2023-08-31,PH04KU,32370865872.0,1.99,0.0176616,1.0,398999329.0,2134.0
890,2023-09-18,SWESCGV,TW11D4,TW0008070004,6698636,8070.TW,Chang Wah Elec,TW,TWD,Taiwan Stock Exchange,10102010,689419426.0,0.5674,1.0,,32.45,0.0312774,12693680086,397025298.0,0.03701,53,2023-08-31,TW11D4,689419426.0,30.45,0.0314007,1.0,374023959.0,13999.0
891,2023-09-18,SWESCGV,CN2DFT,VGG0542G1028,BGSZJN4,1675.HK,ASIAINFO TECHNOLOGIES,CN,HKD,Stock Exchange of Hong Kong,10101015,935290912.0,0.36,1.0,,9.21,0.1278756,3101050545,396548775.0,0.03696,53,2023-08-31,CN2DFT,935247605.0,9.57,0.1275224,1.0,410891956.0,314123.0
892,2023-09-18,SWESCGV,MY22OC,MYL5176TO001,B62QFR9,SUNW.KL,SUNWAY RLST.INV.TRUST,MY,MYR,Bursa Malaysia,35102045,3424807700.0,0.3691,1.0,,1.47,0.2132649,1858221887,396293501.0,0.03694,53,2023-08-31,MY22OC,3424807700.0,1.49,0.2155163,1.0,406805608.0,234915.0
893,2023-09-18,SWESCGV,TW072Y,TW0003703005,B58DQK7,3703.TW,Continental Hold,TW,TWD,Taiwan Stock Exchange,50101010,823215980.0,0.5682,1.0,,27.0,0.0312774,12629285640,395011219.0,0.03682,53,2023-08-31,TW072Y,823215980.0,26.6,0.0314007,1.0,390693266.0,230385.0
894,2023-09-18,SWESCGV,TH30ER,THB056010002,BN72NP5,ITC.BK,I-TAIL,TH,THB,Stock Exchange of Thailand,45102020,3000000000.0,0.2218,1.0,,21.2,0.0279876,14106480000,394807039.0,0.0368,53,2023-08-31,,,,,,,359945.0
895,2023-09-18,SWESCGV,KR305J,KR7099190001,B94K2F7,099190.KQ,I-SENS,KR,KRW,Korea Exchange,20102010,27518273.0,0.6547,1.0,,29000.0,0.0007551,522470177000,394505796.0,0.03677,53,2023-08-31,KR305J,27485273.0,33250.0,0.0007566,1.0,452411387.0,265361.0
896,2023-09-18,SWESCGV,IN071D,INE271B01025,B12G541,MHSM.BO,Mah Seamless,IN,INR,Bombay Stock Exchange,55102010,133999252.0,0.4286,1.0,,571.4,0.0120097,32816689941,394119392.0,0.03674,53,2023-08-31,IN071D,133999252.0,538.2,0.0120793,1.0,373370325.0,4563.0
897,2023-09-18,SWESCGV,TW01PF,TW0001710002,6661519,1710.TW,Oriental Union,TW,TWD,Taiwan Stock Exchange,55201000,885703029.0,0.7,1.0,,20.25,0.0312774,12554840430,392682797.0,0.0366,53,2023-08-31,TW01PF,885703029.0,20.25,0.0314007,1.0,394230732.0,41416.0
898,2023-09-18,SWESCGV,ZA00W5,ZAE000058723,6267780,DRDJ.J,DRD GOLD,ZA,ZAR,Johannesburg Stock Exchange,55103025,864588711.0,0.499,1.0,,17.28,0.0526074,7455106374,392193516.0,0.03656,53,2023-08-31,ZA00W5,864588711.0,19.12,0.0528123,1.0,435645051.0,48197.0
899,2023-09-18,SWESCGV,TW05LF,TW0002913001,6871073,2913.TW,Taiwan Tea Corp,TW,TWD,Taiwan Stock Exchange,45101020,790000000.0,0.7212,1.0,,22.0,0.0312774,12534456000,392045194.0,0.03654,53,2023-08-31,TW05LF,790000000.0,23.05,0.0314007,1.0,414090999.0,40397.0
900,2023-09-18,SWESCGV,IN826L,INE142Z01019,BFXXQQ8,ONTE.BO,ORIENT ELECTRIC,IN,INR,Bombay Stock Exchange,40202020,213365899.0,0.6935,1.0,,220.5,0.0120097,32627219846,391843899.0,0.03653,53,2023-08-31,IN826L,213365899.0,238.0,0.0120793,1.0,425392656.0,306287.0
901,2023-09-18,SWESCGV,TW11OF,TW0008213000,B02QXR3,8213.TW,Taiwan PCB Tech,TW,TWD,Taiwan Stock Exchange,10102015,271242488.0,1.0,1.0,,46.15,0.0312774,12517840821,391525512.0,0.0365,53,2023-08-31,TW11OF,271242488.0,44.4,0.0314007,1.0,378163808.0,218265.0
902,2023-09-18,SWESCGV,B0YBSZ,TREREYS00015,B0YBSZ9,RYSAS.IS,REYSAS LOGISTICS,TR,TRY,Istanbul Stock Exchange,50206060,500000000.0,0.5751,1.0,,36.72,0.0370138,10558836000,390822375.0,0.03643,53,2023-08-31,B0YBSZ,500000000.0,40.98,0.0375128,1.0,452727870.0,29195.0
903,2023-09-18,SWESCGV,401224,TRAAKSAW91E1,B03MNB4,AKSA.IS,AKSA AKRILIK KIMYAI,TR,TRY,Istanbul Stock Exchange,55101020,323750000.0,0.3889,1.0,,83.85,0.0370138,10557249544,390763642.0,0.03643,53,2023-08-31,401224,323750000.0,80.25,0.0375128,1.0,379029269.0,23906.0
904,2023-09-18,SWESCGV,CN91MV,HK0000145638,B7TWG07,3613.HK,BEIJING TGRT.CHS.MDCIN.,CN,HKD,Stock Exchange of Hong Kong,20103015,837100000.0,0.2833,1.0,,12.88,0.1278756,3054497538,390595770.0,0.03641,53,2023-08-31,CN91MV,837100000.0,14.24,0.1275224,1.0,430646090.0,266711.0
905,2023-09-18,SWESCGV,KR077P,KR7114090004,B4347P0,114090.KS,GKL,KR,KRW,Korea Exchange,40501020,61855670.0,0.4904,1.0,,17050.0,0.0007551,517195058050,390522656.0,0.0364,53,2023-08-31,KR077P,61855670.0,16170.0,0.0007566,1.0,371111916.0,216573.0
906,2023-09-18,SWESCGV,KR08GZ,KR7100090000,B3CBLB9,100090.KS,SK OCEANPLANT,KR,KRW,Korea Exchange,50206030,53235012.0,0.4689,1.0,,20700.0,0.0007551,516711267900,390157365.0,0.03637,53,2023-08-31,KR08GZ,53235012.0,21600.0,0.0007566,1.0,407939954.0,153261.0
907,2023-09-18,SWESCGV,TH204G,TH0420010Y01,BYYH5C1,BCP.BK,BANGCHAK CORP,TH,THB,Stock Exchange of Thailand,60101020,1376923157.0,0.8491,0.2944294,,40.5,0.0279876,13941347167,390185364.0,0.03637,53,2023-08-31,TH204G,1376923157.0,38.75,0.0285572,0.2920902,380922697.0,2206.0
908,2023-09-18,SWESCGV,KR82YJ,KR7293940003,BG0WBV5,293940.KS,SHINHAN ALPHA REIT,KR,KRW,Korea Exchange,35102040,89136246.0,0.9321,1.0,,6220.0,0.0007551,516781826900,390210641.0,0.03637,53,2023-08-31,KR82YJ,88100123.0,6220.0,0.0007566,1.0,386119210.0,308125.0
909,2023-09-18,SWESCGV,ID20NK,ID1000115702,B3Z3L12,BJBR.JK,BANK PMBGN.DJB.DAN BAT.,ID,IDR,Indonesia Stock Exchange,30101010,10416229249.0,0.4878,1.0,,1175.0,6.5e-05,5970218037900,388146485.0,0.03618,53,2023-08-31,ID20NK,10521443686.0,1185.0,6.57e-05,1.0,399356648.0,234935.0
910,2023-09-18,SWESCGV,TW1APP,KYG898431096,B5T7VM5,3673.TW,TPK HOLDING,TW,TWD,Taiwan Stock Exchange,10102015,406663759.0,0.8811,1.0,,34.6,0.0312774,12397575755,387763957.0,0.03615,53,2023-08-31,TW1APP,406663759.0,34.65,0.0314007,1.0,389855063.0,243047.0
911,2023-09-18,SWESCGV,KR51TA,KR7085620003,BYW7G64,085620.KS,MIRAE ASSET LIFE INSUR,KR,KRW,Korea Exchange,30301010,177016189.0,0.6248,1.0,,4640.0,0.0007551,513182677600,387493003.0,0.03612,53,2023-08-31,KR51TA,177016189.0,4005.0,0.0007566,1.0,335136270.0,284144.0
912,2023-09-18,SWESCGV,BR10Z2,BRPETZACNOR2,BN6KT07,PETZ3.SA,PET CENTER COM. E PARTICIP. ON,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,40401030,462471262.0,0.7353,1.0,,5.51,0.2061784,1873703706,386317203.0,0.03601,53,2023-08-31,BR10Z2,462471262.0,5.48,0.201982,1.0,376393885.0,329588.0
913,2023-09-18,SWESCGV,BR307C,BRALPAACNPR7,B07C796,ALPA4.SA,ALPARGATAS PREF,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,40204020,343551533.0,0.6649,1.0,,8.19,0.2061784,1870820521,385722760.0,0.03596,53,2023-08-31,BR307C,343551533.0,8.41,0.201982,1.0,387088771.0,27745.0
914,2023-09-18,SWESCGV,TW30IA,TW0001514008,6020057,1514.TW,ALLIS ELECTRIC,TW,TWD,Taiwan Stock Exchange,50204000,246935295.0,1.0,1.0,,49.9,0.0312774,12322071221,385402360.0,0.03593,53,2023-08-31,,,,,,,31730.0
915,2023-09-18,SWESCGV,CN1KFZ,US36257Y1091,BK1VBN1,GOTU.N,GAOTU TECHEDU 3 ADR,CN,USD,NYSE,40201010,149389165.0,1.0,1.0,,2.58,1.0,385424046,385424046.0,0.03593,53,2023-08-31,CN1KFZ,149381696.0,2.88,1.0,1.0,430219284.0,317812.0
916,2023-09-18,SWESCGV,ZA20GR,ZAE000005153,6211301,OMNJ.J,OMNIA,ZA,ZAR,Johannesburg Stock Exchange,55201000,169052173.0,0.747,1.0,,58.0,0.0526074,7324354434,385315017.0,0.03592,53,2023-08-31,ZA20GR,169052173.0,54.38,0.0528123,1.0,362673101.0,26705.0
917,2023-09-18,SWESCGV,PH192,KYG884931042,B51BL70,1361.HK,361 DEGREES INTL.,CN,HKD,Stock Exchange of Hong Kong,40204020,2067682000.0,0.3469,1.0,,4.2,0.1278756,3012571321,385234423.0,0.03591,53,2023-08-31,PH192,2067682000.0,4.12,0.1275224,1.0,376852947.0,213334.0
918,2023-09-18,SWESCGV,486998,TRATSKBW91N0,B03MY88,TSKB.IS,T.S.K.B.,TR,TRY,Istanbul Stock Exchange,30101010,2800000000.0,0.5232,1.0,,7.1,0.0370138,10401216000,384988265.0,0.03589,53,2023-08-31,486998,2800000000.0,7.11,0.0375128,1.0,390728711.0,35739.0
919,2023-09-18,SWESCGV,TR015Q,TREPEGY00022,BDT8SW3,PEKGY.IS,PEKER GAYRIMENKUL YATIRIM ORT.,TR,TRY,Istanbul Stock Exchange,35101010,669833747.0,0.61,1.0,,25.38,0.0370138,10370232113,383841434.0,0.03578,53,2023-08-31,TR015Q,669833747.0,20.4,0.0375128,1.0,312684971.0,304449.0
920,2023-09-18,SWESCGV,KR16TB,KR7001060003,6192978,001060.KS,JW PHARMACEUTICAL,KR,KRW,Korea Exchange,20103015,22835036.0,0.5424,1.0,,41000.0,0.0007551,507814684000,383439732.0,0.03574,53,2023-08-31,KR16TB,22835036.0,46050.0,0.0007566,1.0,431534894.0,41532.0
921,2023-09-18,SWESCGV,CN2DBP,KYG6981F1090,BMT7V13,9996.HK,PEIJIA MEDICAL,CN,HKD,Stock Exchange of Hong Kong,20102010,678856808.0,0.6251,1.0,,7.06,0.1278756,2995934940,383107047.0,0.03571,53,2023-08-31,CN2DBP,677654028.0,7.26,0.1275224,1.0,391799335.0,325698.0
922,2023-09-18,SWESCGV,CN2D1F,KYG4469K1040,BPF0N66,9869.HK,HELENS INTERNATIONAL HOLDINGS,CN,HKD,Stock Exchange of Hong Kong,40501040,1266901524.0,0.3204,1.0,,7.38,0.1278756,2995654530,383071191.0,0.03571,53,2023-08-31,CN2D1F,1266901524.0,7.9,0.1275224,1.0,408930103.0,344099.0
923,2023-09-18,SWESCGV,TR20UG,TRESMAR00026,BMZQD18,SMRTG.IS,SMRT.GUNES ENERJISI TEKNOLOJIL,TR,TRY,Istanbul Stock Exchange,60102020,605880000.0,0.2497,1.0,,68.4,0.0370138,10348115342,383022796.0,0.0357,53,2023-08-31,TR20UG,605880000.0,75.8,0.0375128,1.0,430184090.0,353363.0
924,2023-09-18,SWESCGV,ID5066,ID1000095409,6653334,SMSM.JK,SELAMAT SEMPURNA,ID,IDR,Indonesia Stock Exchange,40101025,5758675440.0,0.4946,1.0,,2060.0,6.5e-05,5867376198380,381460343.0,0.03556,53,2023-08-31,ID5066,5758675440.0,2040.0,6.57e-05,1.0,381533258.0,43937.0
925,2023-09-18,SWESCGV,MY22XL,MYL1171OO007,6556789,MBSS.KL,MALAYSIA BUILDING SOC.,MY,MYR,Bursa Malaysia,30101010,7171483803.0,0.3413,1.0,,0.73,0.2132649,1786768018,381054959.0,0.03552,53,2023-08-31,MY22XL,7171483803.0,0.735,0.2155163,1.0,387715198.0,40656.0
926,2023-09-18,SWESCGV,ZA20NY,ZAE000079711,B12W5L6,JSEJ.J,JSE,ZA,ZAR,Johannesburg Stock Exchange,30202015,86877600.0,0.8671,1.0,,96.13,0.0526074,7241623536,380962763.0,0.03551,53,2023-08-31,ZA20NY,86877600.0,96.21,0.0528123,1.0,382764799.0,31207.0
927,2023-09-18,SWESCGV,MY23J8,MYL7153OO009,B0DD1H9,KRIB.KL,KOSSAN RUBBER,MY,MYR,Bursa Malaysia,20102015,2557871616.0,0.5093,1.0,,1.37,0.2132649,1784731899,380620653.0,0.03548,53,2023-08-31,MY23J8,2557871616.0,1.29,0.2155163,1.0,363529396.0,41882.0
928,2023-09-18,SWESCGV,TR30D0,TREALFS00023,BQWN611,ALFAS.IS,ALFA SOLAR ENERJI SANAYI VE TICARET AS,TR,TRY,Istanbul Stock Exchange,60102020,368000000.0,0.2,1.0,,139.6,0.0370138,10274560000,380300238.0,0.03545,53,2023-08-31,,,,,,,359337.0
929,2023-09-18,SWESCGV,KR502I,KR7213420003,BV0M068,213420.KQ,DUK SAN NEOLUX,KR,KRW,Korea Exchange,55201020,24831179.0,0.4494,1.0,,45100.0,0.0007551,503276853200,380013325.0,0.03542,53,2023-08-31,KR502I,24831179.0,42750.0,0.0007566,1.0,360937021.0,280734.0
930,2023-09-18,SWESCGV,IN051B,INE549A01026,B0NSG79,HCNS.BO,HINDUSTAN CONSTRUCTION,IN,INR,Bombay Stock Exchange,50101010,1513028244.0,0.8572,1.0,,24.36,0.0120097,31594135876,379436882.0,0.03537,53,2023-08-31,IN051B,1513028244.0,28.87,0.0120793,1.0,412031834.0,5674.0
