,Date,Index_Symbol,Internal_Number,ISIN,SEDOL,RIC,Instrument_Name,Country,Currency,Exchange,ICB,Shares,Free_Float,Capfactor,Weightfactor,Close_unadjusted_local,FX_local_to_Index_Currency,Mcap_Units_local,Mcap_Units_Index_Currency,Weight,Unnamed: 0,Cutoff,Internal_Number_Cutoff,Shares_Cutoff,Close_unadjusted_local_Cutoff,FX_local_to_Index_Currency_Cutoff,Capfactor_Cutoff,Mcap_Units_Index_Currency_Cutoff,InfoCode
0,2023-09-18,SWESCGV,MX406T,MX01VE0M0003,B8F6ZF8,VESTA.MX,VESTA,MX,MXN,Mexican Stock Exchange,35101010,841986436.0,1.0,1.0,,61.45,0.0582844,51740066492,3015638075.0,0.28111,53,2023-08-31,MX406T,698236437.0,63.04,0.0594115,1.0,2615106324.0,262359.0
1,2023-09-18,SWESCGV,IN0B9P,INE256A01028,6188535,ZEE.BO,Zee Entrtainment,IN,INR,Bombay Stock Exchange,40301035,960519420.0,0.9488,1.0,,269.45,0.0120097,245560785566,2949117230.0,0.27491,53,2023-08-31,IN0B9P,960519420.0,262.25,0.0120793,1.0,2731457392.0,5401.0
2,2023-09-18,SWESCGV,BR02Y2,BREMBRACNOR4,B16FPG6,EMBR3.SA,Embraer,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,50201010,740465044.0,0.9463,1.0,,17.95,0.2061784,12577602174,2593229696.0,0.24173,53,2023-08-31,BR02Y2,740465044.0,19.49,0.201982,1.0,2758404304.0,30.0
3,2023-09-18,SWESCGV,TW11B2,TW0001477008,6580432,1477.TW,Makalot,TW,TWD,Taiwan Stock Exchange,40204020,241856581.0,1.0,1.0,,326.0,0.0312774,78845245406,2466074303.0,0.22988,53,2023-08-31,TW11B2,241856581.0,334.5,0.0314007,1.0,2540348459.0,11057.0
4,2023-09-18,SWESCGV,MX109T,US92837L1098,BJ84772,VIST.N,VISTA ENERGY ADR,MX,USD,NYSE,60101010,92858055.0,0.9429,1.0,,27.93,1.0,2445435170,2445435171.0,0.22795,53,2023-08-31,MX109T,92858055.0,26.8,1.0,1.0,2488595874.0,318525.0
5,2023-09-18,SWESCGV,TW18VT,TW0003023008,6349354,3023.TW,SINBON Elec,TW,TWD,Taiwan Stock Exchange,50202010,239056037.0,1.0,1.0,,308.0,0.0312774,73629259396,2302931822.0,0.21467,53,2023-08-31,TW18VT,239056037.0,310.0,0.0314007,1.0,2327022981.0,9946.0
6,2023-09-18,SWESCGV,BR906H,BRALSOACNOR5,BJVHGR1,ALSO3.SA,ALIANSCE SONAE SHOPPING CENTER,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,35101010,573936909.0,0.8139,1.0,,23.47,0.2061784,10963476558,2260431894.0,0.21071,53,2023-08-31,BR906H,592473674.0,22.77,0.201982,1.0,2217766505.0,248825.0
7,2023-09-18,SWESCGV,TW02OF,TW0002313004,6215273,2313.TW,Compeq Mftg,TW,TWD,Taiwan Stock Exchange,10102015,1191820589.0,1.0,1.0,,57.6,0.0312774,68648865926,2147158111.0,0.20015,53,2023-08-31,TW02OF,1191820589.0,45.3,0.0314007,1.0,1695306985.0,35658.0
8,2023-09-18,SWESCGV,IN811F,INE878B01027,B1L9PJ6,KEIN.BO,KEI INDUSTRIES,IN,INR,Bombay Stock Exchange,50202010,90192438.0,0.74,1.0,,2629.8,0.0120097,175519174039,2107936842.0,0.19649,53,2023-08-31,IN811F,90192438.0,2698.6,0.0120793,1.0,2175614401.0,30358.0
9,2023-09-18,SWESCGV,IN047G,INE061F01013,B1XC098,FOHE.BO,Fortis Healthcar,IN,INR,Bombay Stock Exchange,20101010,754958148.0,0.6883,1.0,,327.0,0.0120097,169921525611,2040710652.0,0.19023,53,2023-08-31,IN047G,754958148.0,331.9,0.0120793,1.0,2083288726.0,74883.0
10,2023-09-18,SWESCGV,IN05GQ,INE043D01016,B0C5QR1,IDFC.BO,IDFC,IN,INR,Bombay Stock Exchange,30202010,1599984436.0,0.8366,1.0,,125.8,0.0120097,168389209958,2022307964.0,0.18851,53,2023-08-31,IN05GQ,1599984436.0,121.9,0.0120793,1.0,1970964916.0,24844.0
11,2023-09-18,SWESCGV,IN70CO,INE947Q01028,BMZ1CH2,LAUL.BO,LAURUS LABS,IN,INR,Bombay Stock Exchange,20103015,538650925.0,0.7696,1.0,,394.85,0.0120097,163683390177,1965792330.0,0.18324,53,2023-08-31,IN70CO,538650925.0,399.7,0.0120793,1.0,2001465816.0,294681.0
12,2023-09-18,SWESCGV,IN60GR,INE048G01026,BF1BKG2,NAFL.BO,NAVIN FLUORINE INTL.,IN,INR,Bombay Stock Exchange,55201020,49562720.0,0.7119,1.0,,4498.6,0.0120097,158727252820,1906270518.0,0.1777,53,2023-08-31,IN60GR,49562250.0,4603.3,0.0120793,1.0,2121484010.0,13489.0
13,2023-09-18,SWESCGV,BR02JN,BRCPLEACNPB9,2200154,CPLE6.SA,COPEL - CIA PR DE ENERGIA,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,65101010,1679335290.0,0.6192,1.0,,8.88,0.2061784,9233818379,1903813803.0,0.17747,53,2023-08-31,BR02JN,1679335290.0,8.66,0.201982,1.0,1819152362.0,44790.0
14,2023-09-18,SWESCGV,TW07VR,TW0006176001,6520278,6176.TW,Radiant,TW,TWD,Taiwan Stock Exchange,10102015,465027263.0,1.0,1.0,,129.0,0.0312774,59988516927,1876284839.0,0.1749,53,2023-08-31,TW07VR,465027263.0,119.5,0.0314007,1.0,1744960443.0,7164.0
15,2023-09-18,SWESCGV,IN10U0,INE120A01034,B6X5768,CRBR.BO,Carborundum Univ,IN,INR,Bombay Stock Exchange,55101000,189957262.0,0.69,1.0,,1185.9,0.0120097,155436518995,1866749691.0,0.17401,53,2023-08-31,IN10U0,189943974.0,1138.15,0.0120793,1.0,1801576591.0,31746.0
16,2023-09-18,SWESCGV,MX302O,MXP001391012,2563017,ALSEA.MX,ALSEA,MX,MXN,Mexican Stock Exchange,40501040,815072646.0,0.6301,1.0,,60.52,0.0582844,31081696622,1811577635.0,0.16887,53,2023-08-31,MX302O,815072646.0,60.22,0.0594115,1.0,1837165386.0,39876.0
17,2023-09-18,SWESCGV,IN05PZ,INE136B01020,B19HGC2,CYIE.BO,Cyient Ltd,IN,INR,Bombay Stock Exchange,10101010,110607559.0,0.8083,1.0,,1674.3,0.0120097,149689267887,1797726792.0,0.16758,53,2023-08-31,IN05PZ,110575006.0,1636.6,0.0120793,1.0,1770841594.0,38856.0
18,2023-09-18,SWESCGV,BR00FH,BRBRFSACNOR8,2036995,BRFS3.SA,BRF SA,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,45102020,1682473246.0,0.5413,1.0,,9.35,0.2061784,8515257881,1755662118.0,0.16366,53,2023-08-31,BR00FH,1082473246.0,9.04,0.201982,1.0,1094984671.0,55.0
19,2023-09-18,SWESCGV,MX024P,MX01PI000005,2393388,PINFRA.MX,Promotora y Opr,MX,MXN,Mexican Stock Exchange,50101010,380123523.0,0.4959,0.9881024,,161.72,0.0582844,30122051080,1755645271.0,0.16365,53,2023-08-31,MX024P,380123523.0,162.83,0.0594115,0.9879032,1801880037.0,28336.0
20,2023-09-18,SWESCGV,TW04YR,TW0002812005,6869971,2812.TW,Taichung Comm Bk,TW,TWD,Taiwan Stock Exchange,30101010,5226095343.0,0.7187,1.0,,14.9,0.0312774,55964321373,1750418616.0,0.16317,53,2023-08-31,TW04YR,5226095342.0,14.75,0.0314007,1.0,1766979517.0,41432.0
21,2023-09-18,SWESCGV,IN08AN,INE140A01024,B058J56,PIRA.BO,PIRAMAL ENTERPRISES,IN,INR,Bombay Stock Exchange,30201020,238663700.0,0.563,1.0,,1082.6,0.0120097,145466431964,1747011700.0,0.16285,53,2023-08-31,IN08AN,238663700.0,1054.3,0.0120793,1.0,1711199063.0,2406.0
22,2023-09-18,SWESCGV,KR22WB,KR7328130000,BNRKTL7,328130.KQ,LUNIT,KR,KRW,Korea Exchange,20101025,12340654.0,0.8024,1.0,,228000.0,0.0007551,2257688148000,1704730838.0,0.15891,53,2023-08-31,KR22WB,12340654.0,172500.0,0.0007566,1.0,1292358780.0,356413.0
23,2023-09-18,SWESCGV,AE301S,AEE01110S227,BJN5952,SALIK.DU,SALIK COMPANY,AE,AED,Dubai Financial Market,50206060,7500000000.0,0.25,1.0,,3.3,0.2722613,6187500000,1684617000.0,0.15703,53,2023-08-31,AE301S,7500000000.0,3.35,0.272253,1.0,1703248706.0,358090.0
24,2023-09-18,SWESCGV,IN06S3,INE115A01026,6101026,LICH.BO,LIC Housing,IN,INR,Bombay Stock Exchange,30201025,550063000.0,0.5476,1.0,,455.6,0.0120097,137233325744,1648134378.0,0.15363,53,2023-08-31,IN06S3,550063000.0,423.65,0.0120793,1.0,1541432968.0,43221.0
25,2023-09-18,SWESCGV,ZA00MV,ZAE000015228,6410562,HARJ.J,HARMONY GOLD MNG.,ZA,ZAR,Johannesburg Stock Exchange,55103025,618071972.0,0.776,0.7863402,,82.96,0.0526074,31288157773,1645987688.0,0.15343,53,2023-08-31,ZA00MV,616525702.0,78.81,0.0528123,0.7866297,1566387999.0,47478.0
26,2023-09-18,SWESCGV,PL10CN,PLKRK0000010,B4PTLY0,KRU.WA,KRUK,PL,PLN,Warsaw Stock Exchange,30201020,19318790.0,0.9092,1.0,,400.8,0.229865,7039909315,1618228551.0,0.15085,53,2023-08-31,PL10CN,19318790.0,400.0,0.2426448,1.0,1703474942.0,251123.0
27,2023-09-18,SWESCGV,IN50W6,INE387A01021,6730895,SNFS.BO,SUNDRAM FASTENERS,IN,INR,Bombay Stock Exchange,40101025,210128370.0,0.5164,1.0,,1237.45,0.0120097,134276058361,1612618409.0,0.15032,53,2023-08-31,IN50W6,210128370.0,1275.9,0.0120793,1.0,1672357512.0,26500.0
28,2023-09-18,SWESCGV,IN806J,INE149A01033,BF93XC7,CHOL.BO,CHOLAMANDALAM FIN HOLDINGS,IN,INR,Bombay Stock Exchange,30201020,187777462.0,0.61,1.0,,1171.95,0.0120097,134240136131,1612186977.0,0.15028,53,2023-08-31,IN806J,187777462.0,984.4,0.0120793,1.0,1362029353.0,5356.0
29,2023-09-18,SWESCGV,BR16EN,BRRRRPACNOR5,BLF7QT3,RRRP3.SA,3R PETROLEUM OLEO E GAS ON,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,60101010,239984927.0,1.0,1.0,,32.56,0.2061784,7813909223,1611059204.0,0.15018,53,2023-08-31,BR16EN,239897447.0,32.92,0.201982,1.0,1595137548.0,331641.0
30,2023-09-18,SWESCGV,IN05KU,INE530B01024,B0838V7,IIFL.BO,IIFL FINANCE,IN,INR,Bombay Stock Exchange,30201020,380863841.0,0.6007,1.0,,585.6,0.0120097,133976442710,1609020107.0,0.14999,53,2023-08-31,IN05KU,380430389.0,606.55,0.0120793,1.0,1673214875.0,30357.0
31,2023-09-18,SWESCGV,KR02T6,KR7138930003,B3S98W7,138930.KS,BNK FINANCIAL GROUP,KR,KRW,Korea Exchange,30101010,325935246.0,0.9006,1.0,,7200.0,0.0007551,2113468437600,1595833724.0,0.14876,53,2023-08-31,KR02T6,325935246.0,6820.0,0.0007566,1.0,1514650910.0,250092.0
32,2023-09-18,SWESCGV,BR03DI,BRGOAUACNPR8,2648862,GOAU4.SA,METALURGICA GERDAU PN,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,55102010,668729603.0,1.0,1.0,,11.55,0.2061784,7723826915,1592486195.0,0.14845,53,2023-08-31,BR03DI,668729603.0,11.82,0.201982,1.0,1596543311.0,27636.0
33,2023-09-18,SWESCGV,MX11M7,MX01Q0000008,BYMXF65,Q.MX,QUALITAS CONTROLADORA,MX,MXN,Mexican Stock Exchange,30302025,400000000.0,0.4996,1.0,,135.96,0.0582844,27170246400,1583601145.0,0.14762,53,2023-08-31,MX11M7,400000000.0,134.14,0.0594115,1.0,1592617046.0,262309.0
34,2023-09-18,SWESCGV,QA20MO,QA0007227695,6148205,QNNC.QA,QATAR NAVIGATION,QA,QAR,Qatar Stock Exchange,50206030,1136164750.0,0.8631,0.567721,,10.35,0.2747276,5762059474,1582996681.0,0.14756,53,2023-08-31,QA20MO,1136164750.0,9.575,0.274727,0.567721,1464460261.0,169120.0
35,2023-09-18,SWESCGV,IN04LU,INE935A01035,6698755,GLEN.BO,Glenmark Phrm,IN,INR,Bombay Stock Exchange,20103015,282168156.0,0.5455,1.0,,852.35,0.0120097,131196038063,1575628216.0,0.14687,53,2023-08-31,IN04LU,282168156.0,769.0,0.0120793,1.0,1429784737.0,5734.0
36,2023-09-18,SWESCGV,IN403C,INE217B01036,BDB5J63,KAJR.BO,KAJARIA CERAMICS,IN,INR,Bombay Stock Exchange,50101035,159251300.0,0.594,1.0,,1383.75,0.0120097,130896207630,1572027331.0,0.14654,53,2023-08-31,IN403C,159232550.0,1455.0,0.0120793,1.0,1661791752.0,4666.0
37,2023-09-18,SWESCGV,IN50OY,INE703B01027,6313627,RMT.BO,RATNAMANI METALS & TUBES,IN,INR,Bombay Stock Exchange,55102015,70092000.0,0.7008,1.0,,2664.75,0.0120097,130893783092,1571998194.0,0.14654,53,2023-08-31,IN50OY,70092000.0,2631.25,0.0120793,1.0,1491498116.0,5885.0
38,2023-09-18,SWESCGV,IN506G,INE191H01014,B0LX4M7,PVRL.BO,PVR INOX,IN,INR,Bombay Stock Exchange,40301010,97972813.0,0.7795,1.0,,1712.65,0.0120097,130794751671,1570808862.0,0.14642,53,2023-08-31,IN506G,97967314.0,1792.05,0.0120793,1.0,1553177974.0,30341.0
39,2023-09-18,SWESCGV,TW08ZW,TW0006531007,BWY5316,6531.TW,AP MEMORY TECH.,TW,TWD,Taiwan Stock Exchange,10102010,161853246.0,0.835,1.0,,371.5,0.0312774,50207281390,1570353241.0,0.14638,53,2023-08-31,TW08ZW,161557246.0,328.0,0.0314007,1.0,1388896747.0,283554.0
40,2023-09-18,SWESCGV,MX802T,MX01GC2M0006,2946663,GCC.MX,GCC,MX,MXN,Mexican Stock Exchange,50101030,337400000.0,0.4912,1.0,,160.69,0.0582844,26631295107,1552188703.0,0.14469,53,2023-08-31,MX802T,337400000.0,163.67,0.0594115,1.0,1610891502.0,27964.0
41,2023-09-18,SWESCGV,QA20UW,QA000A0KD6J5,B0YTG26,BRES.QA,BARWA REAL ESTATE,QA,QAR,Qatar Stock Exchange,35101010,3891246370.0,0.55,1.0,,2.63,0.2747276,5628687876,1546355937.0,0.14415,53,2023-08-31,,,,,,,169105.0
42,2023-09-18,SWESCGV,BR16BK,BRGGPSACNOR9,BLFG6N4,GGPS3.SA,GPS PART. E EMPREENDIMENTOS ON,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,50205020,672170267.0,0.6088,1.0,,18.19,0.2061784,7443661941,1534722227.0,0.14306,53,2023-08-31,BR16BK,672170267.0,18.47,0.201982,1.0,1526629056.0,338804.0
43,2023-09-18,SWESCGV,IN50Y8,INE823G01014,B0CJ800,JKCE.BO,JK CEMENT,IN,INR,Bombay Stock Exchange,50101030,77268251.0,0.4976,1.0,,3316.9,0.0120097,127530433326,1531605292.0,0.14277,53,2023-08-31,IN50Y8,77268251.0,3294.75,0.0120793,1.0,1530190435.0,30348.0
44,2023-09-18,SWESCGV,TW15FA,TW0001519007,6347604,1519.TW,FORTUNE ELECTRIC,TW,TWD,Taiwan Stock Exchange,10102015,261058548.0,0.7519,1.0,,246.5,0.0312774,48385465773,1513371589.0,0.14107,53,2023-08-31,,,,,,,44920.0
45,2023-09-18,SWESCGV,TW0841,TW0006285000,6682598,6285.TW,Wistron Neweb,TW,TWD,Taiwan Stock Exchange,15101010,417426094.0,0.7852,1.0,,147.0,0.0312774,48181156443,1506981303.0,0.14048,53,2023-08-31,TW0841,404808413.0,134.0,0.0314007,1.0,1326026497.0,13224.0
46,2023-09-18,SWESCGV,IN0BAQ,INE466L01038,BQKRHR8,ONEW.BO,360 ONE WAM,IN,INR,Bombay Stock Exchange,30202010,357086638.0,0.682,1.0,,513.9,0.0120097,125151653409,1503036825.0,0.14011,53,2023-08-31,IN0BAQ,356369556.0,492.5,0.0120793,1.0,1444609676.0,319372.0
47,2023-09-18,SWESCGV,TW055Z,TW0002845005,6328450,2845.TW,Far Eastern Bk,TW,TWD,Taiwan Stock Exchange,30101010,4069483855.0,1.0,1.0,,11.8,0.0312774,48019909489,1501937836.0,0.14001,53,2023-08-31,TW055Z,4069483855.0,11.55,0.0314007,1.0,1475912266.0,44453.0
48,2023-09-18,SWESCGV,TW02I9,TW0002206000,6787084,2206.TW,Sanyang Industry,TW,TWD,Taiwan Stock Exchange,40203055,797489604.0,0.8145,1.0,,73.9,0.0312774,48002135340,1501382015.0,0.13995,53,2023-08-31,TW02I9,797489604.0,74.3,0.0314007,1.0,1515086862.0,43217.0
49,2023-09-18,SWESCGV,AE23IB,AEE001901017,BDG1977,EMAARDEV.DU,EMAAR DEVELOPMENT PJSC,AE,AED,Dubai Financial Market,35101010,4000000000.0,0.2084,1.0,,6.57,0.2722613,5476752000,1491107835.0,0.139,53,2023-08-31,AE23IB,4000000000.0,6.55,0.272253,1.0,1486523119.0,302129.0
50,2023-09-18,SWESCGV,IN09N1,INE640A01023,6411510,SKFB.BO,SKF India Ltd,IN,INR,Bombay Stock Exchange,50204000,49437963.0,0.4782,1.0,,5202.6,0.0120097,122995884008,1477146615.0,0.13769,53,2023-08-31,IN09N1,49437963.0,5218.0,0.0120793,1.0,1490101245.0,5342.0
51,2023-09-18,SWESCGV,IN041A,INE302A01020,B1D3ZC9,EXID.BO,Exide Industries,IN,INR,Bombay Stock Exchange,50205010,850000000.0,0.5401,1.0,,265.95,0.0120097,122093655750,1466311109.0,0.13668,53,2023-08-31,IN041A,850000000.0,266.85,0.0120793,1.0,1479796088.0,45149.0
52,2023-09-18,SWESCGV,MX408V,MXCFTE0B0005,B87Y2V5,TERRA13.MX,TERRA '13',MX,MXN,Mexican Stock Exchange,35102020,772480755.0,1.0,1.0,,32.08,0.0582844,24781182620,1444356011.0,0.13464,53,2023-08-31,MX408V,772480755.0,31.91,0.0594115,1.0,1464485624.0,266076.0
53,2023-09-18,SWESCGV,KR11JW,KR7041510009,6243081,041510.KQ,S.M. Entertain,KR,KRW,Korea Exchange,40301010,23830901.0,0.6013,1.0,,133100.0,0.0007551,1907259245100,1440129664.0,0.13424,53,2023-08-31,KR11JW,23830901.0,137500.0,0.0007566,1.0,1490730945.0,20093.0
54,2023-09-18,SWESCGV,521638,PLKETY000011,5216385,KTY.WA,KETY,PL,PLN,Warsaw Stock Exchange,55102035,9650152.0,1.0,1.0,,648.0,0.229865,6253298496,1437414289.0,0.13399,53,2023-08-31,521638,9650152.0,642.0,0.2426448,1.0,1503280718.0,42282.0
55,2023-09-18,SWESCGV,IN01TZ,INE438A01022,6168902,APLO.BO,Apollo Tyres,IN,INR,Bombay Stock Exchange,40101015,635100946.0,0.502,1.0,,372.85,0.0120097,118872288674,1427623380.0,0.13308,53,2023-08-31,IN01TZ,635100946.0,388.45,0.0120793,1.0,1491202942.0,31744.0
56,2023-09-18,SWESCGV,TW010Q,TW0001210003,6384344,1210.TW,Great Wall Ent,TW,TWD,Taiwan Stock Exchange,45102010,894767221.0,0.9141,1.0,,55.3,0.0312774,45230241450,1414684337.0,0.13187,53,2023-08-31,TW010Q,894767221.0,54.6,0.0314007,1.0,1402283072.0,40834.0
57,2023-09-18,SWESCGV,AE20XN,AEN000401010,6625838,NMDC.AD,NATMARINE DREDGING CO,AE,AED,Abu Dhabi Securities Exchange,50101010,825000000.0,0.2489,1.0,,25.08,0.2722613,5149989900,1402143109.0,0.1307,53,2023-08-31,,,,,,,160475.0
58,2023-09-18,SWESCGV,TW022T,TW0001907004,6988616,1907.TW,YFY,TW,TWD,Taiwan Stock Exchange,55101015,1660371500.0,0.8457,1.0,,31.85,0.0312774,44723011269,1398819526.0,0.13039,53,2023-08-31,TW022T,1660371500.0,31.45,0.0314007,1.0,1386696852.0,41442.0
59,2023-09-18,SWESCGV,IN02GN,INE472A01039,B1FDHG5,BLUS.BO,Blue Star Ltd,IN,INR,Bombay Stock Exchange,50101025,192627776.0,0.7466,1.0,,800.0,0.0120097,115052718400,1381751389.0,0.1288,53,2023-08-31,IN02GN,192627776.0,734.95,0.0120793,1.0,1279145266.0,5380.0
60,2023-09-18,SWESCGV,BR30BG,BRSMTOACNOR3,B1P3R43,SMTO3.SA,SAO MARTINHO,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,45102035,354011329.0,0.4626,1.0,,40.73,0.2061784,6670174558,1375245829.0,0.1282,53,2023-08-31,BR30BG,354011329.0,36.13,0.201982,1.0,1195097762.0,34230.0
61,2023-09-18,SWESCGV,CN4D6M,US86366E1064,BQS9486,GPCR.OQ,STRUCTURE THERAPEUTICS ADR,CN,USD,NASDAQ,20103010,38268494.0,1.0,1.0,,35.85,1.0,1371925510,1371925510.0,0.12789,53,2023-08-31,,,,,,,361072.0
62,2023-09-18,SWESCGV,MX303P,MXCFFI0U0002,B80RZK1,FIBRAMQ12.MX,MACQUARIE MEXICO REAL ESTATE,MX,MXN,Mexican Stock Exchange,35102020,761288719.0,1.0,1.0,,30.87,0.0582844,23500982756,1369740353.0,0.12768,53,2023-08-31,MX303P,761288719.0,31.99,0.0594115,1.0,1446885850.0,264722.0
63,2023-09-18,SWESCGV,TW30C4,KYG5138S1057,BYRP845,4763.TW,JINAN ACETATE CHEMICAL,TW,TWD,Taiwan Stock Exchange,55201010,75207184.0,0.5032,1.0,,1155.0,0.0312774,43710114525,1367138743.0,0.12744,53,2023-08-31,,,,,,,286157.0
64,2023-09-18,SWESCGV,CN1SKC,US16955F1075,BMC5RM7,CD.OQ,CHINDATA GROUP HOLDING ADR,CN,USD,NASDAQ,10101010,203269553.0,0.8048,1.0,,8.35,1.0,1365987656,1365987658.0,0.12733,53,2023-08-31,CN1SKC,203269553.0,8.37,1.0,1.0,1376405222.0,330213.0
65,2023-09-18,SWESCGV,IN07GS,INE331A01037,6698153,TRCE.BO,RAMCO CEMENTS,IN,INR,Bombay Stock Exchange,50101030,236292380.0,0.544,1.0,,884.25,0.0120097,113664196384,1365075631.0,0.12725,53,2023-08-31,IN07GS,236292380.0,866.65,0.0120793,1.0,1322650817.0,26584.0
66,2023-09-18,SWESCGV,SA23GN,SA1230K1UGH7,B3BQB93,4001.SE,ABDULLAH AL OTHAIM MKTS,SA,SAR,Saudi Stock Exchange,45201010,900000000.0,0.6633,0.607719,,14.06,0.2666176,5100827561,1359970527.0,0.12677,53,2023-08-31,SA23GN,900000000.0,14.56,0.2666217,0.6119403,1418137551.0,152916.0
67,2023-09-18,SWESCGV,IN60P0,INE105A01035,B84NYN1,TVSH.BO,TVS HOLDINGS,IN,INR,Bombay Stock Exchange,40101025,33326545.0,0.5934,1.0,,5700.05,0.0120097,112724029199,1353784466.0,0.12619,53,2023-08-31,IN60P0,20232085.0,5197.0,0.0120793,1.0,448088189.0,4820.0
68,2023-09-18,SWESCGV,TW01I8,TW0001513000,6194811,1513.TW,Chung-Hsin E M,TW,TWD,Taiwan Stock Exchange,50202010,494846399.0,0.8598,1.0,,101.5,0.0312774,43185096801,1350717546.0,0.12591,53,2023-08-31,TW01I8,476326754.0,113.5,0.0314007,1.0,1443485011.0,31687.0
69,2023-09-18,SWESCGV,TW03ZR,TW0002458007,6241513,2458.TW,Elan Microeltr,TW,TWD,Taiwan Stock Exchange,10102010,303880391.0,1.0,1.0,,142.0,0.0312774,43151015522,1349651573.0,0.12581,53,2023-08-31,TW03ZR,303880391.0,120.0,0.0314007,1.0,1145046657.0,14435.0
70,2023-09-18,SWESCGV,BR02OS,BRCYREACNOR7,2189855,CYRE3.SA,Cyrela Braz Rlty,BR,BRL,B3 S.A. - Brasil Bolsa Balcao,35101010,399742799.0,0.7457,1.0,,21.82,0.2061784,6504284633,1341042914.0,0.12501,53,2023-08-31,BR02OS,399742799.0,22.44,0.201982,1.0,1351077696.0,36605.0
71,2023-09-18,SWESCGV,AE21TK,AED000701014,B0VR4L8,DANA.AD,DANA GAS,AE,AED,Abu Dhabi Securities Exchange,60101000,6995373373.0,0.8,1.0,,0.88,0.2722613,4924742854,1340817205.0,0.12499,53,2023-08-31,AE21TK,6995373373.0,0.924,0.272253,1.0,1407814974.0,154173.0
72,2023-09-18,SWESCGV,SA226C,SA000A0HNGZ6,B128FF8,4200.SE,ALDREES PTL& TRANSVS,SA,SAR,Saudi Stock Exchange,60101020,75000000.0,1.0,0.49,,136.8,0.2666176,5027400000,1340393441.0,0.12495,53,2023-08-31,SA226C,75000000.0,136.0,0.2666217,0.49,1332575029.0,29286.0
73,2023-09-18,SWESCGV,KR10BN,KR7081660003,B66CTX7,081660.KS,FILA HOLDINGS,KR,KRW,Korea Exchange,40401020,60752222.0,0.7327,1.0,,39850.0,0.0007551,1773849147050,1339394646.0,0.12485,53,2023-08-31,KR10BN,60752222.0,37900.0,0.0007566,1.0,1276416680.0,242374.0
74,2023-09-18,SWESCGV,IN06T4,INE269B01029,B1KMXJ2,LKMC.BO,Lakshmi Mach,IN,INR,Bombay Stock Exchange,50204050,10683000.0,0.6904,1.0,,14933.0,0.0120097,110138983619,1322738831.0,0.1233,53,2023-08-31,IN06T4,10683000.0,15305.35,0.0120793,1.0,1363574400.0,5388.0
75,2023-09-18,SWESCGV,IN04R0,INE233A01035,B1BFBC9,GODI.BO,Godrej Indus,IN,INR,Bombay Stock Exchange,50203000,336638257.0,0.5664,1.0,,575.45,0.0120097,109722150034,1317732742.0,0.12283,53,2023-08-31,IN04R0,336638257.0,540.0,0.0120793,1.0,1243498747.0,31759.0
76,2023-09-18,SWESCGV,IN117E,INE944F01028,B0VY3T0,RADC.BO,RADICO KHAITAN,IN,INR,Bombay Stock Exchange,45101015,133673765.0,0.6605,1.0,,1241.05,0.0120097,109574193378,1315955819.0,0.12267,53,2023-08-31,IN117E,133673765.0,1261.0,0.0120793,1.0,1344855586.0,21239.0
77,2023-09-18,SWESCGV,IN12IQ,INE536A01023,B156WQ9,GRNN.BO,Grindwell Norton,IN,INR,Bombay Stock Exchange,55101000,110720000.0,0.484,1.0,,2033.15,0.0120097,108953418112,1308500483.0,0.12197,53,2023-08-31,IN12IQ,110720000.0,2277.6,0.0120793,1.0,1474315582.0,5438.0
78,2023-09-18,SWESCGV,TW11F6,TW0002404001,6105136,2404.TW,UIS,TW,TWD,Taiwan Stock Exchange,50101015,190586720.0,0.9422,1.0,,232.5,0.0312774,41750212860,1305838123.0,0.12173,53,2023-08-31,TW11F6,190586720.0,217.5,0.0314007,1.0,1226405982.0,36704.0
79,2023-09-18,SWESCGV,KR04U9,KR7030000004,6093231,030000.KS,Cheil Worldwide,KR,KRW,Korea Exchange,40301020,115041225.0,0.748,1.0,,20050.0,0.0007551,1725319261800,1302750794.0,0.12144,53,2023-08-31,KR04U9,115041225.0,18850.0,0.0007566,1.0,1227245230.0,36735.0
80,2023-09-18,SWESCGV,ZA20KV,ZAE000081949,B17BBR6,INLJ.J,INVESTEC,ZA,ZAR,Johannesburg Stock Exchange,30101010,295505520.0,0.7906,1.0,,105.82,0.0526074,24722373584,1300579033.0,0.12124,53,2023-08-31,ZA20KV,299014115.0,110.84,0.0528123,1.0,1328684820.0,26782.0
81,2023-09-18,SWESCGV,IN10BH,INE811K01011,B4T3LF9,PREG.BO,Prestge Ests,IN,INR,Bombay Stock Exchange,35101010,400861654.0,0.4387,1.0,,613.2,0.0120097,107836130506,1295082169.0,0.12072,53,2023-08-31,IN10BH,400861654.0,643.0,0.0120793,1.0,1365886718.0,242999.0
