,frm_currency,to_currency,cutoff_date,exchange_rate
0,MYR,USD,2001-02-28,0.2631579432133053
0,HKD,USD,2001-02-28,0.1282084156
0,TWD,USD,2001-02-28,0.030916692930397314
0,ILS,USD,2001-02-28,0.2431315341599805
0,EUR,USD,2001-02-28,0.92235
0,PHP,USD,2001-02-28,0.020703938891247758
0,THB,USD,2001-02-28,0.023223410275123563
0,USD,USD,2001-02-28,1.0
0,CLP,USD,2001-02-28,0.0017420091124148269
0,MXN,USD,2001-02-28,0.10303967027305512
0,ZAR,USD,2001-02-28,0.12943308477133167
0,EGP,USD,2001-02-28,0.25756602118990507
0,HUF,USD,2001-02-28,0.0034551870702200773
0,TRY,USD,2001-02-28,1.0362694515289006
0,IDR,USD,2001-02-28,0.00010149708195889369
0,CNY,USD,2001-02-28,0.12079775708522937
0,INR,USD,2001-02-28,0.02147997315776634
