,frm_currency,to_currency,date,exchange_rate,cutoff_date
0,CNY,USD,2000-02-28,0.1209866888,2000-02-29
0,INR,USD,2000-02-28,0.0229659359,2000-02-29
0,ARS,USD,2000-02-28,1.0018103238,2000-02-29
0,BRL,USD,2000-02-28,0.5630197555,2000-02-29
0,PLN,USD,2000-02-28,0.2399886901,2000-02-29
0,GRD,USD,2000-02-28,0.0029101915,2000-02-29
0,CZK,USD,2000-02-28,0.0272644606,2000-02-29
0,MAD,USD,2000-02-28,0.0968130517,2000-02-29
0,AUD,USD,2000-02-28,0.6141,2000-02-29
0,RUB,USD,2000-02-28,0.0349537794,2000-02-29
0,COP,USD,2000-02-28,0.0005143019,2000-02-29
0,SGD,USD,2000-02-28,0.5821738371,2000-02-29
0,JOD,USD,2000-02-28,1.4096798082,2000-02-29
0,JPY,USD,2000-02-28,0.0091307524,2000-02-29
0,GBP,USD,2000-02-28,1.5966789079,2000-02-29
0,PKR,USD,2000-02-28,0.019300569,2000-02-29
0,SAR,USD,2000-02-28,0.266631130069651,2000-02-29
0,KWD,USD,2000-02-28,3.2583906736778108,2000-02-29
0,QAR,USD,2000-02-28,0.27470264949057216,2000-02-29
0,AED,USD,2000-02-28,0.27227196963884376,2000-02-29
0,KRW,USD,2000-05-30,0.0008789507,2000-05-31
