,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Mcap_Units_Index_Currency,Weight
176677,2023-12-18,2034,MY22NB,MYL5173OO009,SHIN YANG GROUP,MY,MYR,50206030.0,1.0,67253876.0,9.340745684651557e-05
175011,2023-12-18,2034,CN1S7Z,US65481N1000,NIU TECHNOLOGIES ADR,CN,USD,40203055.0,1.0,103065644.0,9.27754977962034e-05
176655,2023-12-18,2034,MY90A3,MYL5184OO006,CYPARK RESOURCES,MY,MYR,65101010.0,1.0,94268353.0,9.277497093714747e-05
176637,2023-12-18,2034,MY406U,MYL5247OO001,KAREX INDUSTRIES,MY,MYR,45201020.0,1.0,115491383.0,9.176292176413558e-05
175339,2023-12-18,2034,TW091Z,TW0006706005,FITTECH,TW,TWD,10102020.0,1.0,145968270.0,9.106763853674885e-05
177108,2023-12-18,2034,TR00L5,TRAISTMP91H7,FED.MOGUL IZMIT PISTON,TR,TRY,40101025.0,1.0,37293490.0,9.094658207133363e-05
177305,2023-12-18,2034,TH50JY,TH0712010Z00,ADVANCED INFORMATION TECH,TH,THB,10101010.0,0.2997602,38084277.0,9.089101467823498e-05
176648,2023-12-18,2034,MY90G9,MYL7034OO001,THONG GUAN INDS.,MY,MYR,50203030.0,1.0,99761314.0,9.063670352185684e-05
175003,2023-12-18,2034,CN25GM,CNE0000002N1,INESA INTEL.TECH. 'B',CN,USD,10101010.0,1.0,150792419.0,9.035885578053248e-05
176643,2023-12-18,2034,MY10F0,MYL9172OO007,FORMOSA PROSONIC,MY,MYR,40203010.0,1.0,105380111.0,9.020637795787433e-05
176638,2023-12-18,2034,MY9092,MYL5125OO009,PANTECH GROUP,MY,MYR,55102010.0,1.0,115012298.0,8.948283319119398e-05
177070,2023-12-18,2034,TR30SF,TRAYUNSA91B5,YUNSA YUNLU SANVETC.,TR,TRY,55101020.0,1.0,59182139.0,8.919334016063294e-05
175341,2023-12-18,2034,TW12B3,TW0004526009,TONG-TAI MACH,TW,TWD,50204000.0,1.0,139799398.0,8.899045513661152e-05
175008,2023-12-18,2034,CN24PU,CNE000000461,DAZHONG TRSP.(GROUP) 'B',CN,USD,40501015.0,1.0,118711956.0,8.897857580495371e-05
175002,2023-12-18,2034,CN2539,CNE000000NL6,HUANGSHAN TOURISM DEV. 'B',CN,USD,40501015.0,1.0,153416402.0,8.894469270182115e-05
176663,2023-12-18,2034,MY21AX,MYL5218OO002,SAPURA ENERGY,MY,MYR,60101030.0,1.0,81173605.0,8.884316947723512e-05
175005,2023-12-18,2034,CN2528,CNE000000DX2,SHAI.HAIXIN GROUP 'B',CN,USD,20103015.0,1.0,137870671.0,8.880366890752565e-05
177008,2023-12-18,2034,TR702T,TRAYATAS91B4,YATAS YAVYGN.SATT.,TR,TRY,40202015.0,1.0,106686027.0,8.85357516939807e-05
175424,2023-12-18,2034,598449,PLKGNRC00015,KOGENERACJA,PL,PLN,65101015.0,1.0,76760984.0,8.835472958525617e-05
176857,2023-12-18,2034,CN88IX,KYG8917X1218,TONGDA GROUP HOLDINGS,CN,HKD,10102015.0,1.0,104602151.0,8.826772680706451e-05
177119,2023-12-18,2034,TR12G3,TREBOMO00012,PAMEL YENILENEBILI 'B',TR,TRY,65101010.0,1.0,33570939.0,8.810659816806429e-05
177079,2023-12-18,2034,TR210N,TREHUNR00025,HUN YENILENEBILIR ENERJI URETI,TR,TRY,65101010.0,1.0,50043658.0,8.760901103115771e-05
176623,2023-12-18,2034,MY111N,MYL8907OO007,EG INDUSTRIES,MY,MYR,10102015.0,1.0,137491325.0,8.669879503793611e-05
175334,2023-12-18,2034,TW11E5,TW0006209000,KINKO OPTICAL,TW,TWD,40203060.0,1.0,157014928.0,8.653025518794113e-05
177307,2023-12-18,2034,TH901K,TH0564B10Z00,NOBLE DEVELOPMENT,TH,THB,35101010.0,0.2651855,36406834.0,8.650836423941927e-05
177016,2023-12-18,2034,TR703U,TRAERBOS91G8,ERBOSAN ERCIYAS BORU,TR,TRY,55102010.0,1.0,99439266.0,8.63199976588139e-05
175012,2023-12-18,2034,US19D9,US98741T1043,YOUDAO ADR,CN,USD,40201010.0,1.0,98536906.0,8.604064440159141e-05
177077,2023-12-18,2034,TR30G3,TRESANK00011,SANICA ISI SANAYI A S,TR,TRY,50101020.0,1.0,51447210.0,8.571539850738947e-05
175427,2023-12-18,2034,B0BV8T,PLDECOR00013,DECORA,PL,PLN,50101035.0,1.0,72980342.0,8.491168337175373e-05
177010,2023-12-18,2034,TR10H2,TREARDY00023,ARD GRUP BILISIM TEKNOLOJILERI,TR,TRY,30202000.0,1.0,105033749.0,8.439645448398502e-05
177275,2023-12-18,2034,TH12GT,TH7344010007,EKACHAI MEDICAL CARE,TH,THB,20101010.0,0.5907173,70515407.0,8.414252142404826e-05
177039,2023-12-18,2034,TR216T,TRESUWN00022,SUWEN TEKSTIL SANAYI PAZARLAMA,TR,TRY,40204020.0,1.0,78681967.0,8.402930516430813e-05
176859,2023-12-18,2034,CN24QV,CNE000000QM7,SHANDONG CHENMING PAPER B,CN,HKD,55101015.0,1.0,99821802.0,8.383034929378666e-05
176629,2023-12-18,2034,MY241R,MYL3662OO003,MALAYAN FLOUR MILLS,MY,MYR,45102020.0,1.0,125038041.0,8.375986442713317e-05
176681,2023-12-18,2034,MY60B1,MYL7216OO004,KAWAN FOOD,MY,MYR,45102020.0,1.0,59341492.0,8.351036211536893e-05
177477,2023-12-18,2034,EG20RN,EGS3G231C011,ELECTRO CABLE EGYPT,EG,EGP,50202010.0,1.0,30911526.0,8.350777505960123e-05
175408,2023-12-18,2034,PL003D,PLAMICA00010,AMICA,PL,PLN,40202020.0,1.0,107764670.0,8.267702602281922e-05
177042,2023-12-18,2034,TR30F2,TREPNLS00017,PANELSAN CATI CEPHE SIST.SANVETC.,TR,TRY,50101020.0,1.0,77814257.0,8.148619751252455e-05
176653,2023-12-18,2034,MY204Q,MYL9679OO001,WCT HOLDINGS,MY,MYR,50101015.0,1.0,94775071.0,8.140691022424342e-05
176658,2023-12-18,2034,MY17F7,MYQ0193OO001,KINERGY ADVANCEMENT BHD,MY,MYR,50101015.0,1.0,92257386.0,8.108509252782027e-05
177459,2023-12-18,2034,EG7012,EGS30AL1C012,OBOUR LAND FOR FOOD INDUSTRIES,EG,EGP,45102020.0,1.0,73917328.0,8.033824273239881e-05
175426,2023-12-18,2034,PL10JU,PLTOYA000011,TOYA,PL,PLN,50204040.0,1.0,75490614.0,7.990312810873449e-05
175450,2023-12-18,2034,EW064,PLWELTN00012,WIELTON,PL,PLN,50206015.0,1.0,47846754.0,7.979107737909198e-05
177280,2023-12-18,2034,TH80DV,TH7139010006,GOLDEN VENTURES LEASEHOLD REAL,TH,THB,35102030.0,1.0,64972227.0,7.934218725886904e-05
177482,2023-12-18,2034,EG11B7,EGS21171C011,ZAHRAA MAADI INV.& DEV.,EG,EGP,35101010.0,1.0,24278659.0,7.919055355050741e-05
177283,2023-12-18,2034,TH50KZ,TH0788010005,WORKPOINT ENTERTAINMENT,TH,THB,40301010.0,1.0,56526691.0,7.909689007721e-05
177087,2023-12-18,2034,TR20PB,TREIMAS00017,IMAS MAKINA SANAYI,TR,TRY,50204000.0,1.0,46690459.0,7.895082194559829e-05
177038,2023-12-18,2034,B03N09,TRAGSDHO91Q9,GSD HOLDING,TR,TRY,30101010.0,1.0,79329623.0,7.881738112628637e-05
177069,2023-12-18,2034,TR00J3,TRAARENA91U1,ARENA BILGISAYAR,TR,TRY,10102030.0,1.0,62164387.0,7.837839824406403e-05
177401,2023-12-18,2034,ID90BF,ID1000150402,MNC VISION NETWORKS,ID,IDR,40301010.0,1.0,53438922.0,7.832743178633833e-05
177484,2023-12-18,2034,EG103Y,EGS39011C019,NTRL.GAS & MNG.(EGYPT GAS),EG,EGP,60101035.0,1.0,21798631.0,7.812156802416043e-05
177276,2023-12-18,2034,TH518O,TH5008010Z08,NAMYONG TERMINAL,TH,THB,50206060.0,1.0,68684291.0,7.711546192988349e-05
177469,2023-12-18,2034,EG20YU,EGS38381C017,EGYPTIAN FINL.& INDL.,EG,EGP,55201015.0,1.0,40752502.0,7.701957691248537e-05
176652,2023-12-18,2034,MY011M,MYL6483OO001,KENANGA INVESTMENT BANK,MY,MYR,30202015.0,1.0,95712400.0,7.658053824246111e-05
177397,2023-12-18,2034,ID80FI,ID1000119902,SURYA SEMESTA INTERNUSA,ID,IDR,50101010.0,1.0,97960992.0,7.650842876273226e-05
174600,2023-12-18,2034,BR167G,BRCASHACNOR8,MELIUZ ON,BR,BRL,10101020.0,1.0,117076510.0,7.604234339205088e-05
177124,2023-12-18,2034,ET016,TRAYASAS91E0,DYO BOYA FKI.SANVETC.,TR,TRY,50203010.0,1.0,31291046.0,7.582431602022487e-05
175443,2023-12-18,2034,PL907Q,PLPKBEX00072,PEKABEX,PL,PLN,50101035.0,1.0,53049280.0,7.522058629371391e-05
175010,2023-12-18,2034,CN1SD5,US44975P1030,I MAB ADR,CN,USD,20103010.0,1.0,110226563.0,7.493730874755915e-05
177288,2023-12-18,2034,TH22M0,TH0305B10Z04,NUSASIRI,TH,THB,35101010.0,0.8366058,54882435.0,7.484353142628467e-05
177462,2023-12-18,2034,EG20IE,EGS02051C018,CAIRO POULTRY,EG,EGP,45102010.0,1.0,63240759.0,7.469748812610436e-05
177073,2023-12-18,2034,TR802U,TRAKLBMO91C0,Doganlar Mobilya Grubu Imalat,TR,TRY,40202015.0,1.0,55779420.0,7.402847695658796e-05
177130,2023-12-18,2034,599914,TRAAKENR91L9,AKENERJI ELEKTRIK URETIM,TR,TRY,65101015.0,1.0,28038030.0,7.391180967320576e-05
177458,2023-12-18,2034,EG101W,EGS73541C012,QALA FOR FINANCIAL INVESTMENTS,EG,EGP,30202010.0,1.0,78635412.0,7.372317783909645e-05
176687,2023-12-18,2034,MY23RG,MYL6556OO004,ANN JOO RESOURCES,MY,MYR,55102010.0,1.0,53335364.0,7.36313992653742e-05
175465,2023-12-18,2034,PL10MX,PLANSWR00019,ANSWEAR COM,PL,PLN,40401020.0,1.0,25546842.0,7.341853799156229e-05
176665,2023-12-18,2034,MY24SI,MYL7246OO001,SIGN,MY,MYR,40202015.0,1.0,78199911.0,7.337397660607031e-05
177282,2023-12-18,2034,TH21DQ,TH0374010Z09,SAMART,TH,THB,15101010.0,0.7980456,58623057.0,7.313657511783626e-05
175425,2023-12-18,2034,PL50BQ,PLTORPL00016,TORPOL,PL,PLN,50101010.0,1.0,76014218.0,7.274400895129684e-05
176864,2023-12-18,2034,CN2D8M,KYG5322R1039,KWG LIVING GROUP HOLDINGS,CN,HKD,35101015.0,1.0,61710739.0,7.242436621859056e-05
175435,2023-12-18,2034,PL11R3,PLVOTUM00016,VOTUM SA,PL,PLN,30202000.0,1.0,60816775.0,7.219697690109601e-05
175447,2023-12-18,2034,561831,PLAGORA00067,AGORA,PL,PLN,40301030.0,0.4876784,51019320.0,7.191056839174095e-05
177123,2023-12-18,2034,TR10TE,TRADARDL91A3,DARDANEL,TR,TRY,45102020.0,1.0,31919374.0,7.110492360547074e-05
177292,2023-12-18,2034,TH51BR,TH0154010Y06,TIPCO FOODS,TH,THB,45101020.0,0.8123477,49916147.0,7.10800438686358e-05
175422,2023-12-18,2034,PL308L,PLSCPFL00018,SCOPE FLUIDICS,PL,PLN,20103010.0,1.0,78534688.0,7.079277167050527e-05
177095,2023-12-18,2034,TR00FZ,TRAALCTL91H9,ALCATEL LUCENT TLT.TKS.,TR,TRY,15101010.0,1.0,40227346.0,6.977063732109065e-05
175440,2023-12-18,2034,PL20BN,PLWTCHN00030,WITTCHEN,PL,PLN,40401020.0,1.0,55656803.0,6.887430754658225e-05
177078,2023-12-18,2034,TR215S,TRENTGZ00014,NATURELGAZ SANAYI VE TICARET,TR,TRY,65102020.0,1.0,50687639.0,6.865692277957625e-05
177486,2023-12-18,2034,EG5010,EGS3C0O1C016,ARABIAN CEMENT,EG,EGP,50101030.0,1.0,20907142.0,6.830614315529694e-05
177299,2023-12-18,2034,TH519P,TH0890A10Z06,TRC CONSTRUCTION,TH,THB,50101015.0,0.5317992,41780987.0,6.746740672980825e-05
176672,2023-12-18,2034,MY90D6,MYL5280TO001,KIP REAL ESTATE INVEST TRUST,MY,MYR,35102045.0,1.0,74108648.0,6.705224636566216e-05
176852,2023-12-18,2034,CN25MS,CNE0000009M8,CHINA NAT.ACCORD MDC.'B',CN,HKD,45201015.0,1.0,118246404.0,6.695068655339073e-05
177303,2023-12-18,2034,TH301E,TH0136010Z02,UNIVENTURES,TH,THB,35101010.0,1.0,38661990.0,6.570927545865678e-05
177096,2023-12-18,2034,468921,TRAPNSUT91A5,PINAR SUT,TR,TRY,45102020.0,1.0,39965765.0,6.570106118844189e-05
176861,2023-12-18,2034,CN2D7L,KYG5273B1077,KINTOR PHARMACEUTICAL,CN,HKD,20103010.0,1.0,80385190.0,6.498193588076922e-05
176647,2023-12-18,2034,MY21J6,MYL5703OO003,MUHIBBAH ENGINEERING (M),MY,MYR,50204020.0,1.0,99752428.0,6.433295143137889e-05
177107,2023-12-18,2034,TR12I5,TREKTSR00046,KUTAHYA SEKER FABRIKASI,TR,TRY,45102035.0,1.0,37309713.0,6.42511309434537e-05
175009,2023-12-18,2034,CN25CI,CNE000000LZ0,EASTERN COMMS. 'B',CN,USD,15101010.0,1.0,111300000.0,6.407604768087826e-05
177481,2023-12-18,2034,EG6055,EGS30031C016,ARABIAN FOOD INDS.,EG,EGP,45102020.0,1.0,26170791.0,6.402692880248353e-05
176673,2023-12-18,2034,MY21ZM,MYL1589OO000,ISKANDAR WATERFRONT CITY,MY,MYR,35101010.0,1.0,72278057.0,6.373348134147655e-05
177080,2023-12-18,2034,B07C9M,TRETRBZ00016,TRABZONSPOR SPORTIF YATIR,TR,TRY,40301010.0,1.0,48226437.0,6.345298024850397e-05
177286,2023-12-18,2034,TH22S6,TH8601010003,TEAM CNSL.ENGR.&. MAN.,TH,THB,50101015.0,0.631769,55746452.0,6.30254529630416e-05
177296,2023-12-18,2034,TH12Q3,TH0963A10Z08,ASPHERE INNOVATIONS,TH,THB,40203040.0,1.0,44012823.0,6.302528716872624e-05
177122,2023-12-18,2034,B03MX2,TRAPETUN91A5,PETUN ET VE UN,TR,TRY,45102020.0,1.0,32716487.0,6.29931406909342e-05
175456,2023-12-18,2034,PL00DN,PLMRCTR00015,MERCATOR MEDICAL,PL,PLN,20102015.0,1.0,37118471.0,6.292100995287564e-05
177464,2023-12-18,2034,EG1162,EGS597R1C017,TAALEEM MANAGEMENT SERV. CMPY.,EG,EGP,40201010.0,1.0,56584160.0,6.272144668183925e-05
177086,2023-12-18,2034,TR308V,TREMRGY00013,MARTI GAYMEN.YATOTA.,TR,TRY,35102015.0,1.0,47156471.0,6.255506071668552e-05
176679,2023-12-18,2034,MY50G5,MYL7081OO002,PHARMANIAGA,MY,MYR,20103015.0,1.0,61959731.0,6.232480775730051e-05
177062,2023-12-18,2034,TR602S,TREPGYO00013,PANORA GYM YAT,TR,TRY,35102045.0,1.0,65988995.0,6.228688208318242e-05
177058,2023-12-18,2034,TR20H3,TREINFM00017,INFO YATIRIM,TR,TRY,30202015.0,1.0,68544146.0,6.155417974521853e-05
176680,2023-12-18,2034,MY90IB,MYL7089OO005,LII HEN INDS.,MY,MYR,40202015.0,1.0,61844194.0,6.104844094050492e-05
175445,2023-12-18,2034,PL00EO,PLCTINT00018,CI GAMES,PL,PLN,40203040.0,1.0,52225772.0,6.097187124515788e-05
177301,2023-12-18,2034,TH10Q1,TH9992010008,NEXT CAPITAL,TH,THB,30201020.0,1.0,40007654.0,6.0536946875772286e-05
177111,2023-12-18,2034,TR207T,TREANGN00028,ANATOLIA TANI VE,TR,TRY,20103010.0,1.0,36438127.0,5.9921163423351394e-05
175464,2023-12-18,2034,PL30AN,PLSTIGR00012,COLUMBUS ENERGY,PL,PLN,60102020.0,1.0,27937857.0,5.9535367151727354e-05
177117,2023-12-18,2034,461242,TRANETAS91H6,NORTEL NETAS,TR,TRY,15101010.0,1.0,33800132.0,5.8683431871678644e-05
177300,2023-12-18,2034,TH304H,TH0329D10Z04,RABBIT HOLDINGS,TH,THB,35101010.0,0.6283077,40121034.0,5.8518197253911614e-05
177051,2023-12-18,2034,TR00P9,TRAUSAKW91F6,USAK SERAMIK SANAYI,TR,TRY,50101035.0,1.0,71112600.0,5.851741588860855e-05
175434,2023-12-18,2034,PL10Q1,PLCRPJR00019,CREEPY JAR,PL,PLN,40203040.0,1.0,61638755.0,5.82211524807061e-05
176690,2023-12-18,2034,MY17E6,MYL6971OO005,KOBAY TECHNOLOGY,MY,MYR,50204000.0,1.0,45943446.0,5.803375101025579e-05
175451,2023-12-18,2034,PL00GQ,PLMLSTM00015,ML SYSTEM,PL,PLN,60102020.0,1.0,47095483.0,5.79323533770877e-05
175441,2023-12-18,2034,EW027,PLERBUD00012,ERBUD,PL,PLN,50101010.0,1.0,54490837.0,5.766084363152764e-05
177289,2023-12-18,2034,TH22O2,TH6651010006,WICE LOGISTICS,TH,THB,50206060.0,0.9280303,53394448.0,5.7611686715098565e-05
175423,2023-12-18,2034,EW035,PLCMP0000017,COMP SAFE SUPPORT,PL,PLN,10101010.0,1.0,78398993.0,5.666371363927724e-05
177468,2023-12-18,2034,EG00MG,EGS78021C010,EGYPTIAN MEDIA PRDN.CITY,EG,EGP,40301010.0,1.0,42694469.0,5.638758670471772e-05
177456,2023-12-18,2034,EG8024,EGS512O1C012,IBNSINA PHARMA,EG,EGP,45201015.0,1.0,86841936.0,5.634110529285111e-05
177045,2023-12-18,2034,TR10EZ,TRAKRSTL91A6,KRISTAL KOLA,TR,TRY,45101020.0,1.0,74680477.0,5.627920180229575e-05
177293,2023-12-18,2034,TH808Q,TH0088010002,BOUND AND BEYOND,TH,THB,40501025.0,0.9745426,48129001.0,5.578513352684556e-05
177082,2023-12-18,2034,TR00XH,TRAGENTS91C4,GENTAS GENEL METAL SANVETC.,TR,TRY,40202015.0,1.0,47998247.0,5.489281404516806e-05
175444,2023-12-18,2034,PL30DQ,PLXTPL000018,XTPL,PL,PLN,10102015.0,1.0,52944174.0,5.435553661115318e-05
177035,2023-12-18,2034,TR009T,TRAMTEKS91B0,ISIKLAR ENE YAPI AS,TR,TRY,40204020.0,1.0,80439122.0,5.4233914008207615e-05
176666,2023-12-18,2034,MY50TI,MYL4723OO002,JAKS RESOURCES,MY,MYR,50101010.0,1.0,78053718.0,5.375482695160314e-05
177094,2023-12-18,2034,TR20WI,TRAMMART91K7,MARTI OTEL ISLETMELERI,TR,TRY,40501025.0,1.0,40776385.0,5.327655888789484e-05
176671,2023-12-18,2034,MY24I8,MYL3557OO005,ECOFIRST CONSOLIDATED,MY,MYR,35101010.0,1.0,74503342.0,5.29819836683924e-05
177268,2023-12-18,2034,TH10KV,TH1015A10Z04,STARS MICROELECTRONICS,TH,THB,10102020.0,1.0,82814112.0,5.2031274279930986e-05
177298,2023-12-18,2034,TH20MY,TH0800010Z03,SNC FORMER,TH,THB,50202010.0,0.6543803,42853774.0,5.157369741781424e-05
177294,2023-12-18,2034,TH50P4,TH0933010009,UNIQUE ENG AND CONSTRUCTION,TH,THB,50101015.0,0.9335111,44497858.0,5.1305792941646796e-05
177075,2023-12-18,2034,TR20M8,TRAESCOM91U8,ESCORT,TR,TRY,10102030.0,1.0,52782222.0,5.117332665034822e-05
175452,2023-12-18,2034,EW037,PLACTIN00018,ACTION,PL,PLN,10102030.0,1.0,45162665.0,5.09851213066616e-05
177127,2023-12-18,2034,TR10VG,TRANUGYO91Q9,NUROL GAYMEN.YATOTA.,TR,TRY,35102000.0,1.0,30282458.0,5.038666353881322e-05
175013,2023-12-18,2034,CN2607,CNE000000HF0,SHAI.JINJIANG INTL. TRAVEL 'B',CN,USD,40501015.0,1.0,82236000.0,5.0307469456836176e-05
177295,2023-12-18,2034,TH50T8,TH4101010007,ANANDA DEVELOPMENT,TH,THB,35101010.0,0.8492201,44332195.0,4.977420927073966e-05
175449,2023-12-18,2034,PL503I,PLMBION00016,MABION,PL,PLN,20103010.0,1.0,47979895.0,4.9202597366863814e-05
177059,2023-12-18,2034,TR00SC,TREKTMR00015,KMC.ARU.EKIPMAN SANVETC.,TR,TRY,50206015.0,1.0,68246831.0,4.9195439789152326e-05
177471,2023-12-18,2034,EG2130,EGS21FW1C015,PIONEERS PROPERTIES,EG,EGP,35101010.0,1.0,38019836.0,4.893450151179784e-05
176667,2023-12-18,2034,MY10XI,MYL7225OO005,PA RESOURCES,MY,MYR,55102035.0,1.0,77868230.0,4.890191268619673e-05
177136,2023-12-18,2034,TR20OA,TREIHAS00025,IHLAS HABER AJANSI,TR,TRY,40301030.0,1.0,26701758.0,4.878696122880258e-05
177098,2023-12-18,2034,TR20YK,TRAALYAG91A8,ALTINYAG MADENCILIK VE ENJ.YAT,TR,TRY,45102020.0,1.0,39602677.0,4.878197278695914e-05
177120,2023-12-18,2034,TR107S,TREBZMT00017,BIZIM TOPTAN SATIS MAGAZ. LTD.,TR,TRY,45201010.0,1.0,33530289.0,4.870315540583285e-05
177129,2023-12-18,2034,TR10CX,TRAEGSER91F0,EGE SERAMIK SANVETC.,TR,TRY,50101035.0,1.0,29112077.0,4.8343987593105474e-05
176695,2023-12-18,2034,MY706X,MYL5253OO009,ECONPILE HOLDINGS,MY,MYR,50101015.0,1.0,40243582.0,4.8163220785924095e-05
176714,2023-12-18,2034,MY90F8,MYL5843OO007,KUMPULAN PERANGSANG SELANGOR,MY,MYR,50203000.0,1.0,29749687.0,4.8137474197304175e-05
177041,2023-12-18,2034,ET023,TRAKRDMB91G1,KARDEMIR 'B',TR,TRY,55102015.0,1.0,77909830.0,4.801141594300617e-05
177105,2023-12-18,2034,TR00M6,TRAMNDRS91B0,MENDERES,TR,TRY,40204020.0,1.0,38384686.0,4.783915727854976e-05
177466,2023-12-18,2034,EG10A5,EGS381B1C015,10TH RAMADAN PHARM.& DIAGNOS.,EG,EGP,20103015.0,1.0,52578732.0,4.783008048736007e-05
176678,2023-12-18,2034,MY20F1,MYL7164OO006,KNM GROUP,MY,MYR,60101030.0,1.0,64983540.0,4.748966182005771e-05
175446,2023-12-18,2034,PL00AK,PLBMDLB00018,SYNTHAVERSE,PL,PLN,20103015.0,1.0,51961349.0,4.742120756885676e-05
176702,2023-12-18,2034,MY20J5,MYL5073OO001,NAIM HOLDINGS,MY,MYR,50101010.0,1.0,36422203.0,4.697696973298694e-05
175453,2023-12-18,2034,PL00CM,PLLUBAW00013,LUBAWA,PL,PLN,50201020.0,1.0,41118651.0,4.6917110215346796e-05
176862,2023-12-18,2034,CN255B,CNE000000J10,FOSHAN ELECT.& LTG.'B',CN,HKD,45201030.0,1.0,75651556.0,4.6782839083411273e-05
176688,2023-12-18,2034,MY50XM,MYQ0099OO000,SCICOM MSC,MY,MYR,50205020.0,1.0,50111728.0,4.655308710401951e-05
176696,2023-12-18,2034,MY249Z,MYL4634OO001,POS MALAYSIA,MY,MYR,50206040.0,1.0,39159705.0,4.642361493912508e-05
175437,2023-12-18,2034,PL10HS,PLONCTH00011,MOLECURE,PL,PLN,20103010.0,1.0,57306132.0,4.566657893367072e-05
175014,2023-12-18,2034,CN25QW,CNE0000003Y6,SHANGHAI SHIBEI HI-TECH 'B',CN,USD,35101010.0,1.0,77331100.0,4.5592727386013604e-05
177304,2023-12-18,2034,TH604K,TH0954010Z08,BETTER WORLD GREEN,TH,THB,65103035.0,0.49,38126319.0,4.537614171991404e-05
175016,2023-12-18,2034,CN26MT,CNE000000WP8,KAMA 'B',CN,USD,50206015.0,1.0,72960000.0,4.4766877517206595e-05
175448,2023-12-18,2034,456453,PLMSTZB00018,MOSTOSTAL ZABRZE,PL,PLN,50101010.0,1.0,49251113.0,4.432364998981232e-05
175457,2023-12-18,2034,PL120D,PLBMECH00012,BUMECH,PL,PLN,50204000.0,1.0,35442202.0,4.429496472273105e-05
175017,2023-12-18,2034,CN26NU,CNE0000013W9,SHANGHAI LINGYUN INDS. 'B',CN,USD,65101010.0,1.0,71944000.0,4.385495964185609e-05
175459,2023-12-18,2034,B06WK7,PLBIOTN00029,BIOTON,PL,PLN,20103010.0,1.0,31763770.0,4.354508764802014e-05
177474,2023-12-18,2034,EG20ZV,EGS693V1C014,ORASCOM INVESTMENT HOLDING,EG,EGP,15102015.0,1.0,35176188.0,4.329621936075651e-05
175020,2023-12-18,2034,CN25IO,CNE000000FY5,SHANG GONG GROUP 'B',CN,USD,50204050.0,1.0,67572419.0,4.283414342963104e-05
175018,2023-12-18,2034,CN25BH,CNE000000BY4,SHAI.JNJNG.ONLINE NETWK SEV'B',CN,USD,40401030.0,1.0,69895714.0,4.209371146779239e-05
175468,2023-12-18,2034,PL11LX,PLMRVDV00011,MARVIPOL DEVELOPMENT,PL,PLN,35101010.0,1.0,22474218.0,4.206728608305635e-05
177074,2023-12-18,2034,TR00RB,TREGREL00017,GERSAN ELEKTRIK,TR,TRY,50202040.0,1.0,53784030.0,4.179117038756815e-05
177097,2023-12-18,2034,TR11ZL,TRETRLC00022,TURK ILAC VE SERUM SANAYI,TR,TRY,20103015.0,1.0,39830839.0,4.106803787643675e-05
175015,2023-12-18,2034,CN1PTI,CNE0000004B2,SHANGHAI ZHONGYIDA 'B',CN,USD,50204000.0,1.0,73153080.0,4.0869879378521246e-05
177071,2023-12-18,2034,TR80E6,TREADSE00015,ADESE GAYRIMENKUL YATIRIM AS,TR,TRY,45201010.0,1.0,59036128.0,4.062906297572134e-05
175455,2023-12-18,2034,PL403H,PLMDCLG00015,MEDICALGORITHMICS,PL,PLN,20102020.0,1.0,38715243.0,4.042258056694181e-05
175019,2023-12-18,2034,CN24X2,CNE000000FD9,SHANGHAI NEW POWER AUTOMOT 'B',CN,USD,50204030.0,1.0,69649055.0,4.02958615607613e-05
175439,2023-12-18,2034,PL309M,PLBCLTX00019,BIOCELTIX,PL,PLN,20103015.0,1.0,56087322.0,3.908405863533947e-05
176697,2023-12-18,2034,MY30CZ,MYL5230OO007,TUNE PROTECT GROUP,MY,MYR,30302010.0,1.0,39205563.0,3.808226856510957e-05
176711,2023-12-18,2034,MY21H4,MYL5113OO005,RIMBUNAN SAWIT,MY,MYR,45102010.0,1.0,30843308.0,3.783970072347999e-05
176703,2023-12-18,2034,MY20OA,MYL5077OO002,MALAYSIAN BULK CARRIERS,MY,MYR,50206030.0,1.0,35662572.0,3.768422531506249e-05
177109,2023-12-18,2034,TR00AU,TRAOKANT91B5,IHLAS GAYMEN.PROJE GELISTIRME,TR,TRY,35101010.0,1.0,36940582.0,3.731354498890014e-05
177081,2023-12-18,2034,446208,TRAIHLAS91D5,IHLAS HOLDING,TR,TRY,50203000.0,1.0,48107812.0,3.59167812727381e-05
177485,2023-12-18,2034,EG104Z,EGS3F021C017,INDL.ENGR.FOR CON. &. DEV.SAE,EG,EGP,50101035.0,1.0,21096380.0,3.567487486529281e-05
176704,2023-12-18,2034,MY10M7,MYL5147OO003,SAMCHEM HOLDINGS,MY,MYR,55201000.0,1.0,34204590.0,3.5287261475350326e-05
177050,2023-12-18,2034,TR014P,TRELKMH00013,LOKMAN HEKIM ENGR SAGLIK TURIZ,TR,TRY,20101010.0,1.0,73712711.0,3.519844564728333e-05
175463,2023-12-18,2034,PL209L,PLPLTRG00038,POLTREG,PL,PLN,20103010.0,1.0,28901246.0,3.498744218993614e-05
177479,2023-12-18,2034,EG102X,EGS696S1C016,ORASCOM FINANCIAL HOLDING,EG,EGP,15102015.0,1.0,29214823.0,3.459788183681219e-05
177116,2023-12-18,2034,TR11UG,TREMTRK00015,MATRIKS BILGI DAGITIM,TR,TRY,30202015.0,1.0,34023609.0,3.3689940833828334e-05
