,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Mcap_Units_Index_Currency,Weight,SEDOL
32839,2023-12-18,2034,AE23IB,AEE001901017,EMAAR DEVELOPMENT PJSC,AE,AED,35101010.0,1.0,1620600843.0,0.001172648240628129,BDG1977
32840,2023-12-18,2034,AE301S,AEE01110S227,SALIK COMPANY,AE,AED,50206060.0,1.0,1581397880.0,0.0011442814248338962,BJN5952
32841,2023-12-18,2034,AE20XN,AEN000401010,NATMARINE DREDGING CO,AE,AED,50101010.0,1.0,1515194093.0,0.0010963771215109653,6625838
32842,2023-12-18,2034,BR00FH,BRBRFSACNOR8,BRF SA,BR,BRL,45102020.0,1.0,2008329894.0,0.001453204548777331,2036995
32843,2023-12-18,2034,IN10BH,INE811K01011,Prestge Ests,IN,INR,35101010.0,1.0,2411615844.0,0.0017450176511709494,B4T3LF9
32844,2023-12-18,2034,AE303U,AEE01134E227,EMIRATES CENTRAL COOLING SYSTEMS,AE,AED,50101025.0,1.0,925761400.0,0.0006698703642173989,BPYSVC3
32845,2023-12-18,2034,EG8013,EGS39061C014,MISR FRETILIZERS,EG,EGP,55201015.0,1.0,645131190.0,0.0004668095528862015,BWSW8F2
32846,2023-12-18,2034,IN104A,INE002L01015,Satluj Jal Vid,IN,INR,65101010.0,1.0,800409514.0,0.0005791671727361405,B3Y50F6
32847,2023-12-18,2034,ZA00MV,ZAE000015228,HARMONY GOLD MNG.,ZA,ZAR,55103025.0,0.7448494,2068137539.0,0.0014964806768802469,6410562
32848,2023-12-18,2034,MX024P,MX01PI000005,Promotora y Opr,MX,MXN,50101010.0,0.9881024,1960725757.0,0.0014187587395326972,2393388
32849,2023-12-18,2034,TW117Y,TW0003036000,WT Microelectron,TW,TWD,10102010.0,1.0,2020668029.0,0.0014621322821935367,6290991
32850,2023-12-18,2034,MX11M7,MX01Q0000008,QUALITAS CONTROLADORA,MX,MXN,30302025.0,1.0,1933195724.0,0.0013988383224223845,BYMXF65
32851,2023-12-18,2034,IN11IP,INE342J01019,ZF COMMERCIAL VEHICLE CNTRL IN,IN,INR,40101025.0,1.0,885142068.0,0.0006404786800090192,B3DGKJ4
32852,2023-12-18,2034,IN616I,INE930H01031,KPR MILL,IN,INR,55101020.0,1.0,1255335685.0,0.0009083465486096612,BMDP7V5
32853,2023-12-18,2034,IN047G,INE061F01013,Fortis Healthcar,IN,INR,20101010.0,1.0,2453330522.0,0.0017752019152211373,B1XC098
32854,2023-12-18,2034,AE22B3,AEA003001012,AIR ARABIA,AE,AED,40501010.0,0.4878831,932391402.0,0.0006746677578595426,B23DL40
32855,2023-12-18,2034,SA238F,SA121053DR18,SAUDI MOBILE TELECOM,SA,SAR,15102015.0,0.5803018,1230394095.0,0.0008902990992588229,B2QG180
32856,2023-12-18,2034,IN50Y8,INE823G01014,JK CEMENT,IN,INR,50101030.0,1.0,1627966911.0,0.0011779782432119591,B0CJ800
32857,2023-12-18,2034,MX802T,MX01GC2M0006,GCC,MX,MXN,50101030.0,1.0,1907400361.0,0.0013801730926904796,2946663
32858,2023-12-18,2034,IN01TZ,INE438A01022,Apollo Tyres,IN,INR,40101015.0,1.0,1738217206.0,0.0012577540961117729,6168902
32859,2023-12-18,2034,IN0BN3,INE741K01010,CREDITACCESS GRAMEEN,IN,INR,30201020.0,1.0,895601013.0,0.000648046653027207,BYVKG53
32860,2023-12-18,2034,EG20EA,EGS38191C010,ABOU KIR FERTILIZERS,EG,EGP,55201015.0,1.0,715703363.0,0.0005178747703721793,6005474
32861,2023-12-18,2034,IN06S3,INE115A01026,LIC Housing,IN,INR,30201025.0,1.0,1927265186.0,0.0013945470529332213,6101026
32862,2023-12-18,2034,BR02Y2,BREMBRACNOR4,Embraer,BR,BRL,50201010.0,1.0,3318100383.0,0.0024009394991734378,B16FPG6
32863,2023-12-18,2034,BR02JN,BRCPLEACNPB9,COPEL - CIA PR DE ENERGIA,BR,BRL,65101010.0,1.0,2085043710.0,0.0015087137889167733,2200154
32864,2023-12-18,2034,IN0A1G,INE424H01027,Sun TV network,IN,INR,40301035.0,1.0,820743398.0,0.0005938805387082304,B128WL3
32865,2023-12-18,2034,AE2280,AED000901010,DUBAI FINANCIAL MARKET,AE,AED,30202015.0,1.0,585573426.0,0.00042371423581783607,B1GPBP7
32866,2023-12-18,2034,MX406T,MX01VE0M0003,VESTA,MX,MXN,35101010.0,1.0,3313467706.0,0.002397587347064599,B8F6ZF8
32867,2023-12-18,2034,IN50W6,INE387A01021,SUNDRAM FASTENERS,IN,INR,40101025.0,1.0,1646709412.0,0.0011915401026405495,6730895
32868,2023-12-18,2034,IN80DQ,INE298J01013,NIPPON LIFE INDIA ASSET MGM,IN,INR,30202010.0,1.0,683799266.0,0.0004947893305629399,BF29PR1
32869,2023-12-18,2034,IN811F,INE878B01027,KEI INDUSTRIES,IN,INR,50202010.0,1.0,2445387410.0,0.0017694543701966205,B1L9PJ6
32870,2023-12-18,2034,IN30KS,INE474Q01031,GLOBAL HEALTH,IN,INR,20101010.0,1.0,991372325.0,0.0007173456793757004,BN960L0
32871,2023-12-18,2034,IN18V9,INE732I01013,ANGEL ONE,IN,INR,30202015.0,1.0,1752781833.0,0.0012682928936822706,BMCMVV5
32872,2023-12-18,2034,MX504S,MX01OM000018,GRUPO AERO DEL CENTRO 'B',MX,MXN,50206060.0,0.3662669,1083476870.0,0.0007839914750474877,B1KFX13
32873,2023-12-18,2034,SA23GN,SA1230K1UGH7,ABDULLAH AL OTHAIM MKTS,SA,SAR,45201010.0,0.6151063,1288068631.0,0.0009320317340785394,B3BQB93
32874,2023-12-18,2034,IN60U5,INE410P01011,NARAYANA HRUDAYALAYA,IN,INR,20101010.0,1.0,1090528712.0,0.0007890941072904648,BD0CSH9
32875,2023-12-18,2034,BR906H,BRALOSACNOR5,ALLOS,BR,BRL,35101010.0,1.0,2523305511.0,0.001825835017192702,BMHVKZ4
32876,2023-12-18,2034,IN30EM,INE031B01049,AJANTA PHARMA,IN,INR,20103015.0,1.0,1044803285.0,0.0007560077111213373,BWFGD74
32877,2023-12-18,2034,QA20MO,QA0007227695,QATAR NAVIGATION,QA,QAR,50206030.0,1.0,2668803117.0,0.0019311154213270498,6148205
32878,2023-12-18,2034,KR22S7,KR7403870009,HPSP,KR,KRW,10102020.0,1.0,1171345868.0,0.0008475724773377948,BPDWY61
32879,2023-12-18,2034,IN0B9P,INE256A01028,Zee Entrtainment,IN,INR,40301035.0,1.0,3078181956.0,0.002227337268537169,6188535
32880,2023-12-18,2034,IN041A,INE302A01020,Exide Industries,IN,INR,50205010.0,1.0,1687972359.0,0.001221397499304067,B1D3ZC9
32881,2023-12-18,2034,IN025C,INE462A01022,BayerCrop,IN,INR,55201015.0,1.0,942948727.0,0.000682306917520889,6716992
32882,2023-12-18,2034,QA20UW,QA000A0KD6J5,BARWA REAL ESTATE,QA,QAR,35101010.0,1.0,1598821300.0,0.0011568888123327837,B0YTG26
32883,2023-12-18,2034,MX109T,US92837L1098,VISTA ENERGY ADR,MX,USD,60101010.0,1.0,2731396665.0,0.0019764073969877538,BJ84772
32884,2023-12-18,2034,MX302O,MXP001391012,ALSEA,MX,MXN,40501040.0,1.0,1833055748.0,0.0013263781807532227,2563017
32885,2023-12-18,2034,BR10X0,BRGMATACNOR7,GRUPO MATEUS ON,BR,BRL,40401010.0,1.0,621932559.0,0.00045002328873939754,BN7JD67
32886,2023-12-18,2034,MX204P,MX01R0000006,REGIONAL S.A.B. DE C.V.,MX,MXN,30101010.0,1.0,1224375470.0,0.0008859440910236147,BG1Z6X0
32887,2023-12-18,2034,IN07NZ,INE589A01014,NLC INDIA,IN,INR,65101015.0,1.0,701771141.0,0.0005077935738289905,6374895
32888,2023-12-18,2034,IN07GS,INE331A01037,RAMCO CEMENTS,IN,INR,50101030.0,1.0,1599924450.0,0.0011576870390597638,6698153
32889,2023-12-18,2034,IN70O0,INE913H01037,ENDURANCE TECHNOLOGIES,IN,INR,40101025.0,1.0,751486121.0,0.0005437667649338051,BYZ02R3
32890,2023-12-18,2034,TW02OF,TW0002313004,Compeq Mftg,TW,TWD,10102015.0,1.0,2726204978.0,0.0019726507516344342,6215273
32891,2023-12-18,2034,IN60ZA,INE572A01036,JB CHEMICALS & PHARMS.,IN,INR,20103015.0,1.0,1267055435.0,0.0009168268257102583,BNQNGS3
32892,2023-12-18,2034,TW11B2,TW0001477008,Makalot,TW,TWD,40204020.0,1.0,2712062036.0,0.001962417080508542,6580432
32893,2023-12-18,2034,SA2239,SA000A0EAXM3,SAUDIA DAIRY & FDSF,SA,SAR,45102020.0,0.836722,1152937999.0,0.0008342527537983427,B133P41
32894,2023-12-18,2034,IN12IQ,INE536A01023,Grindwell Norton,IN,INR,55101000.0,1.0,1411020561.0,0.0010209983448384308,B156WQ9
32895,2023-12-18,2034,IN05KU,INE530B01024,IIFL FINANCE,IN,INR,30201020.0,1.0,1800335558.0,0.001302702225380097,B0838V7
32896,2023-12-18,2034,BR171B,BRSMFTACNOR1,SMARTFIT ESCOLA SA COM NPV,BR,BRL,40501030.0,1.0,1265802901.0,0.0009159205064288812,BF4XNJ9
32897,2023-12-18,2034,TW03JB,TW0002388006,VIA TECHNOLOGIES,TW,TWD,10102010.0,1.0,1161120771.0,0.0008401737140586732,6146823
32898,2023-12-18,2034,IN09N1,INE640A01023,SKF India Ltd,IN,INR,50204000.0,1.0,1335290611.0,0.0009662010188874186,6411510
32899,2023-12-18,2034,IN10U0,INE120A01034,Carborundum Univ,IN,INR,55101000.0,1.0,1879057404.0,0.0013596644530684474,B6X5768
32900,2023-12-18,2034,IN60FQ,INE600L01024,DR LAL PATHLABS,IN,INR,20102020.0,1.0,1247890930.0,0.0009029596090123099,BYY2W03
32901,2023-12-18,2034,IN05T3,INE821I01022,IRB Infrast Dvlp,IN,INR,50101010.0,1.0,771952386.0,0.0005585759202838983,BMTY040
32902,2023-12-18,2034,IN08AN,INE140A01024,PIRAMAL ENTERPRISES,IN,INR,30201020.0,1.0,1394410984.0,0.0010089798448291553,B058J56
32903,2023-12-18,2034,KR22L0,KR7277810008,RAINBOW ROBOTICS,KR,KRW,50204000.0,1.0,1166692333.0,0.0008442052326186389,BM9Q3J2
32904,2023-12-18,2034,TW04YR,TW0002812005,Taichung Comm Bk,TW,TWD,30101010.0,1.0,1943996293.0,0.0014066534906609666,6869971
32905,2023-12-18,2034,IN0BJZ,INE325A01013,TIMKEN INDIA,IN,INR,50204000.0,1.0,1218732330.0,0.0008818607794412461,6143857
32906,2023-12-18,2034,IN04LU,INE935A01035,Glenmark Phrm,IN,INR,20103015.0,1.0,1514378052.0,0.0010957866435736844,6698755
32907,2023-12-18,2034,IN0BBR,INE763G01038,ICICI SECURITIES,IN,INR,30202015.0,1.0,715787886.0,0.0005179359302485738,BF2LT08
32908,2023-12-18,2034,IN303B,INE128S01021,FIVE-STAR BUSINESS FINANCE,IN,INR,30201020.0,1.0,718000117.0,0.0005195366753063209,BP5JGC0
32909,2023-12-18,2034,IN04R0,INE233A01035,Godrej Indus,IN,INR,50203000.0,1.0,1563744158.0,0.0011315073934409987,B1BFBC9
32910,2023-12-18,2034,SA22DJ,SA000A0LE310,ADVANCED PETROCHEMICALS,SA,SAR,55201020.0,0.4114515,975007270.0,0.0007055041126898484,B1P6WF8
32911,2023-12-18,2034,SA226C,SA000A0HNGZ6,ALDREES PTL& TRANSVS,SA,SAR,60101020.0,0.49,1353772888.0,0.0009795745832049164,B128FF8
32912,2023-12-18,2034,IN05PZ,INE136B01020,Cyient Ltd,IN,INR,10101010.0,1.0,2402941966.0,0.0017387413322241482,B19HGC2
32913,2023-12-18,2034,IN315E,INE672A01018,TATA INVESTMENT CORPORATION,IN,INR,30202010.0,1.0,703551706.0,0.0005090819703046512,6461377
32914,2023-12-18,2034,IN3019,INE171Z01018,BHARAT DYNAMICS,IN,INR,50201020.0,1.0,844972485.0,0.0006114124290347714,BDVPZL0
32915,2023-12-18,2034,IN403C,INE217B01036,KAJARIA CERAMICS,IN,INR,50101035.0,1.0,1557467698.0,0.001126965818747783,BDB5J63
32916,2023-12-18,2034,IN157I,INE372A01015,APAR INDUSTRIES,IN,INR,50202010.0,1.0,1004267924.0,0.0007266767873684635,B01WBY5
32917,2023-12-18,2034,IN20QX,INE872J01023,DEVYANI INTERNATIONAL,IN,INR,40501040.0,1.0,1084489014.0,0.0007847238508733976,BKVD654
32918,2023-12-18,2034,MY245V,MYL3034OO005,HAP SENG CONSOLIDATED,MY,MYR,50203000.0,1.0,624370645.0,0.0004517874598927999,6297743
32919,2023-12-18,2034,PL303G,PLALIOR00045,ALIOR BANK,PL,PLN,30101010.0,1.0,1685303203.0,0.0012194661285406358,B8W8F13
32920,2023-12-18,2034,SA25V4,SA14QG523GH3,ARABIAN CENTRES COMPANY,SA,SAR,35101010.0,1.0,958785256.0,0.000693766048836117,BKBF694
32921,2023-12-18,2034,IN10SY,INE176A01028,Bata India Ltd,IN,INR,40204025.0,1.0,1114464146.0,0.0008064135136637285,BYMFG13
32922,2023-12-18,2034,IN04GP,INE322A01010,GILLETTE INDIA,IN,INR,45201020.0,1.0,473164516.0,0.00034237643378484916,6139931
32923,2023-12-18,2034,SA24FN,SA1330R2TQ16,CATRION CATERING HOLDING,SA,SAR,50205020.0,0.6687455,953188823.0,0.0006897165339049174,B7J4PX9
32924,2023-12-18,2034,SA26MW,SA15D1I1VJH7,ARABIAN CONTRACTING SERVICES,SA,SAR,40301020.0,1.0,830839677.0,0.0006011860907554106,BP4DC81
32925,2023-12-18,2034,CN2CW9,KYG2215N1097,CLOUD MUSIC,CN,HKD,40301010.0,1.0,603084817.0,0.00043638527812649494,BP2TRS6
32926,2023-12-18,2034,IN70CO,INE947Q01028,LAURUS LABS,IN,INR,20103015.0,1.0,1989108497.0,0.001439296165678665,BMZ1CH2
32927,2023-12-18,2034,IN0BAQ,INE466L01038,360 ONE WAM,IN,INR,30202010.0,1.0,1958248683.0,0.0014169663571082698,BQKRHR8
32928,2023-12-18,2034,TW30C4,KYG5138S1057,JINAN ACETATE CHEMICAL,TW,TWD,55201020.0,1.0,1237131807.0,0.0008951744306254494,BYRP845
32929,2023-12-18,2034,IN0BDT,INE258G01013,SUMITOMO CHEMICAL INDIA,IN,INR,55201015.0,1.0,620394637.0,0.0004489104659642441,BL1N1S9
32930,2023-12-18,2034,BR16BK,BRGGPSACNOR9,GPS PART. E EMPREENDIMENTOS ON,BR,BRL,50205020.0,1.0,1745905328.0,0.0012633171332877536,BLFG6N4
32931,2023-12-18,2034,SA24QY,SA13J051UJH4,AL HAMMADI HOLDING,SA,SAR,20101010.0,0.540811,1033672336.0,0.0007479534836922014,BP7RRL8
32932,2023-12-18,2034,BR0406,BRMDIAACNOR7,M Dias Branco,BR,BRL,45102020.0,1.0,975663943.0,0.0007059792737644856,B1FRH89
32933,2023-12-18,2034,TW08ZW,TW0006531007,AP MEMORY TECH.,TW,TWD,10102010.0,1.0,1940821490.0,0.0014043562395097211,BWY5316
32934,2023-12-18,2034,IN60P0,INE105A01035,TVS HOLDINGS,IN,INR,40101025.0,1.0,534412500.0,0.00038669477471984755,B84NYN1
32935,2023-12-18,2034,IN117E,INE944F01028,RADICO KHAITAN,IN,INR,45101015.0,1.0,1663428077.0,0.001203637537479352,B0VY3T0
32936,2023-12-18,2034,IN40CL,INE769A01020,AARTI INDUSTRIES,IN,INR,55201020.0,1.0,1426674086.0,0.0010323250565516609,B0VX289
32937,2023-12-18,2034,IN709L,INE572E01012,PNB HOUSING FINANCE,IN,INR,30201025.0,1.0,494801292.0,0.00035803255751134096,BD6FGZ6
32938,2023-12-18,2034,IN0B6M,INE716A01013,Whirlpool India,IN,INR,40202020.0,1.0,513778548.0,0.0003717642829738271,6291790
32939,2023-12-18,2034,BR30BG,BRSMTOACNOR3,SAO MARTINHO,BR,BRL,45102035.0,1.0,978158367.0,0.0007077842104505395,B1P3R43
32940,2023-12-18,2034,IN20U1,INE07Y701011,HITACHI ENERGY INDIA,IN,INR,50202010.0,1.0,662965223.0,0.0004797140552570879,BK709V6
32941,2023-12-18,2034,SA2307,SA11RGL0IU14,ASTRA INDUSTRIAL GROUP,SA,SAR,30202000.0,0.8022623,932708619.0,0.0006748972924537977,B3CQKT5
32942,2023-12-18,2034,KR190L,KR7058470006,LEENO INDUSTRIAL,KR,KRW,10102020.0,1.0,1574717777.0,0.0011394477786809893,6430139
32943,2023-12-18,2034,KR70AC,KR7267260008,HD HYUNDAI ELECTRIC,KR,KRW,50202010.0,1.0,1271151069.0,0.0009197903796446535,BD4HFR9
32944,2023-12-18,2034,TW090Y,TW0006592009,HOTAI FINANCE,TW,TWD,30201020.0,1.0,738921451.0,0.0005346751133817189,BYQKH22
32945,2023-12-18,2034,TW15FA,TW0001519007,FORTUNE ELECTRIC,TW,TWD,10102015.0,1.0,2144879741.0,0.0015520104568047342,6347604
32946,2023-12-18,2034,IN02GN,INE472A01039,Blue Star Ltd,IN,INR,50101025.0,1.0,1821720108.0,0.00131817584125685,B1FDHG5
32947,2023-12-18,2034,SA274F,SA15H14I11H6,AL DAWAA MEDICAL SERVICES,SA,SAR,45201015.0,1.0,785482307.0,0.0005683660164232519,BPW7GB6
32948,2023-12-18,2034,SA25R0,SA14K0Q0SJ16,LEEJAM SPORTS,SA,SAR,40501030.0,0.6925752,873700785.0,0.0006321998984457305,BF12ZV5
32949,2023-12-18,2034,ID2164,ID1000144900,MD PICTURES,ID,IDR,40301010.0,1.0,648080181.0,0.00046894340905609996,BFYR4R6
32950,2023-12-18,2034,IN18GU,INE914M01019,ASTER DM HEALTHCARE,IN,INR,20101010.0,1.0,1193623745.0,0.0008636924944177687,BZ2YSF5
32951,2023-12-18,2034,IN809M,INE269A01021,SONATA SOFTWARE,IN,INR,10101015.0,1.0,1748973504.0,0.0012655372303609336,6289922
32952,2023-12-18,2034,IN05GQ,INE043D01016,IDFC,IN,INR,30202010.0,1.0,2024074311.0,0.0014645970289025344,B0C5QR1
32953,2023-12-18,2034,CN17HO,HK0000112026,CHINA NONFERROUS MINING CORP,CN,HKD,55102040.0,1.0,679321082.0,0.0004915489678224837,B890GY2
32954,2023-12-18,2034,IN70KW,INE791I01019,BRIGADE ENTERPRISES,IN,INR,35101010.0,1.0,1597124927.0,0.0011556613362257021,B29ZGD4
32955,2023-12-18,2034,TR005P,TREMGTI00012,Migros Ticaret AS,TR,TRY,45201010.0,1.0,1044913164.0,0.0007560872183094204,B50PPK4
32956,2023-12-18,2034,SA229F,SA000A0KDVM8,EMAAR THE ECONOMIC CITY,SA,SAR,35101010.0,0.7752989,994711380.0,0.0007197617813961475,B19NK95
32957,2023-12-18,2034,515183,TRABRYAT91Q2,BORUSAN YATIRIM VE PAZ.,TR,TRY,55102010.0,1.0,592253951.0,0.00042854818732511804,B03MQ26
32958,2023-12-18,2034,IN086J,INE182A01018,Pfizer,IN,INR,20103015.0,1.0,843164515.0,0.0006101042026144495,6124960
32959,2023-12-18,2034,IN0AJY,INE517B01013,TATA TLSVS.MAHARASTRA,IN,INR,15102015.0,1.0,588981627.0,0.0004261803710932927,6326067
32960,2023-12-18,2034,IN0218,INE058A01010,SANOFI INDIA LTD,IN,INR,20103015.0,1.0,752406476.0,0.0005444327232887973,6100250
32961,2023-12-18,2034,IN19BQ,INE064C01022,TRIDENT,IN,INR,55101020.0,1.0,599500536.0,0.00043379173337627366,BL0KWD3
32962,2023-12-18,2034,BR00EG,BRCIELACNOR3,CIELO SA INSTITUICAO DE PAGAMENTO,BR,BRL,50205015.0,1.0,1029235533.0,0.0007447430637702098,B614LY3
32963,2023-12-18,2034,PL10CN,PLKRK0000010,KRUK,PL,PLN,30201020.0,1.0,2070095152.0,0.0014978971832644045,B4PTLY0
32964,2023-12-18,2034,IN806J,INE149A01033,CHOLAMANDALAM FIN HOLDINGS,IN,INR,30201020.0,1.0,1427649934.0,0.001033031169006966,BF93XC7
32965,2023-12-18,2034,IN60GR,INE048G01026,NAVIN FLUORINE INTL.,IN,INR,55201020.0,1.0,1642916465.0,0.0011887955695585402,BF1BKG2
32966,2023-12-18,2034,KR22WB,KR7328130000,LUNIT,KR,KRW,20101025.0,1.0,1700551421.0,0.0012304995647428,BNRKTL7
32967,2023-12-18,2034,TW18VT,TW0003023008,SINBON Elec,TW,TWD,50202010.0,1.0,2219329640.0,0.0016058815524877888,6349354
32968,2023-12-18,2034,SA20MQ,SA0007879170,NATIONAL INDZT,SA,SAR,55201000.0,0.4055668,813688871.0,0.0005887759636299527,B136MP0
32969,2023-12-18,2034,TR20TF,TREPOLT00013,POLITEKNIK METAL,TR,TRY,55201020.0,1.0,347096792.0,0.00025115527011142474,BK1PVV1
32970,2023-12-18,2034,IN501B,INE536H01010,CIE AUTOMOTIVE INDIA,IN,INR,40101025.0,1.0,748510182.0,0.0005416134094992204,B16NQ89
32971,2023-12-18,2034,SA216B,SA0007879469,SAUDI CEMENT,SA,SAR,50101030.0,0.4575816,905359576.0,0.0006551078376381105,B132HD1
32972,2023-12-18,2034,QA2013,QA000A0Q5NE9,VODAFONE QATAR,QA,QAR,15102015.0,1.0,777787081.0,0.000562797838874096,B3WYBN0
32973,2023-12-18,2034,IN077J,INE338I01027,MOTILAL OSWAL FINL.SVS.,IN,INR,30202015.0,1.0,775330515.0,0.0005610202958039874,B233M14
32974,2023-12-18,2034,CN4D6M,US86366E1064,STRUCTURE THERAPEUTICS ADR,CN,USD,20103010.0,1.0,1294623152.0,0.0009367745105321058,BQS9486
32975,2023-12-18,2034,MY23AZ,MYL5211OO007,SUNWAY,MY,MYR,35101010.0,1.0,815779929.0,0.0005902890292903483,B6VGS93
32976,2023-12-18,2034,TH303G,TH3871010Z01,WHA CORPORATION,TH,THB,35101010.0,0.5449173,803280396.0,0.0005812445101267091,BX8ZRM8
32977,2023-12-18,2034,IN829O,INE410B01037,VINATI ORGANICS,IN,INR,55201020.0,1.0,600871093.0,0.0004347834527510183,BKKKN11
32978,2023-12-18,2034,KR1KMI,KR7214150005,CLASSYS,KR,KRW,20102010.0,1.0,495717739.0,0.00035869568808221585,BWT5WS1
32979,2023-12-18,2034,IN12V3,INE836A01035,BIRLASOFT,IN,INR,10101010.0,1.0,1445128173.0,0.001045678222907473,B1LQJY0
32980,2023-12-18,2034,B018DT,PLINTCS00010,INTER CARS,PL,PLN,40101025.0,1.0,1386646247.0,0.001003361369915163,B018DT2
32981,2023-12-18,2034,BR172C,BRVAMOACNOR7,VAMOS L CAM MAQ SA COM NPV,BR,BRL,50206050.0,1.0,892445912.0,0.0006457636580178961,BJLSQZ2
32982,2023-12-18,2034,IN07LX,INE139A01034,National Alum,IN,INR,55102035.0,1.0,1244162032.0,0.0009002614210543873,6139447
32983,2023-12-18,2034,B28XVV,GRS496003005,TERNA ENERGY,GR,EUR,65101010.0,1.0,905161277.0,0.0006549643507489898,B28XVV2
32984,2023-12-18,2034,IN10TZ,INE233B01017,Blue Dart Ex,IN,INR,50206040.0,1.0,536575657.0,0.0003882600103922891,6098601
32985,2023-12-18,2034,IN506G,INE191H01014,PVR INOX,IN,INR,40301010.0,1.0,1667640339.0,0.0012066854821010647,B0LX4M7
32986,2023-12-18,2034,IN0BHX,INE03QK01018,SUVEN PHARMACEUTICALS,IN,INR,20103015.0,1.0,852013756.0,0.0006165074122230134,BKTQQK0
32987,2023-12-18,2034,IN12HP,INE285A01027,Elgi Equipments,IN,INR,50204050.0,1.0,1310924093.0,0.0009485696850606142,6271189
32988,2023-12-18,2034,CN2D6K,KYG5252B1023,KEYMED BIOSCIENCES,CN,HKD,20103010.0,1.0,1100435097.0,0.0007962622542104247,BLPPZP6
32989,2023-12-18,2034,MY207T,MYL5031OO009,TIME DOTCOM,MY,MYR,15102015.0,1.0,1156075200.0,0.0008365227965723158,6336538
32990,2023-12-18,2034,IN00RW,INE531E01026,HINDUSTAN COPPER,IN,INR,55102040.0,1.0,589061367.0,0.0004262380700455742,B02GZ11
32991,2023-12-18,2034,IN21BJ,INE0DK501011,PIRAMAL PHARMA,IN,INR,20103015.0,1.0,943014587.0,0.0006823545730638694,BKS9DQ5
32992,2023-12-18,2034,MY407V,MYL5249OO007,IOI PROPERTIES GROUP,MY,MYR,35101010.0,1.0,418470833.0,0.0003028007101139325,BH7JFJ2
32993,2023-12-18,2034,CZ602J,CZ0008040318,MONETA MONEY BANK,CZ,CZK,30101010.0,1.0,981878812.0,0.0007104762819143107,BD3CQ16
32994,2023-12-18,2034,TW1190,TW0004919006,NUVOTON TECHNOLOGY,TW,TWD,10102010.0,1.0,899652120.0,0.0006509779877335079,B3M1XS0
32995,2023-12-18,2034,EG0060,EGS48031C016,TELECOM EGYPT,EG,EGP,15102015.0,1.0,415333183.0,0.0003005303424486931,B0S6009
32996,2023-12-18,2034,CN8EM7,KYG844081060,CHINA TIAN.GP.CEMENT,CN,HKD,50101030.0,1.0,576704292.0,0.0004172966318619216,B7FL1V4
32997,2023-12-18,2034,TW05NH,TW0003005005,GETAC HOLDINGS,TW,TWD,10102030.0,1.0,1428584914.0,0.0010337077098447412,6439620
32998,2023-12-18,2034,SA24EM,SA132GSGS910,SEERA GROUP HOLDING,SA,SAR,40501015.0,0.3760035,699828553.0,0.0005063879393630424,B6WTLK3
32999,2023-12-18,2034,TW07VR,TW0006176001,Radiant,TW,TWD,10102015.0,1.0,1968470402.0,0.0014243626761052141,6520278
33000,2023-12-18,2034,BR602A,BRTRPLACNPR1,CTEEP CPAD.TMO.DE ENELA. PN,BR,BRL,65101015.0,1.0,926543112.0,0.0006704360020827853,2440972
33001,2023-12-18,2034,IN20CJ,INE745G01035,MULTI CMOD.EX.OF INDIA,IN,INR,30202015.0,0.5766741,972058721.0,0.0007033705763460962,B7L5LS7
33002,2023-12-18,2034,TW0841,TW0006285000,Wistron Neweb,TW,TWD,15101010.0,1.0,1995167353.0,0.0014436802846054865,6682598
33003,2023-12-18,2034,IN04U3,INE246F01010,Gujarat Petro,IN,INR,65102020.0,1.0,1084039886.0,0.0007843988669877655,B0YVBS3
33004,2023-12-18,2034,TR807Z,TREENSA00014,ENERJISA ENERJI,TR,TRY,65101015.0,1.0,367260647.0,0.0002657456050431651,BD0MXB8
33005,2023-12-18,2034,TR211O,TREKLRH00038,KILER HOLDING A S,TR,TRY,35101010.0,1.0,314035196.0,0.00022723227726021225,BMWPNC9
33006,2023-12-18,2034,PH405F,PHY1249R1024,CENTURY PACIFIC FOOD,PH,PHP,45102020.0,1.0,667017383.0,0.00048264615190214916,BLRL853
33007,2023-12-18,2034,QA21GJ,QA000M2522L9,QATAR ALUMINIUM MANUFACTURING,QA,QAR,55102035.0,0.8595918,813358540.0,0.0005885369398952384,BH4NZS6
33008,2023-12-18,2034,TW01I8,TW0001513000,Chung-Hsin E M,TW,TWD,50204000.0,1.0,1647643292.0,0.0011922158475309017,6194811
33009,2023-12-18,2034,IN10Y4,INE668F01031,JYOTHY LABS,IN,INR,45201030.0,1.0,1116867169.0,0.0008081523136312285,B297KD8
33010,2023-12-18,2034,BR044A,BRMRFGACNOR0,MARFRIG GLOBAL FOODS,BR,BRL,45102020.0,1.0,685000378.0,0.0004956584414730576,B1YWHR4
33011,2023-12-18,2034,KR02JW,KR7004370003,Nongshim,KR,KRW,45102020.0,1.0,1167014584.0,0.0008444384097577369,6638115
33012,2023-12-18,2034,IN30NV,INE743M01012,RHI MAGNESITA INDIA,IN,INR,50205010.0,1.0,582712331.0,0.0004216439801885664,B71PG48
33013,2023-12-18,2034,EG2040,EGS3G0Z1C014,ELSWEDY ELECTRIC,EG,EGP,50202010.0,1.0,634437048.0,0.00045907139400797156,B15Q010
