,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Mcap_Units_Index_Currency,Weight,SEDOL
33923,2023-12-18,2034,PL902L,PLATAL000046,ATAL,PL,PLN,35101010.0,1.0,158255454.0,0.0001145118370785062,BYV7085
33924,2023-12-18,2034,KR04GV,KR7020560009,ASIANA AIRLINES,KR,KRW,40501010.0,0.7338945,268310954.0,0.0001941467385435359,6200202
33925,2023-12-18,2034,ZA20MX,ZAE000057428,REUNERT,ZA,ZAR,50202010.0,1.0,453195606.0,0.0003279271588261779,6728726
33926,2023-12-18,2034,SA20Z3,SA0007879360,SUSTAINED INFRASTRUCTURE HOLDING,SA,SAR,50206060.0,0.4901524,275545533.0,0.00019938159719036386,B133NS1
33927,2023-12-18,2034,TW12D5,TW0002108008,Nantex Industry,TW,TWD,55201010.0,1.0,431854580.0,0.00031248503641818703,6621267
33928,2023-12-18,2034,KR21HV,KR7376300000,DEAR U,KR,KRW,10101015.0,1.0,290074123.0,0.00020989431879969565,BNV0935
33929,2023-12-18,2034,KR81SC,KR7058610007,SPG,KR,KRW,50202010.0,1.0,447926935.0,0.0003241148087306655,6541945
33930,2023-12-18,2034,EG1061,EGS691G1C015,BELTON FINANCIAL HOLDING,EG,EGP,30202010.0,1.0,262713275.0,0.00019009632202098258,B2R2ZY1
33931,2023-12-18,2034,KR62N6,KR7064550007,BIONEER,KR,KRW,20103010.0,1.0,521785665.0,0.00037755814128453367,B0VTXZ1
33932,2023-12-18,2034,ID30GE,ID1000123904,BANK PMBGN.DAERAH JAWA TIMUR,ID,IDR,30101010.0,1.0,284476912.0,0.0002058442409165914,B8FQLP0
33933,2023-12-18,2034,TW05TN,TW0003019006,ASIA OPTICAL,TW,TWD,40203060.0,1.0,499815904.0,0.0003616610734192725,6295866
33934,2023-12-18,2034,TH12DQ,TH0825010Y01,NEX POINT,TH,THB,10102030.0,1.0,256668308.0,0.00018572225301575926,BKDQJX0
33935,2023-12-18,2034,KR031F,KR7006120000,SK DISCOVERY,KR,KRW,55201000.0,1.0,352688850.0,0.00025520161934264654,6859916
33936,2023-12-18,2034,CN57V6,CNE1000021L3,CHINA RY.SIGN.& COMM.'H',CN,HKD,50206025.0,1.0,539178155.0,0.0003901431481890638,BYVDW43
33937,2023-12-18,2034,CN298I,CNE100000510,SHAI.FUD.MICROELS. GP. 'H',CN,HKD,10102010.0,1.0,477778436.0,0.00034571501354294874,6280743
33938,2023-12-18,2034,IN20RY,INE959A01019,PRIVI SPECIALITY CHEMICALS,IN,INR,35101010.0,1.0,284717537.0,0.00020601835441537176,6095895
33939,2023-12-18,2034,IN0B4K,INE049B01025,Wockhardt,IN,INR,20103015.0,1.0,382387541.0,0.0002766912525861043,B00YYS7
33940,2023-12-18,2034,TW046Z,TW0002501004,Cathay Red,TW,TWD,35101010.0,1.0,367822354.0,0.00026615204980600944,6179733
33941,2023-12-18,2034,KR514L,KR7067160002,AFREECATV,KR,KRW,10101020.0,1.0,509707574.0,0.0003688185727334784,6724508
33942,2023-12-18,2034,TW02TK,TW0002328002,Pan Intl Ind,TW,TWD,10102015.0,1.0,464341902.0,0.00033599249116904176,6669966
33943,2023-12-18,2034,TW124W,TW0009938001,Taiwan Paiho,TW,TWD,55101020.0,1.0,575908682.0,0.00041672093756263997,6320832
33944,2023-12-18,2034,MY70E5,MYL5284OO004,LOTTE CHEMICAL TITAN,MY,MYR,50203015.0,1.0,149441722.0,0.00010813432137634522,BF3N1G3
33945,2023-12-18,2034,CN2CZC,KYG392AS1011,GLOBAL NEW MATERIAL INT HOLD,CN,HKD,55201020.0,1.0,315606143.0,0.00022836899654776974,BND8993
33946,2023-12-18,2034,CN1MCY,CNE100003PV3,POLY PROPERTY SERVICES 'H',CN,HKD,35101015.0,1.0,555632678.0,0.00040204945289677095,BHR0FS4
33947,2023-12-18,2034,PH20OW,PHY8321B1036,SYNERGY GRID & DEV. PHILPS.,PH,PHP,50101010.0,1.0,141583767.0,0.00010244839498337406,6100937
33948,2023-12-18,2034,CN8BDV,KYG011981035,AGILE GROUP HDG.,CN,HKD,35101010.0,1.0,252162535.0,0.0001824619271903458,B0PR2F4
33949,2023-12-18,2034,KR139O,KR7060280005,CUREXO,KR,KRW,45201010.0,1.0,332493243.0,0.0002405883090267472,6535108
33950,2023-12-18,2034,KR90N7,KR7290650001,L&C BIO,KR,KRW,20103010.0,1.0,367639085.0,0.0002660194384530412,BGKFGF3
33951,2023-12-18,2034,IN08O1,INE855B01025,RAIN INDUSTRIES,IN,INR,55201000.0,1.0,450502467.0,0.0003259784342381598,6349956
33952,2023-12-18,2034,ZA20AL,ZAE000047353,CORONATION FD.MGRS.,ZA,ZAR,30202010.0,1.0,265952706.0,0.00019244033725409463,6622710
33953,2023-12-18,2034,IN08KX,INE877F01012,PTC India,IN,INR,65101015.0,1.0,627037515.0,0.0004537171765327683,B00L819
33954,2023-12-18,2034,PH108F,PHY3004J1017,DITO CME HOLDINGS,PH,PHP,15102015.0,1.0,170912453.0,0.00012367029683933579,BLR6CW3
33955,2023-12-18,2034,MY21PC,MYL1619OO005,DRB-HICOM,MY,MYR,40101020.0,1.0,197049506.0,0.00014258276954848034,6269816
33956,2023-12-18,2034,KR04XC,KR7032350001,LOTTE TOURS,KR,KRW,40501015.0,1.0,310388013.0,0.0002245932173419898,B15C6D2
33957,2023-12-18,2034,ET017,TRETKHO00012,TEKFEN HOLDING,TR,TRY,50101015.0,1.0,252748152.0,0.00018288567295581183,B29D241
33958,2023-12-18,2034,KR70AS,KR7090460007,BH,KR,KRW,10102015.0,1.0,461887888.0,0.0003342167946969545,B1P1GJ5
33959,2023-12-18,2034,TR306T,TREGENL00024,GEN ILAC VE SAGLIK URUNLERI SA,TR,TRY,20103015.0,1.0,134919453.0,9.762617357034137e-05,BN2TVP7
33960,2023-12-18,2034,CN87T7,BMG2108V1019,CHINA ORIENTAL GROUP,CN,HKD,55102010.0,1.0,167555533.0,0.00012124126790915067,6741013
33961,2023-12-18,2034,KW20GY,KW0EQ0200281,NATIONAL INVESTMENTS,KW,KWD,30202000.0,1.0,297996666.0,0.00021562698033099088,6614717
33962,2023-12-18,2034,TW1AQQ,KYG4002A1004,GOURMET MASTER,TW,TWD,40501040.0,1.0,308959903.0,0.00022355985327448546,B5MY7H0
33963,2023-12-18,2034,B064B9,PLEURCH00011,EUROCASH,PL,PLN,45201010.0,1.0,325476809.0,0.00023551129760772784,B064B91
33964,2023-12-18,2034,MY50AZ,MYL5248OO009,BERMAZ AUTO,MY,MYR,40401030.0,1.0,382455683.0,0.0002767405593581932,BGLKMM6
33965,2023-12-18,2034,ZA214G,ZAE000000220,AECI,ZA,ZAR,55201000.0,1.0,458569975.0,0.00033181599078597736,6009205
33966,2023-12-18,2034,TR20SE,TREKMPU00017,KIMTEKS POLIURETAN SANAYI VE T,TR,TRY,50203015.0,1.0,138387189.0,0.00010013538769109623,BLBJJD8
33967,2023-12-18,2034,TW30ME,TW0003583001,SCIENTECH,TW,TWD,10102010.0,1.0,382352227.0,0.0002766656997794719,B766248
33968,2023-12-18,2034,MY22ZN,MYL4162OO003,BRIT.AMER.TOB.(MALAYSIA),MY,MYR,45103010.0,1.0,279812333.0,0.00020246900488530856,6752349
33969,2023-12-18,2034,TW402V,TW0001536001,HOTA INDL.MNFG.,TW,TWD,40101025.0,1.0,541148225.0,0.00039156866831599257,6246251
33970,2023-12-18,2034,KR07SA,KR7330590001,LOTTE REIT,KR,KRW,35102045.0,1.0,297314330.0,0.00021513324980297507,BKTPM65
33971,2023-12-18,2034,TW04VO,TW0002704004,Ambassador Hotel,TW,TWD,40501040.0,1.0,275310564.0,0.00019921157630851483,6028653
33972,2023-12-18,2034,KR1BJ6,KR7365550003,ESR KENDALL SQUARE REIT,KR,KRW,35102020.0,1.0,447455117.0,0.00032377340662046274,BNNGHG0
33973,2023-12-18,2034,CN0PAY,CNE100000569,R&F Properties 'H',CN,HKD,35101010.0,1.0,239731313.0,0.00017346683708526327,B19H8Y8
33974,2023-12-18,2034,712495,GRS204003008,GR. SARANTIS,GR,EUR,45201020.0,1.0,259763907.0,0.0001879621930581946,7124958
33975,2023-12-18,2034,PL11U6,US44853H1086,HUUUGE,PL,PLN,40203040.0,1.0,230069501.0,0.00016647566039174373,BLH1TK5
33976,2023-12-18,2034,KW224O,KW0EQ0400618,KUWAIT REAL ESTATE,KW,KWD,35101010.0,1.0,394060140.0,0.00028513741176220916,6503224
33977,2023-12-18,2034,SA20KO,SA0007879154,SAUDI CERAMIC,SA,SAR,50101035.0,0.4418605,239326628.0,0.00017317401164628588,B1362V6
33978,2023-12-18,2034,KR233J,KR7310210000,VORONOI,KR,KRW,20103010.0,1.0,329696640.0,0.0002385647190712992,BNHWNV1
33979,2023-12-18,2034,EG9058,EGS745L1C014,FAWRY FOR BKG.TECH,EG,EGP,50205015.0,1.0,312030841.0,0.0002257819488992858,BJGWQG0
33980,2023-12-18,2034,KR02BO,KR7003540002,DAISHIN SECUR,KR,KRW,30202015.0,1.0,512758223.0,0.00037102598746985586,6251200
33981,2023-12-18,2034,B03MR9,TRADEVAW91E2,DEVA HOLDING,TR,TRY,20103015.0,1.0,96547496.0,6.986066421628496e-05,B03MR90
33982,2023-12-18,2034,TH203F,TH0418G10Z03,JASMINE INTERNATIONAL,TH,THB,15101010.0,1.0,183813521.0,0.00013300536213796827,BYSXDN2
33983,2023-12-18,2034,TW04MF,TW0002608007,T JOIN Trans,TW,TWD,50206040.0,1.0,269407423.0,0.00019494013097530406,6871772
33984,2023-12-18,2034,TR509Y,TRAKORDS91B2,KORDSA TEKNIK TEKSTIL,TR,TRY,55201010.0,1.0,147853796.0,0.0001069853162785195,B03MVP4
33985,2023-12-18,2034,TH511H,TH6128010001,EASTERN POLYMER GROUP,TH,THB,50203015.0,1.0,249618096.0,0.0001806208002221454,BTLJQF5
33986,2023-12-18,2034,MY24PF,MYL5306OO005,FARM FRESH,MY,MYR,45102020.0,1.0,193569864.0,0.0001400649403822544,BNDMT28
33987,2023-12-18,2034,KR042H,KR7015750003,SUNGWOO HITECH,KR,KRW,40101025.0,1.0,354645024.0,0.00025661708448285723,6203869
33988,2023-12-18,2034,BR10Y1,BRHBSAACNOR0,HIDROVIAS DO BRASIL ON,BR,BRL,50206060.0,1.0,464018638.0,0.000335758581034726,BJP5P29
33989,2023-12-18,2034,KR60DU,KR7039200001,OSCOTEC,KR,KRW,20103015.0,1.0,534333784.0,0.00038663781672225797,B1L3VL2
33990,2023-12-18,2034,TW01PF,TW0001710002,Oriental Union,TW,TWD,55201000.0,1.0,401036373.0,0.0002901853341972723,6661519
33991,2023-12-18,2034,IN81WA,INE686A01026,ITD CEMENTATION INDIA,IN,INR,50101010.0,1.0,283076948.0,0.00020483124297287583,BYXTLN1
33992,2023-12-18,2034,CN2CDQ,KYG7255N1097,PRODUCTIVE TECH,CN,HKD,10102020.0,1.0,139468143.0,0.00010091755364625731,BNKH2M7
33993,2023-12-18,2034,MY20TF,MYL7106OO007,SUPERMAX,MY,MYR,20102015.0,1.0,369265035.0,0.0002671959572825142,B1V7L36
33994,2023-12-18,2034,TH12BO,TH0658A10Y09,BEYOND SECURITIES,TH,THB,30202015.0,0.6094765,215438364.0,0.00015588873694569741,BMCBPP4
33995,2023-12-18,2034,CN2CS5,KYG0567M1096,ARRAIL GROUP,CN,HKD,20101025.0,1.0,227397293.0,0.00016454208123600807,BP6W0V5
33996,2023-12-18,2034,PL908R,PLPLAYW00015,PLAYWAY,PL,PLN,40203040.0,1.0,103619506.0,7.497788979346833e-05,BYMPHM1
33997,2023-12-18,2034,KR82QB,KR7178320008,SEOJIN SYSTEM,KR,KRW,15101010.0,1.0,362121540.0,0.0002620270059766646,BF2ZFP7
33998,2023-12-18,2034,B1Z774,PLLCCRP00017,DEVELIA,PL,PLN,35101010.0,1.0,534681847.0,0.0003868896711294309,B1Z7745
33999,2023-12-18,2034,IN826L,INE142Z01019,ORIENT ELECTRIC,IN,INR,40202020.0,1.0,388178878.0,0.00028088179782324174,BFXXQQ8
34000,2023-12-18,2034,KR1AL7,KR7348210006,NEXTIN,KR,KRW,10102020.0,1.0,366672807.0,0.00026532025074031603,BMY4SZ2
34001,2023-12-18,2034,KR620J,KR7087010005,PEPTRON,KR,KRW,20103010.0,1.0,455820593.0,0.00032982656940622147,BYMXG51
34002,2023-12-18,2034,IN81T7,INE625G01013,WELSPUN ENTERPRISES,IN,INR,50101015.0,1.0,280176835.0,0.00020273275436492392,B03QWC0
34003,2023-12-18,2034,KR18M6,KR7082740002,HSD ENGINE,KR,KRW,50204030.0,1.0,292904443.0,0.0002119423059908356,B5WJFC6
34004,2023-12-18,2034,SA24T1,SA13Q050IP16,MIDDLE EAST PAPER,SA,SAR,55101015.0,0.5661467,295178631.0,0.00021358788242538865,BWXBP64
34005,2023-12-18,2034,KR61R9,KR7074600008,WONIK QNC,KR,KRW,10102010.0,1.0,331184505.0,0.00023964132117358636,6725352
34006,2023-12-18,2034,TW0492,TW0002515004,BES,TW,TWD,50101010.0,1.0,523865157.0,0.0003790628379195707,6084666
34007,2023-12-18,2034,TW016W,TW0001312007,GRAND PETROCHM,TW,TWD,55201000.0,1.0,537374167.0,0.0003888378030984132,6381237
34008,2023-12-18,2034,TH308L,THB100010008,AURORA DESIGN,TH,THB,40401030.0,1.0,205027819.0,0.00014835578561412144,BNHVBR0
34009,2023-12-18,2034,ID30EC,ID1000095607,PANIN FINANCIAL,ID,IDR,30301010.0,1.0,176300150.0,0.0001275687727875477,6671422
34010,2023-12-18,2034,IN051B,INE549A01026,HINDUSTAN CONSTRUCTION,IN,INR,50101010.0,1.0,497326717.0,0.0003598599261665406,B0NSG79
34011,2023-12-18,2034,IN10MS,INE613A01020,Rallis India Ltd,IN,INR,55201015.0,1.0,226701096.0,0.00016403832104687396,B60CMV2
34012,2023-12-18,2034,HK905F,BMG3911S1035,GEMDALE PROPS.& INV.,CN,HKD,35101010.0,1.0,171856926.0,0.00012435370670337148,B9M3N77
34013,2023-12-18,2034,IN061C,INE175A01038,Jain Irrigation,IN,INR,50204010.0,1.0,356069881.0,0.0002576480947167552,6312345
34014,2023-12-18,2034,BR05W3,BRSBFGACNOR1,GRUPO SBF ON,BR,BRL,40401010.0,1.0,352028903.0,0.000254724089239043,BNDRCL3
34015,2023-12-18,2034,IN612E,INE767A01016,AARTI DRUGS,IN,INR,20103015.0,1.0,494367265.0,0.00035771850053664943,6424392
34016,2023-12-18,2034,PL90K3,PLZATRM00012,GRUPA AZOTY,PL,PLN,55201015.0,1.0,285150926.0,0.00020633194974055795,B3B61Y8
34017,2023-12-18,2034,TR217U,TREYYLA00014,YAYLA AGRO GIDA SANAYI VE NAKL,TR,TRY,45102020.0,1.0,125473229.0,9.079099388866624e-05,BM9F861
34018,2023-12-18,2034,IN05Q0,INE069I01010,Indiabulls Real,IN,INR,35101010.0,1.0,527306482.0,0.00038155294134269944,B1TRMQ8
34019,2023-12-18,2034,KR02R4,KR7005250006,Green Cross Hldg,KR,KRW,20103015.0,1.0,443123380.0,0.00032063901125478427,6497134
34020,2023-12-18,2034,TW30IA,TW0001514008,ALLIS ELECTRIC,TW,TWD,50204000.0,1.0,661880698.0,0.0004789293053671564,6020057
34021,2023-12-18,2034,TH12ER,TH0920010Z09,FORTH,TH,THB,15101010.0,0.9908999,261923950.0,0.0001895251754758405,B1DRJN0
34022,2023-12-18,2034,KR152J,KR7053800009,Ahnlab Inc,KR,KRW,10101015.0,1.0,308519917.0,0.00022324148443552698,6406271
34023,2023-12-18,2034,TR10WH,TREAYDM00024,AYDEM YENILENEBILIR ENERJI A S,TR,TRY,65101010.0,1.0,70640716.0,5.111481441708181e-05,BM9KX94
34024,2023-12-18,2034,IN817L,INE039C01032,JAMNA AUTO INDS.,IN,INR,40101025.0,1.0,311872824.0,0.0002256676096047953,BD72JF7
34025,2023-12-18,2034,TR208U,TREARAS00039,DOGU ARAS ENERJI YATIRIMLARI,TR,TRY,65101015.0,1.0,81179092.0,5.8740262798684124e-05,BL5BHC5
34026,2023-12-18,2034,TH12FS,TH5812010Y04,SKY ICT,TH,THB,10101010.0,0.4924511,203214133.0,0.0001470434231615543,BF0FBT5
34027,2023-12-18,2034,TW05LF,TW0002913001,Taiwan Tea Corp,TW,TWD,45101020.0,1.0,417425321.0,0.00030204418958474033,6871073
34028,2023-12-18,2034,TH21Q3,TH0209010Z07,THAI VEGETABLE OIL,TH,THB,45102020.0,0.6174395,261523788.0,0.00018923562282794877,6397706
34029,2023-12-18,2034,KR16TB,KR7001060003,JW PHARMACEUTICAL,KR,KRW,20103015.0,1.0,345128748.0,0.0002497312159749314,6192978
34030,2023-12-18,2034,TR11XJ,TREQAGR00022,QUA GRANITE HAYL YAPL,TR,TRY,50101035.0,1.0,173107759.0,0.00012525879516059722,BKSCRW8
34031,2023-12-18,2034,GR701F,GRS518003009,IPTO HOLDING,GR,EUR,65101015.0,1.0,269835705.0,0.00019525003093368183,BYW5KK0
34032,2023-12-18,2034,ZA20GR,ZAE000005153,OMNIA,ZA,ZAR,55201000.0,1.0,420235916.0,0.00030407790399140884,6211301
34033,2023-12-18,2034,ZA303F,ZAE000161832,SUPER GROUP,ZA,ZAR,50206060.0,1.0,387273115.0,0.0002802263980726099,B4WQMV8
34034,2023-12-18,2034,TW1PAP,TW0006756000,VIA LABS,TW,TWD,10102010.0,1.0,214894844.0,0.00015549545208810945,BJRBJT0
34035,2023-12-18,2034,TW05UO,TW0003026001,Holystone,TW,TWD,10102015.0,1.0,523085633.0,0.0003784987832659675,6206835
34036,2023-12-18,2034,KR12Q4,KR7001680008,Daesang,KR,KRW,45102020.0,1.0,335850937.0,0.00024301789801448265,6352716
34037,2023-12-18,2034,TR401P,TREODAS00014,ODAS ELEKTRIK B,TR,TRY,65101010.0,1.0,363428967.0,0.0002629730452052149,B9XQQ65
34038,2023-12-18,2034,TR11PB,TRECAN200011,CAN2 TERMIK AS,TR,TRY,65101015.0,1.0,200343205.0,0.00014496605248591162,BNG2TW5
34039,2023-12-18,2034,MY22F3,MYL7052OO003,PADINI HOLDINGS,MY,MYR,40401020.0,1.0,239049257.0,0.00017297330916204607,6093167
34040,2023-12-18,2034,CN1ABL,CNE100000585,TONG REN TANG TECHS.'H',CN,HKD,20103015.0,1.0,474643117.0,0.0003434463325626576,6295048
34041,2023-12-18,2034,TH40CQ,TH5048010000,ICHITAN GROUP,TH,THB,45101020.0,0.5716856,228637953.0,0.00016543980862674824,BLS0536
34042,2023-12-18,2034,IN10RX,INE939A01011,STRIDES PHARMA SCIENCE,IN,INR,20103015.0,1.0,531415597.0,0.00038452624997455765,6690535
34043,2023-12-18,2034,KR06FW,KR7079160008,CJ CGV,KR,KRW,40301010.0,1.0,355926464.0,0.0002575443198153335,B04S946
34044,2023-12-18,2034,KW20L3,KW0EQ0200331,ARZAN INVESTMENT,KW,KWD,30201020.0,1.0,318882334.0,0.00023073961089658117,B0TB9L7
34045,2023-12-18,2034,CN8CYH,HK0000056264,CHINA SOUTH CITY HDG.,CN,HKD,35101010.0,1.0,165895819.0,0.0001200403178353231,B4LVMD6
34046,2023-12-18,2034,CN8C4N,HK3377040226,SINO-OCEAN GP.HLDG.,CN,HKD,35101010.0,1.0,181491410.0,0.00013132510916854956,B24CVP7
34047,2023-12-18,2034,CN8C5O,KYG826001003,SOHO CHINA,CN,HKD,35101010.0,1.0,178022078.0,0.00012881474020044279,B27WLD2
34048,2023-12-18,2034,KR505L,KR7215200007,MEGA STUDY EDU,KR,KRW,40201010.0,1.0,382328316.0,0.00027664839805326163,BWB95X7
34049,2023-12-18,2034,ID60AB,ID1000134109,PURADELTALESTARI,ID,IDR,35101010.0,1.0,89101762.0,6.447301622572727e-05,BXRTT03
34050,2023-12-18,2034,SA24DL,SA132051ET14,NAJRAN CEMENT,SA,SAR,50101030.0,0.4754459,222274826.0,0.0001608355226832518,B73DV67
34051,2023-12-18,2034,MY50OD,MYL5263OO008,SUNWAY CONSTRUCTION GROUP,MY,MYR,50101015.0,1.0,96364381.0,6.972816429595594e-05,BX909K4
34052,2023-12-18,2034,TW3080,TW0004536008,TOPKEY,TW,TWD,40203050.0,1.0,469338765.0,0.0003396081641035089,B724LT4
34053,2023-12-18,2034,477638,TRASARKY91G6,SARKUYSAN,TR,TRY,55102040.0,1.0,383659160.0,0.00027761138155527043,B03MXB4
34054,2023-12-18,2034,CN8BSA,SG1V07936171,CHINA XLX FERTILISER,CN,HKD,55201015.0,1.0,232804216.0,0.00016845446889799683,B4WMJZ9
34055,2023-12-18,2034,CN1G4K,CNE100000X69,CHINA DATANG CORP.RNP. 'H',CN,HKD,65101010.0,1.0,512500897.0,0.00037083978931842874,B4YX1N2
34056,2023-12-18,2034,TW02UL,TW0002331006,Elitegroup Comp,TW,TWD,10102030.0,1.0,265951669.0,0.0001924395868927513,6307341
34057,2023-12-18,2034,IN60DO,INE435G01025,DHANUKA AGRITECH,IN,INR,55201015.0,1.0,188630270.0,0.0001364907066413941,6245690
34058,2023-12-18,2034,TH902L,TH6717010008,THAIFOODS GROUP,TH,THB,45102010.0,0.3014241,86539031.0,6.261865337547101e-05,BYVTKL4
34059,2023-12-18,2034,KR710J,KR7272290008,INNOX ADVANCED MATERIALS,KR,KRW,10102010.0,1.0,396126420.0,0.00028663254834510743,BF2NNZ7
34060,2023-12-18,2034,IN05Y8,INE455F01025,Jaiprak Asso,IN,INR,50101010.0,1.0,470816764.0,0.0003406776272810004,B01GVY7
34061,2023-12-18,2034,KR70UC,KR7215600008,SILLAJEN,KR,KRW,20103010.0,1.0,426626613.0,0.0003087021392716798,BYYNHB2
34062,2023-12-18,2034,TR30L8,TRECVKM00021,CVK MADEN ISTML. SNVTA.,TR,TRY,55102000.0,1.0,88455253.0,6.400520970527845e-05,BNXGKV6
34063,2023-12-18,2034,KR07AS,KR7344820006,KCC Glass,KR,KRW,50101035.0,1.0,342291475.0,0.0002476781976724896,BL61XC6
34064,2023-12-18,2034,TW11ZQ,TW0002031002,HSIN KUANG STEEL,TW,TWD,55102015.0,1.0,502890759.0,0.0003638860033404873,6402666
34065,2023-12-18,2034,KR023G,KR7003240009,Taekwang Ind,KR,KRW,55201000.0,1.0,271863452.0,0.00019671728547835255,6870791
34066,2023-12-18,2034,HK20PS,KYG2216H1011,CLOUDR GROUP,CN,HKD,20102015.0,1.0,366774605.0,0.00026539391060919433,BKPNR02
34067,2023-12-18,2034,B0YBSZ,TREREYS00015,REYSAS LOGISTICS,TR,TRY,50206060.0,1.0,281336266.0,0.00020357170538000722,B0YBSZ9
34068,2023-12-18,2034,TW171Y,TW0001712008,Sinon Corp,TW,TWD,55201015.0,1.0,469883722.0,0.00034000248875786675,6805942
34069,2023-12-18,2034,IN824J,INE985S01024,TEAMLEASE SERVICES,IN,INR,50205025.0,1.0,409989536.0,0.00029666374057682937,BYT2WF3
34070,2023-12-18,2034,KR143J,KR7003850005,Boryung,KR,KRW,20103015.0,1.0,306941818.0,0.0002220995900425429,6112716
34071,2023-12-18,2034,CN2CYB,KYG2347J1094,CMGE TECHNOLOGY GROUP,CN,HKD,40203040.0,1.0,319376368.0,0.00023109708825037425,BK22995
34072,2023-12-18,2034,IN606H,INE059D01020,LA OPALA RG,IN,INR,40202025.0,1.0,231752992.0,0.00016769381523091363,BR0XHK6
34073,2023-12-18,2034,TH50ET,THA458010008,DHIPAYA GROUP,TH,THB,30302025.0,0.6561467,220810911.0,0.00015977625052712897,BN78W12
34074,2023-12-18,2034,KR305J,KR7099190001,I-SENS,KR,KRW,20102010.0,1.0,349263304.0,0.00025272293342350644,B94K2F7
34075,2023-12-18,2034,BR20DH,BRCBAVACNOR5,CMPBRA.DE ALUO.ON,BR,BRL,55102035.0,1.0,173989508.0,0.00012589681865539655,BL73BJ4
34076,2023-12-18,2034,SA24IQ,SA136051EU12,NORTHERN REGION CEMENT,SA,SAR,50101030.0,0.4789234,218994319.0,0.00015846178532618796,B9GX1K2
34077,2023-12-18,2034,TW20G7,TW0008341009,SUNNY FRIEND ENV.TECH.,TW,TWD,65103035.0,1.0,320960033.0,0.00023224301013731872,B6RXHJ1
34078,2023-12-18,2034,KR15VC,KR7017960006,Hankuk Carbon,KR,KRW,55201000.0,1.0,325331826.0,0.00023540638956661127,6153180
34079,2023-12-18,2034,KR51CT,KR7086450004,DONGKOOK PHARMACEUTICAL,KR,KRW,20103015.0,1.0,315914791.0,0.0002285923307115996,B1Y3XY6
34080,2023-12-18,2034,KR81EY,KR7018290007,VT,KR,KRW,40204035.0,1.0,297328603.0,0.00021514357758258272,6166100
34081,2023-12-18,2034,TW702Y,TW0004551007,GLOBAL PMX,TW,TWD,40101025.0,1.0,329442687.0,0.00023838096158410637,BGSGT82
34082,2023-12-18,2034,BR10BE,BRBRSRACNPB4,BANRISUL,BR,BRL,30101010.0,1.0,520156785.0,0.0003763795023405612,B23F8S9
34083,2023-12-18,2034,TW405Y,KYG211641017,CHLITINA HOLDING,TW,TWD,40204035.0,1.0,311415729.0,0.00022533686088905497,BGCWLC4
34084,2023-12-18,2034,KR114H,KR7064960008,SNT MOTIV,KR,KRW,40101025.0,1.0,290183618.0,0.00020997354812976924,6515434
34085,2023-12-18,2034,ID00SN,ID1000110901,INDIKA ENERGY,ID,IDR,60101040.0,1.0,160894844.0,0.00011642166950467105,B2RHG43
34086,2023-12-18,2034,TH013E,TH9829010Z03,SRI TRANG GLOVES (THAILAND),TH,THB,20102015.0,1.0,236951357.0,0.00017145529270867947,BMGJNN8
34087,2023-12-18,2034,IN81P3,INE559A01017,IFB INDUSTRIES,IN,INR,40202020.0,1.0,136063842.0,9.84542403662095e-05,6325592
34088,2023-12-18,2034,KR17N6,KR7078340007,Com2uS,KR,KRW,40203040.0,1.0,351091678.0,0.0002540459239449363,B232R27
34089,2023-12-18,2034,TR11QC,TREGWIN00014,GALATA WIND ENERJI,TR,TRY,65101010.0,1.0,126773473.0,9.173183558054439e-05,BM9KXQ1
34090,2023-12-18,2034,TW13ZS,TW0004142005,ADIMMUNE,TW,TWD,20103015.0,1.0,361209488.0,0.00026136705557753886,B3ML0F6
34091,2023-12-18,2034,TW11SJ,TW0003022000,IEI INTEGRATION CORP,TW,TWD,10102030.0,1.0,346985470.0,0.00025107471878504044,6343798
34092,2023-12-18,2034,KR82RC,KR7183300003,KOMICO,KR,KRW,10102020.0,1.0,308816544.0,0.00022345612034120065,BYXYVM5
34093,2023-12-18,2034,TW00XM,TW0001103000,Chia Hsin Cement,TW,TWD,50101030.0,1.0,333244709.0,0.00024113206123235544,6190626
34094,2023-12-18,2034,ZA804L,ZAE000188843,EQUITES,ZA,ZAR,35102020.0,1.0,471377385.0,0.00034108328622666173,BN898F0
34095,2023-12-18,2034,ZA20JU,ZAE000190724,HYPROP INVESTMENTS,ZA,ZAR,35102045.0,1.0,505267308.0,0.0003656056470242815,BN8SXL8
34096,2023-12-18,2034,TW11PG,TW0006202005,Holtek,TW,TWD,10102010.0,1.0,423676403.0,0.00030656740104731894,6548980
34097,2023-12-18,2034,TW60D8,TW0006443005,TSEC,TW,TWD,60102020.0,1.0,493112874.0,0.0003568108375513046,BK0S597
34098,2023-12-18,2034,IN02FM,INE306A01021,BAJAJ HIN. SUGAR,IN,INR,45102035.0,1.0,369239117.0,0.0002671772033140513,B00YYR6
34099,2023-12-18,2034,BR10HK,BRRAPTACNPR4,RANDON PN,BR,BRL,50206015.0,1.0,476928583.0,0.00034510006962906205,B010V49
34100,2023-12-18,2034,KR02YB,KR7005880000,KOREA LINE,KR,KRW,50206030.0,1.0,274873246.0,0.00019889513800385141,6494997
