,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Weight,Mcap_Units_Index_Currency_Open,SEDOL
32821,2023-12-18,2027,TW15FA,TW0001519007,FORTUNE ELECTRIC,TW,TWD,10102015.0,0.001588475870723266,2196757782.0,6347604
32822,2023-12-18,2027,IN02GN,INE472A01039,Blue Star Ltd,IN,INR,50101025.0,0.0013246423123250686,1831893302.0,B1FDHG5
32823,2023-12-18,2027,SA274F,SA15H14I11H6,AL DAWAA MEDICAL SERVICES,SA,SAR,45201015.0,0.0005769429309217563,797874174.0,BPW7GB6
32824,2023-12-18,2027,SA25R0,SA14K0Q0SJ16,LEEJAM SPORTS,SA,SAR,40501030.0,0.0006365574646074844,880317158.0,BF12ZV5
32825,2023-12-18,2027,ID2164,ID1000144900,MD PICTURES,ID,IDR,40301010.0,0.0004682326401084761,647534983.0,BFYR4R6
32826,2023-12-18,2027,IN18GU,INE914M01019,ASTER DM HEALTHCARE,IN,INR,20101010.0,0.0008663929996252873,1198164605.0,BZ2YSF5
32827,2023-12-18,2027,IN809M,INE269A01021,SONATA SOFTWARE,IN,INR,10101015.0,0.0012928380663196227,1787910119.0,6289922
32828,2023-12-18,2027,IN05GQ,INE043D01016,IDFC,IN,INR,30202010.0,0.0014793010473610267,2045776173.0,B0C5QR1
32829,2023-12-18,2027,CN17HO,HK0000112026,CHINA NONFERROUS MINING CORP,CN,HKD,55102040.0,0.0004938519444727701,682964798.0,B890GY2
32830,2023-12-18,2027,IN70KW,INE791I01019,BRIGADE ENTERPRISES,IN,INR,35101010.0,0.001150116936622078,1590536172.0,B29ZGD4
32831,2023-12-18,2027,TR005P,TREMGTI00012,Migros Ticaret AS,TR,TRY,45201010.0,0.0008077661744592381,1117087557.0,B50PPK4
32832,2023-12-18,2027,SA229F,SA000A0KDVM8,EMAAR THE ECONOMIC CITY,SA,SAR,35101010.0,0.000721171660788841,997333033.0,B19NK95
32833,2023-12-18,2027,515183,TRABRYAT91Q2,BORUSAN YATIRIM VE PAZ.,TR,TRY,55102010.0,0.00047499305015353475,656884186.0,B03MQ26
32834,2023-12-18,2027,IN086J,INE182A01018,Pfizer,IN,INR,20103015.0,0.0006046924825284583,836249981.0,6124960
32835,2023-12-18,2027,IN0AJY,INE517B01013,TATA TLSVS.MAHARASTRA,IN,INR,15102015.0,0.0003979628700207059,550356507.0,6326067
32836,2023-12-18,2027,IN0218,INE058A01010,SANOFI INDIA LTD,IN,INR,20103015.0,0.0005378022554650345,743745191.0,6100250
32837,2023-12-18,2027,IN19BQ,INE064C01022,TRIDENT,IN,INR,55101020.0,0.0004306897932573891,595615692.0,BL0KWD3
32838,2023-12-18,2027,BR00EG,BRCIELACNOR3,CIELO SA INSTITUICAO DE PAGAMENTO,BR,BRL,50205015.0,0.000743019820014255,1027547602.0,B614LY3
32839,2023-12-18,2027,PL10CN,PLKRK0000010,KRUK,PL,PLN,30201020.0,0.0015400453042656137,2129781490.0,B4PTLY0
32840,2023-12-18,2027,IN806J,INE149A01033,CHOLAMANDALAM FIN HOLDINGS,IN,INR,30201020.0,0.001047940031332328,1449232224.0,BF93XC7
32841,2023-12-18,2027,IN60GR,INE048G01026,NAVIN FLUORINE INTL.,IN,INR,55201020.0,0.0011890828980679617,1644423537.0,BF1BKG2
32842,2023-12-18,2027,KR22WB,KR7328130000,LUNIT,KR,KRW,20101025.0,0.0011886653966755344,1643846160.0,BNRKTL7
32843,2023-12-18,2027,TW18VT,TW0003023008,SINBON Elec,TW,TWD,50202010.0,0.0016691374236293443,2308307411.0,6349354
32844,2023-12-18,2027,SA20MQ,SA0007879170,NATIONAL INDZT,SA,SAR,55201000.0,0.0005766092881762463,797412768.0,B136MP0
32845,2023-12-18,2027,TR20TF,TREPOLT00013,POLITEKNIK METAL,TR,TRY,55201020.0,0.0002500654322736844,345824066.0,BK1PVV1
32846,2023-12-18,2027,IN501B,INE536H01010,CIE AUTOMOTIVE INDIA,IN,INR,40101025.0,0.0005423971671356158,750099652.0,B16NQ89
32847,2023-12-18,2027,SA216B,SA0007879469,SAUDI CEMENT,SA,SAR,50101030.0,0.000657176833724872,908832391.0,B132HD1
32848,2023-12-18,2027,QA2013,QA000A0Q5NE9,VODAFONE QATAR,QA,QAR,15102015.0,0.0005624225015297735,777793374.0,B3WYBN0
32849,2023-12-18,2027,IN077J,INE338I01027,MOTILAL OSWAL FINL.SVS.,IN,INR,30202015.0,0.0005490485264478051,759298045.0,B233M14
32850,2023-12-18,2027,CN4D6M,US86366E1064,STRUCTURE THERAPEUTICS ADR,CN,USD,20103010.0,0.0016370727726303757,2263964105.0,BQS9486
32851,2023-12-18,2027,MY23AZ,MYL5211OO007,SUNWAY,MY,MYR,35101010.0,0.000589978626740085,815901685.0,B6VGS93
32852,2023-12-18,2027,TH303G,TH3871010Z01,WHA CORPORATION,TH,THB,35101010.0,0.0005776335161456489,798829208.0,BX8ZRM8
32853,2023-12-18,2027,IN829O,INE410B01037,VINATI ORGANICS,IN,INR,55201020.0,0.00043159682621698894,596870059.0,BKKKN11
32854,2023-12-18,2027,KR1KMI,KR7214150005,CLASSYS,KR,KRW,20102010.0,0.00035962063379000627,497331713.0,BWT5WS1
