,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency
51763,2023-12-18,1148,MY501Q,MYL5246OO003,WESTPORTS HOLDINGS,MY,MYR,50206060.0,1.0,0.2487,661254292.0
51773,2023-12-18,1148,MY22MA,MYL5014OO005,MALAYSIA AIRPORTS HDG.,MY,MYR,50206060.0,1.0,0.5225,1374083400.0
51779,2023-12-18,1148,MY50NC,MYQ0166OO007,INARI AMERTRON,MY,MYR,10102010.0,1.0,0.6464,1531829527.0
51761,2023-12-18,1148,MY242S,MYL3689OO006,FRASER & NEAVE HDG.,MY,MYR,45101020.0,1.0,0.2322,498948886.0
51769,2023-12-18,1148,MY22AY,MYL5168OO009,HARTALEGA HOLDINGS,MY,MYR,20102015.0,1.0,0.5711,1146814450.0
51770,2023-12-18,1148,MY208U,MYL7113OO003,TOP GLOVE,MY,MYR,20102015.0,1.0,0.6606,1108798345.0
51771,2023-12-18,1148,MY00M6,MYL3336OO004,IJM Corp BHD,MY,MYR,50101010.0,1.0,0.5907,862457702.0
51762,2023-12-18,1148,MY00UE,MYL2291OO002,Genting Plantations Bhd,MY,MYR,45102010.0,1.0,0.2757,298842902.0
51782,2023-12-18,1148,412267,GRS014003032,Piraeus Financial Holdings,GR,EUR,30101010.0,1.0,0.5438,2409067892.0
51788,2023-12-18,1148,423586,GRS015003007,ALPHA SERVICES AND HOLDINGS,GR,EUR,30101010.0,1.0,0.8584,3415282527.0
51783,2023-12-18,1148,724353,GRS282183003,JUMBO,GR,EUR,40401010.0,1.0,0.8064,2972389604.0
51789,2023-12-18,1148,599623,GRS426003000,MOTOR OIL (HELLAS),GR,EUR,60101020.0,1.0,0.5847,1730777699.0
51780,2023-12-18,1148,547565,GRS298343005,HELLENIQ ENERGY HOLDINGS,GR,EUR,60101020.0,1.0,0.1905,457566863.0
51801,2023-12-18,1148,PH04AK,PHY6028G1361,Metropolitan Bank & Trust,PH,PHP,30101010.0,0.636436,0.6285,1621478881.0
51797,2023-12-18,1148,PH903I,PHY1001H1024,ACEN,PH,PHP,65101010.0,0.9465215,0.4226,1212167409.0
51795,2023-12-18,1148,PH11AI,PHY6142T1052,MONDE NISSIN,PH,PHP,45102020.0,1.0,0.3763,959866314.0
51792,2023-12-18,1148,PH04LV,PHY7628G1124,Semirara Mining Corp,PH,PHP,60101040.0,1.0,0.2925,629202007.0
51799,2023-12-18,1148,PH04JT,PHY2088F1004,DMCI Holdings Inc,PH,PHP,50203000.0,1.0,0.308,674972042.0
51800,2023-12-18,1148,PH20IQ,PHY290451046,GT CAPITAL HOLDINGS,PH,PHP,40101020.0,0.9076469,0.4407,870983925.0
51790,2023-12-18,1148,PH30AJ,PHY5342M1000,LT GROUP,PH,PHP,30101010.0,1.0,0.2564,433614853.0
51791,2023-12-18,1148,PH04HR,PHY003341054,Alliance Global Group Inc,PH,PHP,50203000.0,1.0,0.3767,621635560.0
51806,2023-12-18,1148,KW203L,KW0EQ0100028,GULF BANK OF KUWAIT,KW,KWD,30101010.0,1.0,0.54,1741940683.0
51803,2023-12-18,1148,KW208Q,KW0EQ0100077,BURGAN BANK,KW,KWD,30101010.0,1.0,0.2782,555753662.0
51834,2023-12-18,1148,BR708H,BRCRFBACNOR2,ATACADAO,BR,BRL,45201010.0,1.0,0.2521,1257040918.0
51829,2023-12-18,1148,BR05PW,BRNEOEACNOR3,NEOENERGIA ON,BR,BRL,65101010.0,1.0,0.1971,988495178.0
51809,2023-12-18,1148,BR00JL,BRNTCOACNOR5,NATURA &CO HOLDING,BR,BRL,40204035.0,1.0,0.6146,2832967798.0
51808,2023-12-18,1148,BR008A,BRCSNAACNOR6,Cia Siderurgica Nacional SA,BR,BRL,55102010.0,1.0,0.4876,2426749924.0
51810,2023-12-18,1148,BR00RT,BRHYPEACNOR0,HYPERA,BR,BRL,20103015.0,1.0,0.6388,2921651394.0
51823,2023-12-18,1148,BR05AH,BRTOTSACNOR8,Totvs,BR,BRL,10101015.0,1.0,0.7559,3188123370.0
51811,2023-12-18,1148,BR0439,BRENEVACNOR8,ENEVA ON,BR,BRL,65101015.0,1.0,0.5286,2276687254.0
51830,2023-12-18,1148,BR04KQ,BRPSSAACNOR7,Porto Seguro,BR,BRL,30302010.0,1.0,0.2918,1094450824.0
51826,2023-12-18,1148,BR1104,BRASAIACNOR0,SENDAS DISTRIBUIDORA,BR,BRL,45201010.0,1.0,1.0,3616490751.0
51828,2023-12-18,1148,BR00TV,BRCMIGACNPR3,CEMIG - PREF,BR,BRL,65101010.0,1.0,0.9202,3146581539.0
51824,2023-12-18,1148,BR109C,BRKLBNACNPR9,KLABIN S.A. - PREF,BR,BRL,55101015.0,1.0,1.0,3022431646.0
51825,2023-12-18,1148,BR03X2,BRLRENACNOR1,LOJAS RENNER,BR,BRL,40401020.0,1.0,1.0,3375097777.0
51833,2023-12-18,1148,BR046C,BRMULTACNOR5,MULTIPLAN,BR,BRL,35101010.0,1.0,0.5159,1802237300.0
51832,2023-12-18,1148,BR20GK,BRAUREACNOR9,AUREN ENERGIA ON,BR,BRL,65101010.0,1.0,0.302,816582028.0
51836,2023-12-18,1148,BR704D,BRMGLUACNOR2,MAGAZINE LUIZA ON,BR,BRL,40401030.0,1.0,0.4847,1444361244.0
51807,2023-12-18,1148,BR2015,BRCMIGACNOR6,CMPH.ENGT.MINASGR. ON,BR,BRL,65101010.0,1.0,0.059,135592569.0
51844,2023-12-18,1148,ZA102C,ZAE000063863,WOOLWORTHS HDG.,ZA,ZAR,40401010.0,1.0,0.8255,3028903020.0
51841,2023-12-18,1148,ZA00LU,ZAE000084992,Exxaro Resources Ltd,ZA,ZAR,60101040.0,1.0,0.5425,1964830683.0
51840,2023-12-18,1148,ZA702I,ZAE000314084,OUTSURANCE GROUP LIMITED,ZA,ZAR,30302010.0,1.0,0.5933,2109832670.0
51838,2023-12-18,1148,073892,ZAE000255360,OLD MUTUAL,ZA,ZAR,30301010.0,1.0,0.8347,2598995923.0
51853,2023-12-18,1148,ZA20T4,ZAE000298253,NORTHAM PLATINUM HOLDINGS,ZA,ZAR,55103030.0,0.8742051,0.7357,1808753962.0
51850,2023-12-18,1148,ZA00JS,ZAE000054045,African Rainbow Minerals Ltd,ZA,ZAR,55102000.0,1.0,0.4421,976882517.0
51852,2023-12-18,1148,ZA20IT,ZAE000200457,MR PRICE GROUP,ZA,ZAR,40401020.0,1.0,0.799,1633974972.0
51854,2023-12-18,1148,ZA206H,ZAE000179420,GROWTHPOINT PROPS.,ZA,ZAR,35102000.0,1.0,0.8413,1792220138.0
51855,2023-12-18,1148,ZA20Y9,ZAE000148466,THE FOSCHINI GROUP,ZA,ZAR,40401020.0,1.0,0.7812,1444463850.0
51837,2023-12-18,1148,ZA901J,ZAE000265971,MULTICHOICE GROUP,ZA,ZAR,15102010.0,0.6834213,0.5608,649243799.0
51859,2023-12-18,1148,QA20BD,QA0006929812,QATAR ELTY& WT,QA,QAR,65102000.0,1.0,0.4429,2247953123.0
51857,2023-12-18,1148,QA20WY,QA000A0KD6L1,QATAR GSTRANNAKILAT,QA,QAR,50206030.0,1.0,0.4936,2403450384.0
51856,2023-12-18,1148,QA2046,QA0001200771,QATAR FUEL COMPANY,QA,QAR,60101020.0,1.0,0.5938,2524681076.0
51861,2023-12-18,1148,QA20HJ,QA0006929879,QATAR INTLISLAMIC BANK,QA,QAR,30101010.0,1.0,0.7734,3266733459.0
51867,2023-12-18,1148,AE23RK,AEM001001019,MULTIPLY GROUP,AE,AED,30202000.0,1.0,0.3414,3331590738.0
51865,2023-12-18,1148,AE213U,AEA000801018,ABU DHABI ISLAMIC BANK,AE,AED,30101010.0,0.4188002,0.5351,2200680761.0
51871,2023-12-18,1148,AE22UM,AEA004601018,ABU DHABI PORTS COMPANY PJSC,AE,AED,50206060.0,1.0,0.1721,1469262887.0
51872,2023-12-18,1148,AE302T,AEE01135A222,AMERICANA RESTAURANTS INTL.,AE,SAR,40501040.0,1.0,0.3397,2387369997.0
51869,2023-12-18,1148,AE23MF,AEF000901015,FERTIGLOBE COMPANY PJSC,AE,AED,55201015.0,1.0,0.138,970078160.0
51887,2023-12-18,1148,SA21Y3,SA000A0B89Q3,SAUDI INDUSTRIAL INV,SA,SAR,55201000.0,0.4931221,0.8142,1744824041.0
51884,2023-12-18,1148,SA22NT,SA000A0MQCJ2,SAUDI KAYAN PETROCH,SA,SAR,55201020.0,0.6050769,0.65,1717189641.0
51881,2023-12-18,1148,SA24HP,SA135G51UI10,DALLAH HEALTHCARE,SA,SAR,20101010.0,0.8333008,0.5129,1936310528.0
51874,2023-12-18,1148,SA236D,SA11U0S23612,DAR ALARKAN RLSTDEV,SA,SAR,35101010.0,0.49,1.0,2036889424.0
51891,2023-12-18,1148,SA3016,SA15L1I156H7,ARABIAN DRILLING,SA,SAR,60101030.0,1.0,0.3,1352213565.0
51885,2023-12-18,1148,SA20BF,SA0007879063,THE SAUDI INVESTMENT BK,SA,SAR,30101010.0,0.5309853,0.7439,1631958747.0
51883,2023-12-18,1148,SA3027,SA15L0N10HH3,POWER&WATER UTILITY CMP.FOR JUBAIL&YANBU,SA,SAR,65101015.0,1.0,0.3,1205477205.0
51894,2023-12-18,1148,SA20AE,SA0007879055,BANK ALJAZIRA,SA,SAR,30101010.0,0.397148,0.8906,1428667988.0
51893,2023-12-18,1148,SA228E,SA000A0JK5M3,SAUDI RESEARCH AND MEDIA GROUP,SA,SAR,40301030.0,1.0,0.402,1369850717.0
51888,2023-12-18,1148,SA3038,SA15LGLI0N19,RIYADH CABLES,SA,SAR,50202010.0,1.0,0.3495,1239488453.0
51896,2023-12-18,1148,MX00K3,MX01CH170002,Grupo Comercial Chedraui SA de,MX,MXN,40401010.0,1.0,0.485,2772864168.0
51899,2023-12-18,1148,MX00TC,MX01KO000002,Coca-Cola Femsa SAB de CV,MX,MXN,45101020.0,1.0,1.0,5119767190.0
51897,2023-12-18,1148,MX00DW,MX01OR010004,Orbia Advance Corp SAB de CV,MX,MXN,50203015.0,1.0,0.4543,2113630735.0
51901,2023-12-18,1148,MX702S,MX41BB000000,BNC.DEL BAJIO IDBC. MTPL.,MX,MXN,30101010.0,1.0,0.779,3075976592.0
51911,2023-12-18,1148,EW059,PLPGER000010,PGE,PL,PLN,65101015.0,1.0,0.383,1859392224.0
51904,2023-12-18,1148,414933,PLBUDMX00013,BUDIMEX,PL,PLN,50101010.0,1.0,0.4986,1954988356.0
51908,2023-12-18,1148,PL11CO,NL0015000AU7,PEPCO GROUP,PL,PLN,40401010.0,1.0,0.2785,1060651237.0
51910,2023-12-18,1148,525606,PLBH00000012,HANDLOWY,PL,PLN,30101010.0,1.0,0.25,838863096.0
51913,2023-12-18,1148,555255,PLTLKPL00017,ORANGE POLSKA,PL,PLN,15102015.0,1.0,0.4933,1335250666.0
51914,2023-12-18,1148,407732,PLBIG0000016,BANK MILLENNIUM,PL,PLN,30101010.0,1.0,0.499,1272621360.0
51909,2023-12-18,1148,EW041,PLCFRPT00013,CYFROWY POLSAT,PL,PLN,15102010.0,1.0,0.3796,779017890.0
51915,2023-12-18,1148,451944,CZ0008019106,KOMERCNI BANKA,CZ,CZK,30101010.0,1.0,0.3965,2368620257.0
51916,2023-12-18,1148,EG004Y,EGS60121C018,Commercial International Bank,EG,EGP,30101010.0,1.0,0.7644,5727501089.0
51917,2023-12-18,1148,EG2051,EGS37091C013,EASTERN TOBACCO,EG,EGP,45103010.0,1.0,0.4385,898109751.0
51919,2023-12-18,1148,404238,HU0000123096,RICHTER GEDEON,HU,HUF,20103015.0,1.0,0.7475,3513016444.0
51920,2023-12-18,1148,CO0044,COE15PA00026,Interconexion Electrica SA,CO,COP,65101015.0,1.0,0.3977,1698431124.0
