,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Weight,SEDOL,Capfactor,Mcap_Units_Index_Currency
22541,2022-12-19,1753,MY214R,MYL5185OO003,AFFIN BANK,MY,MYR,30101010.0,0.000427281904787998,6009454,0.9514266,463566590.0
22542,2022-12-19,1753,KR017J,KR7000670000,Young Poong,KR,KRW,55103030.0,0.0003949025347569227,6988423,1.0,428437571.0
22543,2022-12-19,1753,699076,CNE1000004S4,ZHEJIANG EXPRESSWAY 'H',CN,HKD,50206060.0,0.0008152393269742153,6990763,1.0,884469271.0
22544,2022-12-19,1753,BR05Y5,BRPCARACNOR3,CMPBRA.DE DISTB.ON,BR,BRL,45201010.0,0.0004464017368610112,2667793,1.0,484310074.0
22545,2022-12-19,1753,HK029C,KYG0330A1013,ALPHAMAB ONCOLOGY,CN,HKD,20103010.0,0.00045957505369770307,BL6WGG4,1.0,498602066.0
22533,2022-12-19,1753,TW07SO,TW0006116007,Hannstar Dis,TW,TWD,10102015.0,0.0007260131373389269,6381828,1.0,787666013.0
22546,2022-12-19,1753,597763,TRAZOREN91L8,ZORLU ENERJI,TR,TRY,65101015.0,0.00021190894783918314,B03MZP2,1.0,229904209.0
22548,2022-12-19,1753,KR80O7,KR7078600004,DAEJOO ELT. MATERIALS,KR,KRW,55201020.0,0.0006525908931393088,B04H0G2,1.0,708008768.0
22549,2022-12-19,1753,KR623M,KR7240810002,WONIK IPS CO LTD,KR,KRW,10102020.0,0.000642224784777444,BZ8TP86,1.0,696762372.0
22550,2022-12-19,1753,IN12V3,INE836A01035,BIRLASOFT,IN,INR,10101010.0,0.0005522832934078326,B1LQJY0,1.0,599183069.0
22551,2022-12-19,1753,BR170A,BRRAIZACNPR6,RAIZEN PN,BR,BRL,60102010.0,0.0007888183643029545,BL66B27,1.0,855804646.0
22552,2022-12-19,1753,424894,GRS245213004,LAMDA DEVELOPMENT,GR,EUR,35101010.0,0.00046720878031527056,4248947,1.0,506884047.0
22553,2022-12-19,1753,SA20OS,SA0007879196,NATIONAL GAS & INDZT,SA,SAR,65102020.0,0.0004637710533331604,B134V24,0.594588,503154389.0
22554,2022-12-19,1753,619728,HK0308001558,CTII.INTL.INV.HK.,CN,HKD,40501015.0,0.0004284185270739093,6197285,1.0,464799734.0
22555,2022-12-19,1753,ZA209K,ZAE000044897,TELKOM,ZA,ZAR,15102015.0,0.0003638707924743648,6588577,1.0,394770620.0
22556,2022-12-19,1753,TW03TL,TW0003714002,ENNOSTAR,TW,TWD,10102010.0,0.0008591258067786841,BK80TL5,1.0,932082581.0
22557,2022-12-19,1753,TW02H8,TW0002204005,China Motor,TW,TWD,40101020.0,0.00038799931837140236,6191328,1.0,420948135.0
22558,2022-12-19,1753,PL303G,PLALIOR00045,ALIOR BANK,PL,PLN,30101010.0,0.0006146847587221899,B8W8F13,1.0,666883653.0
22547,2022-12-19,1753,ID80AD,ID1000122203,SURYA ESA PERKASA,ID,IDR,60101020.0,0.0005941388414869454,B6X8NL4,1.0,644592981.0
22368,2022-12-19,1753,KR00X8,KR7000080002,HITEJINRO,KR,KRW,45101015.0,0.0006514349201139296,B05R492,1.0,706754630.0
22478,2022-12-19,1753,SA25R0,SA14K0Q0SJ16,LEEJAM SPORTS,SA,SAR,40501030.0,0.0005114581459361629,BF12ZV5,1.0,554891059.0
22476,2022-12-19,1753,427764,TRADOHOL91Q8,DOGAN SIRKETLER GRUBU,TR,TRY,50203000.0,0.0005423650144699529,B03MRG7,1.0,588422532.0
22398,2022-12-19,1753,HK40DI,BMG1223L1054,BOE VARITRONIX,CN,HKD,10102015.0,0.0005288817125022849,BDFBQH7,1.0,573794231.0
22399,2022-12-19,1753,CN298I,CNE100000510,SHAI.FUD.MICROELS. GP. 'H',CN,HKD,10102010.0,0.001011007260216623,6280743,1.0,1096861774.0
22400,2022-12-19,1753,667147,BMG210901242,CHINA WATER AFFAIRS GP.,CN,HKD,65102030.0,0.0008891246653208978,6671477,1.0,964628936.0
22401,2022-12-19,1753,B03MVZ,TRAMRDIN91F2,OYAK CIMENTO FABRIKALARI A S,TR,TRY,50101030.0,0.0003287488012322518,B03MVZ4,1.0,356666077.0
22402,2022-12-19,1753,TH302F,TH3740010Y09,VGI PCL,TH,THB,40301020.0,0.0006178726220691451,BKC5FV8,1.0,670342229.0
22403,2022-12-19,1753,MY10QB,MYL5273OO007,CHIN HIN GROUP,MY,MYR,50101035.0,0.00046309289996755113,BYXBL71,1.0,502418647.0
22404,2022-12-19,1753,KR03IW,KR7010120004,LS ELECTRIC,KR,KRW,50202010.0,0.000654329005979847,6378217,1.0,709894481.0
22405,2022-12-19,1753,MY303Q,MYL3867OO008,MALAYSIAN PACIFIC INDS.,MY,MYR,10102010.0,0.0006059679409655186,6556693,1.0,657426605.0
22406,2022-12-19,1753,BR1047,BRFLRYACNOR5,FLEURY ON,BR,BRL,20101025.0,0.0005406159856149573,B4X4D29,1.0,586524976.0
22407,2022-12-19,1753,TR005P,TREMGTI00012,Migros Ticaret AS,TR,TRY,45201010.0,0.0006375677316987988,B50PPK4,1.0,691709843.0
22408,2022-12-19,1753,HK905F,BMG3911S1035,GEMDALE PROPS.& INV.,CN,HKD,35101010.0,0.00042427067477706514,B9M3N77,1.0,460299647.0
22409,2022-12-19,1753,KR066N,KR7069620003,Daewoong Pharma,KR,KRW,20103015.0,0.0005836236465262088,6562979,1.0,633184838.0
22410,2022-12-19,1753,MY90ZS,MYQ0208OO007,GREATECH TECHNOLOGY,MY,MYR,50204000.0,0.0004467373349456091,BK0Q1M6,1.0,484674171.0
22411,2022-12-19,1753,TW05SM,TW0003017000,AVC,TW,TWD,10102030.0,0.0010088846737884372,6544892,1.0,1094558938.0
22412,2022-12-19,1753,TW010Q,TW0001210003,Great Wall Ent,TW,TWD,45102010.0,0.0010866879626413673,6384344,1.0,1178969265.0
22413,2022-12-19,1753,KW25OB,KW0EQ0602452,JAZEERA AIRWAYS,KW,KWD,40501010.0,0.000452305648025708,B2NP5Q6,1.0,490715344.0
22414,2022-12-19,1753,US03E3,US43289P1066,HIMAX TECHNOLOGIES ADR,TW,USD,10102010.0,0.0010398386951172619,B126TB6,1.0,1128141568.0
22415,2022-12-19,1753,KR12JX,KR7005290002,DONGJIN SEMICHEM,KR,KRW,55201020.0,0.000766497184015004,6219297,1.0,831587956.0
22416,2022-12-19,1753,681001,HK0363006039,Shanghai Industrial Holdings L,CN,HKD,50203000.0,0.0004505654954030205,6810010,1.0,488827418.0
22417,2022-12-19,1753,PH103A,PHY7571C1000,SECURITY BANK,PH,PHP,30101010.0,0.00021802837908599227,6792334,0.3151095,236543301.0
22418,2022-12-19,1753,TW018Y,TW0001314003,China Petrochem,TW,TWD,55201020.0,0.0011305907671551204,6206084,1.0,1226600286.0
22419,2022-12-19,1753,TW02A1,TW0002059003,King Slide,TW,TWD,55102015.0,0.0008154761647615012,B01H720,1.0,884726221.0
22420,2022-12-19,1753,TW04KD,TW0002606001,U-Ming Marine,TW,TWD,50206030.0,0.0006030770903618445,6911377,0.8228807,654290264.0
22397,2022-12-19,1753,KW24UG,KW0EQ0601694,HUMAN SOFT HOLDING,KW,KWD,40201010.0,0.0009138031378694572,B13BYX7,1.0,991403099.0
22396,2022-12-19,1753,CL00WT,CL0000000035,AGUAS ANDINAS A,CL,CLP,65102030.0,0.000612079373464252,2311238,1.0,664057019.0
22395,2022-12-19,1753,PH20FN,PHY6350R1069,NICKEL ASIA,PH,PHP,55103030.0,0.00030711616401817395,B5BNBK9,1.0,333196401.0
22394,2022-12-19,1753,597895,PLSOFTB00016,ASSECO POLAND,PL,PLN,10101015.0,0.0008371062027050589,5978953,1.0,908193077.0
22370,2022-12-19,1753,CN8FPB,BMG570071099,LUYE PHARMA GROUP,CN,HKD,20103015.0,0.0007321499698723138,BNQ4GF3,1.0,794323984.0
22371,2022-12-19,1753,KR13ET,KR7016710006,DAESUNG HOLDINGS,KR,KRW,65102020.0,0.000358470658649008,B0JYPR4,1.0,388911908.0
22372,2022-12-19,1753,BR028C,BRBRMLACNOR9,BR Malls Partic,BR,BRL,35101010.0,0.000950437697165678,B1RYG58,1.0,1031148657.0
22373,2022-12-19,1753,487454,CS0008418869,PHILIP MORRIS,CZ,CZK,45103010.0,0.0002832522751988078,4874546,1.0,307305996.0
22374,2022-12-19,1753,IN0A2H,INE040H01021,Suzlon Energy,IN,INR,60102020.0,0.0016555415659807338,B0DX8R8,1.0,1796129791.0
22375,2022-12-19,1753,TH00X7,TH9479010000,BANGKOK COMMERCIAL ASSET MNG,TH,THB,30202010.0,0.0006619963148038437,BJYD494,0.9038923,718212896.0
22376,2022-12-19,1753,BR026A,BRBRAPACNPR2,Bradespar,BR,BRL,30202000.0,0.0011955276641682471,B01SCS4,1.0,1297051610.0
22377,2022-12-19,1753,TH21W9,TH0083B10Z02,THANACHART CAPITAL,TH,THB,30101010.0,0.0004365302355752224,BF5DGM2,0.379991,473600287.0
22378,2022-12-19,1753,ZA00R0,ZAE000028296,Truworths International Ltd,ZA,ZAR,40401020.0,0.0009671820033719017,6113485,1.0,1049314886.0
22379,2022-12-19,1753,BR20DH,BRCBAVACNOR5,CMPBRA.DE ALUO.ON,BR,BRL,55102035.0,0.0003554463548603952,BL73BJ4,1.0,385630781.0
22380,2022-12-19,1753,IN01NT,INE885A01032,Amara Raja Batt,IN,INR,50202010.0,0.0005037776564141386,B8BGVX2,1.0,546558344.0
22421,2022-12-19,1753,TW01TJ,TW0001717007,Eternal,TW,TWD,55201000.0,0.0009419406403576664,6318514,1.0,1021930032.0
22381,2022-12-19,1753,TR121O,TREZRGY00023,ZIRAAT GAYRIMENKUL,TR,TRY,35102000.0,0.0002482397160107735,BNG2TV4,1.0,269320178.0
22383,2022-12-19,1753,MY237W,MYL2089OO000,UNITED PLANTATIONS,MY,MYR,45102010.0,0.0005674752230867238,6917148,1.0,615665094.0
22384,2022-12-19,1753,TW05WQ,TW0003035002,Faraday Tech,TW,TWD,10102010.0,0.0010604828426567159,6186045,1.0,1150538812.0
22385,2022-12-19,1753,QA20XZ,QA000A0KD6M9,UNITED DEVELOPMENT,QA,QAR,35101010.0,0.000580973145490204,6651093,0.8555963,630309257.0
22386,2022-12-19,1753,TH50R6,TH1041010Z03,GUNKUL ENGINEERING,TH,THB,50202010.0,0.0005930146726563524,BYMY052,0.9788254,643373348.0
22387,2022-12-19,1753,MY244U,MYL2488OO004,ALLIANCE BANK MALAYSIA BERHAD,MY,MYR,30101010.0,0.0004950349436553424,6556938,0.6768294,537073202.0
22388,2022-12-19,1753,EG2152,EGS743O1C013,E-FINANCE FOR DIGI,EG,EGP,50205015.0,0.0003445278268531058,BMJ0XQ1,1.0,373785054.0
22389,2022-12-19,1753,TR12L8,TREPNTA00042,PENTA TEKNOLOJI,TR,TRY,10101010.0,0.0001760796158200104,BNZFQD5,1.0,191032258.0
22390,2022-12-19,1753,IN203A,INE548A01028,HFCL,IN,INR,15101010.0,0.0007610388053302722,6208411,1.0,825666053.0
22391,2022-12-19,1753,IN602D,INE418H01029,ALLCARGO LOGISTICS,IN,INR,50206060.0,0.00041947509717078557,B174733,1.0,455096830.0
22392,2022-12-19,1753,CN1SKC,US16955F1075,CHINDATA GROUP HOLDING ADR,CN,USD,10101010.0,0.0008610594382225095,BMC5RM7,1.0,934180416.0
22393,2022-12-19,1753,KR82F0,KR7298050006,HYOSUNG ADVANCED MATERIALS,KR,KRW,55101020.0,0.0006413277543994974,BD83186,1.0,695789166.0
22382,2022-12-19,1753,CN8BM4,KYG5548P1054,LK TECHNOLOGY HOLDINGS,CN,HKD,50204000.0,0.00044498406153715785,B1FQ7Y2,1.0,482772010.0
22477,2022-12-19,1753,TH216J,TH0324B10Z01,HANA MICROELECTRONICS,TH,THB,10102010.0,0.0008136325989629253,B42GPD1,1.0,882726100.0
22422,2022-12-19,1753,TH22BP,TH0021010Z06,SIAM CITY CEMENT,TH,THB,50101030.0,0.00027559238996515475,6806376,0.8148876,298995635.0
22424,2022-12-19,1753,TW023U,TW0002006004,Tung Ho Steel,TW,TWD,55102010.0,0.0007934485158534436,6907310,1.0,860827989.0
22453,2022-12-19,1753,KR02N0,KR7004800009,HYOSUNG,KR,KRW,50203000.0,0.00047106071672412404,6896838,1.0,511063089.0
22454,2022-12-19,1753,IN70R3,INE010J01012,TEJAS NETWORKS,IN,INR,15101010.0,0.0005037678962455083,BF1XGY8,1.0,546547755.0
22455,2022-12-19,1753,KR011D,KR7000150003,DOOSAN,KR,KRW,50101010.0,0.0007378330693194174,6661111,1.0,800489691.0
22456,2022-12-19,1753,MY90MF,MYL7172OO009,PMB TECHNOLOGY,MY,MYR,50204000.0,0.0006330242132817092,6711641,1.0,686780490.0
22457,2022-12-19,1753,BR1137,BRSIMHACNOR0,SIMPAR ON,BR,BRL,50206060.0,0.0003300485682992949,BMC4304,1.0,358076220.0
22458,2022-12-19,1753,HK01SU,HK1883037637,CITIC TELECOM INT L HOLDINGS,CN,HKD,15102015.0,0.00048598070463780064,B1VKZ88,1.0,527250079.0
22459,2022-12-19,1753,CN0OH4,CNE100000221,BEIJING CAP.INTL.ARPT. 'H',CN,HKD,50206060.0,0.0012852779202005668,6208422,1.0,1394423438.0
22460,2022-12-19,1753,KR01EQ,KR7001120005,LX INTERNATIONAL,KR,KRW,50205010.0,0.0007734133414494969,6537115,1.0,839091432.0
22461,2022-12-19,1753,BR02TX,BRDXCOACNOR8,Dexco,BR,BRL,50101035.0,0.000470756777201425,BN7F4X9,1.0,510733339.0
22462,2022-12-19,1753,BR16GP,BRUNIPACNPB8,UNIPAR PARTICIPACOES B PN,BR,BRL,55201020.0,0.0007671701369961187,2905879,1.0,832318056.0
22463,2022-12-19,1753,CN8BQ8,KYG8655K1094,TIANNENG POWER INTL.,CN,HKD,40101025.0,0.0006998977401170309,B1XDJC7,1.0,759332902.0
22464,2022-12-19,1753,CN1OSG,CNE1000048G6,REMEGEN 'H',CN,HKD,20103010.0,0.000966883625550734,BMC6XV1,1.0,1048991170.0
22465,2022-12-19,1753,ZA20X8,ZAE000026639,BARLOWORLD,ZA,ZAR,50203000.0,0.000579058409452642,6079123,1.0,628231922.0
22466,2022-12-19,1753,IN12NV,INE522D01027,Manappuram Finance,IN,INR,30201020.0,0.0006125042297611293,6570400,1.0,664517954.0
22467,2022-12-19,1753,B03MWQ,TRAOTKAR91H3,OTOKAR,TR,TRY,50206015.0,0.0003438410599474218,B03MWQ2,1.0,373039967.0
22468,2022-12-19,1753,IN503D,INE001B01026,KRBL,IN,INR,45102010.0,0.00042177038484703675,B02VC93,1.0,457587033.0
22469,2022-12-19,1753,SA24V3,SA13R051UVH9,SAUDI GROUND SERVICES,SA,SAR,50206060.0,0.0004901607961846385,BYYTJ69,1.0,531785143.0
22470,2022-12-19,1753,TH21LY,TH0975010008,ESSO THAILAND,TH,THB,60101020.0,0.000370563563807377,B2R3SR8,1.0,402031740.0
22471,2022-12-19,1753,IN11X4,INE501A01019,Deepak Fert,IN,INR,55201000.0,0.0006329486307349287,6374754,1.0,686698489.0
22472,2022-12-19,1753,TH20CO,TH0530010Z06,CH KARNCHANG,TH,THB,50101010.0,0.00027336452570708676,6713658,0.3598158,296578581.0
22473,2022-12-19,1753,TW03JB,TW0002388006,VIA TECHNOLOGIES,TW,TWD,10102010.0,0.0005051942560824257,6146823,1.0,548095241.0
22474,2022-12-19,1753,KR10W8,KR7034230003,Paradise,KR,KRW,40501020.0,0.0007101198866828932,6560939,1.0,770423111.0
22475,2022-12-19,1753,ID20A7,ID1000115306,CIPUTRA DEVELOPMENT,ID,IDR,35101010.0,0.0005098240924022347,6291767,1.0,553118242.0
22452,2022-12-19,1753,ZA808P,ZAE000261913,MOTUS HOLDINGS,ZA,ZAR,40401030.0,0.0008011851173582529,BDRN3H0,1.0,869221581.0
22451,2022-12-19,1753,KR02GT,KR7004000006,LOTTE FINE CHEMICAL,KR,KRW,55201000.0,0.0007390471812055509,6496432,1.0,801806905.0
22450,2022-12-19,1753,KR1A6S,KR7375500006,DL E&C,KR,KRW,50101010.0,0.0007669002156567836,BNGJH11,1.0,832025213.0
22449,2022-12-19,1753,ID20IF,ID1000110802,BUMI SERPONG DAMAI,ID,IDR,35101010.0,0.000468726959844175,B2RJPM0,1.0,508531150.0
22425,2022-12-19,1753,TW025W,TW0002015005,Feng Hsin Iron,TW,TWD,55102010.0,0.0010566275686739073,6335030,1.0,1146356149.0
22426,2022-12-19,1753,TW05F9,TW0002889003,IBF Financial Holdings,TW,TWD,30202015.0,0.001057369966420812,6518392,1.0,1147161591.0
22427,2022-12-19,1753,CN2DFT,VGG0542G1028,ASIAINFO TECHNOLOGIES,CN,HKD,10101015.0,0.0003378649139488982,BGSZJN4,1.0,366556328.0
22428,2022-12-19,1753,KR034I,KR7175330000,JB FINANCIAL GROUP,KR,KRW,30101010.0,0.0008377315871922012,BB96Z33,1.0,908871569.0
22429,2022-12-19,1753,KR087Q,KR7357780006,Soulbrain,KR,KRW,55201020.0,0.0006543637191454705,BKPN4N4,1.0,709932142.0
22430,2022-12-19,1753,PL10CN,PLKRK0000010,KRUK,PL,PLN,30201020.0,0.001035658841376025,B4PTLY0,1.0,1123606762.0
22431,2022-12-19,1753,521638,PLKETY000011,KETY,PL,PLN,55102035.0,0.0010636465355530155,5216385,1.0,1153971165.0
22432,2022-12-19,1753,ID9026,ID1000145907,GARUDAFOOD PUTRA PUTRI JAYA,ID,IDR,45102020.0,0.0003139553157591903,BGT2TS9,1.0,340616332.0
22433,2022-12-19,1753,KY118S,KYG8569B1041,Sunac Services Holdings Ltd,CN,HKD,35101015.0,0.0005418141018483937,BLN9QR9,1.0,587824836.0
22434,2022-12-19,1753,BR1159,BRSTBPACNOR3,SANTOS BRASIL PARTICIPACOES ON,BR,BRL,50206060.0,0.0006446340016144646,2835545,1.0,699376179.0
22435,2022-12-19,1753,TH204G,TH0420010Y01,BANGCHAK CORP,TH,THB,60101020.0,0.0002800400708816768,BYYH5C1,0.2920561,303821012.0
22423,2022-12-19,1753,TW10D3,TW0002809001,Kings Town Bank,TW,TWD,30101010.0,0.0009719429793415411,6575159,1.0,1054480163.0
22436,2022-12-19,1753,CN2D5J,KYG5215A1004,KANGJI MEDICAL HOLDINGS,CN,HKD,20102015.0,0.0003822141975563838,BMY5QH3,1.0,414671743.0
22438,2022-12-19,1753,MY20VH,MYL1818OO003,BURSA MALAYSIA,MY,MYR,30202015.0,0.0008104660671470505,B06FV38,1.0,879290667.0
22439,2022-12-19,1753,CN2D0E,KYG4212K1040,GUSHENGTANG HOLDINGS,CN,HKD,20101025.0,0.0005731334276056437,BP6TX62,1.0,621803792.0
22440,2022-12-19,1753,ZA20W7,ZAE000011953,NETCARE,ZA,ZAR,20101010.0,0.0008587070956366144,6636421,1.0,931628313.0
22441,2022-12-19,1753,MX109T,US92837L1098,VISTA ENERGY ADR,MX,USD,60101010.0,0.0009534600238495867,BJ84772,1.0,1034427639.0
22442,2022-12-19,1753,KR05JZ,KR7042670000,HYUNDAI DOOSAN INFRACORE,KR,KRW,50204020.0,0.0007727024151538827,6211679,1.0,838320134.0
22443,2022-12-19,1753,MY215S,MYL5258OO008,BANK ISLAM,MY,MYR,30101010.0,0.0002789536467772537,6100379,1.0,302642329.0
22444,2022-12-19,1753,KR03AO,KR7007310006,Ottogi,KR,KRW,45102020.0,0.0007937325958432964,6658373,1.0,861136193.0
22445,2022-12-19,1753,EG8013,EGS39061C014,MISR FRETILIZERS,EG,EGP,55201015.0,0.00020036163878025984,BWSW8F2,1.0,217376305.0
22446,2022-12-19,1753,TW306Y,KYG114741062,BIZLINK HOLDING,TW,TWD,10102030.0,0.0011148941614529326,B5SG8Y4,1.0,1209570728.0
22447,2022-12-19,1753,HK20PS,KYG2216H1011,CLOUDR GROUP,CN,HKD,20102015.0,0.0005145767027763986,BKPNR02,1.0,558274443.0
22448,2022-12-19,1753,KR18I2,KR7011210002,HYUNDAI WIA,KR,KRW,40101025.0,0.0006296023169631392,B3LF565,1.0,683068007.0
22437,2022-12-19,1753,PH04KU,PHY594811127,Megaworld Corp,PH,PHP,35101010.0,0.00040375896652270155,6563648,1.0,438046089.0
23025,2022-12-19,1753,BR02X1,BRECORACNOR8,EcoRodovias Infr,BR,BRL,50206060.0,0.0002487097212678946,B5720R0,1.0,269830096.0
23030,2022-12-19,1753,TH505K,TH0120010Y07,ERAWAN GROUP,TH,THB,40501025.0,0.0002620016265960222,B014981,0.7711678,284250747.0
23027,2022-12-19,1753,SA2048,SA0007870062,SAUDI PUBLIC TRANSPORT,SA,SAR,40501015.0,0.00024014034667061392,B128GY4,0.5814643,260533012.0
23605,2022-12-19,1753,CN249E,CNE000000T59,YANTAI CHANGYU PION.WINE 'B',CN,HKD,45101015.0,0.0003167792932157808,6043645,1.0,343680121.0
23606,2022-12-19,1753,CN24V0,CNE000000HM6,SHANGHAI JIN JIANG INT H.D.'B',CN,USD,40501025.0,0.00028269002533349056,6808725,1.0,306696000.0
23607,2022-12-19,1753,CN0P0O,CNE100000F20,BBMG 'H',CN,HKD,50101030.0,0.0002855183413597045,B3NFC51,1.0,309764496.0
23608,2022-12-19,1753,CN24RW,CNE000000J36,WEIFU HIGH TECH.GP.'B',CN,HKD,40101025.0,0.00022568477097380444,6944953,1.0,244849872.0
23609,2022-12-19,1753,CN24MR,CNE000000HW5,GUANGDONG ELEC.PWR.DEV. 'B',CN,HKD,65101010.0,0.00019777962207037048,6393210,1.0,214575024.0
23610,2022-12-19,1753,CN6319,CNE0000007C3,CHINA MERCHANTS PORT GR.'B',CN,HKD,50206060.0,0.00012033490535087321,6803441,1.0,130553719.0
23611,2022-12-19,1753,CN257D,CNE0000004L1,SHANGHAI HUAYI GROUP 'B',CN,USD,40101015.0,0.00013220240121670064,6800817,1.0,143429000.0
23612,2022-12-19,1753,CN24TY,CNE000000FG2,SHANGHAI BAILIAN GROUP 'B',CN,USD,40401010.0,0.00011794361057626163,6802835,1.0,127959356.0
23613,2022-12-19,1753,CN267E,CNE000000GW7,SHANGHAI LINGANG HOLDINGS 'B',CN,USD,35101010.0,0.0001083188879049075,6798763,1.0,117517304.0
23614,2022-12-19,1753,CN63GO,CNE000000RT0,HAINAN AIRLINES HDG.'B',CN,USD,40501010.0,2.3326221416733987e-05,6402398,0.25,25307079.0
23615,2022-12-19,1753,CN258E,CNE000000RN3,BENGANG STL.PLATES 'B',CN,HKD,55102010.0,7.301148111063177e-05,6008291,1.0,79211600.0
23616,2022-12-19,1753,CN26KR,CNE000000Q52,ADAMA 'B',CN,HKD,55201015.0,7.295710658349587e-05,6442156,1.0,79152608.0
23617,2022-12-19,1753,IN904I,INE092T01019,IDFC FIRST BANK,IN,INR,30101010.0,0.0023668856841919735,BYWZNK1,1.0,2567881095.0
23618,2022-12-19,1753,IN10DJ,INE484J01027,Godrej Prop,IN,INR,35101010.0,0.0019877801911344817,BGQL729,1.0,2156582047.0
23619,2022-12-19,1753,IN10EK,INE797F01020,JUBILANT FOODWORKS,IN,INR,40501040.0,0.002214173555512522,BNVYT93,1.0,2402200686.0
23620,2022-12-19,1753,IN08N0,INE134E01011,Power Fncs,IN,INR,30201020.0,0.0018685269390283819,B1S7225,1.0,2027201835.0
23621,2022-12-19,1753,IN82AP,INE674K01013,ADITYA BIRLA FIN. SERVICES,IN,INR,30202015.0,0.0014539685611394749,BYVKT10,1.0,1577439251.0
23622,2022-12-19,1753,IN00FK,INE114A01011,Steel Authority of India Ltd,IN,INR,55102010.0,0.0011183311833137847,6121499,1.0,1213299621.0
23623,2022-12-19,1753,IN06U5,INE326A01037,Lupin Ltd,IN,INR,20103015.0,0.0016538889977138489,6143761,1.0,1794336887.0
23624,2022-12-19,1753,IN508I,INE343H01029,SOLAR INDUSTRIES INDIA,IN,INR,55201020.0,0.0012969167936330607,BYZ9NH7,1.0,1407050682.0
23625,2022-12-19,1753,IN603E,INE844O01030,GUJARAT GAS,IN,INR,65102020.0,0.001309570984530164,BGS92Z9,1.0,1420779464.0
23626,2022-12-19,1753,IN81HV,INE00R701025,DALMIA BHARAT,IN,INR,50101035.0,0.0019674191189023036,BFN2YR2,1.0,2134491917.0
23627,2022-12-19,1753,IN02CJ,INE376G01013,Biocon,IN,INR,20103010.0,0.001412875796646307,6741251,1.0,1532856898.0
23604,2022-12-19,1753,CN299J,CNE100004BP3,JOINN LAB. 'H',CN,HKD,20103010.0,0.0003515905481193027,BNK9Q76,1.0,381447540.0
23628,2022-12-19,1753,IN056G,INE094A01015,HPCL,IN,INR,60101020.0,0.0017300765864635588,6100476,1.0,1876994309.0
23603,2022-12-19,1753,CN24CH,CNE0000002M3,CSG HOLDING 'B',CN,HKD,50203020.0,0.0003984088963066712,6196174,1.0,432241692.0
23601,2022-12-19,1753,B018L7,CNE100000536,COSCO SHIPPING DEVELOPMENT 'H',CN,HKD,50206030.0,0.00045748305662793976,B018L76,1.0,496332417.0
23578,2022-12-19,1753,CN2ZNN,CNE000000TM1,TELLING TELECM.HLDG.'A' (CCS),CN,CNY,40401030.0,8.217430419328824e-05,BD5CBB9,0.094697,89152528.0
23579,2022-12-19,1753,CN366E,CNE100003Q57,GUANGZHOU GRG METROLOGY 'A' (CCS),CN,CNY,40201070.0,7.963445373463441e-05,BL6CND0,0.1230517,86396994.0
23580,2022-12-19,1753,CN31Z2,CNE1000006X9,ANHUI TRUCHUM ADMA. & TECH.'A' (CCS),CN,CNY,55102040.0,7.92555280226111e-05,BD5LSK4,0.0886918,85985890.0
23581,2022-12-19,1753,CN8EWH,KYG2140A1076,CIFI HOLDINGS (GROUP),CN,HKD,35101010.0,0.0007638119237270189,B8Z00N3,1.0,828674664.0
23582,2022-12-19,1753,CN57U5,CNE100001ZT0,LEGEND HOLDINGS 'H',CN,HKD,10102030.0,0.000633904157603758,BYMW733,1.0,687735159.0
23583,2022-12-19,1753,CN2P8Y,CNE000001P11,JIANGSU SHAGANG 'A' (CCS),CN,CNY,55102050.0,6.981494246788377e-05,BD5CN35,0.0817884,75743612.0
23584,2022-12-19,1753,CN2QPG,CNE000000206,YANGO GROUP 'A' (CCS),CN,CNY,35101010.0,6.66430609477187e-05,BD5CKQ7,0.1086563,72302375.0
23585,2022-12-19,1753,CN8BDV,KYG011981035,AGILE GROUP HDG.,CN,HKD,35101010.0,0.00038511621211911466,B0PR2F4,1.0,417820196.0
23586,2022-12-19,1753,CN87AO,US46267X1081,IQIYI ADS,CN,USD,40203040.0,0.0013030742009595506,BYWT1W1,1.0,1413730975.0
23587,2022-12-19,1753,CN2PYO,CNE100000049,MONTNETS CLOUD TECH. GP. 'A' (CCS),CN,CNY,50202010.0,6.748607719383909e-05,BD5C9X7,0.0742023,73216980.0
23588,2022-12-19,1753,HK20GJ,KYG2162W1024,CHINA YONGDA AUTOMOBILES SVS.,CN,HKD,40401030.0,0.0009070435505364436,B8F2T65,1.0,984069489.0
23589,2022-12-19,1753,CN36RZ,CNE100002BP7,SHANDONG HEAD GROUP 'A' (CCS),CN,CNY,55201020.0,6.348265400865471e-05,BNR4M43,0.1009082,68873587.0
23590,2022-12-19,1753,CN1N1O,CNE100003PG4,PHARMARON BEIJING 'H',CN,HKD,20103010.0,0.0009783742963206782,BK72QD3,1.0,1061457626.0
23591,2022-12-19,1753,CN1AU4,CNE1000003J5,JIANGSU EXPRESSWAY H,CN,HKD,50206060.0,0.000990689630827762,6005504,1.0,1074818776.0
23592,2022-12-19,1753,CN2G3K,CNE100000V04,YAN TAI SHUANG TA FOOD 'A' (CCS),CN,CNY,45102020.0,6.20554489479547e-05,BD5CCZ0,0.1139818,67325184.0
