,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Weight,SEDOL,Capfactor,Mcap_Units_Index_Currency
1437,2019-06-24,1312,MY23AZ,MYL5211OO007,SUNWAY,MY,MYR,35101010.0,0.0007047749891371104,B6VGS93,1.0,633059375.0
1438,2019-06-24,1312,TH50XC,TH5456010Y00,SRISAWAD CORPORATION,TH,THB,30201020.0,0.000841450392310529,BF0F5R1,0.5773955,755827133.0
1439,2019-06-24,1312,CN8DL5,KYG2157Q1029,CHINA LESSO GROUP HDG.,CN,HKD,50101035.0,0.0007739622579230422,BCDBKF8,1.0,695206372.0
1432,2019-06-24,1312,CN89YE,HK0405033157,YUEXIU REAL ESTATE INV. TST.,CN,HKD,35102030.0,0.0015097834843434102,B0TLGM7,1.0,1356152820.0
1440,2019-06-24,1312,ZA20T4,ZAE000030912,NORTHAM PLATINUM,ZA,ZAR,55103030.0,0.0017661663045212413,6350260,0.8260772,1586446957.0
1442,2019-06-24,1312,US3FZ3,US87238U2033,TCS GROUP HOLDING,RU,USD,30101010.0,0.0013234776574245013,BF233S0,1.0,1188804869.0
1443,2019-06-24,1312,TH90AT,TH8351010005,CPN RETAIL GROWTH LEASEHOLD REIT,TH,THB,35102045.0,0.0017980743918681137,BF5BKP7,1.0,1615108181.0
1444,2019-06-24,1312,KR04R6,KR7028670008,PANOCEAN,KR,KRW,50206030.0,0.0010388158080742614,B24FX49,1.0,933109285.0
1445,2019-06-24,1312,BR701A,BRCVCBACNOR1,CVC BRA.OPD.E ACDV. ON,BR,BRL,40501015.0,0.0021260360078552932,BGSH2S6,1.0,1909697488.0
1446,2019-06-24,1312,ZA20X8,ZAE000026639,BARLOWORLD,ZA,ZAR,50203000.0,0.0017298825004507146,6079123,1.0,1553855275.0
1447,2019-06-24,1312,TH303G,TH3871010Z01,WHA CORPORATION,TH,THB,35101010.0,0.0009917229007602513,BX8ZRM8,0.6913214,890808399.0
1448,2019-06-24,1312,BR4017,BRRLOGACNOR4,COSAN LOGISTICA ON,BR,BRL,50206060.0,0.0006597292321970283,BR17H74,1.0,592597328.0
1441,2019-06-24,1312,BR045B,BRMRVEACNOR2,MRV ENGENHARIA,BR,BRL,40202010.0,0.0016990234730356833,B235JN1,1.0,1526136362.0
1431,2019-06-24,1312,MX504S,MX01OM000018,GRUPO AERO DEL CENTRO 'B',MX,MXN,50206060.0,0.0012020741898188306,B1KFX13,0.49,1079755024.0
1430,2019-06-24,1312,ID20FC,ID1000125503,ACE HARDWARE INDONESIA,ID,IDR,40401025.0,0.0009730259252508624,B7JW351,1.0,874013967.0
1429,2019-06-24,1312,KR00V6,KR7000060004,Meritz Fire Ins,KR,KRW,30302025.0,0.001073467642181108,B0YCFG2,1.0,964235061.0
1412,2019-06-24,1312,ID00XS,ID1000060403,PABRIK KERTAS TJIWIKIMIA,ID,IDR,55101015.0,0.0012183404562679796,6666677,1.0,1094366088.0
1413,2019-06-24,1312,BR049F,BRODPVACNOR4,Odontoprev,BR,BRL,20101020.0,0.00140045560988044,B1H6R62,1.0,1257949795.0
1414,2019-06-24,1312,PH402C,PHY7318T1017,ROBINSONS RETAIL HDG.,PH,PHP,40401010.0,0.0014724672717325688,BFTCYP4,1.0,1322633784.0
1415,2019-06-24,1312,IN106C,INE192A01025,Tata Global,IN,INR,45101020.0,0.0007360460998057923,6121488,0.4266098,661148439.0
1416,2019-06-24,1312,CN8BTB,KYG211081248,CHINA MED.SY.HDG.(DI),CN,HKD,20103015.0,0.0013233095414932987,B6WY993,1.0,1188653860.0
1417,2019-06-24,1312,CN8D3N,KYG9884T1013,YUZHOU PROPERTIES,CN,HKD,35101010.0,0.0008381528913181859,B51QBN1,1.0,752865175.0
1418,2019-06-24,1312,ZA215H,ZAE000049433,AVI,ZA,ZAR,45102020.0,0.002158688680816208,6040958,1.0,1939027531.0
1419,2019-06-24,1312,BR2059,BROIBRACNOR1,OI ON,BR,BRL,15102015.0,0.002308109830792457,B7XL4M8,1.0,2073244070.0
1420,2019-06-24,1312,CN87T7,BMG2108V1019,CHINA ORIENTAL GROUP,CN,HKD,55102010.0,0.0007479396553985808,6741013,1.0,671831745.0
1421,2019-06-24,1312,TW11C3,TW0002345006,Accton,TW,TWD,15101010.0,0.002219502236778886,6005214,1.0,1993652897.0
1422,2019-06-24,1312,ZA301D,ZAE000173951,Sibanye-Stillwater,ZA,ZAR,55103025.0,0.0010415288482298983,B98XZV9,0.6816394,935546255.0
1423,2019-06-24,1312,MX602R,MX01SI080038,TELESITES B-1,MX,MXN,15102015.0,0.001154073411499646,BD0G5P8,0.49,1036638649.0
1424,2019-06-24,1312,KR812M,KR7263750002,PEARLABYSS,KR,KRW,40203040.0,0.0016297396891907837,BYX56S9,1.0,1463902671.0
1425,2019-06-24,1312,CN8BXF,KYG9361V1086,VINDA INTERNATIONAL HDG.,CN,HKD,45201020.0,0.0005861121210370289,B1Z7648,1.0,526471255.0
1426,2019-06-24,1312,KR30BP,KR7180640005,HANJIN KAL,KR,KRW,40501010.0,0.0007560403386157868,BCGD8Q8,0.6352911,679108129.0
1427,2019-06-24,1312,CN8AIZ,KYG8972T1067,TOWNGAS CHINA,CN,HKD,65102020.0,0.0007418803746690655,6345460,1.0,666389037.0
1428,2019-06-24,1312,CN8AK1,BMG3978C1249,GOME RETAIL HOLDINGS,CN,HKD,40401030.0,0.0012820991877244452,B01Z8S7,1.0,1151636938.0
1449,2019-06-24,1312,CN8FXJ,KYG763681023,RONSHINE CHINA HDG.,CN,HKD,35101010.0,0.0008331565041897705,BYW10R5,1.0,748377204.0
1411,2019-06-24,1312,CN89UA,BMG4600H1016,HOPSON DEVELOPMENT HDG.,CN,HKD,35101010.0,0.0007037656845834471,6116246,1.0,632152774.0
1450,2019-06-24,1312,IN05LV,INE562A01011,Indian Bank,IN,INR,30101010.0,0.00036614398039171885,B1SFSX2,1.0,328886358.0
1452,2019-06-24,1312,ZA20KV,ZAE000081949,INVESTEC,ZA,ZAR,30101010.0,0.0020334972236993815,B17BBR6,1.0,1826575150.0
1474,2019-06-24,1312,MY70H8,MYL5288OO005,SIME DARBY PROPERTY,MY,MYR,35101010.0,0.0006551827387929736,BF6RHX1,1.0,588513471.0
1475,2019-06-24,1312,TW027Y,TW0002027000,Ta Chen,TW,TWD,55102015.0,0.0016814162056902283,6873109,1.0,1510320753.0
1476,2019-06-24,1312,BR907I,BRLCAMACNOR3,COMPANHIA DE LOCACAO DAS AMERICAS ON,BR,BRL,40501015.0,0.001102159717597986,B82CQN4,1.0,990007524.0
1477,2019-06-24,1312,TH21MZ,TH0961010Y04,TTW,TH,THB,65102030.0,0.0007094017124791029,BL8VWT4,1.0,637215298.0
1478,2019-06-24,1312,CN509D,BMG5210S1061,JOY CITY PROPERTY,CN,HKD,35101010.0,0.0006405953260443068,BVFNDJ0,1.0,575410426.0
1479,2019-06-24,1312,ZA204F,ZAE000156238,TSOGO SUN,ZA,ZAR,40501020.0,0.0007761839311786464,B61R1Q4,1.0,697201975.0
1480,2019-06-24,1312,BR05AH,BRTOTSACNOR8,Totvs,BR,BRL,10101015.0,0.001763475693702041,B10LQP6,1.0,1584030134.0
1473,2019-06-24,1312,ZA208J,ZAE000209557,RESILIENT REIT,ZA,ZAR,35102045.0,0.0017004697260452264,BZ1MVY0,1.0,1527435449.0
1481,2019-06-24,1312,TW060V,TW0003044004,Tripod Tech,TW,TWD,10102015.0,0.001853635063366448,6305721,1.0,1665015179.0
1483,2019-06-24,1312,TW01LB,TW0001605004,Walsin Lihwa,TW,TWD,50202010.0,0.0015452325212146443,6936574,1.0,1387994678.0
1484,2019-06-24,1312,KR51M3,KR7138040001,MERITZ FINANCIAL GROUP,KR,KRW,30302025.0,0.0006241058372101772,B4WRJD2,1.0,560598854.0
1485,2019-06-24,1312,IN035D,INE055A01016,Century Textiles,IN,INR,50101030.0,0.0004017049090030574,6099905,0.4786598,360828722.0
1486,2019-06-24,1312,CL2032,CL0001892547,INVERSIONES LA CONSTRUCCION,CL,CLP,30202000.0,0.0006265002776983008,B6ZJ069,1.0,562749644.0
1487,2019-06-24,1312,MX302O,MXP001391012,ALSEA,MX,MXN,40501040.0,0.0012484062809486932,2563017,1.0,1121372512.0
1488,2019-06-24,1312,KR10KW,KR7012510004,DOUZONE BIZON,KR,KRW,10101015.0,0.0011819985610287797,6510989,1.0,1061722226.0
1489,2019-06-24,1312,IN12NV,INE522D01027,Manappuram Finance,IN,INR,30201020.0,0.0007142975132682928,6570400,0.8617981,641612918.0
1482,2019-06-24,1312,CZ602J,CZ0008040318,MONETA MONEY BANK,CZ,CZK,30101010.0,0.0019579933229590374,BD3CQ16,1.0,1758754281.0
1472,2019-06-24,1312,PL705M,LU1642887738,PLAY COMMUNICATIONS,PL,PLN,15102015.0,0.0010254919650803994,BF0K963,1.0,921141233.0
1471,2019-06-24,1312,CN1O8W,US98887Q1040,ZAI LAB ADR,CN,USD,20103010.0,0.0016818113625711594,BD9GVY0,1.0,1510675700.0
1470,2019-06-24,1312,KR82BW,KR7253450001,STUDIO DRAGON,KR,KRW,40301010.0,0.0005360312725306226,BDRY726,1.0,481486471.0
1453,2019-06-24,1312,CN8DDX,KYG211891083,CHINA SCE GROUP HOLDINGS,CN,HKD,35101010.0,0.0010659180435407993,B5NT8Z9,1.0,957453685.0
1454,2019-06-24,1312,BR02TX,BRDTEXACNOR3,Duratex,BR,BRL,55101010.0,0.0011633969149307038,B27WY88,1.0,1045013423.0
1455,2019-06-24,1312,HK504A,BMG4404N1065,HENGTEN NETWORKS GROUP,CN,HKD,40203050.0,0.0005281686751555255,BZ5ZCC0,1.0,474423946.0
1456,2019-06-24,1312,BR10DG,BRGOLLACNPR4,GOL LINHAS AEREAS INTELIG,BR,BRL,40501010.0,0.0011664356664132158,B01NTS8,0.9477852,1047742961.0
1457,2019-06-24,1312,CN87GU,KYG811511131,SHUI ON LAND,CN,HKD,35101010.0,0.0008781523403537992,B16NHT7,1.0,788794410.0
1458,2019-06-24,1312,KR049O,KR7017800004,Hyundai Elevator,KR,KRW,50204000.0,0.0015637787914441698,6411189,1.0,1404653740.0
1459,2019-06-24,1312,BR15RZ,BRALUPCDAM15,ALUPAR INVESTIMENTO UNITS,BR,BRL,65101015.0,0.0021606607902697754,B8DWT90,1.0,1940798965.0
1460,2019-06-24,1312,BR30BG,BRSMTOACNOR3,SAO MARTINHO,BR,BRL,45102035.0,0.0010302290805687018,B1P3R43,1.0,925396315.0
1461,2019-06-24,1312,BR309E,BRIGTAACNOR5,IGUATEMI,BR,BRL,35101010.0,0.0011468209205756964,B1NXMK6,1.0,1030124148.0
1462,2019-06-24,1312,MX802T,MX01GC2M0006,GRUPO CEMENTOS,MX,MXN,50101030.0,0.0009918954709414703,2946663,1.0,890963409.0
1463,2019-06-24,1312,MY23F4,MYL2836OO004,CARLSBERG BREWERY MAL.,MY,MYR,45101010.0,0.0010343268458569356,B09FGC9,1.0,929077105.0
1464,2019-06-24,1312,BR02OS,BRCYREACNOR7,Cyrela Braz Rlty,BR,BRL,35101010.0,0.0016725058754180364,2189855,1.0,1502317109.0
1465,2019-06-24,1312,BR026A,BRBRAPACNPR2,Bradespar,BR,BRL,30202000.0,0.0021838542359850204,B01SCS4,1.0,1961632321.0
1466,2019-06-24,1312,TH223H,TH0121010001,KIATNAKIN BANK,TH,THB,30101010.0,0.0009206022369782183,6491084,0.44,826924743.0
1467,2019-06-24,1312,CL00LI,CL0001583070,ENGIE ENERGIA CHILE,CL,CLP,65101015.0,0.0010427262555057029,BWXTK30,1.0,936621818.0
1468,2019-06-24,1312,CN8FH3,KYG371091086,FU SHOU YUAN INTL.GP.,CN,HKD,40201020.0,0.0010662922183547322,BH4TZ73,1.0,957789785.0
1469,2019-06-24,1312,PH20GO,PHY9382G1068,VISTA LAND & LIFESCAPES,PH,PHP,35101010.0,0.0006235231119835126,B1Z75R4,1.0,560075425.0
1451,2019-06-24,1312,KR03O2,KR7011070000,LG Innotek,KR,KRW,10102015.0,0.001409689299110028,B39Z8G8,1.0,1266243894.0
1490,2019-06-24,1312,BR3049,BRGRNDACNOR3,GRENDENE,BR,BRL,40204025.0,0.0006062143851511601,B03L0B0,1.0,544527978.0
1410,2019-06-24,1312,CN871F,US06684L1035,BAOZUN SPN.ADR,CN,USD,10101010.0,0.0028438191248380705,BY2ZJ69,1.0,2554441326.0
1408,2019-06-24,1312,MX702S,MX41BB000000,BNC.DEL BAJIO IDBC. MTPL.,MX,MXN,30101010.0,0.002130783560382812,BYSX0F3,1.0,1913961945.0
1350,2019-06-24,1312,KR06M3,KR7088980008,MACQUARIE KOREA INFR.FD.,KR,KRW,30202010.0,0.0036691873834501947,B10S8B7,1.0,3295822791.0
1351,2019-06-24,1312,CN8E4P,KYG4387E1070,H & H INTL. HDG.,CN,HKD,45102020.0,0.0013236710270941128,BF5L8M0,1.0,1188978562.0
1352,2019-06-24,1312,EV052,RU000A0JPNN9,FED.GRID CO.OF UNG.SY.,RU,RUB,65101015.0,0.0009189094226940806,B59RSV3,1.0,825404184.0
1353,2019-06-24,1312,BR801B,BRAZULACNPR4,AZUL PN,BR,BRL,40501010.0,0.0007467818120160745,BD97PR4,0.2144868,670791720.0
1354,2019-06-24,1312,ZA209K,ZAE000044897,TELKOM,ZA,ZAR,15102015.0,0.0017939415948664908,6588577,1.0,1611395924.0
1355,2019-06-24,1312,HK19IT,KYG8904A1004,TIMES CHINA HOLDINGS,CN,HKD,35101010.0,0.0014999317999309536,BH3FTS1,1.0,1347303611.0
1356,2019-06-24,1312,CN8BUC,KYG532241042,KWG GROUP HOLDINGS,CN,HKD,35101010.0,0.0014900087272835412,B1YBF00,1.0,1338390278.0
1349,2019-06-24,1312,BR152A,BRSULACDAM12,SUL AMERICA UNITS,BR,BRL,30302010.0,0.003409222540241351,B27WYK0,1.0,3062311126.0
1357,2019-06-24,1312,PL704L,PLDINPL00011,DINO POLSKA SA,PL,PLN,45201010.0,0.001843309807901625,BD0YVN2,1.0,1655740588.0
1359,2019-06-24,1312,680206,HK0604011236,SHENZHEN INVESTMENT,CN,HKD,35101010.0,0.0010627559757958962,6535261,1.0,954613379.0
1360,2019-06-24,1312,BR02Z3,BRENBRACNOR2,EDP Brasil,BR,BRL,65101015.0,0.0016138320104637203,B0D7494,1.0,1449613706.0
1361,2019-06-24,1312,HK40IN,KYG6501M1050,NEXTEER AUTOMOTIVE GROUP,CN,HKD,40101025.0,0.0011332672411755221,BBPD5F0,1.0,1017949647.0
1362,2019-06-24,1312,CN91NW,KYG063181021,Ausnutria Dairy Corp,CN,HKD,45102020.0,0.001292191244664723,B4M2F06,1.0,1160702060.0
1363,2019-06-24,1312,ZA006F,ZAE000083648,Impala Platinum Holdings Ltd,ZA,ZAR,55103030.0,0.002689727706522292,B1FFT76,0.8107122,2416029750.0
1364,2019-06-24,1312,IN10DJ,INE484J01027,Godrej Prop,IN,INR,35101015.0,0.0006507979064984279,BGQL729,0.5188179,584574825.0
1365,2019-06-24,1312,CN8C6P,KYG2112H1065,CHINA AOYUAN GROUP,CN,HKD,35101010.0,0.0020104219174750765,B247M48,1.0,1805847912.0
1358,2019-06-24,1312,CN636E,CNE100002359,CHINA INTL.CAP.'H',CN,HKD,30202000.0,0.00270140807598701,BZ169C6,1.0,2426521563.0
1348,2019-06-24,1312,MX00O7,MX01ME090003,MEGACABLE HOLDINGS CPO,MX,MXN,15102010.0,0.004081375251302313,B292SM8,1.0,3666067760.0
1347,2019-06-24,1312,CN89XD,KYG5496K1242,LI NING,CN,HKD,40204020.0,0.004447627200220676,B01JCK9,1.0,3995051100.0
1346,2019-06-24,1312,BR02AE,BRBTOWACNOR8,B2W DIGITAL,BR,BRL,40401010.0,0.0017382116473948354,B1LH3Y1,1.0,1561336875.0
1984,2019-06-24,1312,TW405Y,KYG211641017,CHLITINA HOLDING,TW,TWD,40204035.0,0.00025557418064503116,BGCWLC4,1.0,229567782.0
1330,2019-06-24,1312,CN8EXI,KYG3701A1067,FUTURE LAND DEVELOPMENT HDG.,CN,HKD,35101010.0,0.002538798457260277,B6V94F0,1.0,2280458571.0
1331,2019-06-24,1312,BR808I,BRHAPVACNOR4,HAPVIDA PARTP.E INVMS.ON,BR,BRL,20101020.0,0.001674710397417516,BF4J7N9,1.0,1504297306.0
1332,2019-06-24,1312,CN67CO,SG9999015267,BOC AVIATION,CN,HKD,50206050.0,0.0019454494891686391,BYZJV17,1.0,1747486867.0
1333,2019-06-24,1312,BR807H,BRGNDIACNOR2,NODM.INTMDCA.PARTP. ON,BR,BRL,20101010.0,0.003374087125544048,BF4J7K6,1.0,3030750977.0
1334,2019-06-24,1312,CN8GYL,KYG2453A1085,COUNTRY GARDEN SERVICES HOLDIN,CN,HKD,35101015.0,0.0031542944395992756,BDQZP48,1.0,2833323681.0
1335,2019-06-24,1312,PH122,HK3808041546,SINOTRUK (HONG KONG),CN,HKD,50206015.0,0.001350742967871461,B296ZH4,1.0,1213295750.0
1336,2019-06-24,1312,BR305A,BREQTLACNOR0,EQUATORIAL ON,BR,BRL,65101015.0,0.005316033526870108,B128R96,1.0,4775091219.0
1337,2019-06-24,1312,CN86HU,US3168271043,51JOB SPN.ADR 1:1,CN,USD,50205025.0,0.002331714145168309,B02TT74,1.0,2094446486.0
1338,2019-06-24,1312,HK11JM,HK0000077468,FAR EAST HORIZON,CN,HKD,30201025.0,0.002366429416434476,B63DLB5,1.0,2125629244.0
1339,2019-06-24,1312,CN8FE0,KYG9829N1025,XINYI SOLAR HOLDINGS,CN,HKD,60102020.0,0.0025986869430904363,BGQYNN1,1.0,2334252999.0
1340,2019-06-24,1312,CN879N,US0900401060,BILIBILI ADS,CN,USD,40203040.0,0.005786198877041059,BFNLRN6,1.0,5197414070.0
1341,2019-06-24,1312,KR10BN,KR7081660003,Fila Korea,KR,KRW,40401030.0,0.003746921918270533,B66CTX7,1.0,3365647312.0
1342,2019-06-24,1312,CN877L,US36165L1089,GDS HOLDINGS ADR,CN,USD,10101010.0,0.004472859955449347,BD6FLL7,1.0,4017716252.0
1343,2019-06-24,1312,HK00WX,BMG8086V1467,SHENZHEN INTL.HDG.,CN,HKD,50206060.0,0.0021068166371024048,BJVBTY1,1.0,1892433818.0
1344,2019-06-24,1312,CN875J,US44842L1035,HUTCHISON CHINA MEDITECH ADR,CN,USD,20103015.0,0.004091736569381678,BYXV9H7,1.0,3675374744.0
1345,2019-06-24,1312,CN88ZE,KYG525681477,KINGDEE INT L SOFTWARE GP -100,CN,HKD,10101015.0,0.002683269307846722,6327587,1.0,2410228537.0
1366,2019-06-24,1312,BR028C,BRBRMLACNOR9,BR Malls Partic,BR,BRL,35101010.0,0.0036789133057149102,B1RYG58,1.0,3304559035.0
1409,2019-06-24,1312,BR2015,BRCMIGACNOR6,CMPH.ENGT.MINASGR. ON,BR,BRL,65101010.0,0.0009673193819350505,B1YBRK4,1.0,868888103.0
1367,2019-06-24,1312,669377,KYG5427W1309,LEE & MAN PAPER MNFG.,CN,HKD,55101015.0,0.0009867986065756795,6693772,1.0,886385185.0
1369,2019-06-24,1312,KR04O3,KR7028050003,Samsung Eng,KR,KRW,50101010.0,0.0026090117677142807,6765239,1.0,2343527203.0
1391,2019-06-24,1312,KR00T4,KR7004170007,SHINSEGAE,KR,KRW,40401010.0,0.0020627507762010057,6805049,1.0,1852851956.0
1392,2019-06-24,1312,HK01IK,HK1208013172,MMG,CN,HKD,55102035.0,0.0008665971429962054,6728793,1.0,778415032.0
1393,2019-06-24,1312,KR03T7,KR7011780004,Kumho,KR,KRW,55201000.0,0.00208576880618066,6499323,1.0,1873527746.0
1394,2019-06-24,1312,IN01HN,INE423A01024,Adani Enterprise,IN,INR,60101040.0,0.0006199286001305343,B01VRK0,0.6962576,556846679.0
1395,2019-06-24,1312,TH302F,TH3740010Z08,VGI GLOBAL MEDIA,TH,THB,40301020.0,0.0005873526124107186,BF5SY12,1.0,527585518.0
1396,2019-06-24,1312,CN8BK2,KYG9891U1334,ZHONGYU GAS HOLDINGS,CN,HKD,65102020.0,0.0008436658712529385,BDDLRK9,1.0,757817172.0
1397,2019-06-24,1312,ZA21AM,ZAE000093779,SANTAM,ZA,ZAR,30302025.0,0.0009674428061860076,6061001,1.0,868998968.0
1390,2019-06-24,1312,CN8FPB,BMG570071099,LUYE PHARMA GROUP,CN,HKD,20103015.0,0.0014634976056399874,BNQ4GF3,1.0,1314576842.0
1399,2019-06-24,1312,KR03DR,KR7008560005,MERITZ SEC,KR,KRW,30202015.0,0.001832560068310636,6408299,1.0,1646084707.0
1401,2019-06-24,1312,CN91R0,US62914V1061,Nio Inc.,CN,USD,40101020.0,0.0022693503287345676,BFZX9H8,1.0,2038428609.0
1402,2019-06-24,1312,CL0298,CLP763281068,Parque Arauco,CL,CLP,35101010.0,0.0020791609157049867,2684349,1.0,1867592253.0
1403,2019-06-24,1312,IN118F,INE647A01010,SRF,IN,INR,55201010.0,0.0004496731304395921,6374947,0.3409828,403915853.0
1404,2019-06-24,1312,BR11IM,BRTAEECDAM10,TSMS.ALIANCA ENELA. UTS.,BR,BRL,65101015.0,0.0027247686100721567,B1G8KX7,1.0,2447505005.0
1405,2019-06-24,1312,BR209D,BRESTCACNOR5,ESTACIO PART,BR,BRL,40201010.0,0.0026698085097459417,B23PBF7,1.0,2398137466.0
1406,2019-06-24,1312,CN8EM7,KYG844081060,CHINA TIAN.GP.CEMENT,CN,HKD,50101030.0,0.0006928321295277058,B7FL1V4,1.0,622331782.0
1407,2019-06-24,1312,KR508O,KR7028300002,HLB,KR,KRW,40203055.0,0.002403965007260014,6517407,1.0,2159345335.0
1400,2019-06-24,1312,MX803U,MX01AL0C0004,ALPEK DE CV,MX,MXN,55201010.0,0.0005308842992437514,B85H8C9,1.0,476863237.0
1389,2019-06-24,1312,IN10EK,INE797F01012,Jubilant Food,IN,INR,40501040.0,0.0015464355984467933,B3PRM66,1.0,1389075334.0
1388,2019-06-24,1312,RU601S,RU000A0JUG31,MOS CREDIT BANK,RU,RUB,30101010.0,0.001022432280515393,BTSTNP7,1.0,918392892.0
1387,2019-06-24,1312,PH20HP,PHY0927M1046,BLOOMBERRY RESORTS,PH,PHP,40501020.0,0.001009817715327707,B7RLFB0,1.0,907061944.0
1370,2019-06-24,1312,HK18U4,HK0000078516,HUI XIAN REIT.TST.,CN,CNY,35102000.0,0.0016781884374792607,B3WG813,1.0,1507421432.0
1371,2019-06-24,1312,KR71H0,KR7282330000,BGF RETAIL,KR,KRW,45201010.0,0.0017048530687655352,BD95QN1,1.0,1531372757.0
1372,2019-06-24,1312,CN72Y6,HK0000218211,HUA HONG SEMICONDUCTOR,CN,HKD,10102010.0,0.0008637092548799107,BRB3857,1.0,775821006.0
1373,2019-06-24,1312,KR035J,KR7006360002,GS E&C,KR,KRW,50101010.0,0.0028651098788216997,6537096,1.0,2573565602.0
1374,2019-06-24,1312,KR05IY,KR7042660001,DAEWOO SHIPBLDG.& MAR. ENGR.,KR,KRW,50206060.0,0.0012006110026435788,6211732,1.0,1078440726.0
1375,2019-06-24,1312,CN91OX,KYG126521064,Bosideng Intl.Holdings,CN,HKD,40204020.0,0.0007489132780808921,B24FZ32,1.0,672706295.0
1376,2019-06-24,1312,CN91LU,HK0000056256,CHINA TRADITIONAL CHI MEDICINE,CN,HKD,20103015.0,0.0013833513766532564,6971779,1.0,1242586033.0
1377,2019-06-24,1312,KR00Y9,KR7000100008,Yuhan,KR,KRW,20103015.0,0.002358098837806896,6988337,1.0,2118146358.0
1378,2019-06-24,1312,MY20L7,MYL7084OO006,QL RESOURCES,MY,MYR,45102010.0,0.0010256647568051707,B00G234,1.0,921296442.0
1379,2019-06-24,1312,CN8B5N,KYG5257K1076,KINGBOARD LAMINATES HDG.,CN,HKD,55201000.0,0.0009445499316142151,B1HHFV6,1.0,848435598.0
1380,2019-06-24,1312,MX509X,MX01BA1D0003,INDUSTRIAS BACHOCO,MX,MXN,45102010.0,0.0007429522858720483,B1FJ6T9,1.0,667351874.0
1381,2019-06-24,1312,CN8CRA,KYG215AT1023,CHINA ZHONGWANG HDG.,CN,HKD,55102035.0,0.0008009028990771224,B3VZ220,1.0,719405621.0
1382,2019-06-24,1312,KR025I,KR7003410008,Ssangyong Cem,KR,KRW,50101030.0,0.0006950333205809098,6837280,1.0,624308987.0
1383,2019-06-24,1312,KR04U9,KR7030000004,Cheil Worldwide,KR,KRW,40301020.0,0.0023637186362457305,6093231,1.0,2123194304.0
1384,2019-06-24,1312,ZA20DO,ZAE000058517,SPAR GROUP,ZA,ZAR,45201010.0,0.0024615064395433024,B038WK4,1.0,2211031538.0
1385,2019-06-24,1312,CN8DAU,KYG521321003,KAISA GROUP HOLDINGS,CN,HKD,35101010.0,0.0011610086553963646,B58RBK4,1.0,1042868185.0
1386,2019-06-24,1312,ZA00JS,ZAE000054045,African Rainbow Minerals Ltd,ZA,ZAR,55102000.0,0.0012929061601420022,6041122,1.0,1161344228.0
1368,2019-06-24,1312,639242,HK0123000694,YUEXIU PROPERTY,CN,HKD,35101010.0,0.001557232791776086,6392422,1.0,1398773840.0
1491,2019-06-24,1312,CN8C5O,KYG826001003,SOHO CHINA,CN,HKD,35101010.0,0.0006950933243718093,B27WLD2,1.0,624362885.0
1493,2019-06-24,1312,PH04PZ,PHY2518H1143,First Gen Corp,PH,PHP,65101015.0,0.0006521164691520243,B0XNCB0,1.0,585759215.0
1494,2019-06-24,1312,TW03A2,TW0002371002,Tatung,TW,TWD,10102030.0,0.0015581390462926267,6875677,1.0,1399587877.0
1599,2019-06-24,1312,622098,HK0119000674,POLY PPTY GROUP,CN,HKD,35101010.0,0.0007918843364299359,6220987,1.0,711304758.0
1600,2019-06-24,1312,HK0258,HK0000065869,GUOTAI JUNAN INTL. HDG.,CN,HKD,30202015.0,0.00047691532688034274,B3W1335,1.0,428385972.0
1601,2019-06-24,1312,IN60CN,INE285B01017,SPICEJET,IN,INR,40501010.0,0.0002838586626833687,6300403,0.5939124,254974127.0
1602,2019-06-24,1312,EG0060,EGS48031C016,TELECOM EGYPT,EG,EGP,15102015.0,0.0003051698354121998,B0S6009,1.0,274116744.0
1603,2019-06-24,1312,MY20VH,MYL1818OO003,BURSA MALAYSIA,MY,MYR,30202015.0,0.0009237727823821757,B06FV38,1.0,829772664.0
1604,2019-06-24,1312,TW055Z,TW0002845005,Far Eastern Bk,TW,TWD,30101010.0,0.0014337882178163174,6328450,1.0,1287890585.0
1605,2019-06-24,1312,ET027,TREKOAL00014,KOZA ALTIN ISLETMELERI,TR,TRY,55103025.0,0.00046450438582287866,B3LP189,1.0,417237928.0
1598,2019-06-24,1312,CN898O,BMG8220B1476,SKYFAME REALTY (HDG.),CN,HKD,35101010.0,0.0003879195985824676,BGT16D0,1.0,348446160.0
1606,2019-06-24,1312,ZA20JU,ZAE000190724,HYPROP INVESTMENTS,ZA,ZAR,35102045.0,0.0012178897142210714,BN8SXL8,1.0,1093961212.0
1608,2019-06-24,1312,KR023G,KR7003240009,Taekwang Ind,KR,KRW,55201020.0,0.0006794774029173212,6870791,1.0,610335989.0
1609,2019-06-24,1312,KR02JW,KR7004370003,Nongshim,KR,KRW,45102020.0,0.000895307951646032,6638115,1.0,804204322.0
1610,2019-06-24,1312,CN8CL4,BMG7208D1092,POU SHENG INTL.(HDG.),CN,HKD,40401020.0,0.0005292959867193109,B39GMS1,1.0,475436546.0
1611,2019-06-24,1312,MY30G3,MYL6139OO009,SYARIKAT TAKAFUL MAL.,MY,MYR,30302010.0,0.0004874652297339007,6808123,1.0,437862351.0
1612,2019-06-24,1312,EG005Z,EGS691S1C011,Talaat Moustafa Group,EG,EGP,35101010.0,0.0006021800425495521,B2989Q7,1.0,540904157.0
